	Chrna2_tdTpositive_cell_2	Chrna2_tdTpositive_cell_7	Chrna2_tdTpositive_cell_21	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_27	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_36	Chrna2_tdTpositive_cell_47	Chrna2_tdTpositive_cell_52	Chrna2_tdTpositive_cell_53	Cux2_tdTpositive_cell_72	Gad2_tdTpositive_cell_17	Gad2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_40	Sst_tdTpositive_cell_41	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_85	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_103	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Arl6ip6	117.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.08	0.0	0.0	0.0	1.74	0.0	0.0	0.0	0.0	4.29	0.0	6.37	9.01	4.09	9.05	9.33	8.71
Basp1	135.39	67.79	25.32	38.68	48.92	13.42	43.74	3.0	67.65	34.9	5.13	7.18	9.89	36.95	12.12	76.56	107.5	12.06	28.61	21.67	31.53	14.79	63.45	26.37	28.74	31.49	0.81	34.95	24.89	18.01	91.91	90.8	481.54	530.49	509.16
Bbc3	3.84	0.13	0.0	0.0	0.27	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	1.93	0.18	0.65	0.0	0.0	0.0	0.0	0.12	0.25	0.0	0.0	0.21	0.27	0.0	0.0	0.45	0.0	0.35	8.66	10.17	8.97
Bcor	25.29	0.0	0.0	0.0	2.97	0.0	6.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12	2.3	13.55	13.42	12.87
Bpgm	473.04	0.0	0.0	132.32	142.84	117.63	141.76	91.18	84.93	0.0	125.13	0.21	135.48	0.0	1.63	99.34	44.76	49.14	59.88	10.67	120.01	49.97	120.77	74.39	0.28	0.0	102.92	98.84	57.47	113.92	54.2	72.03	54.39	55.48	53.58
Btbd6	139.24	0.0	94.87	0.0	0.0	0.35	21.35	0.0	0.0	27.61	0.0	0.0	53.68	0.0	71.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.52	0.0	0.0	0.0	74.03	0.0	0.24	0.0	4.7	9.52	52.54	59.16	57.36
Cep164	60.64	0.0	7.71	0.0	0.0	0.0	0.0	0.0	0.0	4.85	0.0	0.08	5.95	6.26	0.0	0.0	0.0	19.31	0.75	4.32	0.1	3.14	0.04	2.85	0.0	0.0	7.76	0.09	2.52	0.0	1.34	0.81	11.51	10.88	11.02
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Cnga4	91.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.28	0.96	1.13	1.56
Crxos1	5.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32	0.0	0.0	0.0	6.17	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.21	0.0	1.12	0.0	0.23	0.26	0.3
Csnk1e	103.02	0.0	0.14	0.13	34.28	39.77	8.18	0.0	18.33	22.0	19.52	0.62	1.34	0.11	17.6	10.92	0.0	35.2	4.48	0.92	0.7	1.09	22.74	4.53	1.47	50.37	62.54	4.47	2.36	0.04	23.67	20.03	87.5	91.6	82.59
Csnk2a1	21.47	14.16	1.2	13.94	6.92	16.78	6.82	1.16	3.5	6.29	9.85	16.27	7.02	8.69	10.67	9.1	17.64	11.03	8.41	9.45	4.52	0.22	4.83	11.44	0.81	0.11	12.7	0.45	15.42	8.32	22.88	23.04	77.48	76.29	75.41
Cstf2	101.77	0.0	15.41	35.64	63.58	0.16	17.89	0.14	14.92	4.31	0.47	0.0	57.95	40.89	0.0	0.0	0.0	3.0	21.21	2.15	0.0	30.91	0.17	71.18	42.4	0.1	0.0	7.91	16.96	0.05	17.68	18.21	76.47	73.56	73.98
D830030K20Rik	208.65	84.19	2.16	0.66	0.91	1.44	2.52	1.11	1.88	0.59	2.61	1.45	0.85	3.99	1.44	2.67	81.56	88.4	26.06	1.66	1.11	3.59	68.32	1.34	1.3	2.31	4.75	120.55	40.31	2.15	2.62	6.75	9.06	7.67	8.97
Dazap1	16.88	0.0	8.92	0.0	2.23	0.66	0.0	2.07	11.38	11.77	0.0	0.0	0.0	5.06	2.59	2.84	0.0	0.72	0.0	2.34	11.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.61	4.82	1.16	0.84	39.7	40.38	40.89
Derl1	110.34	0.0	24.92	0.0	64.91	20.18	0.0	2.33	0.0	6.08	0.13	0.0	0.26	0.0	32.67	12.68	0.75	3.15	2.5	0.0	43.12	0.0	0.23	0.0	56.6	0.0	0.0	0.0	33.86	98.22	8.89	11.01	49.5	53.94	49.46
Emb	196.26	112.71	0.53	0.0	0.0	0.0	3.59	78.51	0.0	24.45	0.0	0.0	0.0	70.67	0.0	5.88	0.0	0.0	0.0	0.0	0.0	28.54	0.0	0.85	0.0	0.0	59.55	0.0	0.0	0.0	85.08	81.66	22.37	23.13	21.03
Fam160b1	58.61	0.0	0.0	0.0	0.0	3.37	0.0	0.0	0.0	0.0	0.0	0.0	34.87	0.23	0.0	0.06	0.53	0.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	5.82	6.47	22.3	22.03	20.01
Fam60a	66.09	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	1.06	0.0	0.0	0.0	0.0	16.53	0.0	0.0	0.0	1.58	2.5	2.66	2.65	2.32
Fnbp1	93.46	0.54	0.05	0.0	0.0	1.74	3.77	22.48	4.97	0.07	0.0	0.0	49.09	0.51	0.0	1.83	0.05	0.02	0.0	0.0	0.06	0.12	3.24	1.34	0.0	0.0	0.25	0.0	0.88	0.0	6.82	8.89	74.96	74.31	85.84
Gatad2b	156.77	31.75	7.11	25.46	0.0	0.0	0.0	7.78	0.0	0.0	0.0	23.3	6.54	0.0	3.72	2.91	1.94	3.7	0.0	0.0	5.36	41.93	5.49	0.0	0.0	0.24	0.0	0.25	20.25	0.0	17.0	10.48	33.12	33.16	38.11
Ggcx	192.98	13.93	4.72	2.81	8.01	4.01	23.81	0.24	2.39	2.19	55.46	0.37	0.0	0.23	0.3	66.79	60.96	0.09	0.15	11.47	0.46	4.32	21.89	7.5	6.32	6.24	3.12	0.42	77.07	29.75	7.36	12.93	14.59	13.45	15.96
Gm12942	244.4	0.0	0.0	41.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93	1.28	3.69	5.08	4.45
Gm16973	194.38	3.03	0.0	1.98	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	11.97	0.0	86.79	0.0	0.0	0.0	0.11	0.34	0.0	0.0	0.0	58.6	0.27	0.0	0.29	0.0	0.0	0.0	3.41	3.61	6.56	6.31	5.57
Gm1943	550.32	0.0	0.19	0.0	11.18	58.71	0.0	23.12	127.48	0.14	0.0	0.0	3.07	0.24	2.67	1.0	0.23	48.6	3.17	0.24	58.55	2.92	60.23	0.0	1.03	6.72	1.5	14.16	0.0	2.32	24.27	23.75	22.02	24.93	20.32
Gm4792	115.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5833	0.36	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.14	0.15	0.0
Gm6710	107.03	0.0	0.91	0.0	0.0	1.52	15.56	0.0	1.8	3.74	6.62	23.53	2.53	4.75	0.13	3.09	0.18	0.82	28.52	2.95	1.54	1.46	7.2	2.48	7.69	3.82	10.0	8.81	49.83	0.29	10.03	9.45	8.52	5.26	11.12
Gns	167.26	88.22	0.1	0.0	0.0	56.82	2.75	0.0	36.87	7.44	0.0	83.47	71.92	0.0	31.72	22.8	2.5	0.26	0.0	0.0	7.69	0.3	0.7	34.42	0.0	0.0	0.0	18.86	46.27	37.38	7.77	9.94	70.53	71.42	68.64
Golga4	60.62	0.0	3.78	0.0	0.3	12.55	1.73	12.03	1.94	0.0	23.44	48.93	0.65	19.93	0.0	12.64	0.0	7.71	0.06	2.9	5.41	0.43	0.45	0.18	47.53	21.74	8.18	11.65	8.49	0.0	6.84	6.41	48.3	40.88	49.25
Gon4l	56.54	0.0	10.6	7.31	0.0	19.07	0.0	0.0	1.73	2.5	2.8	7.08	10.45	2.76	18.79	0.35	0.09	25.06	0.44	2.11	0.0	0.04	16.42	8.4	0.0	0.0	52.24	5.02	14.67	5.11	5.3	3.47	32.89	32.01	35.12
Gpr84	17.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74	1.27	1.39
Gxylt1	66.53	2.0	0.08	0.17	0.0	1.39	1.03	0.28	0.1	0.25	0.0	61.64	0.07	12.85	0.13	0.06	0.03	0.04	1.16	0.09	0.05	0.25	0.1	28.24	49.66	0.14	0.0	0.22	0.14	0.08	4.79	4.14	9.29	8.33	8.27
H2afy3	4.34	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.08	0.0
Hist1h2bq	0.16	0.0	0.28	0.03	0.14	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.06	0.1	0.0	0.04	0.0	0.06	0.0	0.0	0.06	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.07	0.53	0.38	0.28	0.38
Hist1h2br	0.16	0.0	0.28	0.03	0.14	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.06	0.1	0.0	0.04	0.0	0.06	0.0	0.0	0.06	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.07	0.53	0.38	0.28	0.38
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hsph1	237.74	34.88	90.4	187.71	57.92	81.55	81.2	43.45	12.58	10.38	0.23	0.12	105.12	210.46	142.72	68.95	0.0	84.93	118.19	110.71	179.71	35.93	100.05	93.28	77.87	32.98	149.97	74.3	188.07	185.96	213.44	203.15	238.03	226.06	225.17
Il13ra1	4.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.63	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.94	4.1	4.6
Ipmk	25.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.77	0.0	0.0	2.95	0.0	0.36	0.19	0.0	0.45	0.98	0.0	0.0	0.0	0.0	0.0	0.0	15.07	0.0	1.36	3.55	18.47	19.5	17.24
Isg20l2	56.21	0.23	0.28	0.12	10.58	4.81	1.0	0.21	0.0	16.81	0.44	3.55	0.35	0.06	0.0	0.0	34.61	0.0	0.29	0.08	0.41	2.13	0.09	0.05	0.39	0.0	0.76	0.47	5.78	8.18	8.04	2.65	12.09	10.79	10.78
Jrk	58.59	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.79	0.0	0.0	0.0	0.0	0.0	0.0	1.87	1.55	4.21	4.41	4.72
Kat5	328.9	0.0	0.0	0.0	88.74	0.0	0.0	41.32	0.78	0.08	66.57	0.0	78.47	223.14	0.0	41.36	0.0	0.0	57.21	57.41	21.16	0.0	0.0	88.17	0.0	0.0	0.0	148.05	58.56	5.66	52.16	29.16	62.14	60.56	62.31
Kcna6	158.02	1.03	1.56	0.25	75.38	9.97	16.26	12.75	30.49	2.33	2.63	4.11	77.96	9.74	0.57	2.11	0.36	1.73	13.08	0.0	1.58	26.38	0.46	24.73	6.81	5.21	71.25	7.97	55.1	10.5	17.73	19.11	50.12	47.07	51.34
Kctd9	143.77	0.0	0.0	0.0	23.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.34	0.0	0.08	0.0	0.0	0.0	4.89	0.0	0.0	0.0	0.0	0.15	0.0	0.57	2.19	11.47	10.83	11.3
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Leng1	41.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.84	0.0	1.35	0.0	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.0	7.57	8.36	7.43
Lep	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.03	0.06	0.0
Lipm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Lnx2	0.26	0.0	0.09	0.08	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.12	0.01	0.1	0.0	0.0	0.04	0.15	0.0	0.0	0.07	0.23	0.0	3.85	4.21	4.08
Lrp4	1.8	0.8	0.16	0.51	0.0	0.81	0.0	0.38	0.46	0.05	0.15	0.71	0.0	0.01	0.25	0.15	0.08	0.46	0.13	0.71	0.46	0.07	0.26	0.1	0.33	0.34	0.17	0.0	0.15	0.07	1.63	1.45	14.58	15.12	16.01
Macrod2	138.56	0.0	17.96	14.67	0.0	0.0	1.27	0.0	0.0	0.0	0.0	0.0	1.98	0.0	0.0	6.65	0.0	0.0	9.11	6.39	0.0	22.16	6.19	1.04	0.0	0.0	10.0	0.0	0.0	0.0	6.21	3.2	29.11	28.47	30.48
Maoa	244.24	22.85	5.41	7.56	60.86	10.55	4.5	6.94	47.34	1.52	82.06	9.28	79.36	5.23	10.47	8.41	4.62	11.14	4.01	5.54	39.81	4.16	5.81	39.2	8.86	22.89	85.67	10.47	37.34	8.65	24.77	20.59	26.39	23.44	28.07
Mir297c	24.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mknk2	66.5	9.97	0.0	0.0	0.0	10.69	0.0	0.0	0.0	0.0	0.0	0.0	21.62	0.0	0.0	11.7	0.0	2.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.61	0.0	0.0	0.0	0.0	3.59	2.82	30.98	33.65	27.25
Mrgpra4	2.53	0.86	0.14	0.0	0.0	0.0	1.7	0.0	0.11	0.0	0.0	0.0	0.0	1.69	0.0	0.0	0.15	0.0	0.14	0.0	0.18	0.0	0.0	0.0	0.38	0.31	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0
Mtap2	237.41	93.11	37.61	54.09	31.88	34.87	77.92	6.27	10.36	16.78	53.63	18.77	92.09	11.67	32.3	33.26	8.83	66.15	24.63	102.62	9.53	48.3	31.24	41.51	31.93	91.1	167.16	87.72	53.46	107.24	111.31	89.05	353.37	323.67	355.02
Myl6b	97.81	0.0	0.41	0.74	0.0	0.0	0.63	3.09	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01	0.65	0.0	0.28	0.0	1.25	0.47	0.0	0.0	0.0	0.0	0.47	0.0	0.6	1.76	23.55	26.98	24.06
Naf1	32.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.72	0.74	0.0	3.09	0.0	0.22	0.0	0.0	0.0	16.31	0.05	0.0	0.0	0.0	0.0	0.0	0.0	2.74	2.32	14.69	16.28	13.99
Ndufaf1	454.39	0.0	0.0	25.07	98.93	0.0	0.0	0.0	2.98	50.79	0.0	0.0	205.96	127.49	103.48	1.55	0.0	144.3	0.0	64.1	0.0	24.79	20.64	86.22	0.81	117.66	0.0	0.0	61.28	0.08	63.12	51.23	26.5	25.74	28.0
Nipal3	90.52	9.12	0.04	6.82	0.0	14.56	23.14	0.0	9.76	21.82	21.28	23.38	0.0	24.73	10.61	2.78	40.55	27.73	0.0	33.8	0.0	26.44	0.0	37.74	0.0	0.0	14.0	0.0	0.55	6.09	10.35	13.0	59.34	62.81	55.55
Nphp1	98.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	2.78	13.62	14.5	13.88
Npm2	131.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.67	0.63
Olfr1420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Olfr701	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Pcdha12	16.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.67	7.22	10.93	11.99	10.53
Pcdhb19	73.93	0.0	0.0	0.0	0.0	0.0	0.0	29.16	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.43	0.0	7.61	5.55	5.24	4.81	5.56
Phlda1	52.46	0.0	15.53	0.0	0.3	14.49	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.35	17.62	4.78	0.0	8.16	0.0	18.94	16.79	0.25	0.0	10.37	0.23	0.0	0.0	0.0	0.0	0.77	2.69	29.3	32.64	27.96
Plekhb1	217.68	179.78	0.0	0.0	0.0	1.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.38	91.08	297.36	295.72	317.45
Pnp	112.57	43.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.51	0.0	0.0	0.0	0.0	0.0	0.0	0.9	45.69	0.0	0.0	28.53	0.17	44.07	0.0	0.0	0.0	0.0	0.0	0.0	57.55	4.05	2.48	12.23	9.31	10.95
Polr3e	143.71	0.0	10.68	20.98	0.0	0.16	0.0	0.44	0.0	8.91	8.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.92	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	41.91	7.35	0.0	2.42	3.48	23.61	27.48	23.53
Prdx6	132.59	40.92	0.0	0.0	67.5	1.77	0.0	0.0	86.57	0.0	0.0	0.37	0.0	0.07	57.32	90.89	0.0	0.0	24.23	0.0	97.89	0.0	36.61	0.0	0.0	0.19	99.0	0.0	38.5	0.0	43.88	51.23	150.09	148.57	155.97
Prima1	26.85	0.0	39.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.86	7.71	11.11
Prkcb	85.7	26.13	46.39	52.16	6.44	45.18	59.8	29.92	140.71	8.02	44.21	4.84	6.78	25.87	13.05	24.56	22.11	3.8	0.06	30.8	3.4	0.14	7.3	25.66	122.11	64.88	2.6	0.35	52.56	19.03	279.7	235.19	360.87	341.57	387.59
