	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_18	Htr3a_tdTpositive_cell_44	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ascc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.09	0.05	8.03	0.0	0.83	0.0	33.69	6.69	0.0	0.0	0.11	10.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.14	0.0	0.0	0.0	0.0	0.0	4.18	3.85	1.58	0.0	0.0	0.0	0.0	184.34	8.83	4.5	5.47	18.34	16.82	17.46
Atp2c1	64.86	25.59	2.56	37.66	272.42	23.27	23.81	34.54	22.76	34.38	37.95	34.36	33.58	27.08	16.56	4.22	43.99	20.49	14.46	2.69	7.28	46.4	9.71	43.56	141.95	7.63	37.66	63.64	28.98	66.43	14.09	31.91	8.73	59.26	87.46	50.78	0.09	12.38	58.16	24.84	391.33	47.31	38.96	37.25	105.3	100.31	105.18
BC002230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.96	0.1	0.0	1.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.04	26.02	0.0	3.19	0.0	1.1	0.0	0.0	0.0	0.0	96.64	3.52	3.14	4.1	11.8	11.86	12.54
C030006K11Rik	0.0	0.0	0.0	0.0	2.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07	0.0	0.0	0.14	0.0	0.0	0.15	0.0	4.63	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.77	9.96	39.41	0.17	0.2	0.0	12.84	16.15	13.56
C130030K03Rik	0.0	0.0	0.17	0.0	0.0	19.38	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84	0.12	0.0	6.6	17.28	0.0	0.0	0.0	0.0	16.67	0.0	105.08	0.0	0.0	18.93	3.26	0.0	31.49	0.0	0.0	0.0	0.0	99.19	1.66	0.64	2.42	7.65	7.5	9.56
C920006O11Rik	0.0	0.0	0.0	0.0	32.49	0.0	0.0	0.0	0.11	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.62	0.0	0.17	0.0	0.0	0.0	0.0	53.26	0.0	0.0	0.0	45.17	0.0	11.37	0.0	0.0	0.0	0.0	3.51	0.0	171.3	2.52	3.64	6.85	4.36	4.82	3.42
Cacna1h	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69	0.0	0.0	0.0	0.0	0.0	0.0	6.74	0.47	0.29	0.24	26.06	28.88	30.37
Calcoco1	0.0	1.84	8.66	3.67	0.04	33.02	0.0	0.13	0.78	0.0	0.09	25.26	4.31	20.38	0.0	0.0	54.46	0.0	0.0	0.0	24.16	2.28	16.63	0.0	0.0	17.76	2.21	30.78	2.9	0.89	4.84	3.41	0.0	9.25	10.95	19.43	29.64	0.0	7.25	28.7	233.01	22.49	24.6	24.33	65.64	68.73	64.28
Car12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.62	1.68	0.09	1.39	13.63	11.86	13.85
Casp6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.13	0.0	0.0	0.0	0.0	15.64	0.0	0.0	0.0	34.4	34.24	0.0	2.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.13	1.46	0.72	5.6	5.01	5.3	4.95
Ccdc157	0.55	0.13	0.22	0.3	2.07	1.12	0.62	0.65	0.36	0.78	0.56	0.61	0.47	0.27	0.23	0.51	0.09	0.42	0.43	0.12	0.7	0.41	0.17	0.24	0.35	0.55	0.65	0.33	0.18	0.65	0.26	0.48	0.19	5.13	0.4	0.7	0.42	0.68	0.37	0.26	56.8	0.95	1.92	1.19	19.84	18.57	21.08
Ccnb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.13	4.78	0.0	0.0	0.0	0.98	0.81	1.23
Cd209b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.35	0.0	0.0	0.0	0.11	0.41	0.11
Cd276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.08	18.49	0.0	27.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.06	0.0	0.46	0.03	0.0	21.8	0.0	12.24	0.99	33.45	0.0	6.0	0.04	0.1	100.41	6.35	3.54	5.54	11.13	11.56	11.55
Cd33	0.32	0.16	0.0	0.22	0.66	0.39	0.33	0.16	0.26	0.17	0.66	0.19	0.5	0.18	0.68	0.0	0.13	0.24	0.13	0.12	0.33	0.28	0.23	0.17	0.1	0.06	0.23	0.09	0.78	0.69	0.07	0.33	0.22	0.78	0.0	0.09	0.19	0.34	0.38	0.0	1.3	0.24	0.28	0.55	5.21	4.81	6.26
Cebpd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.67	0.8	0.61	1.08	3.34	4.72	3.87
Cela1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.15	0.0	0.0	0.0	0.0	0.0	0.0	110.71	0.0	0.0	2.27	3.73	4.29	3.48
Chd2	6.02	0.0	0.0	8.4	0.01	0.0	15.59	4.55	25.18	0.7	30.61	12.94	7.93	0.21	2.25	47.83	1.26	3.22	3.13	0.35	32.37	0.92	16.39	1.18	2.39	1.52	0.0	19.94	7.89	18.74	15.4	3.64	5.88	10.02	2.89	0.8	18.41	6.29	28.94	0.07	83.7	11.54	5.52	5.98	18.62	17.08	20.11
Chrna3	0.0	0.0	0.0	0.0	0.04	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.01	0.0	0.33	0.22	0.73	0.59	0.68
Cit	0.2	2.63	0.0	0.84	6.69	6.83	0.0	0.37	0.79	0.03	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3	0.0	0.0	0.0	4.42	1.98	0.04	126.29	2.05	2.12	2.98	37.49	36.91	41.69
Clic5	0.12	0.0	0.0	0.04	0.0	0.04	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.05	0.05	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.1	1.15	0.77	4.53	3.89	4.26
Cln6	0.0	0.0	0.0	48.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.17	0.0	0.0	0.0	0.0	0.0	23.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.93	2.19	0.0	0.0	0.0	8.19	0.0	0.0	0.0	0.0	0.0	31.5	158.03	3.09	2.11	4.09	10.9	12.43	11.86
Cmklr1	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.12	0.03	0.03	0.0	0.0	0.12	0.1	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	2.46	1.69	2.4
Cntnap5c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	3.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	172.37	0.0	0.0	0.0	4.92	4.91	6.2
Cog3	0.0	18.42	0.0	0.96	26.1	0.31	0.0	0.0	0.04	0.0	18.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.13	0.11	28.29	0.0	1.14	21.47	1.37	2.06	0.0	0.0	0.0	0.0	7.79	41.48	0.0	0.1	0.0	0.45	7.85	148.84	8.27	5.18	4.33	23.23	22.86	23.48
Col24a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	2.15	9.16	1.39	0.0	0.0	0.0	0.0	21.01	0.0	0.05	0.05	4.26	3.9	5.15
Coq6	0.0	0.0	0.0	0.0	0.0	142.72	80.2	44.74	0.0	0.0	88.9	12.84	114.08	0.0	0.0	0.0	62.04	79.98	0.0	13.24	197.5	57.49	0.15	0.0	0.0	0.0	0.0	8.1	56.46	0.0	0.0	0.0	30.04	32.16	52.31	0.0	49.46	0.25	0.0	35.44	337.49	22.51	14.4	38.08	20.43	22.82	21.17
Cpsf1	0.0	0.18	0.0	0.0	0.16	10.88	24.94	0.0	36.37	4.85	43.73	0.16	19.53	1.45	0.09	0.0	20.23	0.0	34.71	0.0	0.0	0.0	9.58	25.72	0.1	29.77	8.34	0.0	0.26	2.3	18.71	0.41	34.67	6.82	0.0	19.44	1.77	0.0	0.0	48.15	154.7	11.74	8.54	5.34	34.98	38.93	36.58
Creb3l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.11	0.53	0.3	3.07	2.18	2.5	2.73
Crnkl1	7.24	18.07	0.0	0.0	0.0	0.0	0.0	16.0	0.08	3.67	86.71	3.87	39.55	0.0	28.23	0.0	0.0	0.0	1.26	0.0	0.0	0.0	10.53	0.0	0.0	0.0	0.0	0.0	0.0	26.75	1.21	30.44	1.19	5.56	29.21	0.59	0.0	0.0	2.66	0.0	170.8	29.46	21.4	34.96	14.85	14.64	15.56
D930016D06Rik	0.0	0.0	0.0	0.07	0.0	0.0	0.61	0.0	5.64	0.03	0.31	17.74	0.0	6.11	12.15	22.51	0.0	43.77	11.16	15.69	0.0	1.85	0.0	0.0	0.0	0.0	0.0	39.16	26.69	1.0	0.0	0.06	0.0	41.83	1.64	7.16	0.0	4.29	6.46	0.95	139.04	16.81	13.65	14.05	14.09	11.55	14.06
Ddx19b	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.04	0.0	0.03	0.0	0.05	16.56	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.19	0.0	3.6	1.11	0.0	0.44	0.98	0.09	0.73	0.0	0.0	0.0	2.24	0.48	0.0	17.52	0.06	0.66	0.0	119.57	4.95	3.75	3.94	19.6	17.52	18.66
Ddx26b	12.69	0.0	0.1	0.97	83.49	0.0	0.35	0.1	0.02	0.36	0.0	1.83	8.41	23.74	0.3	8.56	11.57	9.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6	0.0	0.0	0.0	0.12	0.0	0.06	20.35	0.0	5.91	22.96	38.28	0.0	0.0	291.06	8.18	1.53	3.9	37.71	34.58	36.9
Dgkz	9.75	0.0	0.0	5.0	57.64	7.99	9.44	19.97	0.05	6.36	32.06	0.0	3.53	2.98	15.69	0.58	5.95	0.0	0.24	0.0	0.0	2.67	0.0	3.4	0.0	0.0	14.14	0.79	0.0	0.0	4.61	6.28	0.07	23.83	8.65	0.2	16.37	1.89	31.89	19.47	42.61	23.37	24.12	22.95	347.99	334.7	361.93
Dhdh	0.0	0.0	0.0	0.0	2.03	0.32	0.31	0.14	0.27	0.32	0.21	0.33	0.1	0.26	0.5	0.49	0.23	0.01	0.48	0.44	0.0	0.0	0.18	0.11	0.21	0.74	0.15	0.18	0.51	0.6	0.23	0.07	0.1	1.49	0.27	0.11	2.86	0.31	0.15	0.22	44.25	0.44	0.27	0.89	8.62	9.3	9.67
Dlx3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.08	0.04	0.04
Dpp8	0.0	0.0	0.0	0.0	0.0	1.8	0.21	0.0	6.6	0.0	53.93	2.56	0.0	0.45	12.91	2.86	7.38	0.04	0.06	12.35	0.0	0.0	0.0	0.84	0.0	0.21	2.34	0.0	0.0	0.0	0.0	22.79	0.0	3.56	0.0	0.0	0.0	0.49	0.0	0.82	140.24	7.07	3.08	4.55	130.84	120.47	130.76
E130309D02Rik	0.0	0.0	0.0	5.58	0.0	0.0	0.0	0.0	25.1	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66	0.0	0.0	0.0	0.0	35.69	0.0	114.56	0.77	2.65	2.83	20.56	22.19	21.61
Eda2r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.14	0.16	0.15
Eif2b5	27.09	6.58	0.0	0.21	24.1	0.0	14.22	0.0	32.91	24.79	0.0	15.59	0.0	0.22	11.25	0.48	0.0	25.73	0.0	30.29	16.02	13.65	0.0	0.0	10.14	0.2	1.8	41.38	0.0	43.42	29.57	0.18	1.35	14.0	2.36	5.2	4.16	0.31	3.47	7.74	199.58	11.22	9.57	9.52	45.86	49.15	47.86
Endog	0.0	0.0	71.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.13	0.0	0.0	0.0	0.0	0.0	79.33	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.59	8.35	3.41	0.0	0.0	11.3	0.0	188.26	4.62	2.61	1.75	20.22	24.57	20.01
Enpp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	0.0	0.0	0.0	3.39	3.57	3.09
Entpd3	1.18	0.0	0.0	36.64	0.0	0.0	35.88	3.6	0.02	0.0	1.15	1.04	26.1	0.0	0.0	0.0	0.0	0.0	82.37	0.22	0.0	2.33	35.75	0.0	0.0	0.0	12.09	12.58	5.31	0.0	29.15	0.0	30.03	0.0	0.0	0.0	0.0	0.0	0.11	0.0	175.46	3.7	2.68	1.9	6.95	8.08	7.18
Fam126b	42.36	18.41	15.91	15.26	0.55	32.92	25.67	46.0	0.27	0.2	30.27	29.65	18.1	10.87	39.15	3.88	8.9	26.07	32.72	22.43	5.24	0.04	21.0	6.41	9.26	23.02	0.3	3.94	32.69	35.0	0.52	21.11	13.21	59.54	7.86	28.02	34.5	6.62	16.2	23.17	144.59	52.69	27.49	30.92	38.93	31.56	36.99
Fam187b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.76	2.03	0.0	0.16	0.08	0.09
