	Ctgf_tdTpositive_cell_3	Ctgf_tdTpositive_cell_4	Cux2_tdTpositive_cell_35	Ndnf_tdTpositive_cell_10	Nr5a1_tdTpositive_cell_35	Rbp4_tdTpositive_cell_70	Rbp4_tdTpositive_cell_74	Rbp4_tdTpositive_cell_95	Rbp4_tdTpositive_cell_133	Rbp4_tdTpositive_cell_134	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_176	Rbp4_tdTpositive_cell_177	Rbp4_tdTpositive_cell_178	Rbp4_tdTpositive_cell_180	Rbp4_tdTpositive_cell_185	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_6	Rbp4_tdTnegative_cell_9	Rbp4_tdTnegative_cell_13	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_22	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_19	Rorb_tdTpositive_cell_47	Scnn1a.Tg3_tdTnegative_cell_11	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Camk2a	0.62	0.35	114.4	0.08	114.67	75.74	59.93	40.4	10.48	34.98	22.97	22.22	60.09	90.74	30.57	49.43	0.08	0.48	1.04	0.67	0.5	1.64	0.13	17.73	3.33	0.0	1430.39	1416.19	1497.51
Camk2b	0.0	0.0	398.56	0.0	30.88	95.06	91.36	186.06	45.44	53.37	71.21	57.05	93.98	161.84	74.85	45.88	0.4	0.0	0.19	0.35	0.32	0.0	0.0	68.0	0.52	0.0	532.26	557.69	545.35
Cbl	0.0	0.0	40.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	1.11	0.0	0.0	2.89	0.0	0.06	0.0	0.16	0.0	0.0	0.0	0.09	0.72	0.0	0.0	24.26	20.82	24.59
Cd300lg	0.0	0.0	28.23	0.27	2.17	0.29	9.07	20.46	30.43	5.71	2.54	0.45	0.89	0.0	2.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.36	0.48	0.43
Cds2	0.0	0.27	114.93	0.0	10.05	38.66	6.61	22.48	6.65	11.77	21.73	32.54	29.71	34.53	40.46	4.05	0.44	0.65	1.01	0.18	0.75	0.29	0.59	17.48	0.51	0.33	203.83	204.49	205.55
Cml2	0.0	0.0	0.78	0.0	1.57	6.46	0.0	0.21	0.0	0.64	0.0	0.0	0.42	0.67	0.17	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.32	0.0	0.0	0.33	0.41	0.68
Cnksr2	0.0	0.0	176.87	0.0	23.43	49.19	55.94	2.6	0.8	15.69	23.98	0.32	43.26	24.67	40.77	0.81	0.0	0.13	0.0	0.0	0.12	0.31	0.0	65.11	0.15	0.0	114.68	103.4	116.88
Cpox	10.96	4.26	106.44	0.76	12.77	34.24	9.42	10.53	24.2	13.11	17.1	24.71	25.75	21.2	16.5	47.13	9.24	21.76	41.7	7.08	4.62	23.5	17.98	14.35	28.68	26.18	40.77	42.88	42.65
Crlf2	0.0	0.0	7.45	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.07	0.0	18.3	21.11	20.21
D18Ertd653e	0.0	0.0	129.85	0.0	0.52	0.0	0.0	0.0	0.0	0.0	6.66	0.0	34.99	0.0	0.0	18.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8	0.0	0.0	35.82	29.98	35.1
Dgkz	0.0	0.0	250.48	0.0	0.37	27.03	28.29	81.38	4.93	33.97	23.83	8.78	12.11	8.54	26.67	17.62	0.0	0.21	0.0	0.0	0.0	0.0	2.38	22.36	0.0	0.0	347.99	334.7	361.93
Dnajc28	0.12	0.0	35.36	0.0	0.0	0.0	26.61	0.0	0.0	0.0	5.98	0.0	0.0	0.0	25.53	0.0	0.54	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.03	0.0	9.69	8.61	8.57
Dnm1	0.0	0.0	138.54	0.0	11.22	65.89	75.92	46.15	11.85	37.8	36.26	33.46	69.02	133.85	42.49	64.19	0.0	0.19	0.2	0.0	0.0	0.0	0.12	33.52	0.11	0.0	785.48	840.55	821.55
Dom3z	0.0	0.0	317.39	0.0	0.91	25.9	44.6	0.0	0.0	1.5	7.29	84.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.21	0.0	0.0	21.39	20.75	20.08
Eif4ebp3	0.0	0.0	141.84	0.0	74.21	0.0	0.0	12.22	20.43	0.0	16.68	0.0	36.78	3.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.41	0.0	0.0	6.55	6.42	8.66
Fkrp	0.0	0.0	309.75	0.0	0.0	0.0	21.96	0.0	0.0	0.0	0.0	0.0	0.0	0.2	44.87	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.11	0.0	0.37	48.84	57.36	51.14
Gde1	0.0	0.0	220.04	0.0	10.34	82.11	29.73	40.34	29.58	38.87	55.28	42.35	173.76	188.27	13.21	12.6	0.64	0.97	0.0	0.0	0.43	0.0	0.0	36.65	0.28	0.0	304.34	337.74	326.45
Gm16894	0.0	0.0	140.13	0.0	0.0	1.6	13.79	47.8	0.0	0.0	8.54	0.0	0.0	12.89	46.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.96	2.57	3.8
Gpr25	0.0	0.0	2.3	0.0	0.0	2.26	0.0	0.0	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.06	9.75	10.24
Grin1	0.0	0.0	57.68	0.0	34.14	31.99	19.61	46.16	11.02	25.58	25.24	31.68	23.22	44.21	2.95	7.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.76	0.26	0.0	389.58	403.6	404.44
Hgsnat	0.0	0.0	137.84	0.36	0.0	1.26	33.57	0.0	24.7	0.0	2.61	24.87	52.04	9.33	0.0	16.08	0.0	0.0	0.0	0.0	0.0	160.56	0.0	44.47	0.0	0.0	50.84	52.82	50.58
Hpca	0.0	0.03	1994.35	0.0	1459.15	0.0	0.2	1.86	264.12	246.2	190.55	234.97	56.63	267.46	116.94	280.46	0.0	1.46	0.8	0.0	1.31	0.0	0.0	662.27	1.13	0.0	953.61	1005.6	947.12
Htatip2	0.0	0.0	591.16	0.0	2.14	54.02	76.83	48.65	0.0	68.14	42.51	0.0	96.03	0.0	0.0	34.62	0.0	0.0	0.64	0.0	0.0	0.0	0.0	83.13	0.0	0.0	14.94	12.51	13.65
Ift122	0.0	0.0	165.38	0.0	0.0	22.12	0.0	1.86	0.96	0.0	9.87	2.97	0.17	51.84	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.82	0.0	0.0	22.09	22.15	23.12
Igsf8	0.0	0.0	156.01	0.0	1.17	3.45	15.25	17.48	41.29	18.48	17.37	16.06	1.57	115.98	5.94	34.09	0.56	8.88	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	177.56	211.72	181.99
Ippk	0.0	0.0	47.44	0.0	41.52	0.0	0.0	0.0	3.26	0.0	3.82	1.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	15.03	15.57	15.04
Itpka	0.0	0.0	398.21	0.0	147.78	64.17	104.71	54.67	71.75	18.46	87.27	57.14	55.71	28.56	0.32	102.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.97	0.0	0.0	230.06	253.04	226.96
Klc1	0.0	0.0	447.52	0.0	1.09	78.45	80.46	31.64	7.96	19.68	63.64	34.11	42.48	75.57	58.76	41.2	0.14	0.0	4.64	0.0	0.27	0.0	0.0	37.81	0.0	0.0	706.38	755.05	722.85
Lhx2	0.0	0.0	43.44	0.0	0.0	0.0	0.0	0.0	14.56	1.86	5.8	0.0	0.0	7.56	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	16.63	0.0	0.0	56.38	59.03	58.71
Lrrc14	0.0	0.0	305.59	0.0	0.57	0.0	0.0	34.56	0.0	35.47	5.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.19	24.07	23.05
Man1b1	0.0	0.0	124.25	0.0	0.0	0.0	0.25	0.0	0.0	0.79	1.58	20.26	1.29	0.15	1.21	2.07	0.0	75.05	0.0	0.38	0.0	0.0	0.0	0.09	0.0	0.0	50.02	53.2	50.77
Map3k9	0.0	0.0	35.45	0.0	0.0	13.77	7.25	6.43	0.36	2.64	3.5	0.15	0.65	6.44	12.24	4.52	0.08	0.0	0.0	0.0	0.0	0.0	0.09	4.55	0.0	0.0	31.85	31.22	33.42
Marveld1	0.0	0.0	114.9	0.0	0.0	0.0	0.0	0.0	0.0	27.17	0.25	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.46	7.72	6.35
Mbtps1	114.3	0.0	220.33	0.0	0.0	5.01	10.06	27.77	0.83	75.46	7.18	0.0	9.82	0.13	19.86	13.99	0.08	0.0	0.18	0.0	0.15	3.52	0.0	0.0	0.0	0.0	53.53	54.98	52.0
Mc3r	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.49	0.64	0.36
Megf8	0.0	0.0	47.23	0.0	0.25	2.02	8.5	0.14	1.85	0.04	2.24	0.32	3.9	4.58	0.0	0.23	0.0	0.07	147.02	12.73	0.06	0.0	0.0	4.03	0.0	0.0	58.28	58.89	62.16
Mir690	26828.41	11171.05	9534.89	19376.41	30464.78	30528.33	39867.27	42000.18	28765.87	28695.45	11744.41	37370.15	37614.4	24336.09	23271.48	32522.04	27509.93	44948.68	42282.55	27759.51	24726.6	35532.88	23237.11	48007.3	26597.61	26521.64	1.35	1.29	0.95
Mrps9	0.0	0.0	429.78	0.0	0.93	34.92	105.2	68.75	20.09	176.89	104.22	12.82	11.52	170.41	87.68	85.11	0.0	98.63	0.56	54.28	0.46	0.0	0.0	0.0	0.0	0.0	39.58	44.17	36.5
Mtap7	0.0	0.0	101.87	0.0	6.94	25.75	10.21	0.0	0.0	34.56	9.51	42.85	0.0	13.74	37.59	0.09	0.08	0.0	0.0	0.37	0.17	0.0	0.0	0.0	0.11	6.71	75.61	75.06	75.91
Myh10	0.0	0.0	88.29	0.0	55.0	53.73	32.34	46.53	0.1	6.29	20.89	2.5	17.13	40.12	23.92	3.13	0.0	0.09	0.2	0.0	0.0	0.0	0.0	39.42	0.16	0.0	136.61	130.54	138.14
Ncrna00086	0.0	0.0	32.18	0.21	0.0	9.11	0.22	0.0	8.29	6.35	6.36	0.0	7.87	0.36	3.73	3.42	0.31	0.71	0.0	0.67	0.0	0.0	0.0	16.42	0.0	0.41	19.62	20.09	19.86
Npcd	0.0	0.0	254.36	0.0	7.58	1.3	17.82	2.85	2.6	17.88	18.85	13.67	13.03	70.97	8.87	27.85	0.0	0.42	0.0	0.0	0.28	0.0	0.0	71.25	0.11	0.05	247.5	166.76	178.33
Nrgn	0.0	0.0	1132.11	0.0	534.22	310.53	424.41	453.64	386.44	312.93	434.86	393.74	381.2	385.21	327.16	458.48	0.0	0.58	0.61	0.0	0.0	0.0	0.0	391.18	0.99	0.0	2256.7	2403.01	2414.28
Nrip1	0.0	0.0	84.13	0.0	0.0	25.96	0.0	0.0	0.09	0.0	5.22	0.0	7.02	0.0	30.82	0.0	0.0	472.01	0.17	0.0	0.14	0.0	0.0	3.82	0.0	0.0	14.19	14.02	14.58
Nxf7	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94	1.56	1.43
Pdk2	0.0	0.0	366.13	0.0	0.0	40.46	0.0	16.77	5.07	0.56	22.18	11.88	0.31	0.0	31.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.51	0.0	84.61	89.08	86.53
Pgs1	0.0	0.0	307.87	0.0	0.0	5.79	30.43	0.0	27.44	13.68	18.21	0.0	8.83	38.33	31.4	60.55	0.14	0.0	0.0	51.69	0.0	0.0	0.0	18.93	0.0	0.0	74.87	76.21	80.3
Plvap	0.0	0.0	89.71	0.0	60.87	12.32	30.32	0.0	0.0	0.0	12.55	0.0	6.27	8.44	0.0	12.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.56	9.31	7.36
Ppm1l	0.0	0.0	161.03	0.0	0.0	46.37	26.75	15.59	0.2	0.0	6.38	0.0	29.24	22.61	6.92	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	65.1	0.0	0.0	58.45	55.23	62.04
Ppme1	0.0	0.0	213.4	0.0	277.48	141.9	74.99	92.35	9.88	228.42	93.56	108.57	64.85	9.66	83.54	36.1	0.0	0.0	0.0	136.3	0.0	0.0	0.0	30.9	0.88	0.0	202.91	195.24	212.01
Rasgrp1	0.06	0.12	393.4	0.0	19.42	137.6	135.72	147.5	111.02	25.16	89.61	63.62	102.26	78.34	124.74	18.04	4.58	0.29	0.64	0.52	0.38	0.59	0.79	67.16	0.4	0.0	305.33	284.99	284.95
Rev1	9.5	0.0	111.62	0.0	0.0	1.93	29.15	2.1	0.0	2.27	7.16	1.59	0.16	0.0	33.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	17.41	16.67	16.45
Rnf26	0.0	0.0	182.33	0.0	0.57	0.0	33.5	41.09	0.0	0.0	3.55	0.0	0.0	0.25	0.0	29.93	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	29.58	32.83	33.78
Rnps1	0.0	0.0	764.17	0.0	0.0	206.38	89.67	74.09	20.25	121.64	96.08	33.07	141.95	129.81	9.6	163.01	327.34	0.0	0.97	0.0	0.0	0.0	0.0	218.45	1.17	26.83	142.83	146.1	143.89
Scn8a	0.0	0.0	116.32	0.0	42.54	70.85	98.95	42.57	11.79	21.51	43.36	45.7	17.47	75.48	0.49	20.84	0.03	0.19	3.92	0.0	0.0	0.0	0.04	20.74	0.15	0.0	111.53	100.99	112.93
Sdc3	0.0	0.0	162.58	0.0	0.0	3.9	9.28	0.0	0.0	0.08	1.39	0.65	0.56	2.21	0.0	0.0	0.13	526.53	2.33	0.57	0.13	0.0	0.0	19.29	0.0	0.0	108.9	116.76	111.8
Sema6d	0.0	0.15	59.99	0.04	0.0	22.07	3.71	16.13	0.11	2.61	8.57	0.13	0.22	0.1	0.25	0.06	0.15	0.35	0.27	0.58	0.11	0.0	0.0	10.04	1.31	0.21	28.79	27.47	31.61
Sertad1	0.0	0.0	608.76	0.0	367.86	0.0	0.0	0.0	0.0	0.0	26.89	0.0	0.0	0.0	12.28	0.0	0.0	0.0	0.0	0.0	17.81	0.0	0.0	79.12	0.0	0.0	18.35	19.12	12.05
Slc25a28	0.0	0.0	220.85	0.0	0.0	10.06	0.0	39.08	0.0	0.0	9.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.24	45.6	38.7
Snord116	0.0	0.0	40.52	0.0	35.0	5.77	12.39	3.1	0.0	19.25	9.2	21.53	0.0	4.89	5.01	8.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.0	0.0	1.22	1.15	1.9
Snord116l1	0.0	0.0	40.52	0.0	35.0	5.77	12.39	3.1	0.0	19.25	9.2	21.53	0.0	4.89	5.01	8.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.0	0.0	1.22	1.15	1.9
Snord116l2	0.0	0.0	40.52	0.0	35.0	5.77	12.39	3.1	0.0	19.25	9.2	21.53	0.0	4.89	5.01	8.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.0	0.0	1.22	1.15	1.9
Sos2	0.08	0.0	45.02	10.47	5.25	4.59	2.14	15.02	0.9	0.0	2.15	2.57	0.0	1.76	0.0	0.0	0.0	0.12	0.0	0.5	0.23	0.0	0.0	0.0	0.0	0.0	19.39	17.21	17.87
Stk40	0.0	0.0	64.84	1.0	0.0	7.48	0.0	0.1	0.0	0.0	2.13	1.38	1.73	0.0	0.64	0.1	0.09	0.0	0.66	0.0	849.11	0.12	0.0	20.41	0.0	0.0	28.92	28.46	24.06
Stxbp5l	0.07	0.07	44.41	0.06	60.64	5.34	25.13	11.18	39.96	0.58	17.95	20.34	40.26	11.11	6.45	8.32	0.34	0.46	0.63	0.0	0.42	0.6	1.13	7.67	0.36	0.0	41.93	33.64	44.5
Tle2	0.0	0.0	84.41	0.0	0.9	0.08	0.31	8.41	0.28	0.5	1.17	0.51	0.05	0.0	0.25	0.11	0.86	1.33	0.0	0.42	0.0	0.44	0.12	0.66	4.21	0.35	25.91	26.26	26.72
Tmed10	0.0	0.0	225.24	0.27	38.03	49.6	20.33	50.2	13.67	13.5	26.1	15.11	44.26	20.53	96.16	27.84	433.01	1009.42	1.53	0.0	0.36	616.81	1264.33	121.03	0.7	4.13	92.11	87.88	88.18
Trpv2	0.0	0.0	174.16	0.0	0.0	0.0	16.06	55.82	0.14	64.44	1.88	0.0	3.29	18.57	0.21	70.96	0.0	0.0	0.0	0.0	6.54	0.0	0.0	83.49	0.0	0.0	15.67	17.5	15.88
Wasl	0.0	0.0	288.42	2.81	0.3	15.16	25.47	59.93	10.27	11.17	31.65	2.41	34.09	1.27	59.56	30.84	0.07	0.17	0.0	0.0	0.0	0.0	0.0	5.29	0.29	0.0	88.41	87.19	82.5
Wdr60	0.0	0.0	228.39	0.0	0.0	24.79	42.22	12.49	51.91	35.59	10.92	1.95	44.27	0.15	2.12	0.0	0.09	1.37	290.6	0.0	0.0	0.0	0.0	2.52	0.11	0.0	14.9	13.6	16.36
Zfp106	0.0	0.0	129.92	0.0	0.14	29.24	14.07	30.48	1.45	5.82	14.47	0.79	0.23	14.68	36.26	0.07	25.65	5.3	0.0	0.0	0.56	0.0	0.05	3.04	0.14	0.0	81.46	75.11	80.47
Zfp518b	0.0	0.0	43.58	0.0	0.0	23.22	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.11	7.78	8.32
Zfp532	0.0	0.06	195.4	0.0	0.0	0.18	6.52	0.0	0.0	0.0	11.8	0.0	10.92	49.29	0.0	0.12	0.0	73.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.18	26.39	27.61
Zfp654	0.0	0.0	161.45	0.0	0.0	0.0	0.0	18.46	96.62	23.16	6.44	0.0	0.15	0.12	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	12.06	10.24	11.52
Zfp954	0.0	0.0	418.25	0.0	0.0	57.3	0.0	0.0	0.0	0.0	16.77	20.45	1.72	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.21	0.0	12.61	13.66	11.57
Zmym3	0.0	0.0	281.52	0.0	0.24	49.8	9.91	16.37	0.0	2.21	14.41	48.36	9.65	1.32	52.85	1.91	0.0	0.0	0.0	0.0	0.0	82.33	998.66	26.12	0.08	0.0	86.55	84.03	87.79
