	Chrna2_tdTpositive_cell_54	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_47	Gad2_tdTpositive_cell_55	Ndnf_tdTpositive_cell_20	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_49	Pvalb_tdTpositive_cell_51	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	Pvalb_tdTpositive_cell_78	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_26	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_39	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4933432I09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31	2.49	2.42
5430411K18Rik	0.03	0.03	0.2	0.04	0.0	1.26	3.36	8.77	0.03	0.06	1.2	7.14	1.01	0.06	23.91	0.25	0.45	0.28	7.96	0.39	0.29	0.08	1.67	5.89	44.76	0.15	0.23	1.89	0.13	3.4	0.36	0.98	0.1	0.24	0.1	4.72	9.69	11.78	0.07	3.5	0.1	6.55	0.2	12.4	20.29	18.73	19.51
A930024E05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	3.34	3.26	3.63
AA987161	0.0	0.0	0.0	0.26	0.0	0.0	26.6	0.95	0.06	14.0	20.38	37.07	0.0	0.0	0.17	24.51	1.04	0.0	0.09	42.34	20.36	0.0	0.66	0.26	104.59	0.11	0.15	1.12	75.69	19.63	4.21	11.01	0.0	7.89	0.0	28.69	0.0	0.08	0.13	0.34	0.0	40.76	8.51	0.0	5.21	4.46	5.89
AI464131	0.0	0.0	0.07	0.14	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.69	0.14	0.0	0.0	0.0	0.19	0.0	0.12	0.0	0.0	0.0	0.11	0.08	39.31	0.27	0.27	0.0	0.12	0.0	0.07	0.0	0.0	0.0	0.12	0.21	0.0	0.09	0.25	0.23	0.11	0.0	0.0	0.0	20.92	21.63	21.98
Abca17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.36	0.83
Acss2	0.0	0.0	0.0	60.97	0.0	0.0	65.57	72.68	0.0	0.0	0.0	0.27	0.0	0.0	10.56	106.04	0.0	0.0	0.0	0.0	12.14	0.0	0.0	0.0	137.7	16.94	0.26	26.41	0.0	0.0	40.67	0.0	37.95	0.0	26.45	20.43	11.7	71.13	16.93	92.42	1.07	63.29	0.0	6.24	48.81	50.32	57.51
Acy1	0.0	324.56	0.0	0.0	0.0	47.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.17	0.0	0.0	51.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.68	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.2	11.77	12.77
Adcy6	1.38	0.0	0.0	0.0	0.0	2.2	3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43	0.0	0.0	0.0	0.1	56.62	0.0	0.0	0.0	14.32	0.0	13.4	0.0	0.0	0.0	0.0	0.0	5.78	0.0	4.62	1.18	5.97	0.0	0.0	0.0	30.67	30.83	31.18
Agrn	1.25	0.0	0.0	1.68	0.0	1.68	3.33	11.62	0.6	0.32	0.18	16.21	0.0	2.48	0.0	1.19	0.42	10.7	11.32	2.0	0.87	3.3	6.19	0.04	30.89	10.89	1.15	20.8	22.46	0.48	13.33	7.77	4.26	11.69	0.07	1.22	9.43	1.83	0.94	0.84	1.01	12.47	9.06	12.64	84.09	82.45	90.55
Akt2	0.0	0.0	25.11	17.87	0.0	0.0	0.0	0.0	0.0	0.0	18.55	0.0	0.0	0.0	3.98	26.51	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	83.81	26.14	0.0	0.0	0.0	0.0	3.61	0.0	0.0	35.08	0.0	0.0	0.0	0.0	0.0	0.0	11.06	24.43	0.0	0.07	92.36	87.56	96.59
Alyref	0.0	0.0	0.0	7.87	20.46	1.09	7.56	23.61	1.59	3.03	7.46	0.0	2.08	6.45	2.25	4.06	3.6	2.97	4.16	7.59	8.18	7.03	12.99	2.39	54.37	2.85	3.93	1.68	5.52	3.91	2.28	52.31	20.46	0.68	1.37	5.23	3.4	0.0	3.44	10.76	0.0	3.97	39.93	9.72	29.64	33.9	25.75
Amigo3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.65	0.0	5.01	4.83	5.81
Ap3d1	4.83	0.0	2.72	3.25	0.0	20.03	46.4	6.89	7.3	59.88	17.81	58.27	32.65	21.69	14.81	21.97	26.98	41.26	15.72	26.67	19.86	47.19	5.96	0.31	109.43	48.77	2.5	16.01	53.34	27.07	18.61	3.81	20.46	0.24	26.82	20.26	2.61	1.82	35.09	17.8	0.11	0.57	5.77	55.08	101.09	98.7	99.17
Apbb1ip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.62	4.25	4.42
Arhgef10	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	5.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	0.92	0.0	21.91	22.22	25.99
Atp11b	24.81	0.0	0.0	3.74	0.0	1.71	27.89	0.0	0.05	9.15	0.49	7.53	4.19	0.0	0.0	35.2	9.01	4.86	11.05	53.55	17.99	6.76	5.99	16.45	61.31	23.26	67.58	0.0	27.88	5.82	21.9	14.84	7.74	1.45	8.47	20.31	17.99	19.14	4.72	31.72	6.38	17.0	2.39	22.56	60.55	55.57	65.46
Atpaf2	0.0	0.0	0.52	1.81	4.07	43.1	62.01	0.07	40.39	0.69	30.2	33.67	1.42	54.63	0.0	0.24	13.73	99.4	17.63	54.52	40.35	169.68	0.74	0.17	252.99	55.43	91.95	51.88	179.72	1.6	0.61	8.76	0.22	0.21	84.87	163.71	0.74	2.34	13.39	0.79	71.41	11.57	0.49	48.19	22.41	23.37	24.34
Auts2	17.91	40.77	18.87	0.0	0.0	3.23	0.08	1.26	0.0	6.72	0.16	7.54	11.44	1.33	3.25	18.35	0.0	0.0	5.29	6.92	4.76	0.0	4.19	6.47	26.72	8.05	1.86	5.26	16.96	7.35	11.6	0.0	2.33	23.0	0.42	3.32	18.86	0.07	0.26	9.72	0.0	10.77	0.15	14.04	27.57	29.24	32.34
B430010I23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.09
B4galt7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.87	0.0	5.43	47.04	47.21	0.0	0.0	0.0	155.4	24.52	0.0	0.0	4.96	0.0	0.0	0.0	222.23	0.0	1.42	0.0	0.16	0.0	0.0	0.0	0.0	28.12	26.73	0.0	63.06	0.0	1.72	0.0	0.0	0.0	35.94	0.0	22.85	24.47	27.31
BC024582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.0
BC032203	42.63	0.0	0.05	0.0	0.0	0.0	7.3	19.46	0.0	16.28	0.0	1.85	7.33	6.65	0.0	0.0	0.0	18.89	0.0	16.24	8.09	0.0	1.65	4.72	32.6	0.55	0.0	0.05	3.5	13.09	9.17	0.0	3.43	0.22	1.88	0.0	0.06	17.11	0.08	0.0	1.06	8.03	17.56	0.58	28.79	28.27	28.83
Bach1	0.0	0.0	0.16	5.33	0.0	0.0	2.3	0.0	0.0	2.26	5.24	10.27	0.0	2.11	2.67	5.9	6.4	7.78	1.11	16.14	22.25	0.13	1.24	0.1	29.12	0.0	0.0	0.0	0.08	0.0	7.13	0.0	2.62	14.35	10.63	0.07	0.63	2.16	17.57	0.24	0.0	3.68	0.69	35.27	7.59	7.06	7.22
Bckdha	0.0	0.0	0.0	0.0	0.0	24.65	25.7	53.2	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	53.08	101.62	0.0	0.0	51.32	47.6	0.0	41.7	0.41	0.0	0.0	0.0	109.09	1.89	0.0	0.62	0.0	0.0	0.0	0.0	0.0	43.34	50.39	47.92
C2cd3	0.0	0.0	0.08	1.3	0.0	0.0	0.0	7.26	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	11.17	0.55	0.83	3.92	7.38	0.0	0.0	0.37	34.73	5.37	0.0	0.04	0.0	0.0	10.42	0.0	11.09	17.19	0.63	0.0	0.0	0.0	0.0	9.71	6.96	0.83	0.06	0.1	12.03	11.2	11.76
Casp9	58.67	0.0	0.0	0.0	0.0	2.78	0.0	0.0	0.38	0.0	0.78	0.0	29.99	0.14	0.0	0.0	0.0	0.0	0.0	24.54	6.46	38.76	9.42	18.94	118.56	8.39	0.0	0.0	0.0	24.85	2.69	0.0	0.0	8.07	0.0	0.0	0.0	0.0	0.0	4.41	0.0	0.0	0.0	0.0	17.48	18.58	17.96
Ccdc103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.01	4.31	3.9	4.44
Ccdc94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.72	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	7.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.31	10.05	10.17
Ceacam12	0.0	0.0	0.42	0.0	0.0	0.0	3.61	1.9	0.0	0.32	0.0	0.0	0.0	0.0	0.0	1.72	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	11.3	0.35	0.0	0.0	0.0	0.97	0.56	0.0	0.0	0.46	0.0	0.0	0.0	1.23	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.4	0.34
Col24a1	6.41	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.82	0.0	0.0	0.0	13.82	0.0	0.0	0.0	0.0	0.0	0.58	0.0	21.24	0.0	0.0	0.06	0.0	0.0	1.72	0.0	0.0	0.0	0.0	4.33	4.26	3.9	5.15
Cplx2	0.43	0.0	0.81	0.56	0.0	5.7	1.24	0.54	0.0	0.61	0.31	1.33	0.46	1.81	0.45	0.33	0.16	0.92	0.51	0.75	1.2	4.2	1.04	1.92	54.46	0.98	1.89	1.38	0.37	1.17	0.68	17.35	3.5	8.8	1.99	3.19	1.23	0.91	11.38	28.23	1.41	0.99	1.74	1.26	600.11	576.31	619.36
Cpox	37.52	0.0	17.22	4.56	17.97	15.31	5.28	19.74	4.41	6.14	11.03	15.01	12.05	4.26	5.14	7.0	10.88	5.73	3.46	20.17	10.38	9.91	12.45	18.06	69.18	4.76	4.7	7.79	6.84	15.81	6.96	12.37	4.67	6.73	6.69	14.26	27.16	6.25	8.43	26.18	15.45	22.06	11.08	4.28	40.77	42.88	42.65
Creb5	0.0	0.0	0.0	14.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	50.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.83	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	2.5	1.75	3.12
Csnk1e	0.09	0.0	19.34	0.21	0.0	19.07	26.99	11.95	0.0	1.04	3.12	0.65	10.54	4.67	31.02	20.75	34.34	2.16	0.37	37.45	0.24	0.0	4.15	0.01	60.29	0.0	7.3	6.02	21.58	15.02	2.42	24.1	18.94	14.38	17.93	15.06	35.3	22.27	7.26	11.67	0.0	16.26	33.55	6.84	87.5	91.6	82.59
Cspg5	8.55	390.59	3.97	4.07	0.0	5.72	9.79	5.15	1.89	19.85	6.8	1.62	0.0	20.7	6.11	5.22	2.07	1.99	6.25	10.71	5.96	0.0	18.72	5.2	45.33	2.6	16.03	7.41	2.12	3.56	15.59	9.99	15.54	31.36	7.48	5.71	8.95	15.11	1.7	5.93	0.0	6.58	6.16	13.46	163.54	180.07	172.69
Cwc25	1.61	1.59	2.91	1.56	0.07	1.12	1.26	1.43	0.0	10.48	2.98	12.04	14.77	56.34	55.37	17.25	7.26	8.95	9.13	2.87	28.6	1.75	21.18	2.81	76.99	10.15	2.11	1.94	50.34	2.11	1.08	6.29	8.34	61.77	6.87	2.57	9.59	13.47	10.02	15.35	3.38	0.97	3.7	0.85	16.06	14.71	12.6
Cyb5r1	0.0	0.0	28.24	40.67	0.0	0.0	99.13	0.0	91.44	0.6	104.8	58.61	82.28	47.52	49.29	0.0	102.11	0.34	0.0	55.2	0.0	0.0	72.99	0.0	260.37	47.41	0.14	0.0	6.53	0.0	0.17	68.05	4.33	11.92	91.13	49.46	19.15	0.08	0.0	73.82	0.0	0.0	36.66	0.13	18.4	21.94	22.42
Daam1	0.0	0.0	1.42	3.29	0.0	0.14	4.69	0.0	0.0	0.16	1.15	14.8	0.1	0.39	2.52	3.45	22.61	28.69	25.7	17.21	2.73	28.99	0.23	5.1	86.29	27.37	37.24	14.22	15.47	29.39	23.54	18.85	0.34	12.87	0.09	0.29	1.02	27.25	0.09	0.0	4.5	34.45	5.06	4.05	34.26	31.25	35.77
Dcaf12	77.42	0.0	43.58	15.26	0.0	0.0	0.0	0.0	0.0	0.28	0.0	4.22	0.0	0.0	0.0	0.0	0.0	4.38	6.87	1.21	0.0	0.44	34.89	0.5	117.32	0.0	0.0	0.0	58.61	5.36	0.0	11.31	0.0	0.0	7.51	0.0	1.2	0.0	0.16	0.0	0.0	52.82	0.0	0.0	39.11	37.92	36.48
Ddx50	8.12	0.0	91.18	0.0	0.0	88.5	29.61	0.0	30.84	16.81	23.47	31.09	0.0	6.1	21.91	24.64	43.26	8.46	5.27	27.94	34.25	80.16	52.24	6.64	257.7	7.3	40.22	13.12	71.37	50.58	13.32	0.0	41.47	6.09	40.17	89.45	7.46	58.16	40.11	28.82	106.86	89.15	17.15	0.16	53.19	54.66	54.95
Diap1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.0	0.0	0.0	7.86	0.0	0.0	1.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.77	8.4	0.0	0.0	0.0	0.0	0.0	0.0	9.17	0.0	0.0	0.0	16.54	0.0	0.0	16.45	0.0	18.42	0.41	10.14	31.57	29.64	29.39
Dkk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.04	0.05	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0
Dlx6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	33.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.95	93.55	4.54	1.08	0.89	0.0	2.07	18.52	0.0	0.0	0.0	0.0	0.0	5.21	0.0	37.49	3.25	0.0	0.0	28.81	0.0	11.92	11.52	14.09
Dnajc2	0.0	0.0	0.0	31.54	0.0	1.66	0.29	0.0	0.12	0.0	2.36	0.0	3.39	0.0	4.11	3.46	1.95	0.0	0.0	11.53	0.0	0.0	0.0	0.14	119.12	24.53	0.0	3.04	0.24	7.43	0.0	1.44	8.69	25.01	13.11	0.0	24.4	0.68	21.6	1.66	0.0	8.64	2.46	32.4	32.21	27.9	27.99
Fam166b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.48	0.0	0.0	0.0	0.0	4.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	1.12	1.2	0.69
Fam78b	0.0	0.0	0.0	0.0	0.0	0.0	25.8	0.0	0.0	10.06	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.06	57.95	0.0	0.0	0.0	0.0	4.56	0.0	0.0	0.0	0.0	14.66	0.0	11.57	11.93	0.0	0.0	0.0	6.26	0.0	0.0	19.33	19.56	18.57
Fancm	0.0	0.0	0.0	0.0	0.0	0.29	0.0	2.76	0.03	4.0	0.0	0.0	6.23	5.71	0.21	0.0	26.05	5.71	0.06	0.0	0.0	0.0	17.16	0.04	28.5	0.0	0.52	0.0	0.06	0.0	1.69	14.93	0.0	0.0	0.0	4.7	3.0	0.0	0.07	0.61	0.0	0.0	0.0	0.07	6.01	5.06	6.09
Fbln5	0.0	0.0	0.0	0.0	0.0	14.65	0.0	0.0	0.0	0.0	0.0	16.73	0.0	0.0	0.0	0.0	0.0	12.24	0.0	0.0	0.0	0.0	0.0	0.05	49.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.87	2.15	2.95
