	Chrna2_tdTpositive_cell_54	Htr3a_tdTpositive_cell_85	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_9	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_42	PvalbF.Gad2_tdTpositive_cell_48	PvalbF.Gad2_tdTpositive_cell_49	PvalbF.Gad2_tdTpositive_cell_51	PvalbF.Gad2_tdTpositive_cell_52	PvalbF.Gad2_tdTpositive_cell_53	PvalbF.Gad2_tdTpositive_cell_54	PvalbF.Gad2_tdTpositive_cell_55	PvalbF.Gad2_tdTpositive_cell_56	PvalbF.Gad2_tdTpositive_cell_59	PvalbF.Gad2_tdTpositive_cell_60	PvalbF.Gad2_tdTpositive_cell_62	PvalbF.Gad2_tdTpositive_cell_63	PvalbF.Gad2_tdTpositive_cell_64	PvalbF.Gad2_tdTpositive_cell_65	PvalbF.Gad2_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_71	PvalbF.Gad2_tdTpositive_cell_72	PvalbF.Gad2_tdTpositive_cell_77	PvalbF.Gad2_tdTpositive_cell_81	PvalbF.Gad2_tdTpositive_cell_83	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
C8b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Ccdc150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	3.63	0.0	0.0	0.0	0.0	0.0	0.13	0.15	0.16
Cds2	0.03	77.41	32.14	28.81	26.3	13.46	62.5	48.29	6.38	50.6	82.57	70.77	21.31	26.04	50.21	47.74	58.64	26.21	10.58	7.25	23.52	55.38	46.66	49.73	37.16	66.05	21.72	51.13	11.16	49.21	56.19	73.42	46.04	6.88	63.06	3.87	27.22	203.83	204.49	205.55
Cog7	0.18	0.74	30.62	13.28	12.62	33.95	28.04	4.49	76.71	36.05	9.46	5.26	8.74	160.78	1.45	42.95	9.01	62.69	4.43	18.66	2.86	71.04	10.56	84.34	11.54	57.3	0.86	27.04	3.21	0.67	62.13	111.5	2.82	0.51	57.87	18.95	11.24	43.41	44.44	41.13
Col23a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	8.66	8.34	7.44
Cpa4	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.09	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.38	0.4	0.0	0.19	0.0	0.0	0.0	0.26	0.36	0.4
Cpeb3	0.0	0.0	10.65	0.0	0.0	25.87	6.87	16.52	0.0	0.0	0.0	14.7	25.66	4.53	3.96	0.0	11.99	24.31	3.98	1.63	11.56	11.19	3.75	13.16	0.0	55.91	0.06	9.3	0.0	0.06	6.37	28.35	0.5	0.0	9.34	2.23	3.69	37.98	38.31	37.55
Csnk1d	14.15	0.0	9.83	0.0	14.96	0.0	5.61	26.48	64.27	21.44	0.0	6.09	0.0	32.19	0.0	24.08	5.26	0.0	0.0	19.74	0.0	16.7	81.39	43.91	71.56	34.6	15.55	4.45	0.0	0.0	0.0	122.73	13.04	0.1	22.88	0.95	0.0	101.99	102.88	96.3
Ctnnal1	4.83	0.85	0.0	0.0	0.0	10.94	0.0	0.0	0.0	0.0	0.0	3.22	0.11	2.7	11.64	0.0	0.0	0.0	0.0	1.86	0.0	0.0	23.34	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	52.74	0.0	7.52	0.0	0.0	1.0	12.31	12.28	13.35
Ctnnb1	54.86	125.58	10.4	58.73	122.76	54.25	69.88	129.4	20.51	52.49	38.17	37.48	40.16	0.13	1.57	113.15	36.86	22.91	85.65	0.0	79.07	23.6	18.51	165.65	17.94	18.14	0.0	46.54	13.39	92.8	195.49	218.46	0.21	53.62	0.0	31.8	23.03	353.19	361.18	345.18
D630013N20Rik	0.14	0.0	1.62	0.0	0.0	0.88	0.0	0.0	0.0	0.91	0.47	0.58	0.71	0.89	0.0	0.44	0.23	0.0	1.02	0.0	0.0	0.27	0.53	0.0	0.0	0.0	0.0	0.15	0.21	0.46	0.0	3.31	0.0	0.0	1.47	0.0	0.55	0.93	0.72	0.7
Ddx51	0.0	0.03	0.32	0.0	0.0	8.08	0.0	0.06	0.0	0.0	0.06	0.11	0.08	0.0	22.61	1.3	0.08	0.0	0.18	0.0	0.09	1.78	0.0	0.08	0.0	0.32	0.0	3.58	0.0	0.0	0.0	30.78	0.0	0.0	0.0	0.0	3.5	10.72	11.35	11.76
Dlg5	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.0	0.0	0.0	0.0	0.0	4.25	0.06	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.43	0.0	5.55	0.0	0.53	1.65	0.0	0.0	14.3	13.9	15.68
Dll1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.47	0.0	0.0	0.0	0.0	0.0	5.04	5.08	4.75
Efhb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.56	0.42	0.61
Efna2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	7.62	8.45	8.53
Egfr	0.47	1.1	0.75	0.04	0.56	0.33	0.79	0.38	1.06	0.58	0.0	0.61	0.27	0.4	0.36	1.26	0.32	0.62	0.51	0.17	0.49	0.41	0.15	0.42	0.46	0.27	0.61	0.64	0.73	0.51	0.38	1.98	0.79	0.39	0.72	0.24	0.8	6.24	5.93	6.67
Eif4e1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.3	0.16	0.36
Ets2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	11.58	6.74	0.0	0.0	0.0	0.0	0.0	52.09	0.0	2.37	0.0	0.0	0.0	0.0	0.0	2.05	2.31	0.0	0.0	42.89	71.2	0.0	0.0	0.0	0.69	0.0	56.67	59.16	51.74
Evpl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.97	0.0	0.0	0.0	0.0	0.0	2.27	3.01	2.8
Fam116a	0.0	4.54	18.85	4.55	94.1	12.76	16.66	0.23	0.1	0.65	0.19	0.31	5.53	1.23	10.11	0.49	0.08	0.55	0.0	21.97	46.34	0.12	0.0	0.24	26.16	6.02	0.0	23.97	0.52	0.71	0.17	85.12	1.19	8.85	1.01	0.75	0.4	25.77	24.91	25.12
Fam189a1	0.0	15.58	18.55	0.0	17.13	17.13	0.41	0.38	1.4	0.96	1.21	21.13	35.85	1.27	1.8	0.0	2.29	0.0	0.83	0.95	0.0	17.87	1.33	0.0	0.0	1.0	0.0	0.0	26.79	0.71	36.12	55.08	0.0	18.0	32.11	1.32	1.09	47.7	48.05	48.23
Fbxl13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89	0.0	0.0	0.0	0.0	0.0	0.41	0.29	0.24
Fbxw8	0.0	0.0	12.27	0.0	0.29	0.0	0.0	1.46	0.0	0.0	6.21	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	5.47	0.0	0.0	0.0	31.9	0.0	0.08	0.0	0.0	0.08	22.44	24.04	24.28
Flii	0.0	48.74	3.64	15.41	7.45	7.03	49.67	2.95	0.0	12.31	35.15	1.03	43.48	1.62	0.0	0.0	5.23	33.8	0.0	0.0	32.6	9.53	1.25	2.58	3.15	0.4	5.04	5.4	22.61	24.83	0.29	101.88	6.89	0.75	31.67	0.26	0.05	36.29	36.47	35.66
Foxi1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Frmpd3	0.0	0.3	0.22	0.0	2.43	16.59	0.41	0.0	0.0	0.0	0.0	0.09	0.0	0.14	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	64.55	0.0	0.12	0.0	0.34	0.0	3.41	2.93	3.84
Galnt4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	2.55	2.08	2.43
Ghr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.55	0.0	0.0	0.0	0.0	0.0	7.76	5.47	9.9
Gldc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.15	0.0	0.0	0.0	0.0	0.0	21.51	21.45	21.4
Glipr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.59	0.0	0.0	0.0	0.0	0.57	2.53	2.18	2.29
Gpc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.22	0.0	0.0	0.0	0.0	0.0	2.38	2.85	3.33
Gpr153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	20.56	0.0	0.0	0.0	0.0	0.0	19.99	18.24	20.33
Gpr4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.89	0.0	0.0	0.0	0.0	0.0	3.01	3.32	3.56
Gpt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	74.53	0.0	0.0	0.0	0.0	0.0	14.83	16.11	14.72
Gsk3a	0.0	0.0	0.93	8.42	7.65	2.03	5.07	3.67	0.0	9.15	0.0	15.89	4.72	7.58	2.16	12.26	0.54	0.0	0.59	15.79	17.79	17.53	9.16	11.43	3.13	0.29	1.15	10.22	14.41	1.86	7.56	19.41	0.0	7.56	28.04	0.0	0.17	213.06	226.46	219.6
Hcn2	0.08	0.0	0.0	0.0	0.0	0.95	0.0	8.59	0.0	0.1	0.6	0.09	0.0	0.0	0.17	0.14	0.13	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.3	0.0	0.47	0.0	0.36	0.0	2.43	0.46	0.0	0.45	0.22	0.0	92.46	107.87	102.63
Hhla1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Hist3h2a	0.0	36.59	0.0	0.0	10.89	46.22	29.6	25.55	0.19	68.88	77.53	5.91	0.0	69.87	0.0	91.32	27.78	28.98	38.34	17.19	8.58	25.09	20.54	47.36	0.0	24.42	0.0	16.59	0.0	0.19	85.83	125.78	29.18	0.0	110.68	0.0	2.27	41.77	44.93	43.69
Hnrnpul1	0.0	0.0	0.0	0.0	2.39	2.53	6.26	5.42	0.0	0.0	0.0	3.93	3.12	0.0	0.0	7.53	0.0	0.0	0.0	9.58	0.0	11.16	3.89	0.39	0.0	7.04	0.0	0.0	0.0	1.99	7.37	15.83	0.0	3.41	4.83	0.0	1.01	68.91	75.58	74.25
Hspa12b	0.0	3.2	0.0	0.0	0.0	0.0	2.2	1.4	0.0	0.0	0.0	0.94	0.0	2.51	2.2	3.07	0.0	0.0	1.94	0.0	0.0	0.0	1.4	0.38	0.0	0.0	0.0	0.68	0.0	0.0	0.34	7.63	1.37	0.0	3.44	0.0	0.0	6.56	6.63	5.91
Idi2	0.56	0.09	0.0	0.0	0.0	0.2	0.0	0.21	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.67	0.0	0.76	0.0	0.0	0.0	0.17	0.0	1.79	0.0	0.0	0.0	0.0	0.21	0.13	0.27	0.37
Il7r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.36	0.07	0.0	0.0	0.0	0.05	0.28	0.32	0.32
Itgav	0.0	0.0	3.04	17.03	2.0	5.9	0.27	0.51	3.91	1.25	2.14	11.51	0.0	0.18	0.0	11.76	0.06	5.42	0.0	0.52	35.84	3.91	1.67	37.99	2.02	4.82	6.53	15.32	3.21	26.1	0.0	64.07	0.0	2.64	17.4	2.71	0.54	36.08	35.52	36.84
Kdm5b	0.04	26.3	14.07	0.0	2.85	5.25	7.23	11.29	22.68	12.26	8.99	5.62	3.52	28.41	13.87	5.81	0.13	18.4	5.04	8.56	1.06	27.53	45.3	35.38	11.2	8.91	14.99	12.23	14.09	8.42	0.73	39.96	23.32	2.78	7.17	6.03	0.18	30.2	29.66	27.73
