	Calb2_tdTpositive_cell_9	Cux2_tdTpositive_cell_57	Cux2_tdTpositive_cell_65	Cux2_tdTpositive_cell_74	Cux2_tdTpositive_cell_91	Cux2_tdTpositive_cell_96	Cux2_tdTnegative_cell_14	Gad2_tdTpositive_cell_66	Nr5a1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_10	Ntsr1_tdTpositive_cell_16	Ntsr1_tdTpositive_cell_24	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_32	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_52	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_183	Slc17a6_tdTpositive_cell_19	Slc17a6_tdTpositive_cell_28	Slc17a6_tdTpositive_cell_37	Slc17a6_tdTpositive_cell_38	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_31
Anks3	61.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.15	0.0	1.34	0.0	0.0	0.76	20.05	0.0	2.36	0.0	16.82	0.24	0.0	0.0	0.0	0.0	19.92	18.06	4.87	9.41	18.16	11.46	11.01	8.33	4.58	6.03	0.0	0.0	0.0	0.0	0.0
Ano4	15.5	0.09	1.56	0.0	0.0	0.0	0.0	0.0	0.0	49.1	2.88	8.11	40.61	0.0	9.57	0.0	0.0	82.61	0.0	3.31	0.0	0.0	3.16	0.0	0.0	3.42	13.21	7.56	11.48	23.43	10.38	11.44	13.09	15.52	11.56	0.0	0.0	0.0	0.0	0.0
Apitd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.51	0.0	3.19	0.0	0.0	0.0	0.0	0.0	0.0	10.86	0.0	2.66	7.41	8.7	11.77	8.38	1.54	3.12	0.0	0.0	0.0	0.0	0.0
Arhgap25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	397.53	256.54	136.64	15.43	0.0	38.4	0.76	76.0	103.13	0.0	10.07	0.0	0.0	0.0	0.0	0.0	177.35	91.87	118.64	134.92	163.1	100.77	142.41	124.9	164.62	158.59	0.0	0.0	105.91	0.1	0.0
Arhgap44	250.44	130.15	135.87	42.62	79.25	145.67	192.62	188.33	347.49	542.16	242.37	329.6	349.63	468.9	200.1	140.99	226.87	139.0	148.67	169.52	108.29	232.66	74.47	142.14	176.82	559.0	523.67	470.51	491.4	445.6	427.8	284.47	492.83	399.35	425.14	273.95	86.98	58.36	153.63	261.98
Armc6	0.0	75.26	0.0	0.0	0.0	0.0	0.0	0.0	0.35	2.64	0.0	117.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.93	1.03	0.34	0.0	0.27	0.0	5.85	9.66	4.08	3.86	6.72	9.45	0.72	10.37	7.08	20.01	0.0	0.0	0.0	0.0	0.0
Asxl2	5.89	2.63	5.16	6.72	4.33	25.89	47.71	4.75	3.15	41.66	8.14	4.53	10.55	2.76	0.71	6.15	13.63	54.9	0.0	15.78	8.88	15.13	6.23	5.66	8.18	12.23	12.12	18.69	11.15	12.76	12.83	14.23	11.22	8.64	7.02	30.13	23.5	18.16	3.45	1.0
Brwd3	0.0	2.57	0.0	0.0	0.0	7.07	0.0	0.0	0.0	36.0	0.0	28.13	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	2.25	4.72	3.42	2.72	1.45	7.79	1.05	2.11	1.39	5.5	0.0	0.0	0.0	0.0
C87436	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.18	0.46	1.22	0.64	137.09	0.0	0.0	0.0	9.28	13.75	0.0	0.14	15.06	5.37	0.0	0.0	20.63	0.0	7.7	8.2	13.4	21.84	29.71	21.44	16.45	24.36	22.12	15.01	0.0	0.56	14.66	0.1	0.31
Calm2	20249.89	20813.5	20740.74	17688.69	17910.32	19533.68	19081.81	18790.75	19628.74	17716.09	19578.34	16955.98	24749.41	21064.56	19971.06	20654.99	19749.13	18161.55	18789.68	18187.15	19736.86	16300.18	20660.56	17564.01	18006.13	15475.49	15887.21	17363.25	14908.0	16198.04	15858.62	18644.66	18004.95	16099.57	15686.41	22860.58	23322.9	25106.81	21777.08	23557.63
Ccdc58	0.0	1.2	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	74.11	0.0	0.96	0.0	80.55	126.25	159.97	0.0	31.21	2.12	0.0	76.48	47.81	0.0	13.13	20.26	15.13	17.85	29.43	43.25	48.38	19.09	25.41	9.86	86.65	0.0	338.55	130.67	0.0
Ccl27b	34.95	28.24	41.09	0.0	29.04	7.65	14.87	38.65	5.82	152.11	131.07	116.18	5.88	112.91	310.16	318.99	85.18	183.85	127.16	40.26	7.32	15.13	34.73	20.39	33.18	164.03	114.56	177.66	125.27	74.98	103.08	75.81	61.27	76.52	71.98	319.12	80.83	176.84	149.77	84.31
Cdkl4	0.0	1.27	0.0	0.0	0.0	0.0	0.0	0.0	29.52	109.1	59.26	54.26	3.36	0.12	2.19	28.54	0.0	0.14	0.0	24.61	64.44	1.01	83.38	69.46	0.0	39.66	25.24	21.84	11.97	55.49	41.24	26.73	65.76	40.68	29.69	0.0	0.1	0.0	0.0	64.6
Cenpc1	0.0	1.39	0.0	0.0	58.13	0.0	5.23	0.0	0.0	50.02	0.0	88.09	0.0	73.41	0.42	13.28	0.0	0.0	0.91	23.38	0.56	31.52	55.01	6.46	0.0	23.51	16.89	10.96	24.91	31.2	45.71	21.11	32.9	16.13	17.25	0.0	84.51	29.15	0.15	18.3
Clybl	0.0	5.84	0.0	0.0	0.0	44.98	0.0	0.0	167.84	293.78	0.0	67.48	0.0	0.0	148.68	196.97	219.31	158.8	0.0	72.57	89.71	0.0	1.58	76.25	3.43	41.73	65.49	53.08	52.29	73.99	53.67	50.71	78.78	64.9	76.13	17.84	0.0	315.48	137.7	0.0
Cntn1	155.0	209.27	128.58	273.08	207.31	174.01	186.28	460.95	80.45	615.8	414.84	728.06	207.39	396.57	100.88	80.15	244.47	301.94	315.46	351.71	395.48	178.8	167.37	181.39	167.42	368.24	279.58	304.68	308.63	308.17	296.78	230.99	424.12	219.16	220.93	231.97	152.32	266.01	150.34	537.32
Cntn2	0.72	0.03	0.05	0.0	0.3	0.0	0.15	0.12	28.68	0.26	0.17	6.45	0.0	0.2	0.0	0.0	0.03	0.26	0.0	1.98	0.32	0.29	0.21	0.24	0.0	0.07	2.07	0.19	1.74	1.26	0.87	0.42	1.96	2.23	1.42	0.0	0.09	0.22	0.03	0.0
Csda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.41	7.29	5.61	2.82	0.0	0.0	0.0	0.76	2.8	50.72	21.11	4.12	0.37	0.0	6.89	0.0	0.0	7.62	0.22	1.23	0.0	3.86	8.09	3.88	3.66	4.29	7.27	0.0	0.0	0.0	5.89	0.0
Ctsa	3.51	99.92	114.59	1.55	3.43	16.23	0.33	0.0	245.29	176.8	57.98	144.79	0.0	26.94	73.86	130.43	150.56	59.36	161.18	72.41	2.75	46.83	100.3	28.95	0.17	62.77	107.32	93.43	81.69	67.37	100.16	128.31	58.94	89.14	100.8	295.41	164.98	101.69	2.75	177.42
Dars2	0.22	0.77	0.24	4.7	0.13	0.54	0.0	0.12	0.22	0.4	0.38	52.71	0.18	14.21	0.58	19.24	0.2	112.92	0.0	6.81	0.45	0.97	0.53	0.27	0.0	6.12	16.31	12.61	17.11	29.66	17.68	12.58	20.29	18.65	23.44	79.77	0.08	11.89	0.0	38.0
Dlat	46.5	1.28	0.0	0.0	17.1	0.0	0.07	35.45	0.0	51.12	0.0	91.66	11.09	0.0	47.28	5.72	0.0	52.71	0.18	39.32	20.56	0.0	0.15	19.35	0.0	10.31	14.09	8.63	13.55	1.85	19.56	13.81	11.09	11.69	13.08	1.19	0.0	9.1	0.0	0.0
Dph1	0.0	0.0	27.1	7.92	0.0	0.0	14.36	4.57	24.59	0.0	0.0	0.49	0.0	97.31	0.9	0.0	4.04	141.59	0.0	23.4	23.97	0.0	2.99	0.0	0.0	5.62	0.0	0.0	3.92	13.1	16.38	18.82	9.71	19.85	11.58	0.0	0.0	0.0	0.0	0.0
Dst	14.61	0.19	0.77	40.68	8.81	18.6	3.44	8.35	9.15	34.41	11.41	28.62	0.24	13.36	14.01	13.84	43.58	10.06	26.15	11.95	28.38	1.78	6.56	24.94	3.39	23.23	16.06	19.2	14.96	22.72	14.97	14.07	13.38	12.62	13.2	24.17	11.88	22.51	9.88	42.3
Dzip1	0.0	0.16	2.39	0.0	0.0	0.0	0.0	1.61	1.61	66.65	16.05	15.68	3.28	0.0	3.77	0.88	20.18	70.09	0.0	20.88	5.67	5.75	2.35	0.13	1.77	17.69	13.14	16.81	14.82	28.31	25.67	20.38	30.07	25.7	28.52	3.84	0.31	4.39	0.43	2.73
E130311K13Rik	1.97	1.28	3.66	4.08	1.98	0.4	1.05	1.81	2.52	2.26	2.32	32.16	0.25	1.86	3.61	12.25	3.46	0.13	0.48	14.88	3.47	0.73	1.93	0.83	2.32	6.13	2.01	25.39	6.02	14.69	13.4	14.8	6.14	8.55	7.51	0.0	0.0	2.1	0.96	0.88
Elmod1	23.2	68.0	62.62	96.61	1.75	19.45	0.0	0.0	65.46	66.76	23.56	86.04	0.0	0.0	2.37	0.09	17.3	30.27	0.0	43.38	10.18	31.08	25.42	0.0	0.0	35.47	16.65	30.5	30.35	26.51	24.81	21.55	20.23	26.64	26.02	15.4	12.5	32.98	49.09	0.3
Esrrg	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.21	0.0	36.57	0.0	0.0	0.0	0.05	0.0	58.14	0.0	16.03	1.4	0.0	0.0	0.0	0.0	0.4	2.88	5.91	1.71	10.71	2.57	0.26	7.64	1.4	4.74	0.0	0.05	32.76	0.0	0.0
Etaa1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.08	0.0	0.0	0.0	37.14	5.1	0.0	8.95	0.0	0.0	0.0	0.0	0.0	5.8	0.0	3.34	0.4	0.5	0.0	0.0	0.92	0.73	1.32	0.0	0.0	0.0	0.0	0.0
Eya3	0.0	21.41	5.07	0.0	0.0	0.0	13.27	0.0	0.0	6.02	0.0	22.74	0.0	0.46	0.0	0.99	32.92	48.21	0.0	2.84	1.73	0.0	0.0	0.0	0.0	5.04	4.68	0.8	0.39	8.58	3.38	11.04	3.66	3.52	3.73	0.0	0.0	0.0	0.05	0.0
Fam163b	95.76	0.13	103.7	0.0	0.0	0.26	0.72	0.0	125.38	67.63	88.1	70.33	28.87	0.12	18.82	161.58	20.86	31.21	0.0	19.66	2.84	0.0	19.9	8.81	0.2	27.91	45.5	54.76	48.66	53.98	76.13	62.62	32.86	45.87	50.02	0.0	57.21	48.18	1.87	33.57
Fen1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.11	0.0	0.0	11.44	64.88	0.0	0.0	111.13	39.81	1.76	0.0	0.0	24.64	0.0	0.0	17.24	11.21	7.57	13.49	13.61	17.06	27.71	5.55	14.21	17.02	0.0	0.0	0.0	0.0	13.12
Fut9	50.24	96.75	0.0	0.06	13.93	27.51	12.74	37.82	26.7	161.33	61.09	47.45	53.58	5.14	98.51	31.13	79.67	78.72	12.95	31.32	91.78	11.81	60.61	86.19	16.75	74.92	56.25	58.22	61.53	59.84	62.85	38.33	59.7	44.78	40.12	71.5	77.22	104.25	35.67	79.26
Gadd45a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.06	48.15	84.98	145.91	22.87	52.46	208.91	118.82	86.5	0.0	15.64	15.82	0.0	0.0	0.0	13.44	158.63	88.45	73.06	129.8	61.92	82.07	48.81	49.14	64.49	53.46	46.8	8.07	25.14	7.85	140.19
Garnl3	0.0	0.0	86.54	0.0	0.0	0.22	0.0	0.0	0.0	203.78	42.25	34.57	15.28	290.59	45.6	49.27	134.78	167.06	5.33	12.79	13.42	44.07	32.23	0.17	0.0	144.11	151.03	92.82	125.14	116.85	131.41	100.3	145.51	149.22	162.75	8.53	18.95	109.55	56.93	15.07
Gm13306	34.95	28.24	41.09	0.0	29.04	7.65	14.87	38.65	5.82	152.11	131.07	116.18	5.88	112.91	310.16	318.99	85.18	183.85	127.16	40.26	7.32	15.13	34.73	20.39	33.18	164.03	114.56	177.66	125.27	74.98	103.08	75.81	61.27	76.52	71.98	319.12	80.83	176.84	149.77	84.31
Gm13308	69.01	203.81	93.76	0.0	0.0	0.0	0.0	0.0	1.23	18.04	35.28	26.3	93.19	47.69	10.26	60.4	43.74	164.35	0.0	9.27	0.0	0.0	0.0	0.0	2.5	18.29	33.46	35.52	16.53	13.36	19.2	26.15	12.66	16.38	13.76	33.92	7.98	2.55	0.0	19.46
Gm2506	34.95	28.24	41.09	0.0	29.04	7.65	14.87	38.65	5.82	152.11	131.07	116.18	5.88	112.91	310.16	318.99	85.18	183.85	127.16	40.26	7.32	15.13	34.73	20.39	33.18	164.03	114.56	177.66	125.27	74.98	103.08	75.81	61.27	76.52	71.98	319.12	80.83	176.84	149.77	84.31
Gpr123	0.17	0.06	0.0	0.0	27.92	0.32	52.65	0.76	0.0	188.44	123.61	138.29	54.46	35.34	93.03	158.87	17.39	103.21	10.19	46.69	16.7	46.91	99.77	59.88	29.98	109.78	118.45	113.09	123.39	121.77	112.58	98.91	41.43	72.33	61.78	331.87	55.57	212.23	126.03	201.13
Hmgcll1	50.32	0.1	0.0	0.0	51.2	0.0	1.16	0.0	0.0	94.29	0.0	145.82	0.09	99.24	16.92	0.0	0.0	0.0	0.0	20.81	0.37	0.0	0.0	0.0	0.0	6.15	20.49	8.1	19.89	16.67	24.55	11.85	11.41	11.84	20.07	0.0	0.0	0.0	1.21	0.0
Hspbap1	0.5	1.06	0.28	0.28	0.55	0.5	3.61	0.2	0.74	0.59	0.17	0.32	0.14	0.3	0.73	0.18	0.81	49.84	0.39	3.46	1.58	0.96	1.08	0.51	0.37	5.04	1.31	5.07	14.09	8.98	5.81	1.82	2.31	4.89	3.96	0.12	0.12	0.09	0.26	0.08
Htr1f	0.0	0.16	7.19	0.17	0.0	0.0	0.25	0.19	0.0	74.27	14.77	6.77	0.0	0.0	0.11	0.59	0.0	0.17	2.17	19.33	0.18	0.29	0.04	0.0	0.0	31.62	39.89	7.69	16.52	18.84	16.38	24.77	12.71	16.9	19.97	53.83	8.47	0.0	0.0	5.91
Ing2	98.38	27.73	0.0	0.0	0.0	6.44	5.09	0.0	43.04	37.68	37.9	69.93	0.0	0.0	0.76	0.0	58.22	55.22	0.0	24.11	37.43	1.32	65.88	0.0	12.01	15.2	10.56	3.06	1.08	10.02	0.41	11.16	2.44	6.36	4.07	0.0	0.0	0.0	0.0	0.0
Ints5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	52.85	0.0	61.47	0.0	0.0	3.81	0.0	0.0	0.0	0.0	0.08	8.47	0.0	0.0	0.0	0.0	3.33	4.55	0.0	3.68	3.81	0.0	2.27	1.17	1.98	3.15	0.0	87.49	0.0	0.0	0.0
Lrit2	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.74	1.71	0.0	1.97	0.0	0.12	0.0	0.06	0.0	1.06	0.0	1.21	0.43	0.27	2.94	1.06	1.07	1.28	0.51	1.28	1.21	1.05	0.93	1.03	0.97	0.49	1.12	0.42	0.2	0.79	0.53	0.0
Mgat4c	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	66.13	0.0	56.56	4.03	8.39	37.01	0.07	0.0	0.13	0.0	1.63	1.19	0.0	0.0	0.0	0.0	10.94	18.78	27.28	17.12	43.28	44.12	36.24	44.51	24.09	34.63	83.28	0.0	0.0	0.0	0.0
Mpp6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.84	0.0	2.24	0.0	0.0	0.0	66.09	0.0	0.78	0.0	24.24	0.14	0.0	0.0	0.0	0.0	12.94	8.42	6.9	18.08	16.55	28.59	9.12	5.88	7.14	7.05	0.0	0.0	0.2	0.0	0.36
Nhp2	27.27	291.66	0.0	0.0	62.94	131.22	101.76	55.35	115.96	235.46	192.86	322.4	96.67	56.02	0.28	17.37	141.8	9.61	142.95	201.09	340.02	66.03	43.52	197.99	0.0	229.01	239.43	232.5	237.16	155.91	172.56	188.69	191.52	203.96	188.23	0.0	434.77	226.47	60.14	308.63
Nr1d2	114.54	0.0	20.68	1068.2	0.0	0.0	0.07	0.0	24.49	46.47	0.0	43.72	0.07	0.0	0.0	48.21	0.0	0.09	146.5	50.95	9.11	0.0	0.0	0.0	0.0	4.55	9.63	11.05	9.16	11.34	25.0	7.01	17.84	14.04	11.05	0.0	0.0	0.0	0.0	0.0
Oat	120.47	180.11	69.59	0.0	130.15	0.0	175.0	2.33	0.54	340.09	219.27	171.83	0.0	245.11	149.63	317.17	27.25	541.06	939.12	92.93	124.53	6.23	291.37	86.33	118.78	92.13	194.68	132.08	107.86	152.2	232.48	163.38	156.57	185.84	170.81	170.96	142.04	200.52	12.67	882.55
Obscn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19	0.0	18.68	0.04	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46	1.1	4.47	2.97	4.3	3.01	6.75	0.43	2.94	2.94	0.0	0.0	0.0	0.0	0.0
Pde4a	38.97	1.41	18.63	81.35	68.84	31.13	12.83	0.0	0.0	99.89	16.2	27.06	12.84	34.34	0.32	2.37	21.39	0.0	208.1	29.83	8.05	2.31	22.88	15.43	10.24	43.12	32.75	28.92	40.28	53.87	52.81	34.1	45.86	44.49	50.32	32.89	10.97	3.06	0.0	0.0
Pex11a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66	0.0	9.95	9.27	20.76	6.5	7.07	10.32	2.46	5.38	0.0	0.0	0.0	0.0	0.0
Pitpnc1	7.23	45.98	16.19	0.0	0.0	0.12	39.03	0.07	0.0	22.93	50.58	53.22	76.13	124.22	12.61	47.69	201.95	150.25	0.0	8.66	6.22	4.5	0.0	0.0	0.0	185.86	123.22	96.16	170.29	99.54	143.67	90.15	254.83	198.77	240.23	19.73	0.13	3.01	63.46	36.94
Ppp1r12c	0.13	0.0	0.72	0.0	28.85	0.0	0.0	0.0	0.0	31.07	17.32	30.04	0.0	4.33	13.38	1.82	0.0	0.0	0.0	6.15	3.11	0.0	0.0	0.0	0.0	1.31	4.79	3.66	5.65	7.13	8.16	16.07	2.2	7.48	6.74	0.0	0.0	0.0	12.54	0.0
Ppp1r1b	0.0	0.0	56.55	0.0	2.78	0.0	0.0	0.0	128.7	69.75	0.0	146.28	1.0	45.81	0.0	0.0	0.0	6.94	0.0	20.01	0.27	1.35	0.0	0.0	0.0	14.26	18.74	11.55	49.78	64.1	58.51	35.71	47.05	28.76	25.36	3.29	0.0	0.27	7.6	0.0
Ptpru	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.89	0.0	0.09	0.06	0.0	0.1	0.0	0.0	0.0	0.0	2.57	0.03	0.0	0.0	0.0	0.0	4.36	6.05	6.81	0.24	11.0	4.15	7.82	5.98	7.28	5.33	0.0	0.0	0.0	0.0	0.0
Qpct	0.0	0.78	0.46	0.0	0.0	0.0	0.0	0.0	0.0	30.68	81.03	279.94	72.14	0.0	36.19	150.49	197.87	144.64	0.0	28.11	10.83	0.0	0.0	0.0	0.0	132.59	91.08	138.93	232.32	60.95	124.77	97.67	154.64	148.01	147.35	98.01	0.0	0.23	78.09	0.0
Rab26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.93	0.28	323.92	2.11	68.31	0.0	0.18	2.75	694.67	0.0	6.81	86.82	0.0	0.0	0.0	0.0	127.82	118.45	82.86	100.33	131.7	135.96	20.67	24.41	59.23	73.7	0.2	0.0	0.0	206.93	7.4
Rab5a	101.35	4.26	0.18	0.0	0.0	0.0	39.82	20.83	135.34	0.0	112.37	77.58	0.0	0.0	0.11	0.0	0.3	184.86	0.0	67.69	112.02	81.57	0.0	0.0	0.25	13.89	10.33	28.68	28.54	42.52	41.4	40.84	26.07	28.19	32.57	29.33	0.0	0.0	30.58	0.49
Rab5c	3.82	3.36	0.84	0.0	0.0	0.0	0.2	0.0	0.0	1.1	38.59	0.99	0.0	0.88	0.0	1.6	0.0	1.36	0.0	1.17	0.87	0.48	0.0	0.38	0.38	13.99	16.89	11.34	19.43	9.69	12.24	8.43	13.69	18.67	19.29	0.0	6.03	0.0	0.78	0.0
Ramp3	0.0	269.49	52.08	0.0	0.0	0.0	55.91	0.0	0.0	98.18	127.36	314.8	4.43	83.97	22.35	197.44	0.0	110.12	0.0	18.29	1.64	0.0	0.0	0.0	0.0	71.44	171.8	158.81	153.04	115.42	276.68	309.35	176.1	243.52	244.29	527.39	238.75	225.71	390.09	0.0
Ranbp17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	31.93	0.0	0.0	0.0	0.0	0.0	19.49	0.0	0.92	0.0	0.73	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	3.75	0.2	2.01	1.02	0.21	0.0	0.0	0.0	5.66	0.0
Rgsl1	0.0	0.0	0.0	0.0	14.27	0.0	0.0	0.0	0.94	1.86	0.0	0.0	25.16	0.0	0.0	0.0	0.0	61.87	0.0	0.07	0.53	0.0	0.0	0.0	0.0	5.82	4.21	0.24	1.66	4.75	4.78	0.16	3.42	0.56	1.23	0.0	0.08	75.29	0.07	0.0
Rprm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	538.64	203.18	681.17	77.19	285.08	9.55	5.86	2.95	205.13	0.0	0.18	0.94	0.0	0.0	0.0	0.0	211.71	202.46	270.69	195.59	287.25	276.1	330.45	40.28	224.26	206.3	89.58	15.01	31.97	4.69	56.47
