	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_15	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Htr3a_tdTpositive_cell_1	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_44	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_55	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_80	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
A330009N23Rik	0.0	0.0	0.0	160.91	0.0	0.0	0.0	0.0	0.0	7.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	15.4	6.2	23.25	20.1	20.39
A730020E08Rik	0.39	45.23	0.42	0.11	0.89	1.28	9.82	0.43	0.62	1.68	0.84	0.39	0.41	0.07	17.95	0.36	0.46	1.02	14.64	2.07	0.4	6.55	0.77	0.0	5.41	0.7	0.0	0.65	2.54	0.51	4.43	4.05	3.51
Ablim2	0.54	1.31	3.56	66.05	0.49	57.59	0.0	27.65	0.0	0.0	0.0	16.23	0.02	0.09	0.09	2.5	0.0	3.92	2.01	22.04	0.0	0.0	0.0	0.08	1.03	0.16	7.21	24.36	6.53	7.75	99.48	96.84	98.33
Adm	0.0	0.67	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	1.8	2.86	2.74	1.92
Adrb3	0.0	19.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	2.26	2.33	1.79
Agbl1	0.0	10.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	1.95	0.29	0.28	0.27
Aipl1	0.0	5.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0
Als2cr11	0.0	0.0	0.0	3.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Ankrd33b	0.0	38.07	13.02	3.59	0.0	0.0	0.0	0.0	0.0	18.36	0.0	0.02	0.0	0.0	0.01	0.22	1.71	1.92	0.0	0.0	0.0	0.0	0.0	0.0	2.51	0.0	0.0	4.04	22.54	13.55	37.47	37.62	33.48
Ano8	0.0	0.0	0.0	5.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	44.01	50.03	48.35
Artn	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.81	0.66
Atf7ip	7.85	69.66	0.9	0.13	24.33	4.19	12.07	21.88	0.0	3.09	0.0	0.33	18.63	30.79	0.0	10.71	0.0	11.09	0.0	0.0	0.14	0.0	3.85	0.0	21.55	0.0	0.0	0.0	8.37	9.43	39.22	35.45	38.84
BC006779	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	2.15	2.16	1.95
Bag3	0.0	0.0	0.0	48.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.83	5.78	4.8
Barx2	0.0	0.0	0.0	49.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	5.11	6.27	6.13
Blk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Brf1	0.0	27.03	0.0	0.0	0.07	0.0	0.0	0.0	3.72	0.0	0.0	2.72	9.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37	6.43	35.27	37.61	35.3
C1ra	0.0	0.22	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.11	0.25	2.46	2.46	3.03
Cbx2	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	3.1	2.92	2.9
Ccdc19	0.0	37.43	0.0	12.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.58	2.12	2.78	2.52	2.53
Ccl27b	0.0	0.41	0.0	22.17	0.0	11.32	0.0	0.0	0.0	17.1	0.0	1.46	0.03	1.74	0.0	0.0	5.37	0.0	0.0	2.47	0.77	0.0	3.46	0.0	4.89	1.61	0.0	7.83	76.52	71.98	30.63	28.29	22.96
Cd72	0.0	0.11	0.0	54.17	0.0	0.0	0.0	0.0	0.0	4.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41	0.0	0.12	1.37	1.6	1.82
Cda	0.0	53.37	0.0	108.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.89	2.02	2.34
Cdc34	0.0	0.98	31.03	0.0	0.0	46.1	0.0	38.61	0.0	0.0	0.0	0.0	0.0	0.0	1.33	13.19	0.33	0.0	0.0	3.21	0.26	0.17	0.0	0.0	21.13	0.0	0.0	0.0	7.51	5.35	49.82	54.76	52.75
Cdk18	0.0	9.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	3.07	28.56	32.08	32.29
Cenpb	0.0	18.97	0.0	0.6	0.0	4.55	0.0	1.56	0.0	0.18	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.25	3.44	120.4	137.75	134.34
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Col27a1	0.0	8.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73	3.01	3.17
Colec10	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.06	0.04
Ctgf	0.0	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	1.3	34.53	38.98	27.32
Cyp26a1	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.61	0.79	0.23
D130020L05Rik	2.63	20.05	1.44	0.2	2.23	1.77	1.05	1.6	0.91	1.35	2.43	3.21	1.24	0.64	1.03	1.8	0.28	1.95	0.75	0.37	0.64	0.26	2.05	2.57	2.32	0.85	1.0	1.38	1.7	1.43	2.87	3.42	2.84
Dna2	0.0	0.0	0.0	7.17	0.0	6.43	0.0	0.0	0.0	0.0	0.13	0.0	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.33	1.38	1.66	1.25
Dse	0.0	22.64	0.0	0.0	4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.49	13.7	0.0	2.23	4.07	0.65	1.88	4.21	3.9	3.69
E330016A19Rik	0.0	0.0	0.0	12.53	0.21	0.0	0.0	0.25	0.16	0.19	0.0	0.14	0.36	0.07	0.16	0.23	0.17	0.18	0.19	0.1	0.0	0.25	0.19	0.07	0.07	0.08	0.13	0.08	0.51	2.68	1.5	0.99	1.32
Ecm2	0.33	21.15	0.0	0.5	0.43	0.09	0.92	0.91	0.05	0.08	0.38	0.68	0.11	0.14	0.07	0.25	0.43	0.0	0.0	0.13	0.0	0.2	0.14	0.16	0.0	0.17	0.07	0.49	0.11	0.37	4.56	4.02	5.06
Elk1	1.42	2.99	3.67	54.96	2.11	34.19	4.28	3.13	2.87	6.33	3.05	1.42	1.11	4.25	2.36	2.2	2.28	2.99	1.42	4.98	1.9	2.6	7.6	3.97	1.22	5.41	4.34	1.74	6.31	3.47	51.78	51.99	55.21
F2r	0.0	2.85	1.66	3.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.1	0.0	4.05	3.35	4.01
Flt3	0.0	59.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.57	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.21	4.61	5.11
Gabra6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.08
Gata4	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0
Gdf6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Glipr1l1	0.0	44.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.23	0.0	0.23
Gm10754	0.0	6.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	3.89	2.73	3.45
Gm11981	0.0	0.98	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.29	0.14
Gm13306	0.0	0.41	0.0	22.17	0.0	11.32	0.0	0.0	0.0	17.1	0.0	1.46	0.03	1.74	0.0	0.0	5.37	0.0	0.0	2.47	0.77	0.0	3.46	0.0	4.89	1.61	0.0	7.83	76.52	71.98	30.63	28.29	22.96
Gm14137	0.0	11.67	0.0	0.0	0.12	0.0	0.61	0.29	0.13	0.0	0.09	0.51	0.0	0.31	0.14	0.21	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.18	0.0	0.1	0.03	0.0	0.0	0.0	2.8	2.66	2.95
Gm14379	0.0	70.92	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.66	0.0	0.16	0.0	0.0	0.37	0.0	0.48	0.25	0.55
Gm16294	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	7.28	0.41	0.13	0.35
Gm2506	0.0	0.41	0.0	22.17	0.0	11.32	0.0	0.0	0.0	17.1	0.0	1.46	0.03	1.74	0.0	0.0	5.37	0.0	0.0	2.47	0.77	0.0	3.46	0.0	4.89	1.61	0.0	7.83	76.52	71.98	30.63	28.29	22.96
Gm3219	0.0	43.45	0.0	24.57	0.0	0.0	16.66	0.0	11.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15	0.0	0.0	0.0	1.03	0.0	0.0	0.0	6.54	3.02	0.93	6.42	4.27	5.67
Gm505	0.0	5.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	13.11	13.5	13.68
Gm5129	0.0	58.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24	0.0	0.0	0.16	0.18
Gm5779	0.0	2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.4	0.27	0.32	0.0
Gm7854	0.0	27.26	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.64	0.54	0.96
Gramd4	0.0	0.0	0.0	28.16	0.0	0.0	0.0	0.0	5.74	0.0	3.5	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.08	0.0	0.0	0.0	0.0	0.41	1.26	30.74	29.31	32.63
Grrp1	0.0	9.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78	4.86	4.39
Hibch	81.84	200.72	17.9	97.46	74.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.71	38.46	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	13.3	17.76	15.53	13.59	15.61
Hif1an	0.0	36.55	11.51	0.0	0.03	0.0	0.0	0.0	0.0	18.48	0.0	0.85	0.01	0.0	0.0	19.88	0.0	1.87	0.0	0.19	0.0	0.0	0.27	0.0	17.45	0.09	0.07	0.0	3.68	6.37	26.84	25.97	25.72
Hipk2	0.0	31.64	0.37	0.0	0.0	7.29	1.55	0.0	0.0	3.43	0.0	14.12	0.0	0.0	0.03	0.0	0.0	3.11	0.0	0.0	16.83	0.0	0.0	0.0	0.36	0.0	1.92	0.0	0.67	1.0	28.24	24.43	35.6
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hoxa7	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hpdl	0.0	0.0	0.0	21.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	1.7	2.25
Hsd17b14	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.21	0.04
Hsd3b7	0.0	85.59	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.19	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.34	2.5	9.05	11.19	9.85
Htra4	0.0	0.0	0.0	46.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	2.24	0.86	1.15	0.75
Hydin	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.28	0.39	0.43
Ick	0.76	0.74	0.73	14.32	2.13	0.89	1.59	0.38	1.36	1.14	0.51	0.3	0.05	0.09	0.17	6.81	0.12	0.34	0.26	0.48	0.62	0.35	0.6	0.95	0.37	0.22	0.1	5.69	3.8	3.42	13.59	12.22	12.46
Il1rn	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.2	0.17	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.04
Il4ra	14.81	21.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66	2.56	2.3
Inhbc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.1
Irs4	0.0	0.0	0.0	25.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.92	0.94
Itpkb	0.0	0.0	0.0	20.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.2	13.02	15.21
Kctd17	1.65	3.33	12.37	92.38	0.0	45.38	4.16	25.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	2.45	2.57	0.0	0.0	23.16	1.65	0.0	0.0	0.0	9.71	4.32	27.33	21.07	172.27	186.86	180.37
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
LOC434825	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
