	Ctgf_tdTpositive_cell_3	Cux2_tdTpositive_cell_87	Gad2_tdTpositive_cell_13	Gad2_tdTpositive_cell_62	Htr3a_tdTpositive_cell_29	Htr3a_tdTpositive_cell_33	Htr3a_tdTpositive_cell_35	Htr3a_tdTpositive_cell_43	Htr3a_tdTpositive_cell_64	Ndnf_tdTpositive_cell_7	Nkx2.1_tdTpositive_cell_21	Nos1_tdTpositive_cell_5	Pvalb_tdTpositive_cell_50	Sst_tdTpositive_cell_2	Sst_tdTpositive_cell_5	Sst_tdTpositive_cell_9	Sst_tdTpositive_cell_12	Sst_tdTpositive_cell_81	Vip_tdTpositive_cell_53	Vip_tdTpositive_cell_68	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Abhd16a	0.0	7.84	0.0	12.71	0.0	122.53	12.76	0.0	22.96	0.0	4.04	0.0	137.25	0.0	0.0	86.27	0.0	0.0	0.0	51.27	88.09	98.64	86.21
Adamdec1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Afmid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.39	19.46	0.0	0.0	0.0	0.0	0.0	0.0	2.8	2.44	2.41
Akr1c12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.08
Alg8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.27	0.0	45.28	0.0	3.05	0.0	0.0	0.0	9.52	7.07	8.54
Amdhd2	0.0	24.35	5.39	0.0	202.12	0.0	0.0	0.0	0.0	0.0	0.0	0.3	89.94	0.0	12.62	0.0	0.0	0.0	3.98	0.0	15.29	17.88	16.77
Cadm3	0.0	0.0	13.26	0.0	46.81	0.95	0.0	0.65	6.5	0.0	0.0	0.0	38.27	9.22	86.56	8.95	2.57	23.24	1.46	0.0	266.15	258.6	271.92
Ccdc137	0.0	0.0	0.0	0.0	0.0	0.0	7.93	0.0	0.0	0.0	0.0	5.53	49.3	0.0	4.17	0.0	0.0	0.0	0.0	1.73	18.66	19.85	18.68
Ccl2	938.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.13
Ccr3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.03
Cdk8	0.0	0.0	0.09	0.0	0.0	0.0	11.46	9.49	8.73	0.0	0.0	3.93	0.0	4.81	20.64	0.0	15.32	2.65	0.0	2.54	24.74	25.38	24.4
Ceacam15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07
Clec12b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07
Clec2e	27.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.21	0.14
Clta	0.0	1.66	26.2	95.72	77.42	37.5	0.88	66.67	2.34	0.0	76.3	141.87	60.3	0.97	71.47	0.0	1.17	143.45	0.15	54.48	283.56	310.7	294.37
Commd10	0.0	0.0	0.0	0.56	0.31	59.96	0.0	1.53	0.0	0.0	0.46	398.5	179.13	0.0	66.11	0.0	116.08	0.2	133.53	0.91	29.41	28.79	30.63
Cox15	0.0	0.64	30.16	6.2	0.59	0.22	0.0	0.0	0.42	0.0	1.02	0.0	46.14	0.25	11.73	0.18	10.18	19.85	0.32	0.86	13.83	13.4	12.96
Ctu1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.16	0.0	0.0	0.0	0.12	0.0	0.08	0.24	6.55	8.4	7.34
Cyp3a57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Dcun1d2	0.0	11.6	0.0	39.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	178.74	26.83	76.94	54.61	0.14	68.61	92.34	0.06	3.75	37.31	38.65	35.42
Dnajc5b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.11
Dpp6	0.09	8.48	62.11	16.07	25.1	0.0	0.0	32.09	0.51	0.0	19.24	0.18	96.01	115.58	106.64	72.48	119.68	110.14	0.03	0.0	153.64	153.5	151.46
Eif1ad	0.0	0.0	0.0	0.0	0.0	12.99	0.49	76.67	42.71	0.0	0.0	0.0	84.16	64.91	7.22	47.54	45.97	0.24	0.07	0.0	19.68	20.14	19.85
Entpd7	0.0	0.0	0.0	0.0	2.3	0.13	29.38	47.53	7.83	0.0	0.81	0.0	36.83	3.62	1.08	6.54	41.94	11.25	0.36	0.0	4.69	4.31	4.53
Fbxo21	0.0	0.0	0.0	0.11	0.08	0.0	0.12	0.23	43.57	0.0	9.19	0.32	96.1	2.48	14.42	0.0	75.05	38.67	0.08	0.0	88.7	92.78	86.13
Filip1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.26	1.19	7.81	9.45	3.57	13.91	0.0	0.0	11.37	11.9	11.71
Fmo4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Fndc3c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Fndc8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38	2.69	3.29
Ftsjd2	0.0	0.0	0.0	0.35	0.11	0.0	2.78	0.41	0.0	0.0	0.0	0.0	41.27	0.0	34.23	62.34	54.04	27.07	0.0	18.77	77.43	75.87	75.69
Gm12633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Gm1647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.14
Gm4745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.08
Gpr161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.54	1.12	0.0	0.0	0.0	0.0	7.88	7.52	7.83
Gpr176	0.0	0.0	0.0	9.32	0.0	0.0	0.0	0.1	0.0	0.0	10.44	147.71	113.5	0.0	26.46	0.0	0.0	0.17	0.12	0.0	8.75	8.71	8.84
Gpr68	0.6	0.16	0.0	2.68	81.71	1.04	2.41	0.43	1.09	0.08	0.53	0.25	1.75	0.65	23.55	0.63	55.52	0.97	1.81	1.19	10.02	9.8	9.13
Grik3	0.0	0.0	0.0	0.0	0.19	0.1	0.0	0.0	0.09	0.0	0.0	0.0	5.75	29.0	15.06	11.59	23.27	24.41	0.04	0.07	37.3	36.28	36.36
Gzma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.12
Hal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Hsf2bp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.1	0.0	0.0	0.24	0.26	0.14
Kctd19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.03
Kctd20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.34	0.0	0.0	0.0	5.72	0.0	3.64	0.18	4.93	40.56	0.07	0.0	46.88	45.47	42.85
Kel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Ldhd	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.62	13.31	13.76
Ltf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Mrpl15	0.2	0.47	0.0	8.42	54.29	9.08	1.82	0.09	11.72	0.58	0.17	0.43	54.87	14.86	26.88	25.65	45.32	23.53	0.44	38.27	14.4	15.51	15.14
Muc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Myog	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07
Ncr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07
Nin	0.0	0.0	0.0	0.0	2.08	0.85	19.08	0.0	8.01	0.0	0.0	1.5	33.79	4.94	0.0	0.0	0.0	6.97	0.0	0.0	21.48	21.19	22.87
Nox4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Npr2	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.95	47.52	0.0	0.0	0.0	72.45	1.83	29.76	0.0	0.0	0.0	10.85	0.0	35.79	37.33	37.73
Odz2	0.0	0.0	0.0	0.0	1.95	0.55	1.7	9.4	4.84	0.0	0.29	0.0	8.95	0.0	4.23	18.12	23.14	7.11	2.36	0.0	28.0	27.04	28.76
Olfr15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.11
Pla2g16	0.0	0.0	0.0	0.0	0.13	0.0	0.13	0.0	0.0	0.18	0.0	0.0	0.53	0.09	0.1	0.23	0.24	0.0	0.07	0.0	20.85	20.87	21.9
Raet1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.16
Rgag4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	2.89	0.0	0.0	0.0	9.39	1.92	9.9	0.2	1.53	6.07	0.0	0.0	14.06	13.98	12.39
Rhog	0.0	28.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.59	32.35	36.77
Rnf114	0.0	0.0	0.0	0.0	0.0	114.57	9.7	51.01	2.16	0.0	0.24	18.76	71.74	0.11	75.44	52.73	117.78	7.53	0.37	0.0	42.95	42.92	39.23
Scamp3	0.0	0.0	3.87	13.78	0.0	120.53	0.0	0.0	118.36	0.0	0.0	0.41	77.36	87.97	4.31	47.1	82.83	0.2	0.55	0.0	63.25	69.79	63.85
Sept14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.14	0.12
Sgcd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79	2.42	2.12
Slc45a1	0.0	0.0	0.0	0.0	14.52	0.15	70.32	0.0	0.0	0.0	0.0	13.75	82.88	0.0	0.0	0.0	0.0	20.94	63.71	0.0	45.34	47.22	46.98
Slc4a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Slfnl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Tas1r2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.03
Tbp	0.0	0.0	0.0	0.0	61.28	0.0	0.25	0.21	0.0	0.0	0.0	0.93	281.33	91.6	0.0	24.59	0.17	85.25	0.18	65.99	24.43	25.44	24.66
Tcstv1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.12
Tnpo1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	22.02	1.37	0.0	0.0	3.28	0.0	0.0	0.0	27.68	24.03	28.16
Tshz3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	14.34	3.39	0.69	10.58	2.22	0.06	0.03	0.35	16.98	15.42	16.09
Usp26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Vmn1r210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.11
Vmn2r11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Wbp7	0.0	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	11.88	0.0	7.63	0.0	0.04	5.62	0.04	0.0	25.14	25.82	27.79
Wdr25	0.82	0.36	0.0	0.0	0.53	0.14	0.16	0.44	0.15	1.15	0.24	0.48	54.22	0.0	31.53	0.0	0.0	0.15	0.3	2.92	5.68	6.33	6.35
Zfp689	0.81	0.68	0.0	1.24	44.23	0.37	0.3	1.56	0.45	2.39	0.17	0.8	69.64	1.0	0.72	0.49	0.74	18.69	0.57	1.01	4.97	5.35	4.93
mt_AK131586	6370.03	0.0	0.0	0.0	0.0	0.0	0.05	0.12	0.0	4908.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25813.35	24091.17	24561.45
