	Ctgf_tdTpositive_cell_2	Ctgf_tdTpositive_cell_4	Ctgf_tdTpositive_cell_7	Cux2_tdTnegative_cell_6	Gad2_tdTpositive_cell_57	Ndnf_tdTpositive_cell_20	Nkx2.1_tdTpositive_cell_21	Nkx2.1_tdTpositive_cell_23	Nos1_tdTpositive_cell_73	Nr5a1_tdTpositive_cell_51	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_22	Ntsr1_tdTnegative_cell_29	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_49	Pvalb_tdTpositive_cell_51	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_41	PvalbF.Gad2_tdTpositive_cell_3	PvalbF.Gad2_tdTpositive_cell_4	PvalbF.Gad2_tdTpositive_cell_25	PvalbF.Gad2_tdTpositive_cell_29	PvalbF.Gad2_tdTpositive_cell_32	PvalbF.Gad2_tdTpositive_cell_33	PvalbF.Gad2_tdTpositive_cell_36	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_44	PvalbF.Gad2_tdTpositive_cell_88	PvalbF.Gad2_tdTpositive_cell_89	PvalbF.Gad2_tdTpositive_cell_90	Scnn1a.Tg3_tdTpositive_cell_100	Scnn1a.Tg3_tdTnegative_cell_22	Rbp4_CTX_10pg_1	Rbp4_CTX_10pg_5	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4930523C07Rik	0.0	65.89	0.0	0.0	0.0	0.0	0.0	0.15	0.12	0.0	0.0	0.0	186.56	33.13	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.26	0.35	0.0	0.0	0.2	0.12	0.13	0.1	0.0	0.0	0.0	0.0	0.04	0.0	1.0	1.09	0.66
4933424B01Rik	0.0	0.0	0.0	0.0	1.72	0.0	9.25	0.0	74.74	0.0	0.0	0.0	0.0	28.96	0.0	0.0	10.85	6.29	2.77	0.0	0.45	43.26	0.0	0.0	0.46	13.74	14.41	19.1	0.07	0.0	0.17	0.0	0.0	58.85	33.18	22.51	20.45	21.46
A430093F15Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.18	0.19
A630095N17Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.45	0.82
AB124611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.69	0.47	0.71
Abcb4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	15.67	0.0	0.0	0.0	0.0	0.0	0.0	2.33	11.08	0.0	0.0	0.0	13.1	0.0	0.0	0.0	0.0	8.21	25.49	0.0	0.0	0.0	4.16	4.22	4.44
Adamts13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.48	0.62
Agbl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.28	0.27
Arhgef9	0.0	0.37	0.08	0.0	2.08	0.0	0.33	26.2	12.01	6.54	0.0	0.0	0.0	76.11	0.15	0.0	24.82	28.25	0.8	0.27	74.4	43.89	26.29	0.5	8.71	8.84	2.92	51.81	46.02	12.23	42.04	256.23	0.0	59.16	44.16	220.51	209.27	213.67
Atp8b3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Avpr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.06
C8b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Cbx6	0.0	0.0	0.0	0.0	5.43	0.0	0.0	0.94	3.68	13.96	0.0	0.09	0.0	8.71	0.0	1.85	8.12	3.89	0.73	0.25	0.25	7.01	1.39	3.8	2.18	2.01	5.25	9.4	8.06	5.38	0.43	30.41	0.0	43.45	9.12	221.26	219.29	227.16
Ccdc18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.44	0.52
Ccdc57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.46	22.18	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	60.11	0.0	0.0	0.0	0.0	0.0	0.41	1.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.35	8.83	8.33
Ccl27b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.17	17.08	20.98	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	7.38	0.0	19.89	0.0	11.75	0.0	11.59	1.74	1.56	1.16	0.85	1.18	0.0	14.7	0.0	17.69	4.38	30.63	28.29	22.96
Cep110	0.0	0.0	0.0	0.0	0.0	0.0	22.05	0.0	1.41	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01	0.0	27.06	0.0	0.0	1.52	0.61	0.0	0.0	2.19	0.0	0.0	0.0	0.0	0.02	0.02	6.99	6.26	8.11
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Cfb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47	1.3	1.6
Chrd	0.0	0.0	0.0	0.0	9.85	0.0	0.22	0.0	4.06	0.52	0.0	0.0	0.0	24.86	0.0	5.23	0.35	8.27	0.0	0.0	0.14	0.0	0.0	0.87	0.0	1.17	7.47	0.0	0.21	0.19	0.0	106.58	0.0	0.0	0.0	27.09	30.65	28.33
Cspg5	0.0	0.0	0.0	0.0	2.55	0.0	7.81	14.66	4.79	74.97	0.0	0.0	0.35	20.7	0.0	5.2	45.33	3.56	39.44	6.15	6.57	19.55	12.73	8.06	29.33	8.08	6.58	7.89	6.76	3.06	10.12	33.82	0.0	55.94	22.61	163.54	180.07	172.69
Cyp46a1	0.0	0.0	0.0	0.0	1.73	0.0	3.37	31.2	17.84	5.92	0.0	0.0	0.0	41.42	0.0	0.0	11.77	17.33	37.1	0.21	33.96	84.65	11.55	27.46	6.37	71.94	98.21	5.26	0.11	59.18	34.55	25.97	0.0	8.4	7.8	251.55	268.78	265.67
D5Ertd579e	0.0	0.1	0.0	0.0	0.0	0.0	0.0	1.36	0.44	2.66	0.0	15.84	0.1	12.28	13.03	0.43	6.7	13.48	9.87	0.0	36.14	0.16	19.87	35.19	5.2	0.3	4.26	0.08	5.16	10.27	0.04	15.64	0.0	21.23	19.29	58.2	57.46	58.89
Dek	0.0	0.0	0.15	71.97	11.65	0.0	44.99	0.22	27.17	0.0	112.66	329.42	0.26	142.33	55.8	21.85	0.33	18.71	35.41	7.81	12.79	0.0	34.09	66.6	30.36	37.59	12.17	113.28	69.7	193.84	44.85	64.31	0.0	1.59	2.61	48.02	39.41	46.69
Dnajb11	0.0	0.55	0.0	6.49	0.2	0.0	0.0	0.46	40.25	1.87	0.0	1.81	0.45	131.15	0.91	17.15	18.94	23.6	0.31	138.91	52.27	0.0	27.56	97.92	0.56	38.71	4.08	6.19	44.12	0.59	1.15	0.51	0.0	3.04	0.28	58.65	55.63	56.06
Dpf1	0.0	0.0	0.0	0.0	0.71	0.0	0.62	2.29	15.24	6.06	0.0	0.0	0.0	17.53	6.46	2.18	0.25	5.99	11.38	2.19	2.41	3.26	10.89	0.0	0.0	3.26	2.89	0.93	0.4	7.15	0.11	19.46	0.0	7.86	38.38	47.74	50.08	44.62
Dppa2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.06	0.43	0.16
Ect2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.67	0.56
Egfl6	0.38	0.0	0.51	0.0	0.0	0.0	0.22	0.0	1.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.41	0.2	0.23	0.22	0.28	1.96	0.0	0.11	0.0	2.35	2.46	2.51
Eif4ebp2	0.0	1.56	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.24	0.0	0.0	0.0	32.71	0.0	0.0	0.0	0.41	9.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	29.51	32.74
Etaa1	0.0	0.0	41.04	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	25.67	0.0	0.0	0.0	0.85	0.0	0.0	0.0	18.03	0.0	0.49	0.0	0.0	0.0	0.0	0.05	0.07	0.0	0.03	0.0	0.0	0.0	5.25	5.89	5.8
Fam160a1	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19	2.76	2.4
Fdx1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.31	0.0	0.0	22.45	1.86	0.36	0.0	0.0	0.0	20.81	1.66	0.0	0.0	0.0	0.0	11.49	0.0	2.57	15.03	0.0	31.61	0.0	0.0	0.0	5.88	17.36	21.14	17.68
Fermt3	0.0	0.0	0.0	117.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2	3.64	3.59
Foxi1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Fzd7	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.12	0.1	0.17	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.02	0.55	0.11	0.0	0.0	0.0	4.15	4.44	3.78
Gale	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.41	0.0	0.0	13.83	0.0	0.0	0.0	39.64	0.0	69.87	0.0	0.16	0.0	0.0	0.0	0.1	0.0	15.25	17.91	15.21
Gldc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.18	9.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.73	21.51	21.45	21.4
Gm10677	0.24	0.33	1.38	0.0	0.0	0.0	0.0	0.55	0.72	0.1	0.0	0.28	0.0	3.39	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	17.99	0.0	0.0	2.66	0.59	0.4	0.53
Gm10791	0.0	5.72	0.0	2.24	9.93	0.0	2.74	4.08	2.23	0.26	0.31	25.49	0.39	24.96	2.55	8.74	6.2	1.74	1.9	0.0	1.35	2.9	1.57	1.95	0.45	4.96	5.63	1.74	2.5	5.44	0.97	16.98	388.8	1.57	1.58	7.86	6.28	8.66
Gm13306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.17	17.08	20.98	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	7.38	0.0	19.89	0.0	11.75	0.0	11.59	1.74	1.56	1.16	0.85	1.18	0.0	14.7	0.0	17.69	4.38	30.63	28.29	22.96
Gm2506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.17	17.08	20.98	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	7.38	0.0	19.89	0.0	11.75	0.0	11.59	1.74	1.56	1.16	0.85	1.18	0.0	14.7	0.0	17.69	4.38	30.63	28.29	22.96
Gm4285	0.0	0.0	1.04	7.44	0.37	0.0	0.56	1.29	4.61	0.2	0.7	0.0	1.51	34.16	0.0	1.15	1.61	0.54	4.64	0.0	0.0	56.76	1.26	0.0	0.0	4.72	1.23	1.26	50.11	4.89	2.61	8.17	0.0	0.61	0.59	4.78	5.02	5.05
Gsdma	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.17	0.0	37.18	0.0	0.11	0.37	0.0	0.0	0.0	0.17	0.19	0.0	0.0	0.0	0.15	0.0	0.0	0.18	0.0	0.12	1.6	0.0	0.0	0.2	0.3	0.17	0.11
Hhla1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Jag2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	11.88	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.47	0.0	0.17	1.51	0.0	0.0	6.63	0.28	0.0	0.2	0.0	29.03	0.0	26.39	28.49	28.33
Kcnq2	0.0	0.0	0.0	0.0	8.65	0.0	0.0	4.63	119.26	47.45	0.21	0.0	0.0	45.91	0.0	52.71	17.17	27.74	0.82	0.0	6.55	6.38	12.34	30.16	12.76	76.76	22.42	27.96	20.6	69.41	39.83	775.39	0.0	13.64	34.25	188.68	176.82	211.93
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lpar3	0.0	0.0	0.0	0.81	0.0	0.0	0.2	0.0	0.11	0.09	0.14	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.26	0.46
Lrrc32	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	1.0	0.0	2.76	3.49	3.0
Mafg	0.0	0.0	0.0	207.24	54.47	0.0	0.0	1.79	16.55	14.38	0.0	0.0	0.0	0.0	0.0	9.04	0.18	11.97	0.0	0.0	31.0	90.18	15.37	26.19	0.0	2.54	5.75	6.22	3.53	0.09	9.24	8.23	0.0	0.0	0.0	54.59	52.65	49.92
Mast1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.1	0.95	0.0	0.0	0.0	9.65	0.0	0.0	0.0	1.58	1.31	0.0	0.09	0.0	0.96	0.0	0.0	7.93	0.11	2.55	0.23	0.26	1.24	20.88	0.0	0.09	1.36	57.59	61.96	60.11
Mylip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.17	0.32	0.0	0.0	0.0	21.66	0.26	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.11	0.0	0.21	0.0	0.1	0.08	17.21	17.55	16.99
Nol12	0.5	0.0	0.61	0.0	0.0	0.0	6.51	0.0	57.49	38.74	0.0	0.5	0.36	88.53	0.81	39.68	0.13	21.21	0.64	1.14	0.0	0.27	39.3	25.17	0.0	0.0	1.11	26.3	0.0	77.78	0.29	4.37	169.73	0.0	0.0	16.95	17.07	17.25
Npas4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.9	3.75	0.59	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.76	0.0	0.0	7.15	49.87	29.46	33.15
Nucb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	0.0	0.0	0.0	2.09	0.0	0.0	0.0	3.2	0.0	0.0	0.0	0.0	0.3	64.15	0.0	47.17	0.0	0.34	0.44	0.18	0.0	0.0	0.0	76.64	5.3	22.34	17.9	18.55
Otud3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.9	0.0	0.0	0.0	19.9	17.03	16.8
Otx1	0.0	0.0	0.0	0.0	0.14	0.0	0.51	0.19	0.0	0.1	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.19	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.05	0.12	0.51	0.0	0.0	0.0	5.06	5.76	5.71
Pcdha8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.09	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	3.65	0.0	0.0	0.0	0.0	2.19	0.0	0.0	0.0	49.52	0.0	0.0	0.0	0.65	0.35	1.17
Pigl	0.0	0.0	0.0	0.0	0.0	0.0	218.15	0.0	0.0	0.0	0.0	0.0	0.0	91.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	8.28	9.45	10.17
Pigq	0.0	0.12	0.0	0.0	9.81	0.0	0.46	0.0	11.11	40.7	0.0	0.0	0.0	33.84	0.25	0.71	5.86	64.46	0.42	0.0	0.15	108.28	2.64	18.03	0.0	27.71	65.98	112.33	0.47	2.41	28.4	22.5	0.0	20.46	6.83	79.81	85.55	87.13
Prdx4	0.0	0.0	0.0	0.0	0.0	0.0	10.6	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.61	0.0	0.0	0.0	0.0	41.66	0.0	0.0	52.52	30.26	83.84	0.97	43.72	143.04	0.0	0.0	11.96	83.69	24.18	25.81	28.82
Ptov1	0.0	0.0	0.0	0.0	0.22	0.0	0.76	30.58	5.54	7.37	0.0	10.32	0.0	0.0	0.0	0.0	0.77	1.53	10.73	0.0	0.73	58.97	2.04	19.34	0.0	1.87	0.88	0.0	0.0	0.38	0.0	19.7	0.0	0.08	2.37	132.19	154.59	143.07
Ptpn23	0.0	0.0	0.0	0.0	22.2	0.0	13.8	0.0	1.01	0.48	0.0	0.0	7.52	0.0	16.17	4.05	0.0	0.0	8.07	0.0	0.0	0.0	5.84	1.37	0.52	2.13	0.1	19.67	0.17	11.17	56.26	0.0	0.0	0.0	1.15	35.24	34.31	36.57
Qrfp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	19.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.06	0.14
Rasl11b	0.0	0.0	0.0	0.0	51.88	0.0	0.0	0.0	3.11	0.0	0.0	0.0	0.0	29.62	0.0	0.0	0.0	0.0	58.11	0.24	0.0	37.79	4.36	27.21	0.0	0.0	0.31	0.0	0.65	0.81	0.15	492.95	0.0	23.32	31.22	87.11	102.18	88.75
