	Ctgf_tdTpositive_cell_3	Ndnf_tdTpositive_cell_7	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_47	PvalbF.Gad2_tdTpositive_cell_48	PvalbF.Gad2_tdTpositive_cell_52	PvalbF.Gad2_tdTpositive_cell_55	PvalbF.Gad2_tdTpositive_cell_57	PvalbF.Gad2_tdTpositive_cell_60	PvalbF.Gad2_tdTpositive_cell_62	PvalbF.Gad2_tdTpositive_cell_63	PvalbF.Gad2_tdTpositive_cell_69	PvalbF.Gad2_tdTpositive_cell_71	PvalbF.Gad2_tdTpositive_cell_72	PvalbF.Gad2_tdTpositive_cell_76	PvalbF.Gad2_tdTpositive_cell_77	PvalbF.Gad2_tdTpositive_cell_82	Rbp4_tdTpositive_cell_51	Sst_tdTpositive_cell_106	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Limk1	0.0	0.0	0.0	1.17	0.0	0.0	0.0	2.33	0.0	0.1	0.33	0.0	4.74	0.0	0.0	0.12	0.0	13.72	3.5	0.84	41.44	42.72	43.54
Lipg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	3.53	3.25	3.08
Lphn3	0.0	272.88	14.57	70.56	0.0	21.49	0.0	31.69	0.0	4.98	0.0	28.7	0.0	1.11	0.0	0.0	1.86	49.26	8.47	0.0	43.63	39.06	43.63
Lrrc16a	0.0	0.0	0.0	0.0	11.21	8.11	11.59	1.58	0.0	0.06	0.0	0.0	0.0	0.0	0.21	0.0	0.07	17.8	0.0	0.0	12.41	11.58	13.13
Ly6g6d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.51	0.48	0.53
Manf	475.22	0.0	40.14	0.13	16.39	32.19	13.59	39.43	53.71	1.64	14.86	28.25	54.94	0.19	3.34	19.41	0.17	94.33	0.8	93.21	37.74	36.19	32.61
Mapkap1	0.0	0.0	5.46	21.04	25.69	2.95	0.0	0.0	0.0	1.06	0.0	0.0	27.88	23.81	0.0	0.0	0.0	32.57	0.0	0.92	36.6	34.71	34.82
March10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.39	0.0	0.0	1.74	1.51	1.32
Mc3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.49	0.64	0.36
Mfsd7b	0.0	0.0	15.28	4.79	5.07	0.0	0.0	0.0	3.87	0.0	0.0	37.05	2.68	0.0	0.0	3.48	0.0	58.4	13.23	0.0	11.27	10.65	10.55
Mri1	0.0	0.18	0.29	0.0	0.18	0.0	0.0	0.0	7.29	0.15	0.0	2.63	0.0	0.0	0.0	0.0	0.0	10.44	0.15	0.0	11.78	13.9	13.44
Myct1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.85	0.68	0.92
Neurl1a	0.0	0.0	15.51	0.45	0.0	0.0	0.0	35.63	0.0	2.17	0.0	9.97	0.99	0.0	0.0	5.75	0.0	38.96	17.45	0.0	125.32	131.62	134.53
Nfat5	0.0	0.39	7.32	9.06	0.58	1.62	15.21	3.65	1.26	0.09	2.3	3.28	16.33	0.2	13.05	5.58	0.08	37.04	2.0	0.03	31.7	27.59	34.05
Nudt8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.81	0.0	0.0	13.39	15.67	13.82
Nupl2	9.37	0.0	0.06	0.63	0.27	1.27	0.18	0.0	0.53	4.75	0.13	0.43	0.0	12.2	0.5	0.7	0.26	47.49	0.58	0.35	6.76	7.43	8.53
Osbpl11	0.0	0.0	0.13	9.32	0.0	0.0	0.23	14.36	0.17	0.07	0.0	0.0	0.08	0.63	0.0	0.0	0.0	28.32	0.0	0.0	14.34	14.11	12.95
P2ry1	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	2.48	2.36	2.11
Pak2	0.0	0.0	0.89	0.0	0.47	2.85	0.26	0.0	0.0	0.0	0.0	0.0	0.0	1.29	0.0	2.58	0.73	62.02	0.05	0.0	30.29	29.99	29.34
Papss1	0.0	0.0	43.01	18.08	4.76	0.0	0.0	60.99	58.87	49.99	0.28	45.53	86.07	2.21	0.0	55.82	42.68	229.54	0.07	0.0	78.3	83.14	75.31
Patl1	0.0	0.0	0.0	0.13	0.0	17.67	0.0	27.02	0.0	0.23	3.48	0.82	0.0	0.0	0.09	29.18	0.0	108.54	14.5	0.0	15.96	15.96	14.17
Pdzd8	2.7	0.0	24.31	46.03	40.29	36.36	47.31	39.71	22.46	11.07	25.21	20.05	50.23	19.32	19.21	15.48	32.92	115.27	14.99	16.29	31.11	27.94	29.28
Phlda3	0.0	0.0	0.0	0.0	0.0	0.0	0.74	20.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.71	8.37	0.0	31.17	38.47	36.68
Pign	0.0	0.0	0.0	0.0	0.51	22.9	0.39	3.47	0.0	5.9	0.0	0.58	9.8	0.0	47.9	0.06	0.0	39.08	4.66	0.0	7.15	7.09	8.24
Pitpna	0.0	0.0	65.58	111.95	22.45	84.24	80.25	101.92	98.47	19.5	34.4	102.08	63.07	71.28	77.66	53.91	141.51	344.73	104.45	171.17	225.42	225.66	222.62
Pkp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.26	0.21	0.32
Pole2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.82	0.39	0.91
Polr3g	0.0	0.0	0.0	4.98	0.0	0.0	6.4	0.0	2.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.36	0.0	0.0	5.25	4.94	4.89
Pou6f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	1.27	1.59	1.06
Ppp1r3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.02	0.03	0.01
Ppp1r9b	0.0	0.0	0.0	0.57	0.44	3.91	0.0	0.52	16.67	0.59	12.39	0.23	6.49	0.09	0.08	0.0	16.15	26.36	0.04	0.0	507.05	542.75	527.15
Prkg2	0.0	0.0	0.0	5.39	0.0	24.51	0.0	4.06	0.0	0.0	0.0	0.0	2.1	10.79	0.0	0.0	3.42	35.58	11.05	0.0	6.31	5.06	6.6
Proca1	0.0	0.0	0.41	0.93	0.0	0.0	0.0	0.0	1.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95	0.0	0.0	3.03	3.11	2.18
Rap1b	0.0	0.0	0.16	0.0	0.0	0.0	5.25	7.87	0.0	0.0	0.0	0.0	0.0	5.54	0.0	6.19	0.0	42.42	0.0	0.18	80.58	81.9	72.87
Reep2	0.0	0.0	43.26	43.81	27.44	77.67	17.22	49.42	57.07	12.89	0.0	36.15	126.54	0.86	0.0	12.27	30.51	79.29	0.0	0.18	147.11	152.82	156.66
Rep15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.63	0.0	0.0	0.82	0.87	2.23
Rs1	0.0	0.0	0.0	0.28	0.53	0.36	0.55	0.08	0.16	0.15	0.06	0.04	0.22	0.08	0.5	0.0	0.06	4.42	0.36	0.18	0.38	0.44	0.32
Scn1b	0.0	0.0	30.1	32.47	2.08	22.92	34.9	4.0	5.75	30.44	2.25	16.42	0.99	0.55	1.97	6.05	0.51	54.91	33.42	1.87	508.98	541.93	555.14
Serpina3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.07	0.0	0.0
Setd6	255.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.03	0.0	0.0	14.55	13.3	11.15
Sh3rf2	0.09	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	4.57	4.36	3.67
Shmt1	0.0	0.0	0.0	24.52	0.0	42.58	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	2.76	97.63	0.0	0.0	2.45	2.8	2.76
Sla	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4	0.0	0.0	9.77	9.81	9.02
Slc25a15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.0	0.21	46.68	0.0	0.0	0.0	102.33	0.0	0.0	9.06	8.61	8.41
Slc3a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94	0.0	0.0	0.11	0.0	0.12
Snora70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.48	0.0	0.0	8.46	9.97	3.28
Sntb2	0.0	0.0	0.0	0.0	0.0	0.0	1.66	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	4.85	0.13	0.0	8.1	8.38	8.11
Snx9	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02	0.0	0.0	0.0	0.0	0.0	0.0	10.38	0.0	0.0	12.45	11.69	11.86
Sostdc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.73	0.0	0.0	1.59	0.86	1.41
Ssh1	0.0	0.0	0.19	0.0	2.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09	0.0	6.5	0.0	0.0	8.39	8.3	9.42
Svil	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	14.92	0.16	0.0	3.91	4.53	4.57
Taok3	0.0	0.0	13.22	15.95	14.3	0.0	25.06	20.96	66.9	26.74	4.42	7.42	0.0	0.97	15.26	17.54	24.88	71.45	0.64	0.0	34.08	33.81	31.36
Tm9sf3	0.06	0.0	12.54	30.43	28.61	56.32	55.68	15.09	42.17	2.64	36.46	25.78	39.35	61.96	18.79	15.15	0.67	122.26	8.42	0.11	83.98	79.45	86.75
Tmbim1	315.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13	0.0	0.0	26.9	28.9	29.91
Tmem198b	0.98	0.0	0.0	0.12	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.11	0.88	0.0	0.0	0.0	0.0	35.78	0.17	0.15	9.51	9.26	10.95
Tmem206	21.44	1.68	4.73	7.06	6.91	9.67	8.11	6.51	47.98	3.98	8.8	9.03	6.42	5.49	6.88	6.04	5.47	111.11	1.5	10.36	10.18	10.12	8.38
Tmprss11bnl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0
Tnfrsf13c	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.01	0.2	0.28	0.2	0.0	0.0	0.45	0.0	0.0	0.0	5.57	0.08	0.0	0.26	0.51	0.8
Treh	0.0	0.0	0.0	0.0	5.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.95	0.0	1.55	0.1	0.05	0.05
