	Ctgf_tdTpositive_cell_1	Ctgf_tdTpositive_cell_3	Gad2_tdTpositive_cell_44	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_5	Ntsr1_tdTnegative_cell_22	Ntsr1_tdTnegative_cell_24	Ntsr1_tdTnegative_cell_44	Pvalb_tdTpositive_cell_81	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_1	Rbp4_tdTnegative_cell_7	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_15	Rbp4_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_1	Scnn1a.Tg3_tdTnegative_cell_6	Scnn1a.Tg3_tdTnegative_cell_15	Scnn1a.Tg3_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_22	Scnn1a.Tg3_tdTnegative_cell_23	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2
4930558J18Rik	0.0	0.21	0.0	0.3	0.0	0.97	0.0	0.0	0.21	0.0	0.25	0.17	0.0	0.0	0.18	0.89	0.33	1.65	0.0	0.0	0.21	0.0	0.78	0.17	0.0	0.15	0.01	0.24	0.09	0.16	0.0	0.36	0.2
4932416K20Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.16	0.0	0.17	0.24
5330426P16Rik	0.0	0.0	0.0	32.29	0.0	0.0	20.14	0.0	0.0	0.25	0.87	0.0	0.13	4.41	0.0	0.0	0.0	473.45	0.0	0.0	0.0	0.0	0.0	12.66	5.97	5.68	0.0	0.0	7.05	4.79	3.68	6.41	4.85
5430437P03Rik	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	45.23	13.05	0.15	27.98	0.0	131.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.39	62.59	58.39	37.54	39.07	43.89	45.89	26.59	71.98	80.84
9230110C19Rik	0.0	0.0	0.14	0.0	0.73	0.94	0.66	0.0	1.12	12.68	12.61	0.0	0.3	1.78	0.31	0.0	1.19	2.39	0.0	0.0	0.71	0.91	1.75	58.05	11.89	1.15	42.87	17.81	1.79	12.14	20.8	12.09	11.73
Acadl	132.84	0.0	92.6	87.47	0.0	6.58	0.0	0.0	0.0	5.88	1.93	0.0	102.24	0.0	0.0	43.03	0.0	216.4	0.0	0.55	83.51	0.0	0.0	0.0	0.0	1.28	0.46	0.0	0.0	0.0	0.0	37.6	37.36
Afap1l2	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.78	5.75
Agphd1	0.0	0.15	0.06	0.3	0.26	0.0	0.76	0.0	0.0	0.83	0.24	0.62	0.1	0.4	0.0	0.12	0.32	2.27	0.7	0.0	0.0	0.0	0.32	0.37	2.7	2.99	0.11	0.29	0.15	0.45	0.74	2.11	2.19
Ank2	174.62	0.0	48.26	147.87	144.56	14.02	112.14	401.18	58.87	132.58	147.24	53.34	12.7	57.92	34.3	197.17	32.99	337.69	112.73	19.81	0.15	286.84	44.93	110.6	121.04	107.11	125.68	103.03	88.62	132.37	138.01	250.02	222.38
Ankrd13a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06	0.07	0.0	0.0	0.13	0.0	0.0	406.64	0.0	237.48	0.13	0.0	0.0	0.0	0.0	4.41	0.09	0.15	0.0	1.58	1.28	31.18	31.76
Arf2	0.0	0.0	0.0	4.78	0.0	0.19	0.0	0.0	0.0	53.2	33.62	0.0	0.0	0.0	0.0	237.7	0.0	237.5	0.0	0.0	0.0	0.0	0.0	81.62	101.38	52.83	46.31	29.26	56.22	89.74	65.08	40.44	42.98
Arfgef1	0.0	1.62	0.0	0.0	0.0	28.42	0.0	10.6	0.05	3.02	6.61	59.94	0.13	0.1	0.0	0.0	0.0	112.17	0.0	0.0	0.0	0.0	0.0	5.72	20.16	13.37	20.3	8.16	21.22	13.02	13.95	51.81	44.82
Atg14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45	8.26	30.93	0.07	0.07	0.0	2.49	0.0	0.0	27.98	0.0	0.0	0.0	0.0	0.0	11.98	9.65	4.85	14.48	8.47	6.21	10.13	10.82	16.42	17.0
B020004J07Rik	0.0	0.0	1.24	0.0	0.0	8.46	0.31	0.0	2.96	0.46	0.31	1.83	0.0	0.0	0.0	0.0	0.0	13.87	0.0	0.0	2.8	0.0	10.94	0.36	0.0	0.31	0.0	0.0	0.47	0.0	0.37	0.0	0.49
B630005N14Rik	0.0	0.1	0.0	0.0	0.0	0.16	0.0	0.15	0.0	4.54	24.71	7.06	0.07	0.01	0.0	0.14	0.21	6.58	0.0	0.0	0.0	0.0	0.0	12.93	9.63	8.63	13.54	12.01	2.61	9.75	8.99	23.16	21.74
BC005537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.01	26.63	0.09	0.19	0.0	63.6	0.0	0.0	90.35	0.0	0.0	23.43	0.0	0.0	19.79	39.16	32.5	20.64	19.19	19.94	22.56	19.22	152.76	160.06
BC068281	0.34	0.54	0.0	0.0	0.0	0.0	0.0	0.3	1.06	29.61	0.48	261.46	0.21	0.19	0.24	1.64	0.34	390.59	1.47	0.64	0.0	0.0	0.0	16.76	0.3	0.0	0.14	0.33	11.39	6.51	6.66	7.78	7.11
C2cd2l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	10.18	8.36	0.11	0.05	0.0	0.0	0.0	0.0	122.1	0.0	0.0	0.0	0.0	0.0	3.57	2.53	8.03	5.97	0.23	1.76	2.13	1.19	101.81	111.13
Ccdc56	570.0	0.0	0.0	447.41	0.85	3.65	221.4	523.41	393.37	612.86	758.22	0.7	3.15	280.33	1.91	571.72	10.04	799.4	810.15	0.0	445.19	419.87	361.63	598.36	611.22	545.17	512.84	596.9	864.97	745.73	722.46	136.06	158.47
Cend1	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.23	0.0	162.88	112.21	0.0	314.26	0.0	0.25	0.0	0.0	536.87	0.0	0.0	0.0	0.0	0.0	157.58	267.82	173.56	200.92	303.76	242.49	154.82	147.08	309.53	320.54
Cgrrf1	0.0	0.0	0.0	0.0	0.0	0.0	64.41	0.0	0.0	35.03	55.34	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.02	98.49	72.41	18.66	78.39	30.62	46.8	57.93	28.41	26.13
Chd8	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	11.98	4.3	9.73	0.0	0.0	0.0	0.0	0.0	73.42	0.94	0.0	1.73	0.0	0.0	15.76	10.15	6.06	8.84	5.64	11.91	4.4	9.4	36.68	34.06
Clpb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.69	2.63	0.0	72.19	0.0	24.27	0.0	0.0	218.49	0.0	6.68	0.0	0.0	0.0	10.42	9.6	11.93	9.12	14.07	6.46	8.13	4.29	26.35	25.52
Cpox	11.69	10.96	19.08	16.76	108.4	4.93	132.17	4.69	50.95	32.79	17.1	26.1	16.19	45.88	0.0	2.26	0.43	99.34	59.04	14.29	11.45	22.32	78.3	14.81	14.34	10.73	19.44	12.31	7.48	12.28	14.45	40.77	42.88
Cradd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	6.55	0.0	0.0	0.0	4.71	6.69	4.03	1.28	5.03	4.77
Creb3l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	20.24	0.0	19.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	5.84	5.34
Cs	0.2	0.0	226.14	0.0	133.46	122.17	0.0	0.0	0.27	180.11	77.59	0.25	0.59	0.09	0.3	0.0	151.4	0.0	0.0	349.36	292.3	0.0	0.0	152.39	238.98	242.4	230.73	178.19	121.44	196.14	174.11	217.67	216.29
Ctns	0.0	11.32	0.0	199.97	0.0	0.0	0.0	0.0	0.13	16.21	5.67	5.75	0.08	0.16	272.46	0.0	0.0	424.31	0.0	0.0	0.0	0.0	0.0	5.41	19.86	15.42	8.18	12.85	4.0	11.98	10.36	13.1	13.57
Cyp27a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	461.65	0.0	0.0	0.0	0.0	36.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78	5.04	5.59
Cyp39a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	408.97	0.0	0.0	0.0	22.84	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.79	1.81	1.92
Cyp4f13	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.68	0.0	0.0	2.95	0.0	0.0	0.0	0.4	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.46	2.55	0.0	6.2	2.04	2.88	8.9	9.75
D17H6S56E-3	0.0	5.81	0.0	0.35	0.0	0.0	0.0	0.0	0.93	0.48	0.54	0.1	0.15	0.24	0.0	0.0	0.0	2.11	0.31	1.2	0.0	0.05	0.0	1.34	0.82	0.48	0.73	0.96	0.14	0.34	0.42	0.78	0.72
D830005E20Rik	79.25	0.68	33.95	28.63	19.02	35.1	11.68	28.85	36.72	49.72	82.94	21.31	20.01	10.5	3.29	12.28	13.53	80.52	47.49	13.85	25.64	16.24	12.29	49.6	66.13	63.88	72.32	54.85	45.0	42.51	44.54	7.15	5.07
Ddost	0.26	0.0	25.48	0.0	0.55	0.0	0.0	0.0	0.0	19.94	17.7	0.13	0.97	73.74	0.0	0.0	0.97	423.32	0.0	0.0	0.2	13.14	0.0	24.91	22.03	27.23	7.99	7.12	6.06	25.46	17.81	90.48	89.33
Dlgap1	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.09	96.52	0.1	0.22	0.07	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	146.62	142.99	127.26	128.46	132.04	113.78	124.88	118.87	236.7	227.58
Dnajc4	0.0	0.0	0.19	0.0	0.0	0.0	9.04	0.0	0.0	36.91	29.13	0.0	0.0	0.0	0.0	0.0	12.64	309.86	0.0	404.85	123.9	0.0	0.0	8.9	7.55	25.55	19.41	56.23	40.6	12.06	18.69	19.88	22.72
Dnajc9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.63	0.0	51.57	57.17	0.0	0.0	0.0	0.0	0.0	0.0	425.08	0.0	0.0	0.0	0.0	64.29	49.05	73.95	45.74	58.03	29.04	34.81	47.96	41.05	33.45	37.27
Dynlt3	0.0	6.17	92.7	0.0	0.0	0.23	0.0	0.0	0.35	501.85	349.55	0.33	378.92	178.12	1.01	0.0	0.0	413.31	0.0	0.0	431.0	0.17	511.39	361.57	388.42	536.8	372.51	388.33	328.64	305.95	280.66	140.18	128.74
Exoc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.62	4.23	0.0	0.19	0.07	0.34	0.0	0.0	49.76	0.0	0.0	0.0	0.0	0.0	21.21	25.47	35.85	28.9	22.89	11.18	9.13	7.93	42.85	41.49
Fnip1	0.0	0.0	0.0	6.8	0.0	0.08	0.0	0.0	0.61	20.02	38.74	0.0	0.0	0.04	0.14	0.1	0.0	81.9	0.0	0.0	0.0	0.0	0.0	12.61	21.79	17.69	26.17	10.6	5.07	15.21	18.79	29.97	27.14
Galnt1	0.0	0.0	0.93	0.0	0.0	0.13	0.0	0.1	0.0	7.11	10.46	0.0	0.0	0.63	0.0	35.12	0.0	131.62	0.0	0.0	0.0	0.0	0.0	15.15	6.07	9.82	5.35	15.28	5.4	6.79	8.14	36.82	37.35
Gzf1	0.05	0.05	0.01	0.0	0.0	0.2	0.0	0.24	0.0	13.43	7.65	0.06	0.12	0.0	0.14	0.0	0.0	0.0	0.0	19.53	0.0	0.0	0.0	18.4	17.99	23.26	16.9	27.03	14.48	15.8	27.6	27.48	27.12
Igj	0.0	0.0	0.0	0.0	0.0	0.0	3.46	0.0	0.0	0.0	0.12	0.0	0.0	2.45	0.0	5.04	0.0	4.7	0.0	0.0	0.0	0.0	0.0	0.51	0.48	0.14	0.41	0.87	0.09	0.33	0.66	0.34	0.82
Ireb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.12	28.13	0.04	0.04	0.0	0.07	0.0	0.0	39.46	0.0	0.0	0.0	0.0	0.0	16.43	15.95	24.96	10.69	15.0	9.95	13.77	15.25	35.2	32.41
Jmjd4	1.08	0.33	1.13	1.0	1.23	3.72	0.0	4.93	4.37	7.11	2.06	10.87	0.38	0.44	0.99	1.35	0.31	5.25	3.14	1.31	0.12	0.0	0.92	4.9	13.75	3.14	4.62	5.74	17.33	7.65	4.21	24.5	22.54
Klhdc2	0.0	195.7	0.0	0.26	91.62	0.51	0.0	0.0	0.0	77.39	67.49	0.48	0.12	0.0	2.18	0.0	0.0	140.17	0.0	0.0	0.0	0.0	3.79	82.25	38.7	42.62	72.73	120.81	73.68	61.55	62.79	165.5	178.24
Krtcap2	452.77	0.0	178.56	352.62	0.0	116.86	66.86	0.0	139.19	135.38	296.34	0.0	0.0	255.91	307.54	476.7	0.0	621.37	310.22	0.0	877.21	0.0	0.0	249.4	173.42	247.9	211.91	201.29	229.32	202.07	202.5	64.42	64.99
Lancl1	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.09	7.04	34.71	31.88	0.0	0.17	0.06	0.1	0.15	0.0	180.65	0.0	0.0	0.0	0.0	0.0	34.78	42.73	11.85	28.78	14.55	23.21	35.82	22.21	104.52	106.74
Lsm12	0.0	0.0	0.0	0.0	0.0	2.07	3.03	0.0	0.0	3.33	21.72	5.37	0.0	0.0	0.0	17.29	0.0	43.94	0.0	0.0	0.0	0.0	0.0	11.33	10.96	18.89	13.95	10.36	15.6	10.97	9.62	30.75	28.34
Mdc1	0.26	7.7	1.34	0.54	1.38	3.18	0.64	1.84	1.54	2.88	1.56	0.9	0.94	0.09	1.82	0.64	0.88	4.01	0.72	0.7	0.5	0.0	0.95	1.16	1.63	5.95	1.31	1.27	2.37	2.03	1.49	8.22	9.1
Mink1	0.0	0.0	3.84	0.0	0.0	0.0	0.86	0.0	0.0	10.09	4.38	8.81	0.0	0.0	0.0	0.0	0.0	68.92	0.0	0.0	0.09	1.74	1.63	4.96	2.32	7.33	3.33	0.4	2.34	5.19	4.81	186.96	186.51
Mipep	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.11	11.55	59.31	0.0	0.0	0.0	0.0	0.0	65.55	0.0	0.0	0.0	0.0	0.0	0.89	4.46	0.0	4.43	0.1	6.34	6.03	2.61	28.67	30.3
Mir466i	33.34	0.0	0.0	27.56	0.0	15.36	0.0	0.0	23.43	19.36	6.3	0.0	0.0	7.32	6.73	0.0	10.07	71.37	13.63	22.65	2.99	0.0	0.0	5.58	0.0	0.0	27.34	0.0	0.0	15.96	0.0	3.47	3.76
Mmp19	0.0	0.0	0.23	0.0	0.35	0.0	0.0	0.28	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.15	0.22	0.09	0.0	0.13	0.14	0.89	0.61
Mrpl41	0.0	0.0	0.0	0.0	85.06	130.45	0.25	0.16	68.32	113.41	107.37	0.1	0.1	0.0	0.18	234.21	0.0	175.54	0.0	0.0	0.0	107.55	0.0	79.19	77.28	81.94	77.42	87.42	74.92	94.0	87.6	29.29	30.88
Mrpl49	0.0	0.0	0.0	0.0	0.0	0.0	167.25	0.0	0.0	81.07	53.9	0.28	0.14	0.58	0.25	0.0	0.0	731.02	0.0	0.0	0.0	0.0	0.0	76.23	70.27	183.54	109.54	65.64	72.32	96.55	100.69	42.34	43.69
Mtap4	0.0	0.0	49.09	0.0	154.43	5.62	0.0	0.0	0.11	168.8	104.66	1.39	44.06	125.78	0.24	147.15	0.0	198.6	2.45	0.0	22.54	0.0	38.01	106.29	149.52	125.93	158.14	120.16	106.44	90.57	91.75	263.45	247.12
Nbea	1.19	0.0	0.0	0.0	0.0	0.09	0.0	189.87	0.14	15.23	20.54	0.48	8.51	50.77	0.0	1.4	0.0	134.12	0.0	0.0	0.0	0.0	0.0	23.01	26.23	19.72	25.57	26.53	24.53	19.49	19.1	86.62	79.29
Nckap1	229.32	0.0	9.96	0.0	14.35	3.34	0.0	0.0	0.11	135.57	117.16	48.93	0.35	0.15	0.51	0.37	0.0	0.0	0.18	1.96	0.0	0.1	0.0	111.35	108.72	124.79	120.1	83.09	30.56	101.19	101.32	414.19	390.98
Nfam1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	2.29	1.99
Nfib	0.19	0.0	192.45	123.18	0.0	0.12	0.07	0.0	0.05	65.39	89.61	0.17	168.9	112.41	0.3	48.15	0.79	157.51	95.62	0.6	0.0	146.2	10.4	224.49	312.69	281.91	233.3	186.96	138.64	218.53	203.8	26.19	24.58
Nip7	25.17	62.52	31.14	25.79	18.35	15.27	14.36	15.13	15.34	88.44	58.44	5.55	143.0	9.8	18.3	198.53	37.65	217.68	7.2	8.2	32.07	6.77	13.19	40.03	62.95	62.85	65.74	57.32	91.57	61.09	72.71	24.62	22.36
Nipa1	0.0	0.0	0.0	0.27	0.0	0.0	0.0	117.84	0.0	9.92	15.08	0.25	0.13	0.0	0.0	0.0	0.0	300.09	0.0	0.0	4.52	12.6	0.0	2.22	16.04	20.74	4.08	4.16	8.22	11.29	7.38	68.07	67.19
Nipsnap3b	0.37	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	6.54	39.51	0.0	0.16	360.61	0.87	0.0	0.0	363.75	0.0	0.0	0.28	0.24	0.0	9.35	11.08	4.26	7.37	19.85	0.8	13.71	24.63	17.81	18.34
Nkrf	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	23.38	30.5	0.0	0.07	0.0	0.13	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	75.05	47.68	18.85	19.7	54.15	13.51	33.71	37.19	26.97	24.76
Nop10	0.0	894.54	92.54	0.0	0.88	0.0	0.0	0.0	84.13	270.49	667.58	354.45	224.38	0.76	0.66	289.47	244.93	458.77	0.0	232.33	0.0	357.01	0.0	359.99	276.5	399.18	367.63	420.67	468.53	403.27	377.12	79.78	81.38
Nucb1	159.94	0.0	0.0	0.0	0.0	0.0	350.49	0.0	0.0	9.9	16.3	0.18	0.09	237.47	0.33	243.35	0.0	436.48	66.22	0.0	0.0	0.0	0.0	15.08	34.65	13.99	23.28	49.24	27.21	15.92	21.61	57.36	65.02
Nudt2	599.28	0.0	0.0	0.0	0.0	0.0	405.07	0.0	0.0	89.44	118.86	0.0	0.0	0.0	0.0	0.0	0.0	404.44	0.0	0.0	0.0	0.0	0.0	87.62	64.95	20.83	43.4	61.82	55.65	41.34	45.16	25.32	29.51
Olfr856-ps1	236.46	102.75	351.64	157.06	17.91	72.0	217.63	330.69	230.35	194.81	436.97	200.67	47.97	28.92	4.72	23.55	196.33	256.23	208.78	19.62	1.79	0.7	294.57	293.4	352.95	281.55	249.32	238.39	216.36	224.55	235.92	46.74	38.65
Otud7b	0.07	0.13	69.94	0.04	22.99	24.07	0.29	0.07	75.34	14.32	1.11	86.18	16.45	0.09	76.56	40.29	0.15	403.42	49.44	108.39	0.31	5.18	1.28	2.3	2.27	1.0	4.3	0.85	5.97	3.34	3.78	19.77	19.36
Pcgf6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.71	19.0	0.0	0.0	0.0	0.0	143.08	0.0	219.45	0.0	0.0	0.0	0.0	0.0	3.41	4.5	8.35	8.4	8.41	0.0	6.11	7.66	17.33	16.99
Peg3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73	18.87	24.89	0.04	0.04	0.04	0.06	0.0	0.0	89.26	0.0	0.0	0.0	0.0	0.0	27.74	16.77	19.67	30.8	24.07	12.22	11.43	9.97	126.23	106.05
Phex	0.53	0.0	0.37	0.0	0.75	0.25	0.19	0.12	0.77	0.47	0.97	0.19	0.16	0.7	0.27	0.47	0.22	1.28	0.0	0.8	0.0	0.0	0.6	0.43	0.38	0.28	0.95	0.33	0.5	0.58	0.23	0.61	0.6
Plcg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.63	2.66	0.0	0.11	0.0	0.0	0.0	0.0	90.64	0.0	0.0	0.0	0.0	0.0	6.27	3.22	4.69	8.21	2.37	2.21	4.69	3.42	47.58	47.21
Polb	3.08	0.0	0.0	0.0	0.48	455.23	1.01	0.0	0.0	298.96	213.19	1.39	0.2	0.0	672.63	0.0	0.0	442.4	13.95	594.35	331.1	90.44	0.0	230.18	261.01	192.73	212.93	178.88	263.06	221.99	229.37	63.31	63.02
Ppp1r12b	39.68	6.98	25.08	10.72	12.29	3.82	9.93	10.89	38.66	21.81	32.36	13.5	9.68	21.24	13.29	2.0	15.05	37.96	0.23	22.48	5.28	8.53	7.08	13.76	20.2	13.46	19.06	14.3	20.4	10.61	13.23	52.73	42.74
Prlr	0.09	0.08	0.65	1.13	0.33	0.0	0.82	2.42	0.73	2.47	2.29	0.08	0.23	0.02	2.43	1.12	0.0	2.52	1.5	0.13	0.81	0.0	0.13	0.6	0.7	0.61	0.81	0.42	0.41	0.62	0.44	0.85	0.69
Pros1	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.08	0.14	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.03	8.91
Ptgds	37456.41	37658.11	34173.38	26584.93	31568.94	48907.82	54843.26	26720.82	47452.67	92.27	0.0	56522.07	60719.49	31434.39	32699.18	40932.13	38022.65	47873.29	40457.23	55284.07	39774.1	53160.05	16003.23	0.0	0.0	0.0	0.0	0.0	0.0	0.9	295.67	1497.69	1644.65
Rims2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.85	38.37	0.06	0.0	0.0	0.0	0.0	0.0	114.61	0.0	0.0	0.11	0.0	0.0	25.48	46.39	40.75	40.46	36.08	33.44	26.09	29.12	45.49	41.95
Rp9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.72	9.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	14.45	6.36	5.95	14.53	6.25	4.65	17.7	11.92	44.69	49.25
