	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_64	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_1	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_96	Vip_tdTpositive_cell_30	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Aldh9a1	41.52	12.06	0.0	58.49	0.0	0.0	6.76	0.0	75.17	0.0	0.09	43.13	0.0	40.99	49.67	12.35	41.92	27.0	2.87	43.07	21.83	0.0	0.0	0.0	72.23	8.28	0.0	61.66	2.06	0.0	0.1	0.0	33.92	0.0	0.0	53.07	23.88	24.6	24.66
Amac1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.25	0.41
Angptl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.63	3.5	2.48
Arfip1	0.0	0.28	10.42	0.0	0.0	0.0	0.08	0.0	0.0	0.0	14.88	0.0	0.0	119.65	49.25	0.0	0.0	0.67	26.67	5.59	0.0	0.0	0.0	0.0	4.05	0.07	0.0	0.0	0.0	0.0	0.0	0.27	34.69	0.25	0.0	0.0	14.44	14.75	14.2
Atp13a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.29	8.01	8.0
B3gat1	0.11	0.0	25.86	0.0	0.0	0.0	15.59	30.05	24.77	0.0	2.45	27.09	27.79	37.68	32.17	22.25	35.16	10.83	30.46	21.09	19.5	9.18	12.31	13.13	16.21	19.48	15.37	19.85	8.85	13.57	17.58	0.0	20.0	71.16	0.0	35.73	160.08	155.74	161.44
Blk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
C2cd4d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.93	1.02
C330008G21Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17
Ccbe1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.67	4.4	4.37
Ccdc129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	1.33	1.52
Ccdc88b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.22	0.0	0.0	0.0	2.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13	2.33	2.72
Cd24a	0.0	0.0	43.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.25	0.0	10.7	3.37	8.57	69.23	0.0	0.0	0.0	2.44	0.0	9.88	0.0	18.99	0.0	0.0	0.0	0.0	0.0	48.66	0.0	0.0	0.0	9.52	10.67	10.57
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Chaf1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.16	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.73	4.51	4.95
Col16a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.84	0.0	12.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.68	11.69	12.54
Crispld2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	1.2	1.34
Crym	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.25	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.24	0.0	0.0	6.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.35	173.83	144.58
Ctbp1	0.16	0.19	64.29	1.33	0.0	13.8	0.0	0.0	35.0	0.0	40.26	0.03	36.91	91.84	25.95	2.31	0.48	7.83	12.52	6.3	0.0	0.0	0.51	0.0	33.88	0.0	6.71	0.78	0.0	0.0	0.64	0.0	32.93	0.5	0.0	1.55	170.89	189.26	178.52
Dhx58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52	1.51	1.52
Dnahc10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.62	0.5
E2f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.8	0.49
Epm2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.19	26.66	26.23
Eral1	0.55	0.0	69.85	0.08	0.0	1.09	0.0	0.0	24.43	0.99	0.1	162.56	0.18	0.55	0.0	51.38	35.34	78.79	0.32	61.63	57.47	0.0	1.76	0.0	98.05	46.2	1.06	0.26	2.09	0.7	56.23	0.0	0.47	0.76	0.0	139.52	16.35	18.41	18.7
Ermn	0.21	0.27	0.0	0.15	0.0	0.39	0.96	2.0	0.65	1.22	1.03	0.55	0.29	0.48	0.76	0.48	0.21	0.12	0.1	0.0	0.11	0.0	0.0	0.72	21.93	0.05	0.11	0.44	0.22	1.31	0.34	0.55	0.28	0.39	0.13	0.91	31.76	25.47	31.52
Fbxw15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.5	0.69
Fezf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.59	34.14	29.25
Gltscr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.13	11.66	11.79
Gm3086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37	0.0	36.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.0	0.0	1.61	3.1	1.9
Gm5480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0
Gm581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.65	0.76
Gm8773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.08
Gpr173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13	0.0	0.0	0.0	0.0	22.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.2	9.13	9.96
Gpr88	0.0	0.0	19.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.47	24.79	38.35	18.5	29.86	0.0	30.39	0.0	16.74	0.29	0.0	10.22	0.0	8.51	19.46	18.94	0.0	0.0	0.0	0.08	0.0	0.07	33.23	0.0	0.0	148.3	152.29	131.28
Gramd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.19	16.7	19.02
Haao	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.31	0.25
Hhip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	19.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09	2.81	3.49
Hira	0.0	1.59	8.98	0.0	0.0	0.0	9.29	0.0	0.0	0.0	2.96	0.0	0.13	0.0	0.21	0.0	0.18	7.8	0.0	0.68	0.0	0.0	0.0	1.3	30.68	0.0	0.0	0.0	0.0	3.71	0.32	0.9	0.0	0.0	1.92	0.0	34.31	33.37	34.42
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Inpp5d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.43	7.74	8.54
Itgal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.64	0.54
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Klf14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.41	0.0	0.0	0.0	8.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.31	0.17
Klf8	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.03	0.0	37.18	0.05	0.0	2.64	0.09	0.0	0.14	0.28	0.08	0.0	14.02	0.0	0.05	0.0	0.05	8.73	0.0	0.0	0.08	0.0	6.1	0.0	0.16	3.81	3.6	4.5
Klhl25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	35.09	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.36	8.55	7.49
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lgr6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	1.76	2.07
Lmo4	0.52	0.0	15.79	0.0	0.0	0.0	0.0	0.0	1.21	0.0	0.0	64.86	35.81	94.08	2.61	38.02	25.29	23.33	21.3	32.42	222.92	0.0	31.39	0.0	54.43	1.08	9.15	84.92	25.46	161.52	44.81	0.12	93.93	29.92	0.0	19.71	298.47	316.98	286.88
Ly6h	11.01	11.42	7.95	0.0	0.0	15.95	3.0	28.63	2.61	13.77	0.48	12.7	9.76	38.24	19.08	7.93	42.84	73.58	33.65	20.48	15.92	0.0	4.43	2.69	33.52	9.56	3.01	11.57	58.74	30.05	29.92	8.19	100.47	30.82	0.0	0.82	305.82	367.1	337.26
Maff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	1.41	0.97
Melk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	1.15	0.84
Nanos3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.53	1.16
Nfya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	1.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	17.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.66	14.68	18.19
Nhsl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	15.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.95	10.93	11.45
Nnat	36.92	0.0	158.09	2.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.18	238.48	88.35	48.26	82.67	72.75	21.09	43.86	20.32	153.01	0.0	64.61	0.0	31.93	36.76	4.61	166.55	74.95	66.27	12.02	0.0	274.07	31.29	18.01	0.0	263.05	306.83	281.49
Npy	64781.64	13918.43	173305.25	40775.82	1.6	12448.57	43922.94	42632.64	67463.47	14635.6	57444.26	149629.49	134232.96	116117.28	122165.94	132052.33	122154.33	126501.28	117863.77	130527.91	173863.58	101365.79	126989.03	45711.04	115420.41	191162.16	154857.31	124150.07	134158.33	153405.37	147732.76	28240.98	180453.32	95298.15	65353.97	68416.93	214.21	196.57	200.76
Ogdhl	0.11	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.53	3.27	0.27	3.82	1.87	0.0	14.78	0.07	1.65	0.0	0.0	2.28	0.0	35.18	4.41	0.42	0.0	13.75	3.73	0.66	0.88	0.0	0.0	73.51	75.56	72.3
P2rx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.9	0.0	88.67	0.0	0.0	4.92	17.68	72.67	0.52	0.0	0.0	6.23	0.0	61.32	0.0	11.58	0.0	4.62	0.0	2.34	0.0	45.85	6.83	0.0	0.0	0.1	0.11	0.06
Parvb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.58	0.0	0.0	0.0	0.0	1.94	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	4.28	0.0	0.0	0.0	0.0	0.0	13.85	15.05	16.87
Pbxip1	0.0	0.15	0.0	0.0	0.0	0.14	0.1	0.0	0.0	0.22	0.11	0.06	0.03	14.22	0.15	0.13	0.11	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.03	0.05	0.11	0.0	0.17	31.86	30.67	32.85
Ppp1r32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	1.68	1.41
Prx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	1.02	1.02
Ptpn21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.2	2.43	10.31	0.0	0.0	0.05	0.0	0.0	0.0	0.1	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	6.13	5.21	6.41
Rab11a	57.68	107.54	129.55	58.61	1.38	0.0	3.91	0.0	68.53	0.42	0.09	6.55	87.45	181.51	49.8	0.4	50.97	115.15	3.25	0.25	102.02	3.24	78.68	31.21	104.25	75.09	29.06	137.38	124.46	128.17	0.63	160.38	90.37	76.9	0.38	121.26	121.73	119.73	122.72
Rasl2-9-ps	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.25	0.0	63.22	0.25	0.0	34.36	0.42	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.22	0.24	0.0	0.0	0.0	0.67	0.21	0.0	0.0	0.0	0.0	0.34	0.5	0.64
Rffl	26.31	0.0	0.68	0.0	0.0	0.0	0.47	0.0	0.0	0.0	6.04	0.0	6.09	46.61	3.45	4.28	11.26	7.03	0.09	0.0	10.37	1.93	4.59	0.0	0.19	0.0	0.14	0.0	0.0	0.0	2.75	0.0	15.02	2.56	0.0	0.0	10.32	10.47	10.98
