	Gad2_tdTpositive_cell_55	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_26	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Angel1	12.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.53	0.0	2.4	6.67	0.0	0.0	6.57	0.0	0.0	0.0	0.0	0.0	36.89	0.0	0.0	8.22	8.8	8.46
Arfip2	0.35	32.01	17.66	19.18	22.21	0.0	0.0	2.51	22.1	0.0	0.17	11.27	0.18	0.0	10.54	46.21	0.0	34.57	0.68	11.27	36.6	19.82	0.0	31.12	2.65	29.69	54.09	32.17	0.0	0.0	65.0	68.22	65.46
Arhgap36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	2.5	2.01
Aspm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.27	0.19
Atxn1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.16	2.84	0.0	0.07	0.0	0.0	2.71	0.44	17.37	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	20.44	0.0	2.46	15.37	0.0	4.8	18.86	19.25	19.94
Bcl7c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.73	7.61	0.0	0.0	0.0	0.0	0.0	0.0	18.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.89	21.79	17.63
Calhm1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Camsap3	0.0	9.5	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	31.57	1.99	0.0	0.0	0.0	0.09	0.09	0.0	0.0	0.0	9.23	0.0	0.0	0.0	0.0	16.37	20.07	18.67
Car14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.69	9.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5	0.0	0.0	0.0	0.0	9.6	11.44	9.03
Card14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.19	0.22
Ccdc150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.22	0.0	0.0	0.0	0.0	1.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.15	0.16
Ccdc46	0.0	12.21	0.0	0.0	0.76	8.24	0.0	11.43	0.0	41.09	0.0	0.0	0.0	0.0	0.0	47.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	1.36	2.68
Cdc34	0.0	3.06	29.76	0.0	0.55	0.0	0.0	0.0	0.0	0.0	1.79	0.0	0.0	3.34	7.85	59.39	26.61	30.13	2.03	0.0	0.66	0.0	8.1	0.0	1.13	33.63	54.91	0.0	0.0	0.31	49.82	54.76	52.75
Cdh20	2.45	0.05	4.91	0.0	6.93	5.2	0.0	7.98	13.08	0.14	2.16	1.28	0.0	4.05	1.21	26.65	0.0	0.0	4.83	0.0	0.1	11.33	0.0	1.64	0.0	0.0	3.6	0.0	0.0	0.11	14.44	14.84	15.82
Cep135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01	0.0	0.0	0.0	0.0	0.0	0.0	43.28	0.0	0.0	0.0	0.41	0.0	0.0	8.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.14	5.7	5.9
Chi3l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.43	8.6	10.42
Cpne5	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.25	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	52.16	53.1	55.01
Cpped1	87.18	0.0	0.0	0.0	15.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.46	0.0	62.53	150.95	2.88	0.0	0.0	0.0	0.0	37.01	0.0	0.98	0.0	0.0	0.0	0.0	40.74	0.0	41.18	41.83	38.03
Crybg3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.92	0.0	0.08	0.0	0.0	3.8	3.92	3.56
Cyth2	2.96	0.17	3.76	0.0	3.79	0.0	0.0	19.4	14.84	5.23	0.0	12.79	0.0	3.09	0.0	30.64	15.33	7.65	4.3	4.33	39.72	5.35	22.33	0.0	0.66	0.0	14.87	0.0	0.0	0.0	68.24	74.9	71.28
D130043K22Rik	0.57	1.67	0.94	0.0	1.02	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.12	0.0	0.07	18.62	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	32.58	30.09	31.08
D6Mm5e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Dhfr	0.0	13.81	0.0	0.0	0.0	0.0	18.98	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	38.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.5	0.0	0.0	0.0	0.0	2.49	1.96	2.17	2.12
Dhx34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.4	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.82	8.48	8.41
Diap2	0.18	0.07	0.24	0.17	0.09	0.27	0.43	0.87	0.34	0.14	0.25	0.0	0.0	0.21	0.1	12.78	0.55	0.09	0.35	0.47	0.21	0.39	0.0	0.13	0.06	1.67	0.28	0.04	0.16	0.2	11.58	10.44	11.07
Dmpk	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.4	14.25	12.51
Dmrta2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1	0.0	0.0	0.0	2.14	2.77	2.59
Doc2b	0.0	0.0	9.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.46	1.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.9	27.8	23.65
Dolk	0.0	5.76	0.0	0.0	13.89	0.0	27.15	45.43	34.41	0.0	0.0	48.08	0.0	0.0	7.94	203.34	34.14	0.0	32.21	0.0	46.78	0.0	36.21	67.18	18.25	0.0	53.02	62.72	0.0	0.0	19.76	21.73	22.13
Dyrk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
E030018B13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Eppk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.15	0.1
Evpl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	2.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	3.01	2.8
Fam170b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.06	0.12
Fam53b	0.0	0.0	0.0	0.0	5.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.23	0.0	0.14	0.0	0.0	0.0	0.0	3.32	0.6	0.0	0.0	0.0	0.0	0.0	0.0	15.85	17.32	18.24
Fkbp7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.71	35.42	0.0	0.0	0.0	0.0	0.0	38.64	124.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93	0.0	0.0	29.85	52.1	4.3	5.65	5.75	5.37
Frs3	1.35	0.2	1.68	0.23	0.0	0.54	1.18	0.0	0.77	5.97	12.5	0.84	14.57	1.08	0.7	32.21	0.87	11.46	0.26	1.71	1.56	0.61	1.41	0.62	0.0	0.51	0.68	1.8	1.06	0.09	16.84	19.9	17.99
Gal3st1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	14.51	16.57	16.38
Ggcx	37.06	0.58	30.26	1.31	10.13	0.2	1.73	31.75	0.94	28.55	2.63	0.41	13.16	0.63	0.13	47.53	0.47	3.2	3.21	0.78	12.39	43.09	2.95	0.15	0.0	5.24	2.08	6.47	12.9	2.84	14.59	13.45	15.96
Gm11744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	99.76	0.0	0.0	25.61	0.0	0.0	0.0	0.0	0.0	62.8	0.0	0.0	0.0	0.0	0.0	5.73	4.68	4.08
Gm16853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.1	0.55	0.57	0.42
Gm5833	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.14	0.15	0.0
Grem1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08	0.0	0.0	0.0	1.09	1.14	1.57
Gzmm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.61	3.03	0.0	0.0	0.0	0.0	5.12	0.0	28.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81	2.5	1.93
Hfe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03	4.41	5.37
Hhipl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.59	5.35	5.44
Hps5	0.0	0.0	1.62	7.95	0.57	3.97	0.0	10.19	8.11	0.0	0.0	2.39	0.0	0.0	0.0	32.98	0.0	0.0	2.34	1.53	0.26	2.05	0.0	0.0	0.0	0.0	0.0	0.0	3.33	0.0	10.25	9.89	10.32
Iltifb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14
Invs	0.0	0.07	0.53	0.07	0.9	1.24	0.73	0.0	14.38	2.49	0.0	0.32	10.53	0.24	0.2	18.84	0.22	7.78	0.08	1.73	0.22	0.8	0.2	0.2	0.0	1.76	4.05	0.0	0.0	0.03	7.81	7.46	8.44
Klf17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.08	0.17
Klhl10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.44	0.0	0.0	0.0	0.0	0.0	3.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.51	0.97
Klhl17	37.84	0.69	1.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	4.94	46.49	0.0	2.13	0.0	0.0	3.79	0.0	0.0	0.0	0.0	0.0	5.25	0.0	1.35	11.85	35.96	37.53	40.54
Krt25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.06
Lbp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.23	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33	2.17	2.0
Ldhb	7692.96	8752.31	8798.32	10894.4	8525.9	7735.26	8583.06	8517.89	9343.6	8808.99	8223.21	8574.79	7814.88	9602.81	11261.44	8285.69	10004.69	9074.03	13571.31	7287.29	12546.17	9106.97	8513.41	9755.78	8904.1	11010.48	8275.76	7724.63	10182.84	11746.38	737.58	774.98	752.92
Lrch2	0.0	1.15	0.16	0.0	2.07	0.0	0.0	0.0	0.0	7.95	1.52	0.0	0.0	0.0	0.0	13.02	0.0	0.0	0.08	0.0	3.03	5.67	7.02	2.64	0.0	0.45	0.0	0.0	0.0	0.0	14.69	12.81	14.38
Mnt	0.0	20.49	0.0	1.76	3.47	0.0	0.0	0.14	0.0	0.0	13.02	1.03	0.0	0.5	0.0	18.19	0.0	2.63	0.0	0.0	0.09	11.83	0.0	7.63	9.68	0.0	18.4	1.3	0.1	0.0	24.86	27.2	21.08
Mxra8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.71	0.0	0.0	0.0	0.32	0.0	0.0	0.0	16.04	0.0	0.0	0.0	0.0	0.0	0.0	6.25	6.67	5.15
Myl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.31	0.84
Myocd	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.07	0.08
Nek2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.31	1.24
Neo1	0.0	0.0	0.08	2.52	0.0	0.0	0.0	0.0	14.71	0.0	0.0	0.0	5.19	0.0	0.0	14.42	0.0	0.0	1.2	0.0	0.0	0.09	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	43.16	40.98	43.19
Nkx6-3	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	11.22	0.0	0.0	0.0	0.0	0.0	0.0	25.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Notch2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99	0.0	0.0	0.0	0.0	1.64	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	6.04	6.0	6.79
Nsun7	0.0	5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.24	0.0	0.0	7.02	0.0	0.28	0.65	0.0	13.31	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6	4.81	6.03
Olfr1419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Olfr287	0.0	0.24	0.0	0.0	0.2	0.0	0.0	1.45	0.0	0.0	0.31	0.0	0.35	0.0	0.51	47.03	0.2	0.0	0.43	0.0	0.23	0.0	0.0	0.0	0.12	1.23	0.27	0.0	0.0	0.0	6.35	6.09	5.57
Olfr55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.21	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.33
Olig1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.51	128.12	146.76
Pabpc5	0.0	0.0	0.0	0.0	5.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.93	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83	1.45	2.01
Pcbd1	119.03	60.03	47.02	0.0	3.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.36	0.0	0.0	0.0	0.0	0.0	0.0	29.28	0.0	0.0	0.0	10.63	0.0	0.0	0.0	7.56	8.66	7.67
Pcbp4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.49	1.5	1.09	2.07	0.0	0.0	0.0	24.64	0.0	4.59	0.14	0.36	0.0	0.36	0.0	0.22	2.05	0.27	0.0	0.0	0.22	0.0	124.72	143.46	138.57
Pcdhb12	0.0	0.0	0.0	42.12	0.0	34.79	1.37	0.0	40.26	20.34	0.0	0.0	0.0	39.07	0.0	160.67	0.0	0.0	0.0	0.0	0.0	43.61	0.0	0.0	0.0	104.84	0.0	0.0	0.0	13.56	6.98	10.23	7.24
Pla2g4c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.25	0.3
Plcg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16	0.0	0.0	0.0	0.0	0.0	29.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47	2.13	2.17
Podxl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.19	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.65	16.48	16.46
Prf1	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.81	0.0	0.0	0.14	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.24	0.12	0.25
Ranbp17	0.0	0.0	0.0	0.0	8.31	0.11	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	25.82	0.73	0.0	0.0	0.0	0.0	0.0	0.59	1.21	0.0	0.0	0.0	0.0	0.0	0.0	3.25	3.24	3.3
Rangap1	6.77	85.64	55.75	0.36	48.75	0.76	83.23	57.54	38.65	36.87	7.71	43.65	77.76	74.05	20.97	154.36	94.89	57.46	19.4	80.87	26.23	39.18	62.78	117.6	133.47	14.22	45.25	69.12	70.59	16.44	179.52	193.72	182.24
Rbms2	0.0	0.11	0.0	0.09	0.08	0.07	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	19.53	29.19	0.71	2.31	0.1	0.0	0.0	0.0	0.09	0.03	0.0	0.0	0.09	0.1	0.0	0.12	6.08	6.95	5.89
Reep1	0.9	13.72	17.96	0.0	35.1	77.21	0.0	58.86	11.5	50.0	3.04	0.0	0.0	0.0	13.75	84.75	35.25	27.31	67.22	5.81	29.5	35.08	18.97	45.92	0.76	51.94	59.36	12.84	9.41	62.45	107.81	106.11	104.33
