	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Htr3a_tdTpositive_cell_83	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_18	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Akap17b	12.98	0.0	79.48	0.0	0.0	0.03	0.0	32.33	21.51	28.48	24.86	0.0	0.0	6.32	0.0	0.0	11.03	0.0	0.03	0.0	0.0	0.0	5.51	5.62	15.18	3.7	3.85	11.75	11.3	11.6
Ambra1	8.72	0.0	27.66	0.0	0.58	4.15	0.0	0.0	2.49	13.03	0.54	0.08	0.0	0.0	21.34	0.0	0.0	1.11	7.66	0.0	18.57	0.92	0.0	3.12	19.69	5.37	3.15	37.27	36.0	38.75
Apoh	0.0	0.0	136.76	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.24	0.44
Apol9b	0.0	0.0	95.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.23
Atp7a	0.13	0.33	57.62	0.0	1.2	0.25	0.49	0.45	0.39	0.37	0.23	0.29	0.04	1.11	18.1	0.19	0.18	2.74	0.18	0.47	0.25	0.09	0.57	4.11	0.27	2.93	2.31	3.93	3.57	3.99
B3galt2	0.0	0.0	44.27	0.0	22.89	2.93	0.0	0.07	28.54	25.11	1.01	2.1	21.95	56.29	0.0	38.56	24.22	0.0	31.07	33.16	20.69	5.93	72.45	61.97	6.99	154.71	140.09	24.93	19.67	26.56
B4galt1	8.0	8.72	63.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23	0.0	0.0	6.4	0.0	0.0	8.85	5.59	5.58	0.07	0.0	0.0	0.0	3.49	0.0	1.29	1.56	3.8	3.65	3.0
BC053749	0.43	0.54	73.53	0.0	0.0	0.12	0.3	1.63	0.17	0.44	0.3	0.33	0.0	0.0	0.14	8.23	0.67	0.0	4.07	0.45	0.17	0.0	0.31	0.93	0.16	0.15	0.14	2.11	2.49	2.3
C1ql3	0.0	0.0	71.96	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.24	0.0	0.0	0.0	117.91	110.24	121.65
C4bp-ps1	0.0	0.0	57.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.14	0.38	0.84
C730036E19Rik	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.11	0.0	0.07
Camk2b	48.2	7.72	83.19	0.0	8.38	11.14	13.63	5.33	38.25	40.11	68.66	25.39	41.51	5.29	25.65	14.51	7.47	5.6	44.37	9.8	35.99	25.41	1.92	71.21	9.98	90.47	114.56	532.26	557.69	545.35
Ccl27b	0.0	0.0	21.49	0.0	0.3	0.03	0.0	1.74	0.0	0.58	0.0	5.37	0.27	0.0	0.0	0.77	0.0	0.29	2.79	1.65	1.9	0.13	4.31	40.26	4.89	76.52	71.98	30.63	28.29	22.96
Cdkl4	0.0	0.0	100.26	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.61	0.0	40.68	29.69	18.63	17.77	16.35
Clcn5	0.0	0.0	133.51	0.0	0.0	39.9	0.0	0.0	0.0	18.07	2.65	31.78	24.23	0.0	0.0	17.78	0.0	0.0	21.35	0.0	0.38	0.0	0.0	0.49	0.9	0.63	1.0	4.91	4.76	5.13
Clmn	0.1	0.31	10.59	0.0	0.16	0.11	0.06	0.16	0.16	0.28	0.17	0.36	0.18	0.24	0.31	0.17	0.08	0.22	0.3	0.22	0.26	0.24	0.29	1.19	0.05	0.29	1.5	24.75	23.49	26.55
Corin	0.0	0.0	91.23	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.17	0.17
Cpeb1	0.41	13.17	98.81	0.0	0.35	0.0	55.38	0.0	0.2	0.7	24.0	17.01	45.01	56.38	0.08	29.52	0.0	4.63	0.0	18.53	38.12	0.0	58.96	32.78	20.6	23.62	36.76	60.2	57.93	53.81
Csmd1	0.0	0.0	22.59	0.0	0.0	0.02	0.01	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.37	8.45	0.0	4.93	4.14	21.52	19.01	22.85
Csnk1a1	13.78	19.87	132.99	0.0	30.87	14.1	5.38	33.64	1.54	49.96	28.39	30.78	3.17	55.96	10.58	74.48	0.53	0.0	41.45	20.03	28.82	0.67	18.57	39.4	28.29	58.75	64.85	245.55	230.34	231.46
D430042O09Rik	0.0	0.0	27.62	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	13.32	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	0.0	2.69	0.61	12.92	11.04	12.62
D630003M21Rik	0.0	0.0	10.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7	3.62	3.29
Dhrs9	0.0	0.0	2.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.03	0.0
Dlgap1	85.99	111.24	269.64	0.0	13.62	31.69	80.77	19.84	32.39	96.5	40.9	27.18	16.27	28.98	32.39	64.11	24.52	0.0	31.41	1.77	15.89	3.62	75.68	96.52	7.17	124.88	118.87	236.7	227.58	247.69
Dnmt3a	38.43	0.0	39.3	0.0	25.64	7.28	0.02	0.0	0.4	18.14	4.25	12.49	0.89	8.42	34.72	17.01	19.48	6.65	0.49	21.2	0.52	2.2	12.67	16.3	11.6	30.55	27.43	36.41	35.71	38.4
Drd5	0.0	0.0	12.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96	1.11	2.43	3.22	3.85
Fam86	1.25	0.81	40.23	0.0	0.86	0.15	0.38	0.0	0.13	3.14	0.37	1.47	0.29	0.52	3.26	1.38	1.23	0.98	1.58	4.55	2.83	1.04	0.95	6.53	0.76	1.04	4.78	3.83	4.52	3.29
Fbll1	21.65	41.64	73.86	0.0	0.0	0.0	0.0	0.11	1.45	0.0	0.0	13.42	0.0	0.38	23.88	41.26	0.0	3.66	0.0	0.19	0.0	0.0	8.85	5.95	2.94	4.42	3.52	34.35	40.91	38.67
Flt3l	0.0	0.0	37.49	0.0	0.0	0.53	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.27	0.0	0.31	0.0	0.0	0.0	0.0	0.28	0.0	0.48	0.0	0.0	0.0	3.01	4.41	4.42	5.52
Foxj3	0.0	0.0	66.97	0.0	8.57	13.88	28.27	9.69	24.12	7.55	6.22	2.35	38.05	0.12	26.19	28.8	10.92	4.26	18.57	38.77	16.39	33.17	0.0	26.56	0.0	24.51	21.66	46.48	44.34	44.16
G630093K05Rik	0.0	0.0	1.69	0.0	0.1	0.0	0.1	0.0	0.0	0.06	0.55	0.65	0.0	0.08	0.12	0.0	0.0	0.0	0.0	1.11	0.0	0.0	0.0	0.4	0.33	0.3	0.3	0.18	0.19	0.26
Gabra3	7.35	0.0	357.06	0.0	41.71	0.12	0.59	0.09	0.0	44.58	0.0	39.25	18.98	0.0	0.0	32.64	0.0	0.0	22.8	0.12	0.0	3.95	0.0	28.73	79.03	70.69	78.82	97.89	91.92	95.89
Gas6	18.29	0.26	118.92	0.0	26.64	62.67	0.23	0.71	37.44	11.01	27.86	15.32	4.66	0.22	0.31	0.87	0.0	0.0	0.48	2.15	1.92	2.54	19.09	17.79	41.61	12.09	6.17	94.08	100.64	91.71
Gm10814	0.0	0.0	40.77	0.0	0.0	0.0	0.0	0.35	0.05	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.18	0.0	1.57	1.25	1.18
Gm13306	0.0	0.0	21.49	0.0	0.3	0.03	0.0	1.74	0.0	0.58	0.0	5.37	0.27	0.0	0.0	0.77	0.0	0.29	2.79	1.65	1.9	0.13	4.31	40.26	4.89	76.52	71.98	30.63	28.29	22.96
Gm15760	0.0	0.0	66.96	0.0	0.0	0.14	0.11	0.05	0.0	0.0	0.12	0.0	0.16	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.08	0.0	0.0	0.46	0.13	0.71	0.4	1.95	1.86	1.8
Gm19705	5.31	0.0	85.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15	0.0	2.86	2.86	0.52	0.49	0.81
Gm2002	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	1.5	0.0	4.28	1.89	1.73	1.86	1.4
Gm2506	0.0	0.0	21.49	0.0	0.3	0.03	0.0	1.74	0.0	0.58	0.0	5.37	0.27	0.0	0.0	0.77	0.0	0.29	2.79	1.65	1.9	0.13	4.31	40.26	4.89	76.52	71.98	30.63	28.29	22.96
Gng12	0.0	0.0	86.77	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.14	0.0	43.91	42.28	44.32	42.29	46.2
Gosr1	1.49	1.75	181.64	0.0	0.26	2.3	2.89	28.8	1.43	3.39	26.72	1.6	14.25	4.06	31.94	10.43	20.41	17.08	14.49	1.81	2.79	0.0	2.93	8.38	0.0	15.21	14.06	31.18	30.6	30.06
Hsd11b1	0.0	0.0	134.4	0.0	0.0	0.3	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.92	0.0	2.35	0.79	28.0	27.1	27.77
Il11ra2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	1.5	0.0	4.28	1.89	1.73	1.86	1.4
Kat5	18.48	0.0	223.14	0.0	41.36	0.04	45.68	57.58	0.0	83.45	0.0	10.37	31.08	0.0	0.0	50.74	57.21	0.0	45.77	0.0	0.0	21.16	0.0	29.32	57.08	32.58	29.16	62.14	60.56	62.31
Kif5b	40.91	75.96	127.38	0.0	26.41	10.31	43.36	24.75	32.93	14.61	31.52	17.44	51.81	13.91	17.41	81.89	34.27	20.91	26.85	32.5	5.51	4.12	20.11	23.34	3.3	21.83	21.41	117.91	103.31	125.36
Klhdc9	0.4	21.92	123.44	0.0	0.05	0.34	57.49	35.44	18.9	0.41	35.94	6.94	38.07	86.76	22.76	0.0	46.5	0.22	11.05	8.9	22.56	35.56	5.74	12.8	20.56	36.71	33.16	23.34	22.71	21.67
Klhl18	0.56	0.0	58.94	0.0	0.0	0.0	0.0	0.0	0.22	0.0	10.95	13.83	1.25	1.42	22.19	0.0	3.32	0.0	1.78	0.06	37.54	9.94	0.0	3.8	0.1	5.2	4.33	20.1	21.69	20.17
Kpna6	0.0	0.71	58.19	0.0	6.35	0.01	3.2	0.0	0.0	0.0	22.29	0.84	0.01	0.0	0.0	0.34	0.18	0.0	1.84	0.1	28.18	16.2	0.0	3.72	13.51	5.3	5.83	51.29	52.26	49.38
Man1c1	0.13	0.44	52.79	0.0	0.05	0.15	0.08	0.07	0.19	2.02	0.04	0.0	0.13	0.41	0.06	0.2	0.07	0.1	0.0	0.0	0.0	0.0	0.0	5.75	2.9	0.17	0.07	23.99	25.61	24.28
Map3k10	0.0	0.0	26.07	0.0	0.0	0.0	0.0	0.85	0.14	0.0	0.21	0.0	0.16	0.08	0.0	0.0	0.17	0.0	0.0	0.0	0.31	0.0	0.0	2.23	0.0	0.19	0.66	129.25	141.31	139.52
Map3k12	0.0	20.67	33.61	0.0	8.62	9.99	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	1.96	8.17	0.05	0.0	30.66	14.82	0.23	10.41	0.0	5.01	25.2	6.3	6.99	58.63	61.47	58.98
Mical3	0.0	33.78	66.96	0.0	0.13	0.03	0.0	1.38	0.0	2.14	0.0	0.0	0.62	0.0	0.0	0.0	0.0	8.61	0.0	0.77	0.0	6.99	1.53	3.04	0.0	0.71	2.76	31.45	29.99	36.22
Mirlet7d	0.0	0.0	73.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.45	0.0	0.0	0.0	7.37	2.78	1.73
Nefh	10.67	0.0	69.41	0.0	5.94	0.08	0.0	0.0	27.62	0.0	21.81	0.71	0.0	0.0	0.12	20.07	0.0	0.0	0.0	0.0	0.0	0.0	14.0	3.74	0.06	4.28	4.06	36.3	40.37	36.75
Npbwr1	0.0	0.0	67.54	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.91	1.21
Npy	138375.8	173305.25	13383.72	0.0	105008.15	149629.49	134232.96	130357.56	116117.28	132052.33	122963.43	126501.28	117863.77	130527.91	173863.58	166048.87	191162.16	154857.31	134158.33	153405.37	147732.76	141010.39	151963.58	985.16	180453.32	0.0	0.7	214.21	196.57	200.76
Nudt15	0.0	0.0	96.55	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	26.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.65	5.23	5.83	5.81	5.31
Pappa	0.0	0.0	11.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.03	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.01	0.03	0.21	0.21	0.27
Pard3b	0.27	0.0	28.35	0.0	0.0	0.0	0.03	0.0	0.02	0.44	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.03	0.06	0.0	0.01	0.08	1.31	1.39	1.4
Pbx2	0.0	0.0	47.78	0.0	0.0	0.0	5.66	0.06	0.0	0.0	6.37	0.0	0.0	3.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	0.46	0.0	2.7	2.97	39.55	41.16	37.27
Pcdha2	0.0	0.0	172.62	0.0	0.7	0.04	2.63	52.11	0.0	0.17	0.0	0.0	35.82	1.66	0.06	0.0	1.32	0.0	0.0	0.0	0.0	0.0	0.97	1.2	0.2	1.86	0.65	3.14	3.64	2.8
Pde8b	0.0	27.15	129.75	0.0	0.08	17.36	60.32	0.04	11.04	1.13	1.95	50.59	15.41	7.95	25.32	18.38	0.0	20.81	24.82	1.31	0.0	53.39	2.47	14.88	1.52	20.58	21.06	56.6	55.22	53.0
Pgap2	0.0	0.0	136.44	0.0	38.13	0.0	0.0	0.0	11.81	0.0	0.0	0.0	22.81	0.0	102.9	30.92	0.0	0.0	0.37	47.85	52.63	0.0	0.0	0.0	0.0	6.65	9.76	12.69	15.83	18.41
Pigc	0.0	26.14	96.42	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	44.37	0.0	0.0	0.0	0.0	0.0	0.0	12.08	44.93	9.97	9.68	8.64	8.27	8.36
Plcl1	0.1	0.79	50.75	0.0	0.06	0.08	0.08	0.0	0.22	0.09	0.45	0.0	0.06	0.21	0.24	0.25	0.1	0.11	0.06	0.19	0.0	0.18	0.11	1.83	0.04	0.27	0.31	13.26	10.77	14.66
Plekhf1	0.0	0.0	48.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	3.45	5.66	2.77
Poc1b	0.0	0.0	88.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.57	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	1.01	0.38	4.52	5.73	5.49
Ppm1m	0.0	8.83	98.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.45	0.0	0.97	2.34	25.96	25.35	25.84
Prickle1	0.0	0.0	117.75	0.0	0.09	0.02	0.03	0.69	0.02	0.0	0.0	0.0	2.13	0.0	0.06	15.92	0.0	0.0	0.0	0.0	0.28	0.0	0.0	28.7	0.0	41.91	40.09	60.79	60.05	57.48
Prrg1	0.0	0.0	87.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	3.5	3.2	4.32
Ptpn2	35.89	15.94	231.72	0.0	0.23	81.85	0.3	0.03	0.05	0.2	0.0	0.0	50.72	55.47	1.63	17.4	0.05	0.08	0.05	52.68	37.18	53.07	97.51	63.71	35.6	49.49	50.03	20.3	15.34	19.24
Rab11fip3	15.86	40.45	65.87	0.0	0.0	1.76	0.0	37.25	0.0	0.0	25.64	0.12	0.55	44.57	6.13	0.89	1.83	40.57	14.93	0.51	0.18	42.0	0.08	13.26	18.13	15.2	9.52	71.82	76.68	77.65
Rab1b	1.76	20.73	147.03	0.0	1.01	44.7	62.83	1.74	15.22	39.6	28.41	41.93	33.58	87.56	54.91	45.86	46.68	0.0	5.4	3.98	46.19	78.51	0.0	13.54	0.0	18.39	39.97	158.54	173.27	167.43
Rab3gap1	27.8	5.37	157.84	0.0	56.2	25.98	77.28	0.7	25.58	0.29	129.39	7.85	3.52	4.33	105.24	59.42	25.11	3.57	14.66	38.54	0.0	105.33	33.81	32.05	0.0	44.99	46.21	67.33	63.4	62.99
Rala	14.2	16.46	96.9	0.0	0.0	6.18	82.27	12.32	7.74	76.5	0.0	9.13	0.34	0.21	66.99	51.79	13.96	2.27	41.08	0.73	1.87	10.28	8.53	27.75	8.17	20.83	17.48	61.85	58.6	59.24
Ranbp3l	1.18	3.36	7.24	0.0	1.17	1.68	2.39	1.98	2.41	2.4	4.65	2.22	3.52	2.4	4.34	3.1	2.58	1.31	1.96	2.01	2.05	4.25	2.21	5.92	1.25	5.9	4.69	6.34	5.86	6.65
Rap1gap2	5.33	0.11	42.47	0.0	18.72	5.08	0.0	0.0	2.77	10.51	2.99	0.0	10.58	12.96	0.0	6.66	13.28	0.0	0.1	15.85	0.0	0.0	0.87	9.78	16.99	18.72	16.53	119.99	111.59	120.64
Rarres1	0.0	0.0	9.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	1.67	1.46
Rasa2	11.22	0.86	83.9	0.0	0.13	0.0	8.59	21.51	18.51	21.25	4.64	6.4	8.74	3.38	0.0	2.46	32.63	0.0	0.0	0.0	38.89	11.91	0.0	4.16	0.07	10.69	12.65	16.84	14.63	18.67
Rbpjl	0.0	0.28	0.69	0.0	0.0	0.0	0.0	0.07	0.08	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.09	0.0	0.0	0.11	0.0	0.0	0.0	0.13	0.0	0.13	0.0	0.66	0.38	0.54
Rcn1	0.0	0.0	74.09	0.0	0.0	0.03	0.19	0.0	0.38	0.19	0.13	1.32	0.39	0.28	0.32	0.44	0.29	0.28	0.54	15.3	0.21	0.89	0.32	6.78	0.33	0.57	0.21	22.14	20.74	19.58
Rnf182	0.0	0.0	58.07	0.0	0.0	0.02	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	3.73	0.0	7.93	3.6	8.68	8.58	8.96
Scn8a	11.11	1.62	48.74	0.0	27.62	14.51	0.62	4.45	0.83	37.81	43.77	9.12	27.8	4.12	1.37	4.46	11.53	0.0	11.16	6.99	9.25	1.12	10.7	43.36	8.24	35.53	33.92	111.53	100.99	112.93
Sdcbp	169.82	316.87	582.55	0.0	282.08	193.81	96.12	69.43	335.08	208.62	238.13	217.97	277.69	60.66	167.42	270.33	278.56	43.8	148.9	219.55	105.75	124.96	267.42	463.47	321.07	600.94	565.79	163.87	158.45	148.7
Serpine2	0.0	0.0	1072.45	0.0	0.18	0.16	0.0	0.16	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	105.63	0.0	0.0	0.14	0.0	0.0	339.0	0.22	2.19	7.66	181.22	187.09	192.02
Sesn1	0.0	0.0	195.42	0.0	0.7	29.25	2.88	39.59	18.6	7.48	26.76	0.47	0.0	42.16	0.0	0.0	0.0	6.58	3.76	0.0	7.5	0.0	0.0	14.75	0.09	24.67	25.17	56.95	56.36	51.62
Sfxn5	16.38	51.43	55.01	0.0	24.67	8.91	20.6	21.55	1.48	24.64	22.91	22.6	35.56	28.64	15.09	31.26	17.89	0.0	21.4	25.64	7.95	30.39	11.95	17.88	10.28	44.5	56.43	92.61	96.54	106.61
