	Calb2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_54	Cux2_tdTnegative_cell_7	Cux2_tdTnegative_cell_12	Gad2_tdTpositive_cell_43	Gad2_tdTpositive_cell_47	Gad2_tdTpositive_cell_55	Ndnf_tdTnegative_cell_10	Nkx2.1_tdTpositive_cell_4	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_21	Ntsr1_tdTnegative_cell_27	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_30	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_75	Pvalb_tdTpositive_cell_78	Pvalb_tdTpositive_cell_85	PvalbD.Slc32a1_tdTpositive_cell_11	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_38	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	PvalbF.Gad2_tdTpositive_cell_73	Rbp4_tdTpositive_cell_51	Rbp4_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_2	Tac2_tdTpositive_cell_6	Tac2_tdTpositive_cell_8
Igf2r	0.0	0.0	0.0	0.0	4.9	5.35	0.57	15.41	4.92	0.0	0.0	0.0	6.87	1.31	0.0	0.9	13.49	4.68	21.23	6.37	6.88	3.72	1.57	6.88	14.93	0.28	6.71	3.89	12.18	4.17	10.43	6.88	10.08	1.68	2.27	5.12	0.0	0.11	7.89	1.99	8.43	9.22	3.7	22.39	18.76	3.28	5.99	10.54	10.77	15.97	8.55	1.15	7.05	8.03	0.0	0.0	5.53	2.87
Ldhb	7486.96	8970.97	5404.32	5274.92	9309.63	6819.53	7692.96	5600.23	7723.1	3732.24	4568.2	4948.76	8798.32	8750.45	10118.08	10894.4	8525.9	8892.3	7735.26	8217.62	8583.06	8517.89	9220.91	9343.6	8808.99	8620.64	8223.21	8574.79	10165.1	9166.61	9602.81	7785.08	11261.44	8285.69	10004.69	7259.91	5600.97	8757.21	9074.03	13571.31	12546.17	9106.97	8513.41	9755.78	8904.1	8390.99	7659.83	11010.48	8275.76	8671.45	7724.63	10182.84	7844.79	11746.38	3251.53	0.0	6360.56	7324.1
Ndufa11	0.0	331.49	89.15	0.0	403.38	282.58	271.67	0.0	252.76	130.2	0.0	185.3	374.62	360.99	428.32	421.63	353.43	335.54	357.68	338.92	349.85	463.92	230.16	358.7	403.33	361.9	319.06	441.52	261.42	500.99	274.53	455.31	258.58	402.19	344.58	241.85	235.92	392.28	453.46	493.23	402.72	377.07	369.32	369.86	515.6	418.93	332.99	403.18	430.02	410.16	276.98	282.37	232.33	337.35	169.81	0.0	212.98	267.22
Nme7	2.1	409.96	3.88	1.15	327.71	290.51	277.63	67.13	440.71	49.34	41.03	5.12	529.58	425.8	304.58	483.63	434.55	542.4	439.43	494.46	435.3	324.01	387.87	373.04	363.27	287.46	398.4	356.13	491.66	260.66	361.79	447.06	147.94	255.33	353.0	298.04	150.69	333.82	296.5	330.2	254.43	383.5	408.23	323.75	483.64	368.55	356.48	378.42	419.34	296.01	372.68	333.46	344.43	325.86	1.02	0.0	373.68	245.23
Nudt2	0.0	0.0	0.0	0.0	65.93	0.0	141.08	0.0	0.0	0.0	0.0	0.0	44.03	2.6	0.0	139.66	26.62	52.43	152.61	45.21	133.84	96.14	63.66	70.62	155.04	126.07	136.1	0.0	102.08	108.0	55.65	153.92	0.92	95.12	103.82	84.5	0.0	0.0	19.49	81.37	118.83	86.73	170.3	62.01	0.0	51.77	0.0	0.0	194.7	0.0	0.0	50.36	54.91	88.46	0.0	0.0	0.0	104.66
Pcsk1n	0.0	0.0	0.0	0.0	0.0	0.42	1.05	0.0	3.56	0.0	0.0	0.0	2.72	2.98	0.12	0.88	4.54	4.96	9.13	0.25	0.0	0.29	1.45	1.49	6.97	0.29	4.31	2.19	0.57	2.12	0.21	5.62	0.17	1.69	3.1	4.5	0.0	3.45	2.29	3.97	1.12	1.37	5.96	5.59	9.69	7.48	1.25	0.0	11.24	19.32	7.25	2.49	5.03	4.9	0.0	0.0	0.0	1.34
Pik3c2b	0.05	6.82	0.23	0.22	18.06	7.86	15.45	0.0	10.79	0.22	0.49	7.21	18.44	10.56	0.27	14.06	8.26	13.08	28.99	16.5	16.54	17.92	25.25	15.81	26.0	22.95	27.15	19.47	12.74	13.9	18.13	15.19	7.43	8.29	14.14	4.93	9.13	15.78	16.1	9.17	24.88	5.27	34.31	9.62	15.5	4.18	21.57	27.51	24.93	7.87	18.26	15.43	8.01	16.88	0.0	0.18	16.57	3.03
Prkaca	0.0	34.97	3.88	0.0	185.74	46.22	35.22	0.0	65.87	10.88	0.42	0.0	69.04	94.23	76.43	9.42	70.7	75.22	69.0	102.59	113.59	54.28	103.11	48.71	112.09	73.46	126.79	87.93	117.4	51.68	107.84	107.02	19.92	104.78	120.02	85.19	42.3	31.73	84.55	89.79	83.0	19.02	126.78	70.91	135.46	73.23	67.93	50.46	73.33	34.0	107.24	76.96	56.17	104.21	0.0	0.0	65.1	50.23
Rusc1	0.0	0.0	0.0	0.0	23.79	12.07	0.0	0.0	10.15	0.0	0.0	0.0	16.6	51.85	122.49	33.84	64.03	53.72	44.03	31.96	9.83	2.35	0.0	26.1	40.98	94.4	130.51	24.02	93.0	29.64	156.31	76.83	58.72	54.19	3.88	18.28	6.59	79.76	70.66	54.76	44.46	26.72	87.55	40.5	78.6	58.71	68.47	19.66	133.38	0.0	94.53	28.17	0.0	41.24	0.0	0.0	0.0	0.0
Sec61a2	0.0	0.0	95.96	0.0	86.74	0.0	0.73	0.0	31.51	0.0	0.0	0.0	121.01	52.84	7.17	48.57	86.54	0.0	12.81	90.68	14.44	36.07	79.64	168.6	38.64	89.76	147.19	48.59	60.22	131.67	160.59	107.55	0.0	19.38	37.31	125.09	90.06	27.94	105.08	7.53	99.3	161.21	44.9	47.03	79.73	96.46	4.64	16.67	62.71	66.57	119.65	86.3	39.45	58.31	0.0	0.0	34.42	0.0
Sncb	0.0	16.24	0.0	0.0	249.06	65.3	91.95	0.0	207.01	0.71	0.0	0.0	204.88	180.21	80.19	166.86	267.02	241.75	227.18	267.29	228.04	150.39	187.62	178.37	162.98	269.22	333.9	167.51	121.95	309.09	282.33	208.91	146.48	198.1	224.09	159.32	162.42	166.36	190.02	109.93	293.91	235.09	232.76	198.81	187.94	267.79	174.52	111.64	240.6	190.74	213.83	204.61	126.46	246.96	0.0	0.0	237.59	184.44
Snhg3	0.0	360.32	0.0	0.0	40.85	155.48	1.49	0.0	289.67	0.0	0.0	0.0	41.25	130.22	131.7	155.29	142.52	61.49	135.38	178.52	231.58	52.62	98.09	147.34	60.14	356.73	203.53	83.23	66.93	0.0	210.5	245.34	75.95	0.0	195.02	100.77	55.25	213.34	24.0	88.2	136.84	69.55	34.83	102.17	144.45	63.67	86.97	0.0	94.26	339.47	47.81	57.13	0.0	156.25	0.0	0.0	28.26	170.34
Tnfrsf12a	0.0	0.0	0.0	0.0	318.43	169.45	0.7	0.0	56.11	0.0	0.0	0.0	222.23	182.16	0.3	253.53	236.24	641.17	141.52	153.56	538.86	186.28	244.37	32.26	163.14	616.87	314.63	414.14	946.55	844.51	310.37	144.62	77.61	66.4	0.0	0.0	0.0	202.58	407.6	297.97	287.06	54.94	347.44	146.88	496.27	118.84	150.45	281.76	461.64	0.76	163.36	215.76	0.0	67.72	0.0	0.0	0.0	0.0
Tusc2	0.0	16.89	0.0	0.0	12.77	20.72	3.86	0.0	7.74	0.0	0.0	0.0	64.41	6.85	46.51	148.5	5.6	8.93	112.54	20.96	68.01	3.88	14.47	6.96	44.86	12.98	44.18	28.82	5.55	8.01	13.16	91.83	6.83	1.61	12.74	6.12	1.95	20.24	59.81	19.64	49.12	47.67	114.17	52.9	31.2	7.54	2.78	18.11	52.25	10.62	48.61	6.34	5.21	69.16	0.0	0.0	15.94	10.91
Zfp536	0.0	0.0	0.0	0.0	6.27	0.96	0.65	0.0	29.06	0.0	0.0	0.0	4.67	2.99	0.95	2.58	1.69	4.33	5.39	0.49	0.19	0.0	1.42	6.95	0.0	0.0	0.62	1.75	0.0	0.69	7.12	0.94	18.36	8.63	12.21	0.72	2.72	0.0	10.77	0.0	0.0	17.87	20.86	1.29	8.67	3.31	13.95	0.49	1.73	1.96	9.2	0.0	0.37	0.0	0.0	0.0	0.0	3.29
c11_SSU-rRNA_Hsa	1.43	1.47	85.3	1.42	18.3	12.24	22.72	0.0	6.07	0.0	0.0	0.0	32.93	14.85	4.55	31.43	30.59	6.98	28.74	32.19	20.12	21.23	2.4	16.47	13.8	13.56	18.83	20.57	5.89	18.7	40.65	22.65	4.51	11.16	26.98	22.31	19.75	7.43	40.24	26.95	33.62	19.31	42.07	15.8	35.04	19.07	24.81	22.8	30.54	40.94	11.68	15.89	7.39	14.11	0.0	0.0	11.48	9.87
mt_AK136262	0.0	0.0	0.0	0.0	0.0	0.37	0.01	0.0	0.04	0.0	0.0	0.0	0.0	0.01	0.05	0.04	0.1	0.2	0.2	17.46	0.04	0.05	0.0	0.08	0.17	0.02	0.19	0.15	7.2	0.21	0.09	64.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.15	7.33	0.0	8.08	0.19	0.11	0.04	0.18	0.0	0.2	0.06	0.0	0.0	0.0	0.0	0.0	0.0
mt_AK142003	0.0	0.0	0.0	0.0	0.0	0.37	0.01	0.0	0.04	0.0	0.0	0.0	0.0	0.01	0.05	0.04	0.1	0.2	0.2	17.46	0.04	0.05	0.0	0.08	0.17	0.02	0.19	0.15	7.2	0.21	0.09	64.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.15	7.33	0.0	8.08	0.19	0.11	0.04	0.18	0.0	0.2	0.06	0.0	0.0	0.0	0.0	0.0	0.0
mt_AK166798	0.0	0.0	0.0	0.0	0.0	0.37	0.01	0.0	0.04	0.0	0.0	0.0	0.0	0.01	0.05	0.04	0.1	0.2	0.2	17.46	0.04	0.05	0.0	0.08	0.17	0.02	0.19	0.15	7.2	0.21	0.09	64.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.15	7.33	0.0	8.08	0.19	0.11	0.04	0.18	0.0	0.2	0.06	0.0	0.0	0.0	0.0	0.0	0.0
mt_AK166978	0.0	0.0	0.0	0.0	0.0	0.37	0.01	0.0	0.04	0.0	0.0	0.0	0.0	0.01	0.05	0.04	0.1	0.2	0.2	17.46	0.04	0.05	0.0	0.08	0.17	0.02	0.19	0.15	7.2	0.21	0.09	64.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.15	7.33	0.0	8.08	0.19	0.11	0.04	0.18	0.0	0.2	0.06	0.0	0.0	0.0	0.0	0.0	0.0
