	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_62	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_80	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gata6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.06	0.06	0.13
Gdf6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Gm1587	0.0	0.0	0.13	0.11	0.0	2.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.08
Gm16367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.15	0.29	0.34
Gm19461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.86	1.05
Gm2694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	4.98	5.4	4.83
Gm3143	2.7	1.31	7.15	0.81	0.38	6.28	0.0	0.0	1.36	55.59	19.83	0.43	2.13	1.13	7.91	5.51	8.67
Gm410	0.0	0.16	0.55	0.14	0.0	0.61	0.31	0.35	0.34	0.37	0.32	0.0	0.17	0.0	2.31	2.27	1.99
Gm4952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.09	0.0	0.0	0.0	0.0	0.07	0.06	0.2
Gm5077	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.48	0.1
Gpn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.18	12.17	11.66
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hsd3b5	0.0	0.0	0.0	0.0	0.0	1.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Inhbc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.1
Isx	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.21	0.0
Itgb7	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.87	0.57
Kcnh6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72	0.0	0.0	0.0	0.0	1.73	1.89	2.07
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Kpna2	175.55	11.82	195.47	315.43	86.74	422.59	95.48	57.75	122.6	75.14	53.71	195.45	87.02	129.75	40.13	42.0	33.21
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lmod1	0.0	0.0	0.0	0.0	0.0	13.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	1.06	1.29
Lpl	1.0	0.69	0.74	0.72	0.13	30.95	1.17	0.7	1.17	0.98	0.29	1.21	0.9	0.43	16.57	14.26	16.54
Lrfn3	0.48	0.0	0.0	0.61	1.86	16.39	0.0	0.0	0.0	0.0	1.55	0.08	0.0	0.0	20.54	21.55	19.57
Mapk13	0.0	0.0	0.0	0.0	0.0	13.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.54	0.89
March10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.72	0.0	0.0	0.0	0.0	1.74	1.51	1.32
Msh4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Mybpc1	0.0	0.0	0.0	0.02	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12	3.04	3.48
Mybpc3	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.6	0.68
Mylk3	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	1.63	1.89
Nckap1	104.26	36.88	76.32	0.14	0.2	152.63	50.53	19.51	82.54	96.57	59.24	7.0	25.71	10.45	414.19	390.98	392.44
Nhs	0.0	0.0	2.01	0.0	0.0	0.09	0.0	1.52	0.0	0.0	0.9	0.0	0.05	0.0	2.18	1.87	2.19
Nipal4	0.0	0.3	0.05	0.24	0.0	14.74	0.2	0.0	0.2	0.0	0.0	0.0	0.09	0.0	4.22	4.01	4.3
Nlrx1	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	14.5	0.0	6.12	6.21	7.34
Npy	173305.25	115124.65	132042.44	149629.49	130357.56	120987.76	122963.43	173863.58	126989.03	191162.16	153405.37	180453.32	128781.07	137580.94	214.21	196.57	200.76
Nron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Olfr1419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Pabpc1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91	0.0	0.0	0.0	0.0	0.34	0.2	0.39
Pcp2	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.9
Pcsk2	221.77	128.1	158.34	100.0	132.07	204.8	48.61	48.65	188.94	89.7	258.93	128.49	220.11	136.13	244.72	241.91	241.58
Pdlim2	0.0	23.23	0.0	0.0	0.0	42.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.29	16.64	17.89
Pla2g2c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.72	0.0	0.0	0.0	0.0	0.12	0.29	0.13
Pla2g6	0.0	0.0	25.53	0.03	0.11	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.78	13.99	15.4	14.99
Plek	0.0	21.27	0.11	0.47	0.0	67.72	0.1	39.49	0.07	20.63	0.07	0.06	0.07	0.0	9.5	8.74	8.8
Plp2	0.82	134.55	0.0	42.58	0.0	0.13	0.0	0.0	0.0	62.32	129.62	0.0	0.0	0.0	11.9	12.42	9.23
Pnldc1	0.0	0.0	0.0	0.0	0.0	24.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24	1.28	1.64
Podxl	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.65	16.48	16.46
Polr1e	29.75	0.39	20.98	0.19	0.1	39.54	0.0	0.25	13.19	0.07	0.0	0.25	0.0	0.92	4.33	4.64	4.05
Prickle3	0.0	10.32	0.0	2.81	0.0	0.0	0.0	0.0	0.0	3.79	8.57	0.0	0.0	0.0	1.38	1.8	2.92
Prokr1	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.11	0.05
Ptch2	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	1.8	1.69
Ptpn22	0.0	0.0	0.0	0.0	0.0	4.15	0.0	0.0	1.18	0.0	0.0	0.0	0.0	0.0	0.54	0.34	0.78
Rad21l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.93	0.0	0.0	0.0	0.0	0.66	0.68	0.87
Ranbp10	10.98	9.56	0.87	0.01	0.12	0.75	0.65	1.11	10.87	0.52	0.0	0.64	0.16	0.0	20.22	19.31	20.42
Rasa4	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.56	5.17	4.58
Rcsd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.44	5.22	4.32
Sdc1	12.07	0.0	0.0	0.0	0.0	14.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	1.06	0.63
Sema4c	0.0	0.0	0.09	0.0	0.0	0.78	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	10.98	12.29	11.33
Serpinc1	0.0	0.0	0.23	0.0	0.0	25.96	1.08	0.0	0.0	21.46	0.0	0.0	0.0	0.56	0.09	0.09	0.14
Shb	0.0	0.0	2.55	6.25	0.0	20.1	0.0	0.0	0.0	0.0	0.0	6.15	0.32	0.0	9.92	11.14	9.47
Slc12a7	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	2.34	2.03
Slc4a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.74	1.46	0.06	0.0	0.0	19.7	21.94	24.19
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Slit3	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.89	25.15	27.05
Snora26	0.0	0.0	0.0	0.0	0.0	26.46	0.0	0.0	0.0	0.0	3.63	0.0	0.0	0.0	0.0	0.0	0.0
Stac3	0.0	0.0	0.0	0.0	0.0	1.82	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	3.36	1.47	1.66
Stk17b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.78	0.0	0.0	0.0	0.0	8.38	6.34	6.85
Stk32b	0.0	0.0	0.0	0.0	0.0	37.01	0.0	37.33	0.0	0.0	21.56	0.0	0.0	13.54	2.09	2.1	2.19
Syt6	0.0	0.36	0.52	0.02	0.07	62.45	0.52	1.4	0.72	22.24	0.0	14.8	0.0	10.03	22.25	21.44	21.41
Tagln2	0.51	0.16	0.0	0.0	0.0	46.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	12.19	13.16	13.04
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tcp11l1	0.0	0.0	0.0	0.0	0.0	25.92	0.0	1.27	0.0	0.0	0.0	0.0	5.91	0.0	12.47	9.5	12.93
Tgfa	0.73	0.0	0.04	0.0	0.0	19.91	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	24.02	24.04	24.52
Tgm4	1.24	0.0	0.0	0.0	0.0	1.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	1.44	1.1
Tpcn1	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	2.12	0.0	0.0	0.0	0.0	3.43	26.58	29.21	28.35
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Tuba8	81.86	123.82	124.33	266.17	9.24	220.87	221.06	370.52	182.3	119.41	166.17	156.68	128.65	27.7	14.26	15.9	18.37
Uaca	0.0	0.0	0.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.54	7.17	5.9
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Wdr27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	4.72	0.0	0.0	0.0	0.0	0.61	0.61	0.26
Wdtc1	0.0	0.0	0.0	0.0	0.0	18.42	0.18	0.0	0.0	0.0	1.39	4.24	0.0	0.0	38.86	41.97	41.45
Ylpm1	4.13	2.39	0.0	1.09	0.56	29.0	12.3	2.37	2.67	15.93	10.49	0.0	0.16	13.99	51.66	46.9	52.27
Zfp423	0.0	3.7	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.44	7.96	7.35
c10_tRNA-Trp-TGG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	0.0
c7_tRNA-Arg-CGA_	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16	2.79
mt_AK131577	729.87	1075.15	1434.28	1040.04	1050.47	1673.84	1454.66	1006.07	1113.29	1416.58	1047.52	1141.51	883.44	850.74	4857.0	4144.16	4779.18
mt_AK132015	729.87	1075.15	1434.28	1040.04	1050.47	1673.84	1454.66	1006.07	1113.29	1416.58	1047.52	1141.51	883.44	850.74	4857.0	4144.16	4779.18
mt_AK132098	729.87	1075.15	1434.28	1040.04	1050.47	1673.84	1454.66	1006.07	1113.29	1416.58	1047.52	1141.51	883.44	850.74	4857.0	4144.16	4779.18
mt_AK167037	729.87	1075.15	1434.28	1040.04	1050.47	1673.84	1454.66	1006.07	1113.29	1416.58	1047.52	1141.51	883.44	850.74	4857.0	4144.16	4779.18
