	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_9	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_64	Gad2_tdTpositive_cell_69	Htr3a_tdTpositive_cell_24	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_47	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_54	Rbp4_tdTpositive_cell_165	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_16	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Bckdhb	2.64	0.0	0.0	1.02	0.0	0.0	70.6	102.81	34.76	111.19	194.28	0.37	0.02	0.27	21.32	0.4	0.0	7.13	0.0	13.4	0.25	1.54	0.0	0.0	0.49	0.0	0.13	0.68	5.76	0.0	0.1	15.69	0.0	10.76	1.05	9.67	0.0	0.0	0.0	0.0	0.35	0.0	0.38	0.0	57.47	0.0	0.0	4.38	41.25	42.85	39.75
C77370	0.0	0.69	0.0	0.0	0.0	5.46	15.01	5.31	17.68	5.88	38.67	0.0	0.0	2.32	0.02	0.0	0.0	0.0	0.0	0.0	0.36	0.0	3.79	3.88	0.03	6.77	0.0	0.0	0.0	0.0	0.0	0.02	2.8	2.75	30.63	0.02	0.0	0.0	0.0	11.16	0.0	0.11	0.0	0.18	0.0	5.25	0.04	1.47	12.25	10.61	13.12
Ccdc30	0.0	0.0	0.0	0.0	0.0	1.99	16.12	0.0	11.74	0.0	183.65	0.0	0.0	0.07	0.0	0.0	0.11	0.15	15.67	7.75	3.38	0.0	8.05	30.69	0.0	0.0	0.0	0.0	10.46	0.0	0.35	23.56	0.0	7.21	1.02	5.11	0.0	0.0	0.0	6.45	0.0	0.0	0.0	13.93	24.17	12.0	85.1	9.74	11.14	10.16	10.29
Cdc73	19.43	9.11	0.0	0.0	0.0	0.86	0.0	16.65	0.0	10.05	86.63	0.18	0.0	2.86	0.0	0.0	15.55	0.14	0.0	0.0	3.79	0.21	0.09	12.56	0.36	0.0	0.0	0.67	23.69	0.4	0.0	0.82	3.52	0.0	0.16	5.22	0.0	0.0	0.0	0.21	0.0	0.0	40.14	0.0	1.98	0.11	0.0	8.58	21.56	17.71	20.43
Chrm1	0.75	0.68	0.17	0.09	0.0	8.7	6.08	62.72	23.54	19.9	20.2	0.99	0.45	7.98	1.26	3.76	1.75	0.98	1.12	1.23	1.33	1.65	2.53	16.93	1.29	1.22	1.74	0.79	0.61	0.89	1.27	0.63	1.0	1.15	1.68	15.76	0.0	1.11	0.0	1.68	1.06	4.16	5.18	0.6	2.54	1.44	0.96	15.72	75.01	77.79	71.99
Cnnm3	0.92	0.0	0.12	0.34	0.47	0.15	9.3	0.32	8.97	0.53	35.02	0.05	0.18	5.79	0.25	0.22	0.27	0.12	0.18	0.0	19.29	15.52	0.01	2.93	0.63	0.0	0.14	6.33	0.14	16.35	20.0	0.05	0.81	0.26	0.28	6.04	0.17	0.31	0.2	0.19	0.36	3.74	0.19	3.44	0.96	0.12	0.15	1.58	16.26	16.32	16.88
Ctu2	0.0	0.0	0.0	0.0	0.0	0.0	9.55	0.17	0.0	0.0	42.57	0.05	0.0	0.0	0.65	26.99	0.0	0.0	0.0	18.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.35	0.0	0.56	10.64	13.79	12.49
Cyfip2	71.29	22.08	0.0	0.0	0.0	117.63	303.34	147.54	102.13	42.94	119.52	24.81	16.92	100.73	85.5	24.39	49.0	79.38	68.48	35.33	20.73	15.01	110.76	52.7	38.08	46.51	107.71	27.51	44.87	24.06	45.37	25.55	75.95	53.35	145.07	73.96	0.0	0.0	0.0	8.8	26.48	93.4	94.07	55.53	0.67	78.26	97.5	126.43	420.97	405.91	440.68
D15Ertd621e	22.65	0.0	0.0	0.0	0.0	56.83	0.0	91.23	32.67	16.07	43.16	0.01	0.02	41.37	19.34	25.41	16.02	9.49	15.75	0.0	0.28	0.0	40.93	0.34	16.57	21.14	0.17	40.44	16.81	0.29	0.0	23.88	11.55	0.0	0.0	2.6	0.13	0.9	0.0	0.72	0.0	1.6	0.1	28.12	0.08	5.5	0.0	4.58	38.99	36.81	36.75
D16Ertd472e	0.0	0.0	0.0	0.0	0.0	0.0	7.1	43.25	9.5	0.0	17.5	0.01	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.08	0.06	0.0	0.0	0.05	0.0	0.23	6.05	4.88	5.33
Dguok	0.0	0.0	0.0	0.0	0.0	65.03	0.0	119.67	0.0	0.64	336.78	58.17	4.22	104.38	0.0	0.0	0.0	0.0	0.0	37.91	0.0	35.87	0.51	0.0	10.62	0.0	0.0	0.0	4.66	48.6	40.23	33.85	2.05	0.0	74.44	28.64	0.0	0.0	0.0	41.59	56.41	2.71	0.0	8.18	0.0	57.6	0.0	27.1	19.23	19.48	18.63
Dnajc6	47.31	12.04	0.0	0.0	0.0	119.15	168.1	220.25	255.48	302.04	114.61	116.94	46.51	28.18	19.96	26.78	28.01	59.77	19.37	40.17	54.17	20.96	31.48	107.61	49.46	27.94	61.06	77.4	43.56	48.12	25.11	11.35	32.72	46.19	107.81	35.16	0.0	0.0	0.0	3.36	62.72	44.22	157.85	50.0	10.52	30.45	27.9	55.19	167.5	165.18	167.24
Dock3	15.26	7.52	0.0	0.0	0.0	19.96	84.7	73.68	75.58	35.5	43.05	15.2	9.05	0.31	1.06	20.73	9.71	13.25	10.87	11.97	4.41	0.73	3.59	1.44	1.09	0.26	5.78	0.17	0.78	8.7	0.22	1.67	8.2	1.53	14.12	21.91	0.0	0.0	0.0	11.37	1.34	7.66	32.44	15.09	2.15	0.23	3.19	16.2	112.39	109.71	116.14
Dpysl4	51.13	0.0	0.0	0.0	0.0	92.96	62.44	92.68	70.19	4.03	282.1	44.36	0.0	65.92	104.28	57.24	20.27	23.68	0.15	5.49	0.0	88.23	0.0	138.03	26.19	17.32	0.0	0.0	0.0	64.29	39.26	29.67	46.74	44.05	0.0	6.09	0.0	0.0	0.0	0.0	94.84	55.97	0.0	136.72	0.0	36.86	62.44	15.14	46.57	48.13	44.36
Eif4h	74.94	32.12	0.0	0.0	0.0	146.13	51.26	0.64	107.41	0.26	265.48	49.24	28.87	6.3	3.1	59.73	36.93	40.53	70.98	39.95	59.51	0.0	49.14	0.0	40.54	55.99	7.05	0.0	51.32	15.5	10.58	34.85	37.96	11.2	44.24	46.12	0.0	0.0	171.57	0.72	71.36	29.81	7.12	0.0	9.23	30.98	0.91	66.62	333.37	353.14	351.38
Fam116a	54.73	0.0	0.0	0.13	0.0	48.45	1.07	215.19	0.28	55.99	110.16	0.19	10.59	0.0	0.4	1.56	5.03	0.21	0.57	5.02	0.6	26.0	0.25	0.44	13.54	0.3	0.62	11.38	0.2	0.36	0.98	11.99	2.17	0.4	2.64	4.68	2.15	0.0	0.28	0.11	0.37	0.18	2.04	1.71	0.31	1.55	0.38	8.39	25.77	24.91	25.12
Fam125b	0.0	0.0	0.0	0.0	0.0	0.46	4.68	11.48	0.0	4.84	28.07	0.0	0.0	2.64	1.0	6.12	0.05	6.31	0.64	0.0	2.89	0.0	0.3	4.32	0.96	0.0	4.48	0.0	0.0	0.0	0.0	0.11	15.12	0.0	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.0	0.0	1.45	57.54	59.6	60.07
Fam149a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.96	78.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43	0.06	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.86	0.0	2.76	0.0	0.0	0.0	0.0	2.85	16.06	19.81	5.35	11.14	3.67	0.08	2.76	11.59	10.95	11.58
Fam177a	0.66	0.32	2.8	0.82	2.15	16.25	26.59	49.44	15.13	31.83	14.23	4.6	0.97	5.07	19.24	22.21	7.08	3.74	10.01	22.97	12.78	5.51	4.19	3.22	5.27	1.07	11.48	12.89	15.79	11.15	2.03	3.87	8.65	12.08	5.45	16.78	0.0	0.87	6.42	18.26	23.92	8.08	4.82	15.19	14.63	6.64	31.99	19.02	17.56	16.4	17.92
Fam185a	0.0	0.0	0.0	0.0	0.0	0.0	107.28	0.0	17.61	0.0	68.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.64	2.23	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	8.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.91	14.83	14.06	13.83
Fam49a	0.14	0.08	0.0	0.0	0.0	239.08	58.17	414.23	398.32	354.05	595.83	0.17	0.11	0.14	0.36	30.06	11.84	0.0	26.89	0.0	55.2	0.0	0.1	291.47	20.75	20.99	0.05	69.94	41.62	26.64	24.36	149.56	14.34	0.0	35.44	170.71	0.0	0.0	0.25	9.99	1.32	0.0	128.07	0.0	65.31	44.31	20.44	185.58	144.79	131.39	132.39
Fnip1	8.29	0.0	0.0	0.0	0.0	77.76	1.69	60.28	82.47	52.06	175.45	22.97	1.37	39.28	43.15	8.15	0.04	15.19	7.9	8.02	21.42	19.11	10.63	25.61	7.97	9.5	0.0	1.76	0.0	20.02	3.03	33.53	9.32	2.41	20.5	38.74	0.0	17.87	0.0	17.89	0.0	0.0	2.36	6.08	68.99	7.79	0.14	18.79	29.97	27.14	29.56
Gkap1	0.0	0.0	0.0	0.0	0.0	0.0	106.99	32.63	55.65	2.52	195.7	0.0	20.47	0.0	0.0	0.0	2.4	9.88	0.0	0.0	46.93	19.05	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	16.36	8.43	4.23	0.0	0.29	4.16	0.0	0.0	0.0	10.37	0.0	0.0	2.15	0.0	0.0	21.18	0.0	2.1	19.33	20.99	18.59
Gm16386	9.96	0.0	0.0	0.0	0.0	0.0	70.64	0.0	0.0	0.0	87.77	0.0	0.0	0.0	0.0	0.0	1.51	0.0	0.74	0.0	0.0	0.51	0.0	3.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	12.29	0.0	0.0	0.0	6.29	0.0	0.0	7.8	0.0	3.52	0.0	60.94	8.89	2.45	2.7	4.52
Gnal	18.2	5.72	0.31	0.18	0.0	86.17	26.68	60.18	0.0	27.43	135.46	11.63	0.07	33.6	29.21	0.94	3.14	27.95	11.41	14.62	36.1	5.04	37.86	35.39	50.13	8.05	0.06	16.57	6.72	18.68	15.45	38.66	0.04	0.19	22.45	9.65	0.0	0.0	0.0	19.13	42.54	1.98	1.88	50.53	4.41	50.04	7.15	24.39	125.05	118.26	125.79
Hdgfrp3	16.72	8.15	0.0	0.02	0.0	47.33	122.96	45.06	78.79	13.6	148.64	58.46	0.05	4.76	28.3	17.35	0.09	13.42	20.12	0.06	15.22	30.71	27.71	10.22	27.39	24.61	0.16	42.19	16.65	27.63	25.19	21.62	11.41	14.38	37.84	30.57	1.05	0.0	0.1	37.74	0.68	0.16	0.14	18.08	0.06	0.56	34.73	10.9	56.56	56.08	56.34
Heatr7a	35.37	6.31	0.3	2.36	0.0	0.17	73.35	2.21	31.08	53.35	149.81	0.13	2.56	0.09	1.74	0.47	0.24	0.08	0.39	61.21	32.99	0.46	2.7	0.05	8.86	10.41	0.49	13.84	0.37	10.16	2.95	13.28	2.24	4.7	33.84	7.49	0.59	0.36	0.0	3.08	0.06	0.5	133.95	0.41	3.08	14.15	0.48	2.54	36.68	37.33	42.51
Hectd1	10.41	0.09	0.0	0.06	0.0	37.75	33.12	36.67	0.86	15.63	93.95	14.98	0.01	0.0	14.52	18.84	0.0	15.78	8.21	17.69	19.75	7.22	13.7	17.52	0.39	9.36	31.88	17.56	6.86	0.03	0.06	0.87	27.31	10.2	1.37	16.13	0.0	0.66	0.0	0.0	14.21	0.26	5.16	12.36	0.0	6.13	0.0	11.52	48.3	45.41	49.95
Hnrnpl	26.35	13.32	89.88	311.63	11.78	60.96	105.41	40.91	29.24	41.7	136.53	28.27	54.58	50.4	62.17	30.92	33.66	29.29	15.79	17.14	26.77	22.27	39.36	53.18	22.58	35.16	74.13	34.37	53.45	31.56	37.7	67.05	29.33	36.98	48.5	97.59	5.4	0.0	49.73	38.19	33.03	28.17	65.17	45.05	46.85	27.04	11.72	73.98	164.26	169.32	160.95
Homer2	0.12	0.0	0.01	0.0	0.0	37.24	65.3	21.73	52.96	0.73	77.05	6.62	0.0	0.0	0.03	0.0	2.71	0.0	2.86	0.19	0.34	12.8	2.99	3.02	0.03	0.02	0.01	5.46	0.03	0.0	0.05	7.17	0.03	0.03	2.05	7.58	0.0	0.17	0.01	0.0	0.0	8.98	0.06	0.3	0.0	18.03	0.0	1.6	19.88	19.26	21.72
Invs	0.24	0.07	0.0	0.0	0.0	0.41	18.27	2.96	6.39	0.0	23.52	0.09	0.05	0.98	0.12	1.24	0.0	0.07	0.6	0.66	0.0	0.09	0.0	0.02	0.0	0.15	0.0	1.24	0.0	1.65	4.49	4.66	0.78	1.18	0.69	1.06	0.0	0.0	13.78	0.05	0.87	0.53	0.36	1.55	0.17	0.16	0.39	0.61	7.81	7.46	8.44
Josd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.44	12.72	0.0	96.17	0.0	0.0	0.19	60.22	18.75	5.41	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	18.99	0.0	4.53	0.0	0.0	28.24	0.0	31.59	0.0	4.47	15.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.11	17.73	56.0	64.65	61.11
Kbtbd7	0.0	16.02	0.0	0.0	0.0	70.62	13.33	151.09	48.63	0.0	175.91	26.01	0.0	0.0	2.77	21.38	0.0	0.34	0.0	0.07	2.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65	0.0	0.06	0.0	0.03	10.16	0.0	16.67	0.0	0.0	0.0	0.0	0.1	0.26	0.0	28.8	0.0	18.69	0.67	6.92	34.48	33.77	31.87
Khdrbs1	8.71	0.0	0.0	0.0	0.0	32.54	22.4	163.51	2.24	72.27	190.43	33.45	0.03	57.14	16.33	23.59	0.0	0.51	4.73	4.8	1.09	2.16	6.4	0.15	8.8	39.32	4.93	21.63	3.74	4.94	9.3	0.0	50.32	0.0	4.68	24.84	0.0	0.0	0.0	3.8	0.0	25.44	29.92	21.04	0.19	0.0	0.0	10.42	86.97	90.31	83.31
Lancl1	23.19	0.19	0.0	0.0	0.0	82.33	130.77	136.49	9.71	38.49	152.92	8.97	1.33	1.71	2.42	1.13	0.39	7.07	20.86	37.33	0.74	0.13	0.0	95.17	0.23	5.55	0.0	0.48	13.46	20.08	24.34	58.87	0.37	0.0	6.04	31.88	0.0	0.0	0.0	0.0	0.46	7.0	33.27	20.54	14.56	2.34	51.61	22.21	104.52	106.74	103.17
Lingo2	0.0	0.0	0.0	0.0	0.0	0.0	48.41	4.5	0.0	17.37	163.17	2.41	0.0	0.0	0.0	0.07	0.0	32.3	3.39	0.0	49.74	0.0	0.0	1.47	0.0	0.0	0.0	0.0	4.45	0.0	0.0	0.0	0.11	4.0	3.02	7.24	0.0	0.0	0.0	5.68	53.49	0.0	15.48	1.24	16.86	0.0	0.0	0.0	16.19	15.98	15.78
Lmtk2	10.07	5.98	0.07	0.0	0.0	48.89	22.97	0.0	0.43	0.08	42.09	0.05	0.43	22.12	9.3	0.18	7.3	0.19	0.05	8.23	9.94	2.32	1.69	11.3	0.67	0.56	2.48	10.33	20.6	4.94	8.84	0.06	0.0	3.96	14.8	4.21	0.09	0.0	0.08	9.22	0.0	0.13	11.54	15.18	23.37	0.74	0.21	9.03	84.7	79.74	86.39
Lrrc20	1.33	1.24	1.19	0.78	0.13	1.94	58.7	0.36	0.11	1.31	102.49	7.75	0.33	0.24	1.48	0.28	0.49	1.51	0.75	0.63	0.94	7.04	0.89	1.06	0.99	1.1	4.19	1.66	1.92	13.89	0.87	0.3	5.16	0.46	2.57	2.11	0.0	0.39	0.23	0.55	0.69	0.45	0.86	0.91	0.95	0.5	0.62	7.69	23.97	24.08	23.28
Lrrn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	62.66	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	6.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.56	0.0	0.0	0.0	0.0	0.0	0.0	3.4	0.0	0.0	0.0	0.0	1.38	49.23	49.43	49.52
Maoa	10.55	8.45	714.37	3.26	0.0	30.34	13.56	47.59	23.9	7.13	158.03	31.8	25.64	8.07	66.34	5.28	7.56	49.06	37.27	51.09	3.51	32.25	11.14	43.94	83.57	4.01	6.46	5.54	5.3	35.65	60.59	39.81	54.17	5.81	4.27	23.84	1.39	9.92	3.8	5.18	10.71	43.91	18.64	58.49	5.39	6.49	103.03	20.59	26.39	23.44	28.07
Mapkbp1	0.29	0.0	0.0	0.3	0.49	0.26	0.43	0.87	12.78	0.44	36.4	16.39	0.19	5.19	1.85	0.23	0.09	0.32	0.35	0.26	0.16	2.04	0.15	0.16	0.08	0.1	0.39	0.22	0.2	0.28	2.49	0.27	8.81	0.31	18.51	2.43	0.0	0.36	0.0	0.24	0.06	0.05	6.85	0.21	0.07	1.48	0.0	3.06	28.61	27.57	30.3
Mfsd2b	2.16	1.25	0.61	6.06	0.11	3.85	7.17	70.55	0.92	6.32	26.33	2.38	1.75	1.65	2.46	3.31	2.92	3.84	2.57	1.44	1.85	1.62	0.84	1.73	1.65	1.62	4.4	1.2	2.06	2.04	2.9	1.47	0.71	1.72	4.48	7.14	0.74	4.57	1.58	1.83	2.26	1.38	6.2	2.5	7.46	1.6	3.51	4.28	2.0	1.6	1.68
Mob3b	0.55	0.32	0.9	1.55	0.0	0.31	0.36	0.1	0.18	0.66	2.49	0.24	0.42	0.06	0.26	0.48	0.37	0.26	0.08	0.49	0.06	0.3	0.21	0.14	0.16	0.0	0.28	0.55	0.14	0.33	0.27	0.19	0.47	0.65	0.21	1.3	0.15	0.2	0.84	0.44	0.18	0.32	1.08	0.48	0.45	0.2	0.07	0.51	2.06	1.95	2.08
Mpv17l	33.83	76.38	20.51	26.61	32.16	72.5	119.98	150.99	22.4	97.96	178.4	46.59	10.98	48.34	68.92	17.75	60.72	58.92	21.98	54.93	13.74	16.16	16.45	81.46	95.74	26.4	46.28	17.84	51.09	60.32	30.57	31.37	16.69	27.21	126.08	86.79	89.76	41.67	5.45	88.32	24.79	102.63	97.05	45.13	43.29	32.11	22.37	97.04	67.5	66.27	61.55
Msra	0.59	368.46	0.0	0.0	0.0	345.43	93.6	0.0	208.0	149.56	371.12	182.46	86.17	132.66	0.34	106.05	113.55	0.0	44.34	2.86	0.0	1.04	21.44	216.62	0.0	0.0	0.0	0.0	0.0	56.31	66.02	66.75	0.0	0.0	70.1	130.8	0.0	0.0	0.0	0.0	0.0	109.43	0.0	100.23	215.42	89.09	0.38	46.83	46.4	43.52	48.87
Nedd4l	2.4	0.0	0.0	0.0	0.0	36.49	46.94	26.22	9.4	37.54	114.19	0.05	7.58	2.55	11.46	16.31	1.72	13.43	16.85	43.72	19.49	18.28	0.36	49.15	15.36	12.06	0.0	1.05	0.33	0.09	18.76	10.58	1.79	0.42	27.43	25.87	0.0	0.0	0.05	13.81	7.69	28.72	24.02	38.61	0.45	34.88	28.97	19.42	51.05	50.82	53.0
Nkap	0.0	20.57	0.0	12.04	0.0	10.06	75.06	10.27	0.0	0.0	130.48	0.0	2.66	6.13	0.03	5.9	0.06	5.51	34.81	2.32	0.0	4.32	7.07	0.0	31.07	14.48	17.59	0.0	5.54	1.49	15.17	46.31	0.0	0.17	2.3	9.06	0.15	0.0	0.48	3.14	0.0	0.0	0.0	3.14	0.0	6.78	7.85	11.33	9.31	8.11	8.8
