	Calb2_tdTpositive_cell_27	Chrna2_tdTpositive_cell_18	Chrna2_tdTpositive_cell_56	Ctgf_tdTpositive_cell_12	Htr3a_tdTpositive_cell_107	Htr3a_tdTpositive_cell_123	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_68	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_5	Rbp4_tdTpositive_cell_99	Rbp4_tdTpositive_cell_159	Slc17a6_tdTpositive_cell_24	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_10	CAV_LP_Ipsi_tdTpos_cell_19	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
BC021785	0.36	1.17	0.21	3.68	3.64	0.54	9.74	0.0	2.62	46.56	4.06	0.8	2.75	17.45	1.53	0.9	0.18	1.62	6.43	3.19	7.43	8.73	2.7	1.12	3.28	0.98	5.61	21.16	1.0	6.34	2.55	1.04	0.99	3.01	1.68	1.86	1.75
Bcl2l1	0.0	149.29	0.0	100.8	246.92	77.65	0.0	0.14	113.3	79.16	119.59	238.67	114.75	239.78	210.03	0.0	0.13	81.54	65.0	78.93	120.95	129.52	110.61	111.48	82.13	95.17	78.23	45.15	27.64	16.59	0.0	0.0	38.47	0.0	86.13	90.24	80.93
Birc6	0.23	28.55	8.68	13.99	10.05	33.12	60.12	10.2	2.46	23.27	8.61	39.62	19.59	105.46	17.62	18.84	22.96	54.32	62.83	27.71	22.2	27.81	12.57	20.29	37.97	31.76	17.87	31.16	1.08	38.36	27.63	2.67	3.92	11.67	32.65	28.87	33.37
C230081A13Rik	0.0	0.0	0.03	13.23	0.0	0.0	0.0	23.75	31.84	12.37	12.25	12.52	12.69	60.56	0.0	0.0	0.0	0.0	8.01	15.66	11.7	12.14	8.09	11.51	7.99	0.0	21.78	9.75	13.15	0.02	5.79	61.77	15.61	2.02	14.25	12.23	15.95
Ccl27b	0.0	0.0	7.09	44.05	4.04	0.0	0.0	5.88	310.16	318.99	188.03	85.18	178.93	135.7	0.0	0.0	0.0	2.98	150.83	114.56	177.66	125.27	54.7	75.81	76.52	138.81	100.7	111.82	80.83	235.31	83.58	176.84	97.07	149.77	30.63	28.29	22.96
Cenpa	0.0	0.0	42.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	202.9	0.0	0.0	0.0	0.0	0.0	0.0	22.67	8.54	8.1	0.0	2.37	0.0	0.0	16.9	0.0	0.0	0.0	0.0	0.0	0.0	2.32	2.88	2.16
Cpd	0.0	0.97	0.0	0.46	36.01	5.77	0.04	7.49	0.46	2.66	25.06	0.04	10.6	43.02	0.05	0.0	0.0	2.58	35.34	6.2	12.93	7.2	5.83	1.21	4.85	8.34	30.73	22.24	1.43	17.06	0.03	0.0	3.15	5.43	39.33	37.42	38.35
Crem	0.0	24.84	0.0	35.92	0.21	89.73	0.0	76.49	7.05	102.09	57.1	93.07	0.17	914.45	97.96	251.11	0.16	27.46	564.45	166.6	195.53	172.26	132.93	122.12	109.23	0.0	33.71	135.62	285.64	0.0	5.17	0.0	107.23	327.52	14.67	14.41	15.7
Ctr9	0.0	50.99	93.3	45.71	45.06	0.0	3.07	44.85	8.67	0.0	0.0	0.0	5.99	71.66	0.83	34.82	48.87	23.22	89.36	21.08	21.65	16.99	15.15	10.64	19.69	0.0	8.79	0.0	44.1	0.0	10.15	96.21	39.81	3.99	36.47	38.44	34.89
Cyr61	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.16	0.13	502.05	182.18	11.36	0.0	775.99	0.0	0.0	0.0	0.0	0.0	17.97	5.43	25.68	13.97	1.77	15.22	0.0	243.43	26.72	370.85	0.0	0.0	449.5	4.99	123.48	33.88	21.09	9.49
D330022K07Rik	0.47	0.0	0.0	0.46	0.36	0.37	0.3	0.27	0.0	0.35	0.69	0.0	0.13	83.13	0.34	0.53	0.26	0.34	7.1	0.58	3.34	0.0	0.1	0.88	2.26	0.13	0.15	0.14	0.22	0.32	0.11	0.58	0.62	0.0	3.97	3.26	5.42
Dnm2	0.0	0.0	0.0	0.22	0.23	0.0	0.0	0.0	0.0	56.42	1.96	0.22	0.0	29.38	9.33	0.0	0.0	0.0	6.08	6.35	6.16	5.64	3.92	4.61	1.45	23.73	17.03	3.54	0.0	0.0	0.0	0.0	0.0	0.0	36.7	38.37	41.09
Dscaml1	0.09	0.0	0.0	0.0	0.77	0.0	7.92	0.0	0.15	0.0	8.96	13.67	0.09	56.32	0.0	3.08	0.0	0.0	0.0	2.18	4.86	6.91	1.37	1.87	2.86	8.24	0.79	0.0	0.0	0.0	0.08	8.01	9.76	0.0	24.76	23.23	26.75
E230029C05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.43	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	3.65	0.85	0.0	0.0	0.0	0.0	5.24	0.0	0.0	0.0	0.0	1.09	0.95	1.61
Ero1l	0.0	0.0	0.0	18.01	55.67	0.0	0.08	1.55	0.0	22.8	1.65	0.47	0.0	91.26	8.66	0.0	0.0	12.24	57.17	13.9	14.91	11.53	3.59	4.75	5.87	3.98	0.08	0.0	0.13	0.0	0.0	0.0	0.82	0.0	38.26	35.78	35.67
Fam173b	0.0	0.0	0.0	62.26	17.96	0.0	0.0	0.0	0.0	167.74	0.34	0.0	162.33	109.33	0.0	0.0	0.0	0.0	0.0	6.01	6.86	32.85	50.39	27.77	34.34	0.0	133.05	0.3	0.0	0.0	0.0	0.0	0.0	0.0	8.62	9.91	10.68
Fam198b	0.7	0.76	0.03	1.92	0.54	0.66	0.17	0.4	0.18	0.76	0.77	0.24	0.26	54.19	1.15	0.19	0.25	0.52	0.36	2.04	2.97	3.4	3.81	3.83	7.16	0.73	5.15	0.69	0.1	5.22	0.56	2.53	0.36	0.78	4.49	3.5	4.54
Fbln2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.62	0.0	66.48	20.35	0.32	0.0	0.0	0.54	0.12	0.41	1.58	1.78	6.14	0.72	2.61	0.0	41.16	0.0	0.0	0.0	54.42	0.0	0.0	5.77	5.63	4.86	5.69
Fbxl20	0.0	0.0	0.0	0.35	15.14	18.83	0.24	5.2	0.0	0.0	0.0	0.77	0.26	72.55	38.09	5.63	0.0	0.0	0.6	0.04	4.21	3.25	5.26	6.06	3.23	0.37	0.0	0.0	0.0	0.06	0.0	38.69	3.41	1.68	22.62	23.09	23.45
Figla	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.13	0.0
Foxp2	0.0	0.0	0.0	24.74	0.0	0.0	10.07	82.85	90.98	19.64	6.05	41.27	19.14	113.15	0.0	0.0	0.0	0.07	82.28	48.04	63.78	29.71	27.96	30.97	59.52	0.0	17.89	34.61	68.05	8.76	10.93	6.19	0.0	34.99	8.14	6.45	7.72
Fscn1	0.0	0.52	0.0	5.7	2.96	1.66	0.0	1.36	0.5	3.15	4.77	0.0	4.1	32.38	6.98	0.0	0.0	0.35	18.84	11.42	8.52	4.69	8.32	10.73	9.17	0.36	18.8	0.0	4.03	0.09	0.0	0.0	8.56	21.53	187.25	206.18	214.83
Gal3st3	1.9	33.56	0.28	4.76	3.36	1.25	4.44	2.18	2.88	46.28	5.78	2.16	2.43	59.84	4.53	3.16	2.7	2.52	22.35	9.37	13.37	3.64	6.8	7.75	9.02	1.52	5.42	9.6	2.1	2.96	2.28	1.92	3.76	2.62	43.95	47.28	43.78
Garnl3	0.0	124.87	0.0	31.98	0.12	49.11	0.21	15.28	45.6	49.27	161.35	134.78	92.48	504.61	0.0	0.0	0.0	0.14	156.35	151.03	92.82	125.14	97.1	100.3	149.22	39.09	158.81	125.49	18.95	77.0	46.06	109.55	13.32	56.93	60.81	61.78	62.21
Gdap10	0.73	0.53	0.13	7.44	0.54	56.13	0.25	0.34	0.2	0.52	0.34	0.0	0.36	88.68	0.86	0.41	0.1	0.52	55.75	0.26	1.86	10.09	1.21	0.48	2.62	0.25	1.15	16.17	0.1	0.0	0.64	0.0	0.11	0.0	2.91	2.62	3.27
Gm10548	0.0	0.0	0.14	0.23	0.0	0.1	0.27	0.05	0.33	0.37	0.64	0.14	0.06	53.97	0.23	1.28	0.36	0.0	0.68	0.17	9.84	0.16	0.22	5.27	1.8	42.94	0.0	0.13	0.44	0.0	0.0	0.17	0.15	0.17	2.22	1.5	2.22
Gm11529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	44.78	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.05	0.1
Gm11837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0	0.0	0.0	0.0	0.0	3.06	1.8	2.35
Gm13306	0.0	0.0	7.09	44.05	4.04	0.0	0.0	5.88	310.16	318.99	188.03	85.18	178.93	135.7	0.0	0.0	0.0	2.98	150.83	114.56	177.66	125.27	54.7	75.81	76.52	138.81	100.7	111.82	80.83	235.31	83.58	176.84	97.07	149.77	30.63	28.29	22.96
Gm13308	0.0	0.0	0.0	0.0	24.79	0.0	0.0	93.19	10.26	60.4	2.54	43.74	95.29	44.86	0.0	0.0	2.67	0.0	20.82	33.46	35.52	16.53	14.16	26.15	16.38	41.05	95.65	0.0	7.98	59.87	95.32	2.55	0.92	0.0	14.95	21.48	8.57
Gm2002	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.2	0.43	4.1	5.79	0.0	21.65	9.95	0.04	0.11	0.0	0.09	0.27	0.21	2.82	5.81	0.0	0.96	4.28	2.41	0.0	0.07	27.58	0.0	0.0	0.0	0.36	0.28	1.73	1.86	1.4
Gm2506	0.0	0.0	7.09	44.05	4.04	0.0	0.0	5.88	310.16	318.99	188.03	85.18	178.93	135.7	0.0	0.0	0.0	2.98	150.83	114.56	177.66	125.27	54.7	75.81	76.52	138.81	100.7	111.82	80.83	235.31	83.58	176.84	97.07	149.77	30.63	28.29	22.96
Gm833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.16	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.07	0.14
H2-T10	0.5	0.0	0.11	0.42	0.0	0.02	0.0	0.11	0.0	0.98	0.34	0.0	0.36	23.58	0.4	0.0	0.0	0.0	0.23	1.84	0.7	1.16	1.1	1.9	1.88	0.18	6.76	0.0	0.1	0.51	0.11	1.23	0.13	0.01	2.3	1.82	1.97
H2-T22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.0	202.87	0.0	0.0	0.0	0.0	59.38	36.62	23.63	22.12	13.32	28.24	27.92	0.0	117.48	0.0	0.0	119.58	0.0	17.16	35.0	0.0	8.34	7.18	8.17
H2-T24	9.6	54.67	1.49	34.65	32.33	2.13	4.67	0.46	90.16	75.32	94.29	93.2	26.74	412.8	69.28	1.92	100.62	104.12	65.11	195.41	161.48	134.66	81.69	118.16	62.47	34.37	399.24	46.85	38.39	24.66	28.23	45.12	5.06	29.34	16.2	13.49	16.92
H2-T9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.48	0.0	0.0	0.0	404.98	0.0	0.0	0.0	0.0	0.0	88.18	47.44	65.88	74.6	62.58	94.55	0.0	0.0	0.21	1.94	0.0	0.0	204.81	8.96	0.0	11.38	9.73	8.64
Hcfc1	0.08	0.08	12.41	17.91	23.99	0.0	0.0	0.0	0.0	35.34	0.0	0.0	4.2	34.31	13.96	0.0	0.0	0.8	29.96	16.87	17.13	16.87	12.73	10.01	11.36	44.66	28.42	20.87	0.0	6.47	3.54	0.05	0.15	5.62	41.86	41.59	44.45
Hif1an	0.0	2.76	0.0	1.65	0.0	0.0	0.0	0.0	0.0	0.0	10.53	0.0	0.0	27.65	0.0	0.09	0.0	0.0	20.98	7.43	5.74	5.23	6.92	15.32	3.68	0.0	14.75	6.84	0.0	0.0	0.0	0.0	0.0	0.0	26.84	25.97	25.72
Hoga1	0.0	0.0	0.0	0.54	0.0	0.0	0.13	0.0	0.0	0.13	0.0	0.0	1.68	1.46	1.34	0.0	0.0	0.0	0.44	0.38	0.36	0.42	0.51	0.49	0.21	0.0	0.0	0.39	0.18	0.15	0.0	0.0	0.0	0.15	2.52	1.96	2.21
Htr1f	0.0	0.0	0.0	2.01	0.0	0.0	18.5	0.0	0.11	0.59	22.17	0.0	0.0	104.02	0.18	0.0	0.0	0.0	5.13	39.89	7.69	16.52	25.63	24.77	16.9	63.53	4.2	2.41	8.47	161.27	1.21	0.0	0.0	0.0	4.49	2.69	3.35
Il11ra2	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.2	0.43	4.1	5.79	0.0	21.65	9.95	0.04	0.11	0.0	0.09	0.27	0.21	2.82	5.81	0.0	0.96	4.28	2.41	0.0	0.07	27.58	0.0	0.0	0.0	0.36	0.28	1.73	1.86	1.4
Jak2	1.15	0.0	1.74	7.18	0.08	0.0	0.0	0.0	0.0	0.0	1.31	0.0	36.02	70.93	0.63	0.0	1.07	3.2	34.26	8.03	7.14	1.69	1.55	4.39	6.68	0.0	0.35	1.36	0.11	0.0	0.0	0.18	0.0	1.25	24.04	22.77	23.35
Jub	3.04	2.29	1.16	2.74	2.11	1.72	1.07	1.82	1.69	0.57	2.8	2.43	0.81	8.91	2.48	1.11	1.3	0.89	2.12	2.51	1.65	2.47	1.64	1.45	1.16	2.39	2.73	2.97	1.72	0.53	2.06	0.61	0.07	0.2	1.5	2.16	1.96
Kcnn1	0.26	0.51	0.05	0.12	0.0	0.0	0.37	0.0	0.0	0.0	0.42	0.29	0.17	70.08	3.44	0.31	0.05	0.12	0.0	1.21	0.13	1.33	2.76	0.2	2.33	0.0	38.76	21.93	0.0	0.18	0.25	0.22	0.52	0.0	9.26	11.18	10.81
Kcnn2	0.0	0.0	0.0	0.0	0.67	0.0	206.42	63.0	22.65	3.77	0.95	0.0	4.04	225.11	0.0	0.0	0.0	27.99	41.41	30.67	14.44	35.49	24.78	10.22	15.48	3.85	7.49	42.66	17.12	31.96	10.8	115.66	0.15	93.86	42.19	43.41	41.94
Kcnt1	89.96	0.0	0.0	2.75	0.0	0.0	0.0	0.0	3.2	12.95	46.67	0.0	0.0	77.43	0.06	0.0	2.31	0.79	6.17	5.82	7.57	7.42	4.24	7.82	6.18	0.0	33.92	1.26	28.1	0.0	35.47	57.95	2.09	4.31	77.78	78.9	85.59
Kremen2	0.65	0.0	0.2	1.71	1.91	2.11	0.69	1.49	0.0	1.45	0.76	2.36	0.79	4.46	1.92	0.75	0.0	1.29	1.32	1.36	3.75	0.64	0.25	0.91	0.86	2.66	0.66	0.93	1.48	0.24	3.31	0.49	0.0	0.3	1.69	2.05	1.78
Krt16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0
LOC330599	1.08	2.49	0.36	12.06	4.54	11.46	0.08	3.63	1.35	4.64	2.17	1.86	2.01	97.99	2.13	2.08	0.16	35.2	11.15	5.46	3.05	14.57	5.77	4.76	5.9	4.89	0.48	5.06	0.1	2.21	2.83	1.14	0.1	1.2	3.05	2.65	3.62
Lass6	0.0	0.0	0.0	0.31	0.31	35.17	0.0	0.08	0.0	0.19	0.0	0.0	0.0	110.37	0.06	0.0	0.16	21.12	19.92	3.26	10.61	13.15	3.72	3.25	3.65	0.0	6.99	19.24	9.15	0.06	0.0	0.0	0.0	0.0	23.37	20.84	23.41
Lcmt2	5.85	3.88	23.36	20.48	5.12	9.27	18.44	7.74	9.54	4.22	9.75	12.31	3.66	102.12	10.6	22.29	7.83	7.3	12.14	19.29	16.6	17.32	8.08	17.26	17.35	7.23	17.38	46.97	8.69	9.61	7.6	5.59	5.9	9.37	5.77	6.04	8.01
Lrrc1	0.0	0.0	0.0	0.0	8.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.91	0.0	0.0	0.0	0.0	0.0	2.86	2.09	0.12	0.0	0.0	1.5	0.12	0.0	0.0	87.25	0.0	0.0	0.0	0.0	0.0	8.64	8.24	8.7
Mir5103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.63	0.0	7.18
Mixl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mmp23	1.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	1.38	1.51
Mycbp	0.0	0.0	85.89	55.43	60.32	27.17	271.09	0.0	0.0	0.0	0.0	0.0	0.0	133.57	0.0	0.0	0.0	0.0	36.54	21.61	57.86	16.92	24.43	12.75	16.76	10.4	140.32	0.0	3.16	17.33	9.35	0.0	0.21	0.0	8.87	8.3	8.4
Myoz2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.08	0.18
