	Calb2_tdTpositive_cell_3	Calb2_tdTpositive_cell_8	Calb2_tdTpositive_cell_45	Cux2_tdTpositive_cell_2	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_8	Cux2_tdTpositive_cell_16	Cux2_tdTpositive_cell_23	Cux2_tdTpositive_cell_44	Cux2_tdTpositive_cell_56	Nr5a1_tdTpositive_cell_2	Nr5a1_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_4	Nr5a1_tdTpositive_cell_5	Nr5a1_tdTpositive_cell_8	Nr5a1_tdTpositive_cell_14	Nr5a1_tdTpositive_cell_27	Nr5a1_tdTpositive_cell_28	Nr5a1_tdTpositive_cell_32	Nr5a1_tdTpositive_cell_33	Nr5a1_tdTpositive_cell_36	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_36	Rorb_tdTpositive_cell_38	Scnn1a.Tg3_tdTpositive_cell_20	Scnn1a.Tg3_tdTpositive_cell_34	Scnn1a.Tg3_tdTpositive_cell_52	Slc17a6_tdTpositive_cell_18	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2
4930526D03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14
4930550C14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08
4933402P03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06
9030612E09Rik	0.0	0.0	0.0	0.0	0.11	0.0	0.0	50.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08	1.91
9430037G07Rik	0.14	0.11	0.37	0.13	0.13	0.22	0.15	1.01	0.12	0.62	0.0	0.41	0.75	0.0	0.11	0.13	5.06	0.0	0.14	0.13	1.06	0.0	6.27	0.0	0.61	0.0	0.13	0.0	2.44	2.23
9530053A07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
AA986860	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44	2.49
AI593442	2231.86	635.04	1084.53	2321.96	3479.06	970.25	2176.07	1334.32	1330.0	2391.09	1789.19	2417.7	1939.47	1924.54	2303.69	3270.62	1854.46	1035.33	1048.59	1627.34	1609.66	1196.81	1554.95	1262.52	1507.73	746.58	862.86	1086.51	97.39	91.67
Abcg3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.28
Adam21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.41
Adipoq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08
Alox15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Anapc1	0.0	0.02	35.82	13.44	0.06	0.1	0.32	0.0	0.0	9.08	0.1	7.38	30.55	15.13	17.67	39.45	27.57	1.55	0.05	9.27	1.22	0.0	0.05	0.01	0.0	1.67	0.18	10.47	32.77	30.92
Ankrd13b	0.69	0.04	0.0	0.06	0.0	0.0	22.25	0.0	0.0	0.0	0.2	0.96	0.05	0.0	1.12	0.0	39.37	0.0	0.0	0.25	3.57	0.0	0.03	0.07	0.0	0.0	0.0	0.0	71.45	73.14
Apool	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	1.45	0.0	0.0	0.0	217.04	0.0	0.0	0.0	0.0	217.82	0.0	0.0	0.0	0.0	0.0	224.77	6.01	4.87
Arl4c	0.0	0.04	0.0	0.0	0.0	0.0	17.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.06	20.46	2.68	0.0	0.0	0.0	0.0	0.05	0.2	0.0	0.0	0.1	0.0	36.08	39.32
Asmt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08
Atp8b3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Avpr1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.31
B430010I23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04
BC024582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07
Bcl11b	0.0	0.02	0.0	0.01	0.0	0.05	0.12	0.0	0.04	0.0	0.03	0.05	0.09	0.0	0.03	0.15	0.13	0.0	0.06	0.0	0.0	0.0	0.01	0.0	0.11	0.1	0.05	0.0	35.56	39.1
Blk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Brf2	44.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.8	0.0	0.0	68.15	0.0	0.14	0.0	0.0	85.4	97.02	0.0	45.36	120.65	0.0	0.0	0.0	0.0	0.0	0.0	67.42	20.9	23.16
Brsk1	0.0	0.47	0.38	0.0	0.0	0.0	3.24	0.0	0.06	0.18	0.07	9.8	0.28	0.14	0.13	8.57	20.32	0.0	0.61	0.28	0.0	0.0	0.0	0.0	0.0	0.0	6.62	0.0	278.89	294.42
C8b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Cacna2d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.0	0.0	0.21	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.53	24.2
Car14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.18	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.6	11.44
Ccdc103	116.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.3	0.0	0.11	0.09	0.1	152.62	0.0	159.77	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.52	0.72	4.31	3.9
Ccl19	0.0	0.0	2.53	0.0	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.71	0.0	0.0	0.0	3.57	2.82
Ccl6	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	2.16	3.01
Cd160	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.93	0.0	0.0	0.0	15.92	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.8	0.76
Cd247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cd27	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.18	0.16	0.0	0.37	0.16	0.32	0.8	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.49	0.0	0.3	0.0	0.48	0.22
Ceacam-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14
Chchd3	110.22	42.55	0.41	0.0	96.01	0.0	0.0	18.74	232.08	0.0	0.0	85.55	247.33	0.0	0.0	14.65	342.02	0.0	145.51	65.0	0.0	0.0	5.52	0.48	165.7	82.99	0.0	1.9	52.41	58.6
Chd9	39.73	2.12	35.71	0.44	7.49	57.86	8.11	20.34	5.49	11.27	0.86	5.76	1.06	6.55	48.06	0.0	54.26	9.39	57.28	26.24	48.15	31.83	27.67	3.37	21.46	12.62	25.36	0.0	18.86	15.68
Chrne	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06
Cited2	0.0	0.0	0.0	0.0	0.05	0.0	5.18	9.33	0.97	0.0	0.0	5.4	0.0	0.0	0.1	0.0	62.49	26.85	0.0	0.22	0.0	0.0	0.0	0.0	4.41	0.41	0.0	0.0	35.27	41.04
Clrn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03
Col4a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.16
Cym	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08
D14Ertd668e	0.29	0.0	2.25	0.24	1.64	0.75	1.47	4.45	0.89	2.23	0.32	2.34	0.0	0.55	0.37	1.62	33.58	0.0	0.51	0.0	0.0	0.0	0.0	1.08	0.49	0.0	0.0	0.99	0.89	0.73
D17Wsu104e	330.45	178.39	0.0	104.35	1.39	0.0	88.7	0.0	1.08	213.69	128.04	10.56	315.21	1.1	1.14	86.47	612.62	358.49	60.84	458.57	403.25	0.0	292.29	170.76	158.88	138.79	0.92	0.0	60.0	65.96
D330028D13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	1.34
Dip2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.13	0.0	0.31	0.0	29.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.21	41.24	40.77
Dsg1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.32
Duox2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02
Dusp9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.44	0.62
Edaradd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.05	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.13	0.17
Egr4	0.0	0.0	0.0	0.0	0.0	0.0	7.85	0.0	0.0	0.0	4.49	0.09	1.52	0.09	7.14	0.0	15.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	72.14	76.36
Enpp6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.05	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.79	5.81
Erbb4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.87	15.92
Eya1	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.12	0.87	88.79	0.04	0.0	0.0	118.01	98.96	0.32	0.0	0.18	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.22	5.83
F11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Fam115e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03
Fcrlb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.44
Ffar3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06
Fgfrl1	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.31	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	14.6	15.48
Fnip2	0.29	0.02	2.01	0.26	1.54	0.33	0.25	0.78	0.7	1.01	0.39	1.83	0.27	0.54	0.94	1.21	23.49	0.0	0.97	0.31	0.23	0.15	48.02	1.49	0.0	0.17	2.58	1.83	8.12	8.72
Foxi1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Foxk2	0.15	0.67	4.61	16.02	0.0	0.04	3.7	0.11	6.35	0.0	0.17	23.58	71.58	0.0	17.19	0.08	74.75	28.96	9.19	17.53	0.0	0.0	0.06	49.12	0.13	0.0	0.0	0.0	56.9	56.88
Gaa	1.95	0.66	4.08	2.52	76.31	138.37	101.12	1.84	1.37	0.15	108.61	2.29	111.55	0.44	131.98	244.86	217.69	42.65	62.08	0.5	2.0	33.45	84.01	62.44	236.89	0.0	2.56	8.16	201.83	224.67
Gabra6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Gadd45a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.31	0.0	0.0	0.0	4.68	0.0	0.0	0.0	0.0	2.68	0.0	114.07	16.38	13.34
Gata6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06
Gdf6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03
Gfpt1	46.87	0.09	0.0	14.66	20.39	0.75	5.56	0.25	0.0	0.0	43.2	9.42	0.03	0.0	0.18	0.69	45.6	0.18	0.0	30.26	9.22	4.65	0.5	0.04	3.09	0.0	0.06	2.85	34.41	32.86
Gjb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06
Gje1	3.19	1.32	0.49	0.97	0.83	3.05	3.24	1.69	3.0	1.23	1.16	1.42	0.49	1.88	2.48	4.62	4.92	2.65	0.74	3.24	4.81	0.0	4.78	2.37	1.18	2.53	4.05	6.0	0.53	0.27
Gm12253	2.36	1.69	5.99	2.69	5.79	15.65	3.85	3.6	1.54	3.9	3.15	2.77	4.8	3.08	4.22	3.64	32.95	4.23	2.65	2.07	1.42	5.7	0.9	4.39	0.95	2.67	5.44	9.5	1.2	0.17
Gm13718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.42	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08
Gm14151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.15	4.91	3.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07
Gm14391	13.52	59.26	88.3	66.62	17.28	95.11	80.18	53.27	187.44	213.2	22.61	21.45	116.44	6.49	5.54	161.28	260.25	61.48	23.14	81.37	0.0	45.94	71.66	16.37	72.5	37.22	92.31	56.85	35.34	28.08
Gm14475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm14476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm14477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm14479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm14827	0.25	0.14	0.0	35.11	0.0	2.67	0.0	0.0	0.61	0.0	0.21	0.12	0.05	3.78	0.19	0.0	48.28	0.0	2.65	0.28	0.0	0.0	0.09	0.11	0.0	0.57	0.0	0.0	7.46	6.88
Gm1574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07
Gm16119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	1.62	0.0	0.0	0.0	0.19	0.0	0.0	26.29	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.83	0.0	0.61	0.0	4.65	3.21
Gm572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14
Gm6498	0.49	0.18	0.0	0.29	0.26	0.0	0.0	0.34	3.38	0.0	0.14	1.21	0.32	0.0	0.41	1.6	11.84	0.0	1.57	0.0	2.8	0.0	0.27	0.07	0.22	0.0	0.0	0.85	1.36	0.5
Gm6907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.62
Gm7271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.12
Gm8369	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.07	0.14
Gm884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02
Gnb5	217.97	123.86	137.39	175.26	193.77	0.77	237.71	0.93	459.42	0.0	4.28	271.64	381.42	134.27	152.21	599.18	675.4	135.28	497.24	15.58	179.76	177.37	0.37	576.39	206.07	190.41	352.4	479.82	177.64	176.99
Gpr119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Gpr143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06
Hapln2	0.05	0.0	0.28	0.05	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.1	0.11	0.24	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	17.51	18.9
