	Chrna2_tdTpositive_cell_75	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_106	Nos1_tdTpositive_cell_56	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_159	Rbp4_tdTpositive_cell_180	Scnn1a.Tg3_tdTpositive_cell_62	Slc17a6_tdTpositive_cell_24	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Gm4745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.08
Gm4944	6.47	3.45	0.75	9.0	3.16	62.86	0.25	1.06	0.0	13.69	3.21	0.83	5.76	31.91	6.2	1.83	12.61	141.48	8.89	0.96	0.91	0.0	10.3	8.63	10.36	0.13	23.53	0.0	4.36	0.85	0.56	11.19	0.36	8.96	5.9	8.9
Gm6548	0.0	0.0	0.31	0.0	0.18	0.13	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.21	0.51	0.0	0.0	14.55	0.48	0.17	0.0	0.0	0.0	0.0	0.35	0.15	0.0	0.0	0.77	0.0	0.15	0.0	0.26	3.06	2.61	3.78
Gpr146	0.0	0.0	0.0	0.0	0.0	7.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.24	0.0	0.0	0.0	0.0	0.0	0.0	1.19	0.0	0.0	0.35	0.0	0.0	0.0	13.25	2.01	12.46	13.66	12.08
Gpr3	0.0	0.0	0.0	0.0	1.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.0	0.0	50.08	0.53	0.0	83.08	0.0	0.28	3.07	3.91	0.0	0.68	0.0	0.0	0.0	0.0	11.37	0.0	9.94	7.97	5.34
Hacl1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	57.33	0.43	0.0	0.27	0.06	11.28	0.55	3.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	5.44	6.21	5.62
Hrc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.47	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.67	0.38	0.59
Hsbp1l1	0.0	0.0	0.0	0.0	0.28	0.0	0.23	0.0	0.0	0.0	0.22	0.0	0.0	0.26	0.27	0.0	0.0	74.6	0.68	0.0	0.0	0.35	0.0	2.09	0.51	0.0	4.78	0.0	0.2	0.0	0.0	0.0	0.0	1.52	0.97	1.82
Hyal1	1.19	1.22	0.59	0.47	0.29	0.07	0.83	0.58	0.0	0.34	1.01	0.8	0.0	0.8	0.53	0.98	0.0	1.73	1.27	0.93	1.33	0.74	0.32	0.49	0.95	2.11	0.28	0.26	0.12	0.0	0.7	0.56	0.25	4.13	4.13	4.53
Idi2	0.0	0.0	0.0	0.0	0.15	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.42	0.12	0.17	0.0	0.0	0.09	0.15	0.0	0.0	0.0	0.25	0.0	0.79	0.0	0.11	0.0	0.13	0.27	0.37
Il22ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0
Irak2	6.07	2.61	2.65	3.38	1.99	2.11	0.96	1.03	0.95	0.99	41.44	1.38	0.3	1.73	1.77	15.34	0.0	37.04	3.02	3.42	2.53	2.11	7.59	5.4	4.4	2.11	0.96	1.54	1.64	5.33	2.53	0.95	1.95	13.83	13.11	14.81
Irf4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.77	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.24	0.19
Kdm6a	0.1	1.95	3.64	1.85	0.06	0.0	0.0	0.0	0.0	0.0	0.0	2.97	0.0	1.83	0.0	3.1	0.0	2.92	2.77	0.0	1.98	0.0	0.97	5.56	4.63	0.55	0.0	0.0	0.0	0.08	0.0	0.05	0.28	22.45	14.79	17.17
Kif1c	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.0	0.01	1.48	0.0	0.0	0.0	2.13	0.0	0.05	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.04	43.8	44.6	46.11
Lcp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19	1.83	2.12
Lipm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Lmbr1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.73	11.03	8.7
Maml2	0.0	0.0	0.0	34.72	0.02	0.05	0.0	0.15	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.14	0.0	47.98	22.88	0.05	0.08	0.0	0.0	0.61	2.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6	4.18	4.96
