	Chrna2_tdTpositive_cell_15	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_44	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_54	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_49	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_78	Sst_tdTpositive_cell_92	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Alkbh7	0.0	0.0	0.0	0.0	0.0	0.0	29.7	0.26	0.0	0.0	0.0	0.0	0.0	0.0	106.79	57.34	34.84	0.19	27.66	32.45	0.0	0.0	25.63	0.0	0.0	0.0	0.0	0.0	118.3	0.0	52.07	1.22	0.0	26.13	2.06	0.0	32.91	0.0	0.0	0.0	0.0	0.0	97.65	0.0	46.25	155.89	0.0	7.33	17.66	12.79	21.35	23.28	20.7
Ankar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.24	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	1.62	0.0	0.0	0.35	0.0	0.0	0.22	0.08	0.2	0.06	0.02
Ankrd33b	38.07	3.13	0.0	13.02	3.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.37	3.32	0.0	37.96	0.0	0.22	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09	6.62	0.0	0.0	0.0	0.0	17.77	28.9	0.0	1.35	0.36	5.39	0.0	43.38	0.0	0.0	0.0	2.22	17.45	22.54	13.55	37.47	37.62	33.48
Ankrd34a	44.83	18.62	0.0	0.0	0.0	0.31	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	5.39	0.0	0.0	0.0	0.0	0.09	0.0	0.0	1.02	9.62	0.0	0.0	13.42	0.0	0.0	0.23	0.0	0.91	0.0	16.82	19.35	0.51	0.13	0.0	10.44	0.0	103.24	0.0	0.72	7.44	1.62	3.93	5.6	5.78	57.01	57.85	56.25
Aoc2	2.33	1.28	2.64	1.39	2.83	0.0	1.3	3.37	5.59	3.0	4.25	22.5	6.71	3.89	5.98	4.16	2.03	8.6	18.61	2.2	5.98	1.63	3.31	1.93	4.13	2.47	6.83	37.58	2.17	1.36	3.92	2.39	2.72	1.44	5.64	0.84	7.04	2.45	4.36	4.93	0.9	5.9	105.16	2.82	10.01	3.92	2.66	2.85	3.42	4.31	6.34	6.29	6.25
Arc	0.0	0.0	0.0	0.0	11.14	0.0	0.0	0.06	0.0	0.0	13.47	0.0	0.0	0.09	2.47	2.98	0.26	0.0	0.18	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	28.07	0.0	0.0	26.11	66.84	0.11	0.11	0.0	0.0	40.69	0.0	0.0	4.33	0.0	64.36	70.31	71.89	381.43	274.86	137.85
Bcl2l10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08
Casz1	1.02	0.0	0.0	0.0	0.0	1.58	7.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.37	0.0	0.8	0.0	3.21	0.0	0.03	1.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	5.41	0.0	1.0	0.0	0.0	11.61	0.0	0.0	2.78	10.73	0.48	0.43	0.47	2.43	3.19	2.91
Ccdc126	62.77	43.98	0.0	0.0	11.55	26.86	0.0	70.11	0.0	0.0	8.4	0.0	0.0	0.0	54.93	0.0	0.0	72.28	0.0	0.0	0.0	31.62	0.0	0.0	119.87	43.39	0.0	0.0	38.32	0.0	44.37	0.0	13.43	21.41	0.0	0.0	13.86	0.0	74.31	0.0	0.07	0.0	132.01	0.0	46.42	0.48	48.47	7.65	23.13	13.82	12.59	11.25	11.02
Ccdc148	0.09	41.3	0.0	0.19	0.04	0.0	0.0	0.05	11.66	0.14	9.5	0.0	30.22	0.0	0.59	0.11	0.09	0.18	0.15	1.97	22.01	0.0	0.0	0.0	0.18	1.42	0.0	0.13	0.0	17.01	0.0	0.08	0.38	0.08	0.09	65.29	3.2	22.88	3.57	0.26	28.15	0.43	71.32	3.9	10.5	0.14	0.13	6.87	5.28	5.76	9.13	8.85	9.16
Ccl5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.41
Cdipt	0.0	13.41	238.13	196.67	10.54	38.19	0.0	12.21	46.81	5.63	87.34	24.92	0.0	79.08	0.0	187.21	188.9	51.12	90.26	171.36	45.61	0.0	36.14	45.49	10.15	39.55	0.0	0.0	143.69	48.21	150.91	80.77	5.26	61.55	3.32	128.14	66.06	25.13	69.93	67.15	32.42	146.59	213.94	38.92	98.93	30.19	51.51	56.58	85.67	96.56	152.84	166.97	161.42
Cdkn1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.74	0.0	17.68	0.21	37.28	39.96	7.18	0.0	0.0	14.37	0.0	15.86	0.11	0.0	0.94	8.49	38.77	6.64	0.0	27.0	0.0	5.68	20.25	19.38	4.51	28.01	59.12	0.0	143.11	0.0	0.0	0.14	0.0	20.03	42.92	34.5	21.96	18.99	20.75
Cecr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	9.63	0.0	0.0	0.0	0.0	0.03	0.15	1.04	1.8	1.62	1.71
Chdh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.14	0.0	0.0	0.0	0.0	0.0	0.42	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	11.96	0.0	0.0	0.0	16.27	0.0	0.03	0.0	0.0	0.0	0.88	0.99	2.76	2.32	2.15
Chrna10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.37	0.25
Chrnd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
Chtf18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.62	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.99	1.3	1.12
Cib1	22.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.82	0.0	0.0	0.0	0.0	0.0	71.7	0.0	0.0	0.0	0.0	0.38	3.03	0.44	19.59	20.52	20.1
Cntfr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.33	0.0	0.0	0.0	0.0	0.0	8.15	2.04	0.0	0.0	0.0	0.0	0.0	57.35	0.0	5.14	0.0	0.0	0.0	0.54	0.18	73.24	81.29	77.33
Cntnap5a	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	13.5	0.0	0.0	2.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.0	6.03	0.0	3.86	0.0	33.81	0.0	0.0	1.17	0.0	0.15	0.09	0.0	16.67	14.54	17.36
Cops7b	0.0	0.16	0.0	2.77	0.0	0.0	10.73	0.0	0.0	0.0	7.99	0.0	1.15	12.16	0.0	2.41	4.24	0.0	0.0	0.0	2.45	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.13	0.0	0.0	4.25	0.0	52.71	28.69	0.0	0.0	0.3	0.0	0.0	84.0	0.0	0.0	0.0	47.26	0.94	12.71	9.39	23.92	21.65	21.84
Cpa4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.38	0.0	0.0	0.0	0.0	2.48	4.04	0.0	0.26	0.36	0.4
Cttnbp2nl	2.56	0.07	3.35	2.94	0.0	0.0	25.07	1.89	0.0	0.0	3.8	0.0	0.0	0.0	0.0	0.0	0.1	0.0	8.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.03	0.0	97.25	1.88	0.0	0.0	0.0	1.83	1.34	3.41	17.78	17.7	16.84
Ctu1	0.0	0.0	0.0	1.12	0.0	0.16	15.63	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.97	0.0	0.0	0.0	0.0	0.0	30.14	0.0	0.0	0.0	0.0	0.24	0.0	0.85	6.55	8.4	7.34
D11Wsu47e	0.0	72.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.42	0.12	0.0	0.0	0.08	0.0	0.0	1.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76	0.0	0.0	0.0	0.0	2.93	0.0	83.22	0.0	4.91	0.0	0.0	0.27	0.0	2.07	10.91	9.64	10.24
Ddx51	0.11	0.0	0.0	0.26	0.02	0.0	0.15	2.74	0.26	0.0	0.09	0.0	0.09	0.0	0.08	0.0	0.0	0.03	0.06	0.0	0.0	0.04	0.0	0.1	0.0	5.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.37	0.02	9.24	0.28	0.21	0.0	25.19	2.27	0.0	0.05	0.0	0.91	0.77	1.78	10.72	11.35	11.76
E330009J07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	5.81	1.25	0.0	0.0	0.0	0.0	1.25	0.72	23.39	21.41	22.68
Edem1	0.0	37.83	4.21	0.92	0.0	21.55	2.78	40.42	0.0	1.21	49.1	0.0	0.0	0.0	0.0	0.0	0.01	0.0	36.95	0.0	35.49	0.0	0.0	27.34	0.0	0.0	0.0	0.0	36.29	38.33	22.79	0.0	0.46	32.28	0.0	0.0	0.17	0.0	0.0	0.0	17.71	0.0	92.75	2.7	0.0	29.02	31.43	8.81	6.51	5.33	11.02	10.96	11.22
Efna2	0.0	0.0	0.0	0.0	0.0	5.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.23	0.0	0.0	3.81	0.49	0.0	0.0	0.0	0.0	0.0	22.34	0.0	0.0	0.13	0.0	0.28	0.65	0.0	7.62	8.45	8.53
Egr1	0.0	0.0	40.42	3.11	0.0	0.0	0.0	0.06	24.34	0.0	0.27	102.44	0.0	0.09	5.52	1.88	1.8	0.65	13.69	55.92	38.31	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.18	53.25	4.01	0.14	64.94	30.78	29.61	58.55	3.92	0.17	257.69	0.0	1.06	96.14	19.54	136.69	143.93	168.7	374.95	320.45	189.48
Eif5b	15.66	11.95	4.75	20.75	14.1	0.56	60.93	10.16	22.0	0.71	4.02	0.0	8.92	5.47	17.44	5.24	13.6	10.7	7.87	5.05	3.47	5.77	0.66	31.5	12.89	2.65	21.63	3.66	29.4	37.76	5.31	1.07	10.03	11.15	13.98	43.37	21.98	53.17	31.05	0.0	2.16	24.16	88.0	10.79	8.75	1.3	43.81	26.58	20.71	23.97	22.9	21.14	24.07
Fam115e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.07
Fam122b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.64	0.0	0.0	0.0	0.0	0.17	1.0	1.11	4.93	4.94	4.97
Fam171a2	0.0	0.0	1.46	0.44	0.0	0.0	0.0	0.55	0.0	0.0	0.66	0.0	0.0	0.34	0.0	0.0	0.03	0.0	0.18	0.0	0.0	1.25	0.0	0.38	0.0	0.0	0.0	0.0	0.13	0.74	1.25	0.19	0.53	0.61	0.0	0.0	0.25	0.0	0.0	4.13	0.48	0.0	3.47	0.0	0.0	1.74	0.45	0.1	0.41	0.34	61.62	77.11	71.2
Fbln5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.06	2.87	2.15	2.95
Fkrp	0.0	0.0	4.91	0.73	0.0	54.8	0.0	0.0	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	7.79	0.0	0.0	0.0	0.0	19.02	0.0	8.77	0.0	0.0	0.29	0.0	0.0	0.0	0.0	14.4	0.0	0.0	13.32	0.0	34.72	0.0	0.0	0.0	4.15	7.65	6.01	6.56	48.84	57.36	51.14
Fmnl1	1.12	1.54	2.27	0.0	7.17	0.0	3.85	0.0	0.19	0.0	0.0	9.61	0.0	0.21	0.0	8.21	0.02	20.01	0.07	0.0	0.0	10.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.15	0.07	0.08	28.5	16.01	8.48	22.19	32.19	3.88	0.09	28.5	0.0	0.0	55.76	0.0	0.0	0.0	0.0	25.61	34.35	41.32	75.04	73.44	69.71
Fzd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81	2.45	0.0	0.0	15.8	0.0	48.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.62	7.5	7.75
Gabarapl1	471.85	261.47	283.6	243.56	234.51	182.49	194.16	153.54	244.27	58.49	244.26	17.44	233.67	45.93	481.48	145.12	242.01	153.37	274.22	258.74	294.16	144.95	352.4	345.93	557.96	116.22	312.9	123.8	146.8	319.45	227.74	336.19	206.02	283.25	490.63	420.62	99.72	370.17	711.18	72.07	289.63	16.88	560.06	288.33	188.44	112.99	491.03	194.66	230.12	215.41	698.4	732.98	696.03
Gadd45b	0.0	0.0	0.0	0.0	0.0	0.0	6.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.44	0.0	0.0	0.0	0.0	0.17	0.0	4.02	0.0	0.0	0.0	0.0	14.33	0.0	0.0	0.0	0.0	0.0	85.73	0.0	0.0	0.0	16.63	3.39	8.64	9.57	28.12	25.81	20.85
Gltscr2	48.79	33.29	0.0	0.45	0.0	0.52	0.0	0.0	21.96	0.0	2.43	0.0	1.85	12.15	0.0	76.56	0.03	3.74	5.22	0.0	6.5	0.0	28.25	0.19	0.0	0.0	9.53	100.52	2.16	1.77	0.0	5.53	0.0	0.0	0.0	11.52	13.01	3.1	39.69	0.0	6.61	15.09	172.17	77.16	63.02	0.0	23.45	6.24	11.91	14.51	82.99	90.06	86.93
Gm10584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.96	1.49
