	Gad2_tdTpositive_cell_43	Gad2_tdTpositive_cell_55	Nkx2.1_tdTpositive_cell_10	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_9	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_29	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_70	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_28	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Tac2_tdTpositive_cell_8	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
5830403M04Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.31	0.16
9330111N05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.13	0.07
9830166K06Rik	0.0	0.0	0.11	0.61	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	33.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.14	0.0	3.16	2.34	1.86	2.18
A330049N07Rik	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	2.65	0.0	0.0	0.16	0.0	0.0	7.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	2.67	2.33	3.13
A830009L08Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.81	0.0	0.0	2.1	2.64	3.71	2.76
AA960436	0.0	0.0	2.82	2.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.91	0.0	0.0	0.0	0.0	6.89	0.0	0.0	0.0	0.0	0.0	0.0	87.38	47.56	47.05	0.0	62.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.93	10.31	9.45	8.2
AY512931	0.8	1.7	3.07	2.57	0.25	0.37	0.0	1.28	2.8	2.2	1.34	0.38	0.71	1.36	1.48	0.76	0.37	0.28	1.28	0.64	0.0	1.05	0.22	0.88	0.63	1.55	0.0	1.3	5.27	2.31	1.96	2.76	0.8	1.76	0.0	4.19	2.02	4.27	3.04	0.47	1.73	4.04	4.34	3.82
Acsbg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.04	0.14	0.16
Aldh3a1	0.0	16.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	225.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.78	1.81	1.65	1.1
Aoc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.56	0.31
Aste1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.78	0.0	0.0	0.0	13.6	0.0	0.0	0.0	3.46	90.43	0.0	10.27	0.0	0.0	0.0	0.0	0.45	0.17	0.0	0.0	0.0	4.09	5.86	5.03	6.46
Atp2b3	0.0	0.38	4.94	7.16	0.41	6.05	0.0	0.42	1.08	0.38	5.93	0.0	12.79	0.0	7.97	0.59	0.0	23.99	0.0	4.74	0.91	0.7	1.24	0.09	15.59	25.26	0.0	6.01	52.18	2.63	3.91	4.98	0.1	3.52	23.65	0.24	0.0	16.88	22.49	0.07	2.84	71.78	71.4	77.52
BC057022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.95	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	9.67	11.32	9.23
Bank1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	1.36	1.17	1.41
Bglap-rs1	0.0	0.0	0.51	0.0	0.0	0.0	0.0	1.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	2.73	0.72	0.0	0.0	0.77	0.0	0.0	2.86	0.0	0.0	0.0	0.0	0.0	1.87	1.44	2.43
Car15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.27	22.31	0.0	0.0	0.0	0.0	18.77	0.0	4.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97	0.0	0.0	8.31	76.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22	0.0	0.3	7.47	7.11	7.98	8.01
Cbx6	2.19	0.98	5.56	2.51	14.99	4.96	0.05	7.37	1.26	2.18	4.36	0.0	3.01	6.11	0.0	0.12	6.08	0.88	0.0	0.0	1.75	1.28	15.29	0.18	0.0	3.34	3.89	8.22	21.34	2.45	29.99	4.36	17.55	18.44	12.96	0.84	0.35	4.45	7.1	0.53	6.7	221.26	219.29	227.16
Ccdc154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.04
Ccdc164	0.0	31.32	0.0	0.0	0.0	0.0	0.0	0.0	18.78	0.0	0.0	0.0	0.0	0.0	0.0	14.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.58	0.0	0.0	46.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.62	18.17	16.04	16.72
Ccl27b	0.0	9.27	2.51	1.67	0.0	0.92	0.0	6.15	8.29	0.0	0.0	0.0	0.0	1.08	0.0	4.51	0.0	0.0	0.0	24.17	0.0	0.0	3.31	2.97	0.0	0.76	0.0	0.0	11.61	2.62	1.92	0.0	4.77	8.43	2.09	8.14	1.21	0.0	9.34	0.21	71.98	30.63	28.29	22.96
Cd52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.34	3.15	5.39
Chrm3	0.0	0.0	2.64	3.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.17	0.0	0.0	0.0	29.45	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	2.95	41.39	40.9	39.7
Cmtm4	0.57	11.79	5.71	2.73	8.62	0.0	0.0	0.0	9.24	0.0	12.13	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.09	0.0	18.64	0.73	0.72	0.0	3.5	0.0	0.0	0.0	0.0	0.0	0.42	0.0	2.92	59.02	56.14	57.0
Cnot3	4.36	0.0	2.58	3.6	0.0	0.24	1.46	2.14	1.32	2.16	1.89	1.43	0.27	0.37	9.24	0.23	1.85	6.11	2.65	0.0	0.0	0.75	0.26	0.0	0.72	0.11	0.25	0.48	37.22	3.51	9.62	0.86	6.59	0.68	0.63	0.61	1.49	0.47	0.0	0.45	2.15	33.4	35.15	37.79
Csad	0.0	45.85	2.05	3.16	0.0	1.86	7.62	0.0	0.68	0.0	0.0	0.0	24.88	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	12.27	0.0	12.06	0.0	0.41	0.0	0.0	71.67	2.35	30.4	30.6	0.0	0.0	5.87	0.0	0.0	13.63	0.0	0.0	8.78	19.22	19.71	18.4
Csf2rb	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.11	0.11	0.0	0.12	0.0	0.01	0.0	0.14	0.0	0.08	0.08	0.13	0.07	0.0	0.08	0.43	0.07	0.55	0.3	0.19	0.0	0.16	0.12	0.0	0.0	0.04	0.14	0.0	0.73	0.78	0.7
Dhx37	0.67	1.19	0.99	1.52	1.1	0.76	0.26	1.99	1.5	1.48	0.95	0.49	2.46	1.06	0.56	2.04	1.62	2.88	0.66	1.49	1.14	0.66	2.16	0.97	2.31	1.92	1.22	1.02	39.06	0.86	9.22	0.85	1.38	0.06	10.29	2.71	0.94	10.07	1.45	2.89	1.11	10.77	10.37	10.38
Dnalc1	20.77	0.0	14.68	6.88	0.0	1.11	0.0	0.09	0.03	0.52	2.17	0.45	0.54	0.1	0.17	0.0	0.11	19.3	0.26	0.33	0.22	0.82	0.08	1.06	19.51	3.16	5.86	0.14	42.1	1.26	0.79	6.36	27.27	0.61	0.23	19.14	6.35	0.13	22.02	0.12	11.16	67.35	64.52	65.11
Dot1l	0.0	0.0	4.57	6.56	0.21	0.0	0.56	9.79	0.54	0.0	0.21	5.63	0.0	0.75	0.26	0.23	4.88	0.68	1.21	0.0	0.0	0.0	0.0	3.17	0.0	0.0	2.61	0.0	24.58	0.14	0.0	5.56	0.0	0.0	0.0	0.0	3.92	0.0	0.2	0.28	2.11	35.6	34.04	39.93
Dsel	0.0	0.69	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.26	0.0	0.0	0.0	11.13	0.0	0.0	17.17	0.0	0.0	32.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	9.06	9.89	8.46	9.83
Dspp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Dusp15	1.22	0.0	0.0	0.0	0.0	0.9	0.0	0.31	0.0	0.0	0.58	0.0	0.0	0.0	0.81	0.43	3.63	0.0	1.23	0.19	0.0	0.5	0.0	0.0	0.0	0.0	0.46	19.26	32.37	0.0	25.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69	21.46	25.05	20.83
Dyrk1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	31.4	31.23	33.79
F8	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.2	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.1	0.0	12.03	0.0	1.47	0.0	0.0	0.16	0.06	0.0	0.0	0.06	0.03	0.0	0.72	0.87	0.82	1.03
F9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.02	0.0	0.0	0.14	0.1	0.15
Fam151b	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.55	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19	8.52	8.88
Fam40b	0.0	0.0	0.22	0.24	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.61	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.94	0.07	28.65	0.0	0.08	0.07	0.68	0.0	0.0	2.12	25.1	0.0	5.27	29.59	29.35	28.23
Fancb	0.0	0.0	0.0	0.0	1.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	11.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.87	2.93	2.32	2.66
Fbln1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.42	5.33	4.65
Fgd5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.08	3.58	3.92
Flnb	13.09	23.7	0.41	0.24	5.86	1.07	0.0	2.13	7.87	0.06	0.44	8.07	0.0	6.66	3.78	0.65	0.0	1.91	5.78	0.26	0.0	0.09	0.0	0.0	0.12	16.01	10.51	1.09	15.13	0.23	21.45	0.05	1.14	3.94	7.34	0.0	12.54	0.74	11.72	1.13	1.85	31.47	27.21	33.32
Flt3l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01	4.41	4.42	5.52
Fut1	0.08	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.08	0.14	0.08
Fzd5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26	0.0	0.0	0.04	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	3.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	1.11	1.18
Gal3st3	3.9	2.95	2.18	1.28	12.0	4.31	0.71	2.69	2.64	2.48	3.38	2.47	10.95	1.33	2.18	0.95	1.76	7.68	1.34	2.48	1.48	1.42	5.46	2.85	3.39	2.82	4.1	0.79	51.73	4.31	2.81	3.33	2.56	9.01	2.8	3.22	2.73	1.25	1.77	2.45	5.78	43.95	47.28	43.78
Gm11201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9	0.0	2.65	0.0	0.0	0.12	0.0	0.0	0.0	0.0	3.07	0.0	0.1	0.66	1.13	0.79
Gm13306	0.0	9.27	2.51	1.67	0.0	0.92	0.0	6.15	8.29	0.0	0.0	0.0	0.0	1.08	0.0	4.51	0.0	0.0	0.0	24.17	0.0	0.0	3.31	2.97	0.0	0.76	0.0	0.0	11.61	2.62	1.92	0.0	4.77	8.43	2.09	8.14	1.21	0.0	9.34	0.21	71.98	30.63	28.29	22.96
Gm15441	1.25	0.0	0.23	0.5	1.31	0.57	0.0	0.29	0.93	1.03	0.29	1.32	0.48	0.32	0.0	0.0	0.67	0.79	0.45	0.86	0.25	0.19	0.0	0.56	0.28	0.76	0.86	0.17	2.13	0.24	0.41	0.56	1.55	0.77	1.21	0.78	0.57	0.21	1.4	1.44	1.11	5.49	3.75	4.63
Gm15663	0.4	2.5	1.54	1.21	0.77	0.65	0.07	0.59	1.5	1.94	0.57	1.29	0.25	0.17	0.32	0.41	0.93	0.81	2.46	1.31	0.43	1.55	1.62	0.51	1.48	2.19	1.78	17.82	28.66	0.64	0.93	0.57	1.37	1.72	0.71	1.04	1.07	0.73	1.34	1.38	0.52	8.46	8.44	9.06
Gm239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	1.98	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.15	0.2
Gm2506	0.0	9.27	2.51	1.67	0.0	0.92	0.0	6.15	8.29	0.0	0.0	0.0	0.0	1.08	0.0	4.51	0.0	0.0	0.0	24.17	0.0	0.0	3.31	2.97	0.0	0.76	0.0	0.0	11.61	2.62	1.92	0.0	4.77	8.43	2.09	8.14	1.21	0.0	9.34	0.21	71.98	30.63	28.29	22.96
Gm6548	0.0	0.0	0.15	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.36	0.0	14.85	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.1	0.0	0.35	3.06	2.61	3.78
Greb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	10.88	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.57	0.51	0.67
Gsdmc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.09	0.0
Hist1h1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.59	0.0	0.0	0.0	0.0	0.0	7.54	0.0	0.0	0.0	0.0	0.0	2.94	23.08	30.2	28.03
Iffo1	28.62	9.72	2.96	5.76	39.2	0.74	0.0	15.68	5.98	0.81	0.0	2.05	0.0	1.15	2.68	16.45	1.26	3.44	0.0	0.21	38.66	2.3	36.98	52.08	28.19	5.84	2.52	19.01	120.79	0.29	2.77	0.0	0.46	21.77	0.0	1.14	0.68	0.0	3.29	0.11	4.65	49.34	54.98	48.1
Igfbp5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	67.7	69.54	70.69
