	Ctgf_tdTpositive_cell_3	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_7	Ctgf_tdTpositive_cell_9	Ctgf_tdTpositive_cell_10	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_15	Ndnf_tdTpositive_cell_3	Ndnf_tdTpositive_cell_5	Ndnf_tdTpositive_cell_6	Ndnf_tdTpositive_cell_10	Ndnf_tdTpositive_cell_11	Ndnf_tdTpositive_cell_20	Ndnf_tdTnegative_cell_11	Ntsr1_tdTnegative_cell_18	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_32	Rbp4_tdTpositive_cell_70	Rbp4_tdTpositive_cell_74	Rbp4_tdTpositive_cell_95	Rbp4_tdTpositive_cell_134	Rbp4_tdTpositive_cell_149	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_175	Rbp4_tdTpositive_cell_178	Rbp4_tdTpositive_cell_180	Rbp4_tdTpositive_cell_182	Rbp4_tdTpositive_cell_185	Rbp4_tdTnegative_cell_1	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_15	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_22	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_19	Rorb_tdTpositive_cell_54	Scnn1a.Tg2_tdTpositive_cell_20	Scnn1a.Tg3_tdTpositive_cell_100	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_6	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_10	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_15	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_23	Scnn1a.Tg3_tdTnegative_cell_24	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
9230105E05Rik	0.0	0.0	0.0	2.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47	0.0	0.0	0.0	0.31	0.54	0.0	0.19	0.09	0.12	2.53	2.94	0.53	0.0	0.15	0.0	0.3	0.14	0.0	0.0	0.0	0.28	0.24	0.0	0.58	0.0	0.78	0.21	0.0	0.0	0.0	0.48	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78	0.0	0.16	0.08	0.04	0.18
9330111N05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.13	0.07
9330182O14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.17	0.0	0.29	0.0	3.18	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.6	0.0	0.03	0.0	0.39	0.13	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.09	0.07
A630055G03Rik	34.93	2.07	54.22	18.75	20.67	12.43	84.51	147.23	40.39	39.3	15.87	47.15	8.04	14.62	2.06	49.13	32.18	15.66	15.22	25.14	30.17	17.26	66.82	14.97	57.9	175.09	41.44	37.08	28.65	20.46	16.35	15.42	106.46	206.38	12.35	16.56	34.08	15.99	56.22	25.48	18.91	40.61	35.54	78.89	30.08	42.69	88.17	17.07	8.41	38.1	103.45	10.07	139.75	23.92	38.71	22.27	26.47	32.03	3.98	27.94	2.56	1.84	3.51
A730011L01Rik	1.51	0.8	7.6	4.61	0.12	3.13	1.92	5.57	9.6	1.51	1.95	2.9	8.81	6.32	0.0	1.81	3.87	5.41	7.67	1.45	2.96	4.01	10.85	2.81	5.53	371.74	9.29	5.0	13.91	4.91	5.88	8.2	5.31	3.22	2.94	35.62	5.53	3.31	4.48	8.11	0.79	5.31	16.54	6.7	8.82	9.11	7.62	1.33	1.83	3.51	2.89	3.48	8.61	8.19	6.49	80.22	5.09	3.02	4.55	3.92	18.35	17.54	19.37
AI414108	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	32.58	2.69	27.78	7.85	0.0	6.76	370.62	67.42	7.3	3.63	0.07	0.05	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.14	0.13	0.11	0.0	0.0	0.24	0.04	3.96	52.87	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	19.26	36.11	32.14	36.3
Acaa2	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	52.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.31	26.95	27.76	27.06
Angel2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	699.18	309.88	0.0	0.0	0.14	0.0	512.28	0.0	275.09	0.0	0.0	0.14	33.96	103.1	34.34	106.76	0.07	65.55	290.09	75.63	30.64	65.37	62.72	0.0	375.76	85.04	347.26	0.0	120.84	353.82	0.15	31.63	221.84	0.27	0.19	0.0	111.32	212.19	343.57	70.19	0.0	0.0	0.0	0.0	0.0	0.0	146.26	0.0	110.71	0.0	0.0	0.0	52.55	48.72	49.16	43.55
Ankrd33b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	32.44	70.31	30.14	65.08	61.79	28.9	391.35	81.34	63.7	15.76	49.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.71	0.0	21.26	362.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.55	37.47	37.62	33.48
Apon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.06	0.06
Aqp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.18	0.33	0.0	0.0	0.0	0.39	0.0	0.31	0.0	0.0	0.3	0.0	0.0	1.04	0.91	0.0	0.08	0.0	0.0	0.0	0.0	1.03	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.21	0.0
Arid1a	0.0	0.0	0.0	0.0	74.92	36.88	14.22	9.03	17.48	92.24	100.47	60.91	0.0	0.0	108.73	0.04	0.22	0.08	78.62	32.69	10.73	15.98	6.99	4.45	14.24	67.46	5.9	19.58	23.93	0.69	0.03	346.9	96.79	0.05	0.0	0.0	165.49	0.05	188.16	19.5	0.02	0.0	0.0	4.27	72.05	71.0	30.68	0.0	36.26	0.0	6.3	166.16	261.22	0.0	0.0	0.0	0.0	0.0	0.0	16.16	46.53	44.83	50.74
Aspg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	2.2	2.82	2.65
Atp6v0d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.02	0.0	1.5	0.0	0.08	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.85	0.08	0.0	0.0	0.07	0.0	0.12	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.04
B4galnt4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.34	0.3	0.0	0.82	0.0	10.77	228.22	79.57	13.67	72.63	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.38	0.0	26.41	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.02	59.99	69.88	63.3
B930092H01Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	1.77	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0
BC030870	5.52	3.28	0.27	0.0	0.0	0.32	1.24	0.0	0.64	1.67	1.05	6.07	0.0	2.27	0.0	0.0	0.0	0.47	0.55	0.26	1.08	0.75	0.88	0.13	0.67	15.39	1.18	4.01	5.28	1.34	0.16	0.98	2.09	1.01	0.85	0.0	0.46	0.46	0.18	2.73	1.98	1.2	0.08	0.35	1.21	1.9	2.08	1.01	0.0	0.66	0.35	1.0	0.0	0.42	1.95	3.65	0.43	0.0	1.86	0.68	0.33	0.07	0.5
BC094916	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.34	0.0	0.0	4.84	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.34	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bsn	0.0	0.04	0.0	0.0	0.0	0.03	0.03	0.01	0.0	0.04	0.01	0.03	0.06	0.04	0.0	0.05	0.0	0.0	0.02	16.2	24.55	16.19	8.63	8.77	18.84	3.18	16.36	8.43	33.08	1.27	0.04	0.0	0.13	0.0	0.22	0.02	0.08	0.16	0.13	0.08	0.39	0.04	0.21	39.64	0.23	154.96	24.58	0.0	0.0	0.08	0.12	0.0	0.15	0.0	0.1	0.0	0.04	0.19	0.0	16.94	89.93	87.69	106.31
Cacna1h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.22	0.73	0.05	0.0	3.69	101.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	26.06	28.88	30.37
Camk4	1.02	1.57	0.97	3.14	0.84	1.63	3.74	1.99	1.74	0.62	0.55	0.68	0.44	1.79	0.0	1.55	1.57	3.03	0.99	27.86	50.09	44.55	26.17	20.71	28.92	127.16	71.29	31.1	35.67	33.55	1.47	4.05	3.4	1.65	2.96	0.48	3.06	0.67	1.18	4.39	1.44	4.47	5.04	33.98	1.89	62.75	44.62	1.33	1.22	2.26	0.93	0.43	2.39	0.72	0.37	0.45	1.01	1.59	1.63	48.68	69.62	59.4	72.95
Ccdc40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16	269.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02	1.11	0.91
Ccdc69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75	0.49	0.46	0.36
Ccl27b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.34	0.26	54.72	30.68	0.23	21.3	2.83	40.26	110.35	0.49	118.2	93.01	75.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.8	0.11	49.16	14.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.98	30.63	28.29	22.96
Ccr4	0.22	0.0	6.41	0.99	0.71	0.14	1.66	0.0	0.34	0.0	0.17	0.32	2.49	0.0	0.0	0.8	2.48	0.0	0.4	1.02	0.17	1.59	2.8	0.6	1.68	6.74	1.26	1.69	1.25	2.49	0.17	0.94	1.99	0.91	0.0	0.66	4.42	0.15	0.5	0.24	0.0	1.69	0.34	1.35	0.33	1.18	4.31	0.79	0.27	0.19	0.59	0.0	0.0	0.0	1.28	0.0	0.0	0.29	0.0	0.61	0.03	0.05	0.07
Ceacam20	0.71	0.0	2.04	3.32	0.16	1.56	1.14	3.99	3.36	2.2	0.58	2.26	3.31	0.0	0.0	0.56	0.66	3.91	0.65	2.52	3.23	2.63	1.08	1.38	1.36	7.76	3.21	4.31	1.29	1.34	0.63	0.92	0.3	0.0	0.41	0.0	3.26	0.16	5.75	3.56	1.2	0.69	0.04	1.68	2.54	2.97	3.32	0.42	1.08	0.71	0.0	0.19	1.67	3.46	0.21	0.25	0.66	2.05	0.46	0.9	0.08	0.03	0.23
Cep63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.78	0.0	66.63	5.51	0.0	6.82	3.93	0.72	13.64	288.12	63.25	48.0	0.0	16.82	0.0	0.0	0.0	99.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	333.63	0.0	8.63	20.51	20.14	22.9
Cir1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.43	0.0	55.38	0.0	0.0	0.27	0.0	0.0	0.64	0.0	13.28	28.03	33.24	23.55	38.63	7.96	54.64	0.9	0.82	78.32	4.28	61.22	5.17	0.7	0.67	0.0	0.0	105.69	0.0	0.26	0.0	0.0	1.7	0.0	0.0	5.51	0.0	0.37	0.18	23.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.25	0.0	23.77	32.5	27.05	29.73
Cpe	0.0	0.16	355.23	0.0	340.47	0.0	0.0	0.0	16.63	0.0	0.0	28.73	3.24	0.0	0.0	0.36	0.0	1.63	1.57	872.42	994.5	433.3	760.57	481.81	871.79	645.71	1103.15	734.9	860.77	1159.59	0.68	0.98	0.0	0.0	0.58	0.36	0.93	366.89	1.01	0.32	0.09	0.0	0.0	460.06	1772.7	504.36	632.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1093.73	2585.49	2745.14	2616.63
Cst3	7638.96	1945.56	4473.14	5806.98	2650.56	66199.78	54799.87	54350.96	61505.62	6934.81	3052.58	4429.39	3808.5	3372.91	7444.93	2520.86	32676.97	64380.72	4.59	324.43	680.56	365.19	326.75	418.13	471.62	0.0	755.62	545.54	603.87	477.3	22.35	59768.12	79037.77	54056.74	72522.19	9.88	67515.86	331.74	70378.51	61656.06	72390.07	30854.58	61052.51	545.92	35150.87	129.71	145.91	80478.24	68326.69	3.74	95318.24	426.54	42183.43	24.72	75159.39	4.22	84616.84	0.0	72517.08	348.24	1961.51	2186.93	2204.12
Cts8-ps	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.09	0.24	0.22	0.18	0.2	0.41	0.0	4.31	0.14	0.17	0.12	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.11	0.1	0.18	0.53	0.0	0.0	0.27	0.0	0.0	0.4	0.0	0.0	0.0	0.08	0.0	0.0	0.08	0.11	0.03	0.07
Cxcl17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.11	0.0	0.0	6.13	373.58	0.0	0.0	1.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	0.13	0.0
Daf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.52	0.0
