	Calb2_tdTpositive_cell_11	Chrna2_tdTpositive_cell_5	Chrna2_tdTpositive_cell_11	Chrna2_tdTpositive_cell_65	Gad2_tdTpositive_cell_58	Gad2_tdTpositive_cell_71	Nkx2.1_tdTpositive_cell_5	Nkx2.1_tdTpositive_cell_16	Pvalb_tdTpositive_cell_10	Pvalb_tdTpositive_cell_11	Pvalb_tdTpositive_cell_15	Pvalb_tdTpositive_cell_19	Pvalb_tdTpositive_cell_36	Pvalb_tdTpositive_cell_38	Pvalb_tdTpositive_cell_50	Pvalb_tdTpositive_cell_53	Pvalb_tdTpositive_cell_54	Pvalb_tdTpositive_cell_59	Pvalb_tdTpositive_cell_62	PvalbD.Slc32a1_tdTpositive_cell_10	PvalbD.Slc32a1_tdTpositive_cell_11	PvalbD.Slc32a1_tdTpositive_cell_12	PvalbD.Slc32a1_tdTpositive_cell_14	PvalbD.Slc32a1_tdTpositive_cell_22	PvalbD.Slc32a1_tdTpositive_cell_24	PvalbD.Slc32a1_tdTpositive_cell_25	PvalbD.Slc32a1_tdTpositive_cell_36	PvalbD.Slc32a1_tdTpositive_cell_42	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_100	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
CK137956	0.05	0.26	0.21	0.19	0.0	0.2	0.0	0.13	0.35	0.0	0.44	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.36	0.39	0.0	0.0	0.24	0.06	0.13	1.55	1.78	1.98	2.23
Cbfb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.2	0.0	21.89	10.92	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	0.0	0.05	0.0	6.55	0.0	0.54	1.18	20.18	19.15	19.24
Ccdc12	200.35	0.0	11.17	0.0	0.0	0.0	0.0	92.38	207.71	85.49	0.0	41.85	0.0	0.0	145.69	167.2	12.49	0.0	0.0	0.0	0.0	0.0	1.83	0.0	0.0	45.95	129.6	3.02	53.38	0.0	111.87	111.2	50.16	50.76	49.98
Cd300a	5.08	12.14	4.72	16.01	6.43	7.94	12.91	1.46	25.64	7.42	10.01	6.57	4.83	7.28	9.61	8.35	10.19	7.86	9.65	5.26	5.88	6.72	16.08	5.17	8.01	6.29	9.37	7.09	17.77	7.21	7.94	8.5	4.35	3.5	4.67
Chd1	3.4	3.35	21.41	1.23	2.37	1.1	0.0	0.0	14.99	2.05	3.14	2.28	0.15	14.47	3.05	1.84	1.06	0.0	3.1	0.2	26.73	0.91	5.16	3.16	0.04	0.22	1.7	0.13	9.39	0.5	3.27	4.2	9.42	9.07	9.54
Chrm4	0.0	1.66	0.5	2.29	0.25	0.0	0.0	0.0	2.73	0.0	2.1	0.83	0.0	1.26	0.26	0.0	0.22	0.11	1.46	0.0	3.33	0.0	0.0	0.11	0.0	1.02	20.99	0.12	3.83	0.0	0.87	1.62	45.22	46.97	34.33
Chrna7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.4	0.0	106.74	0.0	0.0	0.0	6.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	18.39	17.95	19.57
Cpne3	0.09	0.61	0.29	0.32	0.51	0.26	3.98	0.0	39.08	0.14	15.52	0.56	66.02	0.48	1.5	2.3	15.58	0.12	0.15	0.0	0.13	0.97	0.35	0.37	0.35	0.07	3.9	0.19	0.66	0.02	2.09	2.19	7.82	7.78	8.94
Crygn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.54	0.62	0.34	1.46	0.35
Csnk2a2	33.52	0.0	0.0	0.05	0.39	0.23	0.37	0.0	31.37	5.57	0.46	5.29	0.0	0.0	0.06	4.95	0.07	0.25	0.0	0.17	0.0	0.0	0.0	0.31	0.47	0.0	0.63	0.0	13.05	0.0	4.72	2.77	19.92	21.69	20.2
Ctif	0.16	20.39	0.06	0.0	0.0	0.06	0.23	0.0	36.39	3.11	8.68	7.03	79.33	20.36	0.08	24.51	0.17	3.28	0.05	0.0	0.0	19.25	0.08	0.3	0.14	0.07	0.53	0.27	4.38	0.0	3.04	3.86	34.21	33.23	35.9
Dag1	2.39	0.0	0.0	0.0	0.0	0.0	0.0	1.5	30.78	0.0	0.0	0.0	0.0	0.0	0.11	1.77	0.0	0.0	0.07	0.0	0.0	0.0	23.09	0.0	0.0	0.0	0.0	0.0	0.0	0.03	2.41	0.85	56.05	55.2	57.68
Dcp1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.49	47.83	0.0	0.0	14.47	0.0	0.0	0.0	1.88	0.0	8.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.26	0.0	0.0	1.64	0.0	5.3	4.45	10.32	11.72	11.29
Dennd4c	0.13	9.27	0.16	23.82	0.0	10.04	0.0	0.0	37.7	0.2	23.4	7.17	2.8	1.09	0.04	6.33	0.04	2.88	0.6	6.84	0.0	0.0	0.37	0.05	5.07	23.97	0.07	0.0	2.93	2.1	1.96	2.37	9.12	8.66	10.1
Dlgap4	84.69	34.98	1.33	29.02	0.0	4.86	0.62	0.0	97.92	0.0	0.0	10.27	35.19	7.2	6.77	6.24	69.21	85.49	0.51	1.31	6.25	0.0	0.0	0.0	7.27	5.96	61.45	0.0	40.24	65.86	17.59	17.58	141.07	142.88	143.51
Dlx6	0.0	0.0	0.0	0.0	0.0	8.93	0.0	0.0	16.73	0.0	0.0	0.0	13.48	0.0	26.43	0.0	0.0	0.0	0.0	0.0	0.0	2.56	1.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.92	11.52	14.09
Dlx6as2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.07	0.08
Dna2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.5	1.08	1.38	1.66	1.25
Dock7	3.05	2.26	0.0	1.28	1.97	0.68	0.0	0.0	15.59	0.12	1.36	1.68	0.77	0.0	0.19	6.13	0.0	0.74	0.09	0.09	1.58	0.0	0.0	0.0	0.1	0.5	7.52	1.13	4.94	0.09	6.31	3.95	19.14	18.02	19.98
Dtx3l	0.73	0.6	0.62	0.91	0.96	0.4	0.2	0.23	3.69	0.0	2.45	0.54	1.11	1.01	0.86	0.92	1.13	0.35	0.43	0.16	0.3	0.61	0.94	0.74	0.91	0.81	50.4	0.4	2.29	0.29	0.61	1.17	2.36	2.15	2.58
E130304F04Rik	3.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.58	3.59	0.0	0.0	0.0	0.0	0.06	0.0	0.07	0.23	0.08	22.8	0.08	0.0	0.09	4.59	73.82	0.0	0.0	0.0	1.94	1.65	4.76	12.66	14.75	15.69	14.41
E130317F20Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.17	0.1	2.78	3.3	3.13
E330034G19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.41	0.23	1.27	0.94	0.97
Ecel1	0.0	0.0	0.0	0.0	0.0	5.87	0.0	0.0	3.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.49	15.92	16.13
Eea1	47.64	0.0	0.0	0.0	0.0	1.11	35.62	27.76	48.49	0.0	41.43	0.0	0.0	37.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.99	4.27	0.0	39.82	0.0	22.77	15.69	11.86	12.82	8.86	10.22	18.65	14.88	19.17
Erc1	0.99	1.57	0.62	2.51	2.94	2.2	1.07	0.0	32.62	0.73	1.24	1.33	0.98	0.41	3.83	1.08	2.32	2.9	0.98	0.26	0.66	0.58	2.26	0.72	3.16	17.97	0.79	2.22	5.72	16.41	6.12	4.87	22.95	20.68	22.78
F8a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.04	0.0	0.0	0.0	0.0	40.04	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.93	0.0	0.83	0.0	1.32	2.22	15.63	17.23	15.89
Fam170b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.06	0.12
Fam194a	0.0	0.0	0.0	0.0	0.0	32.44	0.0	0.0	27.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61	0.0	0.41	0.63	2.35	1.53	2.23
Fam199x	28.72	0.0	4.14	0.09	1.0	0.0	29.41	0.89	22.04	0.78	0.0	1.09	1.08	29.18	5.36	0.0	0.0	0.0	15.46	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.04	0.0	3.13	0.03	2.23	0.94	5.28	4.65	4.91
Fblim1	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51	1.07	1.24
Fbrsl1	0.0	0.2	8.23	0.0	0.0	19.28	0.0	0.0	17.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.07	0.16	0.0	2.46	0.1	0.94	0.36	31.38	34.29	34.11
Fbxo6	112.86	6.48	0.0	0.0	4.21	0.0	0.0	0.0	119.47	56.49	0.0	43.66	0.0	52.23	0.0	65.14	0.0	17.99	0.0	45.15	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	7.95	0.0	31.33	45.79	24.52	27.24	24.35
Fbxo7	0.0	0.0	0.0	0.0	12.83	0.0	0.0	0.0	106.59	0.0	84.49	0.0	115.35	0.0	0.0	0.0	0.0	0.0	24.17	0.0	0.18	1.95	0.0	0.16	88.37	86.28	0.0	0.0	33.68	0.0	9.43	21.93	27.69	29.75	30.81
Fdxr	0.0	0.0	48.39	0.0	0.0	0.0	0.0	0.0	70.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62	0.75	12.4	12.67	11.92
Flywch1	53.73	3.68	2.37	12.67	32.91	9.31	1.74	0.35	86.46	9.86	3.09	35.2	1.19	36.12	0.48	1.4	1.94	1.12	0.98	0.13	0.14	0.53	0.43	1.05	2.6	0.14	0.83	0.0	3.1	0.35	2.14	5.08	187.51	205.15	199.13
Fnd3c2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gak	1.13	0.17	2.04	49.65	0.0	32.04	0.97	1.91	104.02	0.92	51.75	19.12	0.0	11.47	0.16	0.07	0.34	0.35	30.37	0.14	0.56	0.22	66.69	6.82	27.36	35.74	2.85	1.58	12.08	0.0	8.37	14.87	65.57	67.73	67.97
Gcm2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gcnt3	0.14	0.0	0.0	0.0	0.16	0.04	0.0	0.07	31.09	0.0	0.0	0.0	0.14	0.08	0.22	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.08	0.03	0.0	0.17	0.0	0.14	0.0	0.0	0.0	0.0
Gemin5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.31	0.0	0.16	0.0	0.0	15.47	0.0	0.0	0.0	0.0	0.0	7.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13	0.0	0.58	3.1	10.98	10.99	11.65
Gin1	73.91	0.0	18.1	29.37	0.0	135.27	0.0	0.0	99.38	0.41	83.64	0.0	63.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.42	18.94	0.0	17.57	30.48	0.0	48.64	0.0	23.38	0.06	17.0	15.56	7.29	6.73	7.02
Gm11961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.13	0.0	0.0	0.0	0.2	0.22
Gm14204	4.1	9.66	81.33	8.02	8.46	62.02	4.96	2.15	361.61	14.51	7.12	90.81	3.69	167.12	140.73	19.89	7.63	141.7	121.16	85.33	210.03	32.55	198.31	4.79	33.92	7.05	8.23	6.97	9.54	1.25	2.78	3.0	13.65	11.94	14.0
Gm15348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.1	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.06
