	Gad2_tdTpositive_cell_47	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_49	Pvalb_tdTpositive_cell_66	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_70	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_72	PvalbD.Slc32a1_tdTpositive_cell_17	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_28	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
A4gnt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.13	0.07
AI317395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	1.05	1.42
Abcb9	0.0	0.0	0.0	0.0	0.0	1.51	0.17	0.78	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.26	0.0	38.34	41.71	43.95
Acsf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	11.92	12.41	12.76
Adam23	17.26	13.63	53.11	35.15	55.51	46.47	27.96	82.41	6.98	5.13	24.9	25.71	6.3	21.72	16.38	30.89	4.64	31.31	45.61	40.39	16.52	27.46	31.89	15.69	24.46	1.83	17.59	21.93	35.93	39.86	71.1	68.34	75.94
Ankrd24	0.0	0.0	0.0	0.31	0.45	1.52	0.0	0.0	1.05	6.43	0.0	7.05	0.0	1.52	2.99	0.85	0.16	0.0	28.58	0.0	0.84	2.78	0.71	0.0	5.09	2.11	0.0	0.0	6.88	1.01	20.72	22.76	23.74
Ap4m1	0.18	0.0	0.0	0.0	0.98	0.0	9.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0	21.53	0.0	0.0	0.0	11.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.66	13.97	13.41
Atp7b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.27	0.0	1.63	0.0	0.0	0.0	2.68	0.0	0.0	0.0	0.0	0.94	1.15	1.12	1.18
B3gnt8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	1.15	1.1
Bace2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13	3.15	2.8
Cacna1b	0.0	0.0	0.0	2.82	0.0	0.0	0.0	6.52	23.15	0.0	0.0	0.0	0.0	0.0	1.23	0.0	0.34	0.27	3.44	0.94	0.11	0.0	0.49	0.0	2.25	0.0	0.08	0.0	0.0	0.0	49.92	43.71	54.19
Cacna1c	0.0	0.0	0.28	4.65	4.58	1.88	0.0	0.39	0.18	0.0	0.05	0.0	0.09	0.0	0.19	0.0	0.51	0.0	0.0	0.0	0.0	0.14	0.37	0.0	0.05	0.0	0.0	2.03	0.0	0.0	26.61	24.77	28.8
Calhm1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Casp7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66	3.29	3.43
Ccdc122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	2.29	2.99
Cckar	0.04	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.17	0.03	0.19
Cdon	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13	0.0	0.0	0.0	0.0	0.0	0.0	0.12	10.77	0.0	0.0	0.0	6.17	5.86	5.96
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Chchd8	0.0	0.0	0.0	0.0	0.0	49.84	83.55	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	128.01	0.0	0.0	60.42	93.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.16	5.06	5.67
Chn2	33.75	0.0	35.51	0.0	0.0	0.0	19.07	52.41	50.05	0.0	0.0	0.0	0.0	0.28	7.35	0.0	26.34	0.0	102.56	0.52	15.17	0.0	0.16	0.0	18.02	27.19	0.0	117.46	2.22	0.0	43.45	42.76	39.78
Cks1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.47	0.0	0.0	4.57	3.05	2.78
Ctf1	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	5.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42	1.86	2.03
Cxcr6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.43
Cyp4f18	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	10.56	0.0	0.0	0.0	0.45	0.0	7.73	4.07	0.0	0.0	2.98	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88	1.27	0.35	0.28	0.24
D6Mm5e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Dach1	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	17.46	4.02	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.09	0.0	8.21	8.54	7.44
Dnajb5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41	0.0	0.0	1.4	0.0	0.0	55.43	0.0	0.0	0.26	0.0	6.22	9.42	0.0	1.78	5.87	0.0	0.0	5.96	30.02	0.0	0.2	2.23	140.11	132.47	105.89
Dyrk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
E030018B13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Enam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0
Eng	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.16	0.0	0.0	0.0	14.68	16.85	15.0
Fam132b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.73	0.76
Fnbp1	3.77	0.0	3.57	0.0	0.38	6.43	4.3	22.24	1.78	0.0	23.47	0.0	13.84	18.03	25.57	0.36	0.34	0.0	37.34	13.02	21.73	25.46	17.08	0.0	19.49	40.43	33.36	0.0	0.0	14.43	74.96	74.31	85.84
Glrx5	21.48	30.17	19.78	47.37	0.0	5.69	27.27	0.0	0.0	55.78	60.58	0.0	0.0	16.31	0.0	6.49	0.0	0.0	81.1	0.0	19.95	2.29	7.62	0.0	0.0	0.0	6.56	18.97	10.65	16.34	73.03	85.53	70.1
Glud1	0.0	6.76	0.3	23.07	41.74	15.78	46.41	0.62	72.34	0.0	0.0	6.83	0.0	68.38	62.94	47.32	26.04	0.0	51.7	67.56	0.0	34.6	0.0	3.14	0.0	6.63	24.84	36.16	0.0	108.12	180.31	196.86	186.58
Gm13157	0.0	0.08	0.0	2.18	0.0	23.96	0.01	0.0	0.0	0.0	0.84	0.0	3.2	0.0	0.73	0.0	1.32	0.0	70.2	0.31	0.0	0.0	0.16	0.0	0.0	0.0	52.75	0.0	0.33	0.0	2.87	1.58	2.37
Gm13939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.08
Gm14057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.24	0.0	10.78	5.1	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	1.93	1.12
Gm4814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.28	0.9
Grap2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.29	0.3
Grlf1	2.32	16.46	2.49	13.54	21.19	15.42	0.65	18.98	23.92	1.78	4.13	26.0	0.67	30.68	5.37	6.24	16.54	14.95	5.88	26.11	3.45	0.48	27.36	8.38	3.32	12.57	19.77	3.52	1.11	9.28	71.07	67.29	71.92
Gtf2h3	0.26	1.03	35.16	0.43	1.87	34.08	4.07	3.66	58.24	3.42	0.86	5.7	0.0	55.02	34.61	2.17	0.0	3.82	33.99	45.08	0.0	3.07	0.0	4.52	0.0	7.4	24.93	2.92	0.85	51.7	11.71	11.49	11.95
H2-Aa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	3.64	2.63
Hcn4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	1.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.34	3.79	2.97
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hist2h3c2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.32	7.92	5.65
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hps1	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0	3.06	0.0	9.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.86	13.87	13.5
Ifitm7	0.17	0.0	0.18	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	1.06	1.23	0.0	0.0	1.41	0.27	4.36	0.78	0.63	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.33	1.18	1.06	0.8
Iqsec2	0.0	0.52	0.0	1.16	0.16	0.0	0.0	0.25	0.0	0.12	0.0	0.11	0.14	0.0	0.0	0.0	0.9	0.0	0.68	1.85	0.0	0.0	0.08	0.63	4.48	7.55	0.0	0.31	0.0	0.0	87.13	87.02	96.39
Jph1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.28	0.0	14.53	14.58	14.41
Kdm4b	4.98	0.0	0.0	0.0	0.0	0.0	28.16	0.14	0.0	27.52	0.0	0.0	0.0	0.0	15.28	0.0	0.13	0.0	7.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	19.59	0.49	0.0	38.78	40.14	41.07
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Kif1b	104.48	91.91	118.66	112.1	80.94	106.3	82.0	177.95	77.42	70.66	105.34	55.09	116.48	123.83	65.01	44.36	87.54	76.0	81.92	89.65	56.97	79.59	57.19	81.29	66.4	65.55	107.11	108.75	107.34	160.94	262.88	252.67	272.69
Kl	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.16	0.0	0.0	0.06	0.08	0.0	0.22	0.09	1.14	0.05	0.0	0.0	0.0	0.08	0.15	0.0	0.09	0.0	0.09	0.12	2.87	2.67	2.39
Krtap5-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.53	1.14
Krtcap3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.38	2.97	4.87
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Ldhb	6819.53	10118.08	10894.4	7735.26	8583.06	8808.99	8223.21	10165.1	9166.61	7814.88	9602.81	7343.35	7167.6	11261.44	7829.53	8285.69	6969.49	7112.99	9074.03	13571.31	7093.74	12546.17	9755.78	8904.1	8390.99	7659.83	11010.48	7724.63	10182.84	11746.38	737.58	774.98	752.92
Leprel1	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.78	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.21	2.41	2.91
Leprel4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.74	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	11.07	13.58	11.92
Lrrk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89	2.05	1.86
Matn4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.22	9.31	10.79
Mdga1	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.12	0.06	0.0	0.2	0.0	0.17	0.09	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.12	0.02	10.01	11.08	11.17
Me2	0.0	0.0	47.61	1.17	0.0	0.0	0.9	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.17	0.0	0.0	0.0	9.05	3.4	0.0	0.0	4.8	0.68	0.0	0.0	0.22	0.0	0.0	18.34	25.96	23.83	23.18
Med12l	0.0	0.0	1.33	0.11	0.0	0.49	14.12	0.0	0.0	1.22	0.0	0.0	0.77	0.64	0.0	0.0	0.0	0.33	11.13	12.81	0.0	0.0	0.17	0.0	0.04	0.0	2.35	0.73	0.35	0.38	16.99	14.98	16.68
Mir423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.71	0.0	0.0	0.0	8.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	1.27	0.0
Mtap1a	26.65	27.87	80.19	49.88	25.01	51.52	21.79	39.82	3.77	41.49	25.02	41.66	27.62	48.68	72.33	43.89	37.87	52.18	62.74	58.63	20.98	26.33	41.34	32.65	36.44	21.3	42.28	51.77	53.55	59.79	314.16	309.4	342.35
Mtus1	0.0	0.0	0.0	0.0	0.0	22.92	0.0	8.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.5	24.85	24.14
Murc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02	0.96	1.0
Myh15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.47	0.51
Naalad2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	4.79	0.0	0.0	0.0	0.0	4.78	0.0	1.02	0.0	0.0	0.0	6.8	1.25	1.14	1.02
Ndel1	51.04	1.06	40.74	0.0	9.57	10.75	0.7	51.48	25.19	15.18	4.47	0.0	8.21	49.95	1.03	0.0	7.15	27.51	9.7	9.43	0.0	40.19	13.48	0.0	43.56	37.92	20.13	4.39	54.6	44.39	92.33	93.85	89.91
Nid2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99	2.01	2.41
Nlrp4f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.45	0.43
Olfr1419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Pak7	0.0	0.0	0.0	4.74	0.0	12.1	11.93	13.61	0.0	0.5	0.0	0.0	0.0	0.0	0.08	3.39	0.12	0.6	12.5	11.42	0.0	2.54	0.0	0.09	2.89	0.19	1.12	3.51	0.0	1.94	36.48	35.78	35.56
Palmd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	8.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.35	16.22	15.99
Parp4	0.14	0.0	0.07	0.09	0.0	0.0	0.09	0.0	0.0	0.0	0.15	0.0	0.18	0.18	0.11	0.08	0.28	0.07	5.97	0.09	0.12	0.13	0.15	0.0	0.0	0.0	0.08	0.0	0.04	0.07	2.9	3.18	3.35
Pde3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	1.25	1.62
Pgcp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.53	0.38	0.24	15.76	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.34	0.0	0.0	0.0	13.0	13.71	12.29
