	Ctgf_tdTpositive_cell_15	Ctgf_tdTpositive_cell_17	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_15	Htr3a_tdTpositive_cell_101	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_113	Nos1_tdTpositive_cell_37	Nos1_tdTpositive_cell_42	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_49	Nos1_tdTpositive_cell_65	Ntsr1_tdTnegative_cell_18	Ntsr1_tdTnegative_cell_28	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_77	Rbp4_tdTpositive_cell_99	Rbp4_tdTpositive_cell_153	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_169	Rbp4_tdTpositive_cell_171	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_54	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_24	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Acad10	0.0	11.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.36	0.0	2.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.86	0.0	0.0	0.0	0.0	0.0	0.71	1.67	1.62	2.44	3.02	2.41
Acp2	2.0	186.51	0.4	216.24	408.16	177.6	63.58	111.07	35.04	3.18	72.75	60.23	13.7	94.22	3.49	2.16	75.4	8.93	6.28	0.73	12.3	80.54	49.26	0.64	3.48	0.11	97.42	84.24	678.04	5.93	141.05	2.0	17.16	27.14	8.66	0.0	255.1	327.09	17.58	92.01	64.06	52.57	43.08	50.53	50.49	50.85
Adm	14.97	121.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.25	1.8	2.86	2.74	1.92
Apeh	103.21	92.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.38	0.0	0.0	0.0	0.0	0.0	23.62	0.0	0.0	4.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.78	0.0	3.13	1.59	1.6	16.0	17.53	15.79
Arg2	0.0	134.72	0.0	0.0	0.0	0.0	7.05	0.0	133.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0	0.0	0.0	2.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.89	18.27	9.4	4.55	5.7	5.89
Atcay	67.65	147.15	0.0	0.0	0.0	0.0	30.58	102.4	114.44	0.1	21.48	70.53	45.89	39.13	0.0	0.0	0.24	95.57	14.57	65.02	36.0	32.14	63.38	0.19	0.09	0.0	0.0	0.0	0.2	0.0	0.05	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.66	57.52	56.07	152.84	156.79	151.1
BC004004	0.43	130.16	0.0	253.08	0.0	0.0	0.36	99.71	19.5	5.8	0.0	0.0	6.08	64.05	0.65	0.0	0.16	5.8	92.76	38.8	30.86	62.62	46.23	426.45	0.0	0.0	0.0	0.64	546.2	0.0	239.74	0.15	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.98	39.14	36.82	40.38	42.17	41.25
BC005537	7.95	107.5	0.0	61.86	0.0	0.0	55.84	105.49	58.4	3.02	87.17	0.0	0.0	33.93	2.41	0.0	0.09	23.02	0.0	24.1	26.63	44.83	68.88	0.0	0.13	0.0	0.0	0.25	8.41	0.0	0.0	0.0	0.0	0.0	102.31	0.0	0.0	0.0	0.0	0.0	20.38	22.56	19.22	152.76	160.06	152.41
Cacna2d1	18.3	47.56	0.0	0.0	0.0	0.0	16.41	39.56	3.65	73.72	42.1	2.33	17.48	14.69	0.0	0.09	1.02	7.57	21.81	0.58	34.12	13.63	4.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.9	31.42	31.18	99.54	89.77	97.68
Ccdc106	0.0	114.6	0.0	0.0	0.0	0.0	76.11	0.48	23.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.86	0.0	0.0	5.34	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	8.31	8.21	31.72	37.52	30.04
Ccl27b	0.0	0.59	0.0	0.0	0.0	0.0	0.0	14.78	166.07	0.0	4.12	24.48	22.24	0.0	0.0	0.34	0.0	16.83	0.0	70.46	40.26	286.28	8.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.27	76.52	71.98	30.63	28.29	22.96
Celf5	12.1	52.07	0.0	0.0	0.18	0.11	42.6	41.76	65.79	0.35	46.06	47.33	11.96	17.32	0.0	0.31	0.72	36.96	29.34	37.64	24.53	6.51	9.79	0.45	1.46	0.0	0.0	1.04	0.15	0.0	0.07	0.0	0.32	0.0	0.0	0.23	0.0	0.14	0.0	0.0	60.86	52.96	57.82	163.01	160.05	172.09
Cnksr3	7.49	31.03	0.0	0.0	0.0	0.0	30.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41	3.48	4.81	4.79	4.49	4.68
Cnnm3	39.48	44.91	0.77	65.24	0.75	22.11	0.53	0.6	9.18	16.91	0.77	0.56	0.94	0.15	0.43	0.83	0.59	0.48	0.74	0.2	6.04	0.21	0.15	0.38	354.87	0.22	0.36	0.77	0.35	1.56	0.26	2.26	2.91	0.3	0.17	0.31	0.43	0.2	0.0	0.88	4.16	3.95	1.58	16.26	16.32	16.88
Crabp2	0.0	79.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.98	6.59	4.42
Cst3	261.4	672.11	66199.78	54799.87	54350.96	61505.62	132.85	963.28	459.74	471.31	281.9	368.45	227.54	812.08	32676.97	64380.72	659.78	151.47	310.92	775.91	471.62	253.19	611.95	59768.12	79037.77	54056.74	72522.19	67515.86	70378.51	61656.06	72390.07	61052.51	35150.87	80478.24	68326.69	95318.24	42183.43	75159.39	84616.84	72517.08	353.49	361.27	348.24	1961.51	2186.93	2204.12
Cyp2b19	0.0	6.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.03	0.11
Cyp39a1	0.0	64.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95	0.0	0.79	1.81	1.92	1.9
D15Ertd621e	0.0	45.65	0.0	347.37	0.0	125.71	41.71	14.76	24.86	0.0	24.98	0.0	38.43	0.0	0.0	0.0	2.64	0.0	0.09	0.0	2.6	1.73	1.79	137.69	0.0	48.43	0.0	0.79	0.12	0.0	216.32	0.0	0.0	0.76	0.13	0.9	0.2	0.0	0.0	0.0	4.72	3.63	4.58	38.99	36.81	36.75
Dbndd1	0.0	115.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59	0.0	0.0	0.0	0.0	0.0	53.1	3.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19	2.29	4.43	21.96	21.94	24.5
Dgat1	7.66	78.02	0.0	0.0	0.0	109.5	22.11	0.0	0.0	0.44	28.72	34.29	3.64	2.52	0.0	0.0	0.0	0.0	0.0	2.31	17.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.13	3.37	8.81	21.45	24.76	22.93
Dlg5	0.38	71.44	0.0	0.0	0.0	0.0	12.16	12.7	23.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.32	0.0	0.0	0.0	0.26	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	1.53	0.57	14.3	13.9	15.68
Dmbx1	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.0	0.57	0.0	0.0	0.07	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.18	0.03
Dopey2	0.81	0.0	0.0	0.0	0.0	64.19	0.82	11.18	0.0	7.74	0.25	0.0	0.1	39.76	0.0	0.0	2.1	0.0	0.0	0.28	2.64	5.43	8.27	0.0	0.0	0.0	42.35	0.0	0.0	0.0	2.25	1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.45	5.18	3.61	39.74	37.78	40.38
Dpagt1	0.0	105.3	0.0	0.0	0.0	0.0	0.0	80.73	0.0	3.26	0.0	0.0	31.29	85.08	0.0	0.0	0.0	0.0	0.0	0.0	19.89	2.48	24.64	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	735.99	0.0	0.0	0.0	0.0	0.0	0.0	13.12	9.66	10.67	15.32	16.01	14.31
Dppa5a	0.0	43.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0
Drd5	0.0	43.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.95	0.0	7.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	1.96	1.11	2.43	3.22	3.85
E2f5	0.0	69.31	0.0	0.0	0.0	0.0	0.58	75.34	38.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.72	0.0	0.0	7.04	2.17	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.77	4.98	6.03	12.39	13.28	11.86
Eln	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.27	5.82	7.74	6.25
Epha10	0.0	75.01	0.0	0.0	0.0	0.0	36.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13	0.0	0.0	0.0	2.62	0.45	15.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.79	6.11	4.9	28.54	28.94	31.14
Fam177a	2.43	22.5	6.05	0.81	0.31	86.64	16.19	35.52	14.33	12.77	21.4	8.15	1.48	51.95	0.64	138.63	1.21	20.01	0.08	43.35	16.78	14.31	0.81	0.76	7.99	0.28	1.16	7.53	0.4	2.34	17.42	1.36	1.38	1.52	0.0	0.87	0.26	6.42	0.48	2.02	13.41	14.19	19.02	17.56	16.4	17.92
Fam63b	0.0	25.46	0.0	0.0	0.0	0.0	26.74	4.98	0.0	5.39	45.71	0.05	24.41	13.23	0.0	102.39	0.22	0.05	21.71	2.27	2.73	41.78	15.2	0.19	135.6	0.0	0.0	0.08	0.0	0.16	0.12	0.53	0.47	0.97	0.09	28.04	0.0	0.0	0.0	0.14	8.8	6.38	6.38	33.04	30.27	31.41
Fbrs	0.29	44.73	0.0	0.0	0.0	0.0	26.13	0.0	0.0	3.05	18.66	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	6.34	6.45	0.0	0.0	0.17	0.0	0.07	0.0	4.56	0.0	0.0	0.29	0.0	0.0	0.0	0.0	316.82	39.67	0.0	0.0	0.0	1.13	1.69	0.53	35.66	34.04	33.97
Fbxl22	0.0	51.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.47	0.56	0.71	0.0	0.24	0.5	0.3
Flna	0.45	35.32	0.0	0.0	0.0	0.0	0.24	30.85	0.19	0.14	4.06	0.23	0.0	27.9	0.0	0.0	0.85	0.55	0.0	7.41	4.01	22.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.07	0.04	0.0	0.0	0.0	0.0	0.0	146.76	106.78	4.05	2.44	4.14	33.14	31.66	35.64
Foxb1	0.0	0.22	0.15	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Fsd2	0.0	5.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.09	0.07
Fzd1	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	4.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.62	7.5	7.75
Gclc	0.0	113.02	0.0	14.98	0.0	0.0	0.0	2.8	0.0	2.13	9.99	0.0	28.37	0.0	0.0	0.0	73.92	31.93	67.19	7.66	28.98	1.56	1.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.05	0.0	0.0	0.0	0.0	0.0	11.32	0.0	7.02	8.6	11.41	48.12	46.3	44.89
Gdpd2	0.0	213.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.75	5.95	6.87
Glipr1l2	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Gm13238	0.0	2.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31	1.18	2.85
Gm13306	0.0	0.59	0.0	0.0	0.0	0.0	0.0	14.78	166.07	0.0	4.12	24.48	22.24	0.0	0.0	0.34	0.0	16.83	0.0	70.46	40.26	286.28	8.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.27	76.52	71.98	30.63	28.29	22.96
Gm14085	0.0	3.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.37	0.0	0.04	0.03
Gm14164	3.41	25.51	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.63	0.21	0.0	0.0	0.0	0.0	1.09	0.0	0.18	0.29	1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84	1.68	2.11
Gm2002	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.0	0.1	1.5	8.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27	4.28	1.89	1.73	1.86	1.4
Gm2506	0.0	0.59	0.0	0.0	0.0	0.0	0.0	14.78	166.07	0.0	4.12	24.48	22.24	0.0	0.0	0.34	0.0	16.83	0.0	70.46	40.26	286.28	8.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.27	76.52	71.98	30.63	28.29	22.96
Gm5779	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.4	0.27	0.32	0.0
Gm6525	1.24	91.97	0.0	0.0	0.0	0.0	69.9	0.0	0.64	0.76	0.0	0.0	0.0	0.21	0.0	0.0	0.44	1.55	0.0	0.0	0.51	0.0	0.0	0.0	5.84	1.5	0.0	0.0	0.69	2.6	0.0	0.0	0.0	0.0	0.0	2.02	0.0	0.0	0.0	4.91	1.18	3.39	4.09	0.67	0.38	1.23
Gmnn	0.0	299.11	0.0	0.0	0.0	0.0	2.15	0.0	0.0	0.0	0.0	108.0	0.0	75.5	0.0	0.0	0.0	0.0	0.0	0.0	28.65	0.0	0.45	0.0	0.34	0.0	0.0	0.0	504.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.99	13.56	9.98	6.32	6.83	6.41
Gnb4	0.0	81.17	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.67	0.25	0.52	0.0	0.0	0.12	4.66	0.34	0.15	0.0	0.19	0.14	0.0	0.26	0.36	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.2	0.0	0.43	4.17	3.63	6.44	33.1	34.22	31.21
Gpaa1	0.0	129.68	0.0	0.0	0.0	0.0	25.46	0.8	65.38	14.68	48.28	8.46	0.18	1.04	0.0	0.0	40.71	0.0	0.0	82.87	40.1	54.41	0.0	0.0	10.32	0.0	0.0	0.0	0.0	0.0	145.85	0.0	0.09	0.0	0.0	0.0	0.0	0.3	0.0	0.0	5.61	12.26	24.57	33.74	38.71	36.61
Gpr176	0.0	56.25	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.11	26.69	0.0	0.0	0.04	0.0	0.0	16.23	0.0	0.0	0.08	5.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	1.85	8.75	8.71	8.84
Grin1	2.16	64.02	0.0	0.0	0.0	0.0	20.65	8.87	22.78	24.72	45.08	11.33	7.15	0.83	0.0	0.0	9.67	9.87	2.23	13.03	25.24	2.32	27.2	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.86	7.57	9.85	389.58	403.6	404.44
