	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_77	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_83	Ndnf_tdTpositive_cell_19	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Camk2n2	15.86	45.37	0.0	4.68	18.26	0.99	0.0	59.75	0.0	24.25	63.94	12.1	19.16	6.03	9.64	9.42	1.98	7.12	4.59	6.98	16.9	3.28	19.88	10.36	7.68	0.0	28.85	17.77	0.0	5.69	20.99	0.0	2.9	4.97	0.91	31.75	56.34	14.59	3.18	1.92	15.31	16.04	0.0	0.0	0.48	0.56	102.8	123.63	121.54
Car9	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.09	0.0	0.0	0.15	0.0	0.0	0.0	0.25	0.0	0.0	0.09	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.46	1.05	0.87
Ccdc162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	1.64	0.76	0.54	0.56
Cd3eap	85.22	30.35	0.52	7.79	44.03	36.25	4.47	179.95	31.03	2.81	3.72	0.83	15.5	1.44	38.77	14.12	1.41	7.5	63.17	19.33	31.66	50.05	3.49	2.28	16.69	0.3	0.51	1.15	0.89	33.51	1.12	0.64	9.44	13.98	5.56	46.39	16.51	93.68	53.06	10.2	0.63	14.86	1.88	48.19	18.24	29.87	19.41	22.14	18.26
Ch25h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.58	0.0	0.0	0.23	0.0	0.37	0.63	0.84
Chrne	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.19
Cldn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	1.75	1.98
Clrn1	1.49	0.0	0.0	0.16	0.0	0.0	0.0	164.58	0.17	0.16	0.0	0.0	2.12	0.17	1.12	0.38	0.75	4.24	1.01	0.0	0.15	0.0	0.0	0.94	0.13	0.0	0.97	0.85	1.25	0.29	0.0	0.0	2.37	0.0	0.0	0.0	1.88	0.7	0.13	0.0	0.0	0.0	1.34	0.52	0.55	0.37	1.61	1.2	1.24
Cnnm2	0.0	0.0	0.0	0.0	0.0	21.49	0.0	67.86	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	12.84	1.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.96	0.0	0.0	12.42	0.0	0.0	0.0	0.0	3.6	2.5	1.87	25.24	27.57	26.02
Ctss	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13	5.24	83.69	84.73	75.64
D030047H15Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	1.11	0.0	0.0	0.0	0.0	0.0	2.51	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.73	0.0	0.0	0.12	0.41	13.26	12.29	12.24
D930020B18Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.93	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.16	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.09	0.0	0.0	0.14	0.0	0.0	0.05	0.0	0.0	0.0	0.61	0.37	0.19
Dbnl	99.65	56.96	4.59	29.42	2.43	0.0	50.78	314.68	0.0	3.23	121.71	112.9	2.82	14.25	0.51	45.39	58.31	32.76	126.8	38.21	0.0	31.37	9.89	86.27	0.27	0.0	0.0	0.0	36.23	58.71	55.65	0.0	10.25	28.3	0.49	47.77	0.75	0.91	15.81	9.43	22.81	40.65	56.46	68.86	23.88	21.88	58.85	63.6	67.0
Dgcr6	52.21	0.0	0.0	48.4	0.0	0.67	0.0	66.64	0.0	0.0	68.66	0.0	40.11	0.9	15.49	15.37	38.74	40.48	45.64	13.04	26.88	0.24	10.5	31.79	0.0	0.0	23.74	0.0	0.0	0.0	24.15	4.82	54.9	0.23	31.06	0.0	5.96	0.0	25.33	0.0	0.0	1.14	32.64	19.83	1.94	12.98	58.72	63.7	59.46
Dyrk2	0.32	0.0	0.0	0.0	0.0	0.0	0.0	83.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	1.26	5.72	30.83	29.09	26.61
E330013P04Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.75	0.0	0.0	0.0	0.0	0.0	9.34	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.07	0.0	0.0	19.09	3.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.41	0.1
Erf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.16	0.51	0.3	38.32	41.49	35.94
Fam20c	32.55	35.97	0.0	1.86	0.0	0.0	0.0	70.92	0.0	0.0	0.0	1.23	37.88	0.0	0.0	0.0	0.0	0.13	26.09	0.0	0.0	0.0	0.0	12.33	38.62	0.39	0.0	0.0	0.0	0.0	0.1	0.08	8.1	0.0	2.35	0.0	0.1	0.0	28.97	0.0	0.0	0.31	0.0	0.0	0.2	0.92	29.59	30.66	29.16
Fam98b	10.4	20.33	31.79	18.76	2.79	32.27	0.0	82.61	29.36	20.01	42.95	14.37	12.11	6.69	11.78	16.15	6.13	19.34	8.03	7.79	0.0	11.75	9.11	0.0	10.31	0.0	0.0	4.37	18.41	9.95	10.41	23.04	14.19	11.98	0.0	3.07	17.51	26.98	1.8	13.86	26.1	1.01	15.58	19.32	30.94	13.76	56.65	56.11	54.04
Fbxw9	0.0	0.0	0.0	0.0	0.0	0.23	0.54	147.51	0.0	7.17	16.43	43.64	93.9	0.0	0.0	0.0	63.04	0.0	30.47	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	38.09	5.35	0.0	10.65	0.0	45.82	13.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	10.48	19.69	18.74	19.87	19.32
Fiz1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.04	0.0	3.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	9.33	29.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.24	3.08	14.93	18.1	16.77
Fscn1	1.54	0.0	0.0	0.0	8.36	0.93	0.0	19.44	0.64	0.0	16.31	1.65	0.0	10.37	2.17	0.0	5.07	0.0	0.23	3.91	3.64	1.97	5.39	3.54	8.33	0.0	0.16	0.83	1.64	8.92	1.77	0.0	25.45	0.0	0.09	0.0	0.0	0.0	4.15	1.27	0.0	0.0	3.55	6.56	7.72	7.3	187.25	206.18	214.83
Garnl3	0.0	22.92	52.84	29.93	0.0	4.0	19.13	116.03	25.48	68.96	73.69	0.0	23.84	14.59	14.96	2.01	32.25	31.2	29.1	27.54	45.23	24.5	9.2	38.7	0.25	4.29	17.25	6.7	39.86	0.0	25.56	35.62	12.79	30.66	25.29	54.68	106.31	93.38	35.81	0.0	8.51	61.97	30.73	131.41	145.51	162.75	60.81	61.78	62.21
Gm13238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31	1.18	2.85
Gm14827	0.0	0.0	0.0	43.6	0.39	0.0	0.61	60.66	4.34	17.7	0.13	0.91	0.0	0.88	0.64	13.34	0.71	1.08	0.0	9.27	0.0	0.09	0.42	0.39	1.24	0.0	0.0	4.13	0.09	0.0	0.0	1.76	27.33	15.54	0.0	0.0	5.54	3.11	11.21	0.0	0.63	0.45	7.66	0.57	2.07	3.7	7.46	6.88	6.96
Gm5878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02
Gpr107	18.54	0.0	36.62	0.81	0.0	0.0	7.48	144.9	0.29	0.0	44.12	0.46	23.7	8.79	0.06	7.37	0.0	0.0	28.17	18.65	0.0	1.41	0.0	0.12	0.0	0.0	0.0	0.0	27.43	75.06	13.8	33.65	11.99	1.09	28.14	0.0	0.0	0.81	0.1	0.0	0.0	0.0	11.17	9.15	11.93	6.85	30.55	31.1	30.62
Hbegf	35.56	0.0	0.0	0.0	0.0	0.0	0.0	125.99	0.0	22.65	0.0	45.65	32.93	6.84	4.28	0.0	30.73	12.83	0.64	0.0	0.0	0.0	0.0	20.06	0.0	15.9	7.57	12.21	0.0	5.2	13.35	3.96	0.0	0.0	29.77	0.0	0.0	0.0	60.04	0.0	0.17	0.0	19.06	0.0	0.0	0.0	12.83	10.59	11.78
Hist1h2be	0.0	0.0	0.0	0.0	0.0	0.0	0.0	236.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.18	4.19	4.4	2.16	2.9	2.39
Hist1h2bq	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.21	0.08	0.0	0.0	0.0	0.08	0.05	0.0	0.15	0.0	0.0	0.07	0.0	0.04	0.33	0.0	0.11	0.0	0.0	0.0	0.07	0.0	0.0	0.41	0.06	0.19	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.53	0.38	0.28	0.38
Hist1h2br	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.21	0.08	0.0	0.0	0.0	0.08	0.05	0.0	0.15	0.0	0.0	0.07	0.0	0.04	0.33	0.0	0.11	0.0	0.0	0.0	0.07	0.0	0.0	0.41	0.06	0.19	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.53	0.38	0.28	0.38
Hsd17b1	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	5.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.79	0.31
Iqsec2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14	0.0	0.0	0.0	0.0	1.62	0.0	0.0	0.0	0.0	0.0	6.02	0.0	0.14	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.22	3.07	0.0	0.8	2.56	0.7	0.04	0.02	0.11	0.2	0.21	0.0	0.0	0.44	0.0	4.25	0.85	2.44	87.13	87.02	96.39
Katnal2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.14	0.0	0.0	0.0	0.0	0.0	1.88	0.0	0.0	0.0	0.0	22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.66	0.0	0.0	0.1	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.96	0.0	0.7	5.79	3.79	4.98	5.32	4.97
Kcnk9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.09	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.25	0.0	46.91	40.93	50.68
Klhdc7a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.16	6.23	7.11
Klhl34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.57	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.95	44.86	59.06
Laptm4a	65.01	41.46	41.53	27.13	0.27	0.0	0.0	157.79	4.68	2.47	36.25	23.92	30.87	125.92	6.47	6.39	30.47	80.77	1.43	25.13	64.73	34.83	0.0	22.22	14.6	19.24	30.46	57.79	42.67	1.29	52.01	17.26	38.41	25.18	0.0	42.9	20.66	0.0	36.14	48.95	0.0	0.44	95.24	51.12	38.07	40.7	193.36	200.91	180.4
Mapk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3	4.32	0.0	0.0	1.0	0.02	4.31	0.0	0.0	0.77	2.44	0.0	2.29	0.0	2.45	0.0	1.39	0.23	0.0	1.39	1.02	0.94	1.59	0.71	0.64	26.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	3.94	1.54	3.81	39.26	38.73	38.99
Mark4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.06	0.0	0.0	0.0	0.0	0.0	2.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	61.37	67.18	65.64
Med12	0.0	3.61	0.0	0.0	0.0	0.0	0.0	26.07	0.0	0.0	0.0	0.39	0.57	0.01	0.0	0.0	0.0	0.99	0.07	0.13	0.0	0.0	0.03	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.73	0.0	0.53	0.0	0.07	7.36	0.0	0.3	0.0	0.05	4.58	1.37	0.84	0.81	14.52	14.3	16.48
Mgat4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.94	0.0	0.0	0.17	0.0	3.79	0.0	0.2	2.18	0.0	0.0	0.0	0.0	3.18	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.29	53.59	58.57	53.64
Mmd2	0.0	0.0	0.0	4.11	0.0	0.0	0.46	61.33	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.13	24.3	0.14	28.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.13	0.07	0.0	37.01	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.36	143.64	108.08	133.63	140.82	142.12
Nfe2l1	3.8	3.78	8.19	21.42	2.28	9.31	22.12	65.65	5.97	5.14	2.79	3.29	35.02	16.05	6.45	13.23	24.45	77.42	25.29	20.6	5.16	2.41	27.47	5.05	36.32	14.0	21.38	39.47	18.04	26.01	7.4	5.19	11.2	15.98	9.76	3.21	6.01	3.5	8.16	12.76	42.07	5.78	38.05	31.41	17.92	20.29	227.17	223.7	221.14
Npy	173305.25	40775.82	1.6	115124.65	12448.57	6792.77	14635.6	77711.12	45335.24	13383.72	63494.68	132042.44	149629.49	120987.76	122165.94	132052.33	122154.33	126501.28	117863.77	130527.91	173863.58	126989.03	166048.87	115420.41	191162.16	154857.31	134158.33	153405.37	147732.76	141010.39	110523.31	151963.58	985.16	145032.54	180453.32	38762.64	128781.07	23340.13	137945.15	48908.54	35571.91	65503.76	120620.2	0.0	0.6	0.7	214.21	196.57	200.76
Olfr771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.1	0.0
Ostm1	0.17	0.0	0.0	0.0	71.22	0.0	13.42	430.36	9.94	0.0	0.26	32.6	42.86	72.84	0.0	29.8	22.58	33.31	19.62	56.23	23.01	30.26	4.6	79.23	0.07	0.0	25.8	0.0	83.73	22.15	36.35	4.67	38.78	1.43	0.15	0.76	37.03	0.0	89.67	162.21	9.35	21.92	93.63	49.67	29.49	19.0	50.93	52.99	50.1
Oxgr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.12	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.24	0.15	0.24
Pcgf2	0.0	5.62	0.0	0.0	0.0	0.0	0.0	44.35	0.0	0.0	0.0	0.0	1.25	0.0	13.09	0.0	0.0	1.56	3.41	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	1.54	0.0	0.0	0.0	3.59	5.31	1.46	0.0	0.0	0.0	0.23	1.23	4.33	0.0	10.26	0.08	0.74	2.17	4.45	25.16	26.18	25.53
Pdcd7	0.0	0.0	0.0	24.09	0.0	0.0	0.0	85.34	0.0	0.96	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	33.7	0.0	56.41	0.0	0.0	0.0	0.0	0.0	0.0	30.84	0.71	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.51	0.07	6.79	9.75	5.25	22.38	23.06	22.47
