	Calb2_tdTpositive_cell_2	Calb2_tdTpositive_cell_15	Calb2_tdTpositive_cell_22	Chat_tdTpositive_cell_2	Chrna2_tdTpositive_cell_61	Gad2_tdTpositive_cell_1	Gad2_tdTpositive_cell_2	Gad2_tdTpositive_cell_6	Gad2_tdTpositive_cell_7	Gad2_tdTpositive_cell_22	Gad2_tdTpositive_cell_46	Gad2_tdTpositive_cell_70	Gad2_tdTpositive_cell_73	Htr3a_tdTpositive_cell_13	Htr3a_tdTpositive_cell_20	Htr3a_tdTpositive_cell_25	Htr3a_tdTpositive_cell_36	Htr3a_tdTpositive_cell_39	Htr3a_tdTpositive_cell_40	Htr3a_tdTpositive_cell_49	Htr3a_tdTpositive_cell_73	Htr3a_tdTpositive_cell_74	Htr3a_tdTpositive_cell_103	Htr3a_tdTpositive_cell_115	Htr3a_tdTpositive_cell_119	Vip_tdTpositive_cell_3	Vip_tdTpositive_cell_11	Vip_tdTpositive_cell_15	Vip_tdTpositive_cell_17	Vip_tdTpositive_cell_23	Vip_tdTpositive_cell_70	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4930528F23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
5330437I02Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.28	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	1.52	1.57	1.44
9430060I03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.5	0.33	0.54
AA474331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	6.39	8.25	10.46
AI115009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	3.59	2.88	3.65
AW495222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.41	13.95	23.18	7.64	6.64	6.52
Acat3	0.0	0.0	1.39	0.0	0.64	0.0	3.84	0.0	0.5	0.0	0.0	0.27	0.0	0.0	2.95	0.0	0.0	0.0	0.0	3.23	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.57	0.0	7.08	8.2	4.66
Adap2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.37	5.17	6.05
Adc	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	8.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67	4.35	0.18	32.41	36.09	33.73
Adm2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0
Ahr	0.16	0.06	0.32	0.12	0.07	0.0	0.0	0.0	7.93	0.0	0.0	0.88	0.07	0.07	0.1	0.0	0.12	0.0	0.17	0.0	0.06	0.43	0.0	0.13	0.34	0.01	0.0	0.3	0.0	0.07	0.25	0.0	0.43	0.82	7.35	6.28	6.43
Ano1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.54	0.0	0.0	0.0	0.0	1.96	2.63	2.26
Aven	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.45	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.0	1.97	2.32	9.74	10.05	9.97
B130034C11Rik	0.0	0.0	0.0	0.0	21.61	0.0	0.0	0.0	26.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.97	0.0	0.0	0.0	0.0	0.0	18.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	1.5	4.54	1.56	1.88	2.5
BC037032	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	5.07	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.46	0.67
Birc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.61	0.0	1.81	1.77	2.39
Btn2a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19	1.06	1.33
C4bp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.25	0.0
C920006O11Rik	0.76	0.0	0.0	0.0	0.13	0.0	0.0	0.0	48.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.4	0.0	2.52	3.64	6.85	4.36	4.82	3.42
Camk1d	0.0	0.03	0.0	0.0	0.05	0.0	5.81	0.0	8.12	24.76	0.07	0.21	0.05	0.0	0.0	0.08	1.85	0.0	0.0	0.06	0.12	0.06	3.39	1.53	3.23	3.36	0.0	0.0	0.0	4.99	0.0	19.12	13.9	15.76	73.79	63.25	73.79
Capn5	0.0	0.0	0.0	0.0	0.22	0.0	0.08	0.0	15.25	0.0	0.0	6.02	0.0	0.08	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.84	2.71	1.72	34.6	32.35	35.1
Ccdc160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	2.17	0.91	2.3	3.12	2.87	3.02
Ccnf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.75	12.41	4.47	3.85	4.01	4.27
Cds1	0.11	0.1	0.0	0.0	0.09	0.0	93.34	21.34	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.79	0.0	0.0	0.08	36.05	62.29	0.16	0.0	0.0	0.0	0.0	0.0	17.93	19.9	19.72	80.33	82.7	80.85
Cela1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	3.73	4.29	3.48
Chtf8	0.0	0.0	0.15	0.0	0.32	0.0	0.26	0.0	0.67	0.0	0.0	41.39	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53	0.0	0.0	0.0	0.0	0.0	0.0	0.41	2.34	0.24	58.89	61.05	55.88
Cilp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	1.15	1.17	0.91
Cldn20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94	0.0	1.13	1.87	0.44	1.94
Clec2l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.93	1.21	0.0	0.71	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	1.09	0.0	0.0	0.0	0.0	10.01	18.18	18.84	53.14	54.8	59.77
Cnn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.76	9.25	6.05
Cnr1	3376.11	5009.66	10009.06	788.29	14271.7	14712.45	18446.25	9089.03	33283.94	19184.04	6610.37	19801.43	16437.47	3047.63	2040.5	6746.03	17862.67	3106.57	1510.91	19681.78	1118.7	2642.59	12520.63	22064.64	33041.05	12766.46	4501.41	14288.55	25768.68	23267.78	1764.01	123.32	54.8	65.45	80.79	75.85	84.42
Cntnap5a	0.0	0.0	0.0	0.0	0.0	0.0	1.82	0.0	0.0	0.67	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.09	0.0	16.67	14.54	17.36
Col16a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.2	0.26	10.68	11.69	12.54
Cryba2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02	0.28	0.45
Crybb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.8	6.8	5.89
Cyb5r2	0.0	0.0	0.0	0.0	0.0	0.0	18.13	0.0	4.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.39	7.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.14	0.38	0.19
Cys1	0.0	0.0	0.0	0.0	0.54	0.0	0.65	0.0	5.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	1.35	2.29	4.12	5.94	5.64
D330050G23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.02	0.0	0.29	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.4	0.0	0.0	0.0	0.0	12.06	5.43	8.63	3.72	4.01	4.31
D630041G03Rik	0.12	0.06	0.09	0.0	0.0	0.0	0.0	0.0	21.64	0.03	0.14	0.68	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.12	0.0	0.0	3.16	0.02	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.08	0.66	0.69	6.36	3.83	5.5
Ddx11	0.34	0.56	0.35	2.1	0.25	0.1	0.12	0.0	12.39	0.1	1.01	0.46	0.13	0.73	0.98	0.62	0.17	0.51	0.51	0.0	0.88	1.21	0.17	0.09	0.16	0.0	0.36	0.37	0.16	0.39	0.16	0.43	0.34	0.09	1.53	1.0	1.56
Dedd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	2.28	0.77	18.87	22.78	18.79
Dhtkd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	1.26	1.86	6.07	5.77	7.04
Dhx37	0.73	2.52	1.69	1.54	1.41	1.03	1.46	1.61	23.22	2.03	3.95	2.76	1.71	4.35	2.25	10.14	1.17	2.86	2.04	1.97	1.64	2.14	1.63	0.72	1.35	1.29	2.62	1.71	0.46	1.98	3.6	0.92	1.67	1.11	10.77	10.37	10.38
Dok4	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	1.89	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08	3.35	2.42	14.66	16.64	12.91
Dpy19l4	0.0	0.0	0.9	0.0	0.13	0.0	0.0	0.0	40.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.65	0.0	0.0	0.0	0.14	0.0	0.0	1.9	2.53	2.09	16.65	14.41	17.73
E130114P18Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	3.45	0.58	6.77	5.3	5.97
E130215H24Rik	0.0	0.0	0.0	0.0	0.21	0.0	0.0	18.28	27.08	0.0	0.0	20.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66	5.37	1.16	0.88	0.94	1.36
Elac2	0.0	0.0	0.0	0.0	0.0	0.0	10.71	0.0	0.0	0.07	0.0	0.18	0.0	0.0	0.0	0.0	25.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.59	0.0	0.0	0.0	0.0	0.0	0.0	1.82	3.22	2.37	26.18	26.9	27.02
Ell2	11.5	11.92	2.16	11.08	38.23	0.31	137.51	1.91	96.67	2.31	3.35	2.42	1.34	13.33	0.74	3.66	94.46	0.61	129.16	2.56	1.29	4.37	0.29	58.01	150.14	1.95	1.66	1.43	2.01	3.03	17.07	19.76	26.23	22.86	24.06	23.02	22.1
Eya2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84	1.81	1.47
Fam126a	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	14.68	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.49	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.24	0.18	11.02	11.8	11.62
Fam5b	0.0	0.09	0.0	0.0	0.09	0.0	1.37	0.1	15.59	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	17.92	0.0	0.0	0.0	2.47	0.0	0.0	5.13	7.33	7.65	67.67	69.72	71.26
Fam92b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.72	0.09
Fanca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.98	0.89	1.24
Fhl2	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	36.13	0.0	0.0	18.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	34.18	35.13	45.84	56.0	62.01	59.19
Galm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12	1.62	1.91
Gem	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	1.08	2.1	2.23	1.99
Glb1l	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	14.72	0.0	0.0	0.61	0.0	1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.11	1.58	6.38	7.81	7.17
Glis1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.58	0.46
Gm11201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.66	1.13	0.79
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.13	0.0	0.0	0.0	0.05	0.0	0.0	0.0	1.27	4.28	1.89	1.73	1.86	1.4
Gm2516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Gm4787	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.45	10.56	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.17	0.0	0.96	1.11	0.42	0.69	0.67	1.48
Gng4	0.0	227.94	0.0	0.0	1.57	44.59	291.38	88.4	282.25	21.91	0.18	138.87	220.1	0.12	0.14	0.1	359.28	0.0	0.0	6.08	0.0	0.0	136.09	371.07	446.87	1.04	0.77	338.72	21.44	395.61	222.43	2.31	5.44	8.88	39.85	46.87	35.07
Grik5	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.11	16.48	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	2.03	0.0	1.96	0.83	3.68	0.0	0.0	0.0	0.83	0.0	0.0	2.7	2.32	2.16	151.06	170.74	170.43
Gtpbp1	1.44	0.02	6.6	0.14	0.0	0.0	0.0	0.0	24.42	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	4.2	3.23	6.0	38.95	39.97	38.95
Gtse1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.55	0.38
Hapln4	0.0	0.05	0.0	0.0	0.05	0.0	10.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18	0.1	8.99	0.0	0.0	0.0	2.18	0.0	0.0	5.39	5.17	4.83	79.51	87.78	92.43
Haus4	0.0	0.0	0.0	0.0	15.15	0.0	4.35	0.0	35.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.88	0.22	3.39	4.44	3.63
Hfe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03	4.41	5.37
Hps6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.9	6.08	5.86	6.42
Htr2a	0.15	0.0	0.15	0.0	0.06	0.0	0.0	2.76	23.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.15	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.58	0.47	17.15	14.84	17.6
