	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_70	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_76	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Clic3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.44	0.0	0.0	0.0	0.0	0.0	0.0	1.66	1.95	1.58
Csnk1g2	2.56	0.0	0.11	0.0	0.0	0.0	0.0	5.25	0.0	0.0	0.0	0.0	0.69	0.0	0.11	0.0	0.0	1.43	9.68	5.83	0.0	137.78	153.43	144.53
D930048N14Rik	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	13.27	0.0	0.0	0.0	0.0	0.01	0.0	3.76	4.45	3.96
Dag1	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	2.23	0.0	0.0	0.0	0.0	0.0	37.12	0.0	0.0	0.0	2.35	0.0	0.0	56.05	55.2	57.68
Defb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.21	0.11
Dmwd	1.27	23.46	0.3	0.0	0.0	0.0	5.52	0.0	0.0	0.0	1.06	0.0	0.0	0.0	77.67	36.62	0.0	0.1	0.07	11.85	0.4	100.0	111.98	108.17
E330013P06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	1.53	0.76
EU599041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.77	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.15	0.17
Elovl7	0.46	0.18	0.31	0.08	0.25	0.14	0.14	0.88	0.99	1.01	0.09	0.28	0.18	0.27	28.88	0.21	0.35	0.19	0.13	0.05	0.74	9.12	9.28	9.34
Epb4.1l4b	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.08	5.63	0.0	37.31	0.0	0.0	0.0	0.0	0.0	0.0	8.5	7.42	8.82
F630028O10Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.17	0.07
Fadd	0.22	0.63	0.68	0.84	1.06	0.81	0.39	0.15	0.65	1.24	1.18	0.28	1.16	0.32	8.89	5.95	0.75	1.74	1.54	6.05	0.1	1.67	2.85	2.3
Fam19a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	58.3	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.47	0.42
Fam83g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.08	0.02
Fgd5	2.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.25	41.62	0.0	0.0	0.0	0.0	0.0	0.0	3.08	3.58	3.92
Fgfr4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.24	0.03
Fkbp9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.1	0.0	0.0	97.13	0.0	0.0	0.0	0.0	0.0	0.0	33.22	30.15	27.7
Flii	33.13	0.18	0.06	0.0	16.27	0.0	0.0	1.39	1.12	0.0	0.39	0.0	0.0	0.0	43.99	31.27	0.0	2.63	0.08	0.11	39.13	36.29	36.47	35.66
Flnc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.58	0.69
Foxc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.84	0.0	0.0	0.0	0.0	0.0	0.0	3.23	3.09	2.8
Glt28d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.52	0.0	0.0	0.09	0.0	0.0	0.0	0.4	0.48	0.56
Gm2381	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.1	0.1	0.0	0.0	0.04	0.0	0.12	7.94	0.16	0.0	0.0	0.0	0.04	0.0	0.03	0.16	0.09
Gm4285	0.54	0.29	1.39	0.9	0.53	0.0	0.76	2.78	0.45	0.0	0.34	1.39	0.69	0.61	23.78	0.23	0.14	0.75	0.57	0.0	0.2	4.78	5.02	5.05
Gm572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.07
Gpr146	0.0	0.0	0.0	0.0	0.0	20.22	0.0	0.0	1.68	0.0	0.0	0.12	0.0	0.0	41.16	0.0	0.0	0.0	0.0	0.0	0.0	12.46	13.66	12.08
Gpr149	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.56	51.8	26.49	0.0	0.0	0.06	0.0	0.0	2.93	2.48	2.37
Gpr44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.11	0.08
Gtf3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.05	0.0	0.0	0.0	0.0	41.79	0.0	0.0	0.0	0.0	0.2	30.54	35.09	33.98
H2afv	0.4	8.75	0.0	0.53	5.52	0.0	0.0	5.37	0.0	0.17	0.14	1.35	0.0	8.55	9.1	0.0	0.0	9.01	0.0	0.0	0.0	33.25	36.27	34.59
Hap1	13.35	13.81	0.0	22.95	25.29	0.95	0.0	0.0	6.78	17.93	42.73	38.16	0.0	1.69	10.2	8.68	24.2	10.44	0.0	0.38	1.26	112.51	131.43	121.78
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Ido1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.93	0.0	0.0	0.0	0.0	0.0	0.0	3.14	3.68	2.85
Igfbp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.12	0.07
Il18rap	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.04
Irf3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25	0.18	0.0	48.09	2.03	0.0	0.0	0.0	0.0	0.0	17.09	18.3	15.62
Jsrp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.91	0.0	0.0	0.0	0.0	0.0	0.0	6.49	6.12	6.42
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lass1	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.67	94.17	91.77
Lrrc8d	18.56	0.09	9.42	7.28	1.39	0.0	0.0	0.0	0.0	0.0	2.94	0.0	0.08	0.21	75.26	0.0	0.22	7.28	15.07	0.3	0.0	29.66	30.55	32.25
Mep1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.06	0.03
Mipep	0.53	0.0	0.0	41.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.64	0.0	0.0	0.0	0.0	0.0	0.0	28.67	30.3	27.57
Musk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	1.4	1.04
N28178	54.32	33.2	0.0	4.89	24.72	0.09	0.0	0.0	0.0	0.23	0.15	146.25	30.93	16.68	109.66	25.83	13.4	77.6	22.2	0.48	0.0	216.35	208.94	221.69
Nadsyn1	0.0	0.0	0.0	28.11	0.0	0.0	0.0	0.11	0.0	3.88	4.32	0.0	0.12	0.0	52.85	0.0	0.0	18.87	0.43	0.0	0.0	3.56	3.43	3.47
Nat2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.95	1.85	1.46
Ncapg2	0.0	0.0	0.0	0.64	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	26.23	0.0	0.0	0.0	0.0	0.0	0.0	2.76	2.23	2.75
Neat1	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.63	0.0	1.91	0.0	0.0	40.25	0.0	0.0	0.0	0.0	0.0	0.0	55.42	57.07	74.72
Nr0b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.1	0.06
Nrn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.39	0.18	53.0	0.0	0.14	0.0	0.0	0.0	0.0	308.6	288.76	308.39
Nsun7	0.0	0.0	0.0	0.0	6.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.22	0.0	0.0	0.0	0.64	2.69	0.0	5.6	4.81	6.03
Oaf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.32	10.52	8.55
Otc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.36	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.09
Otop3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.12	0.04
Pdgfc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.2	0.0	0.0	0.0	0.0	0.0	0.0	5.57	5.3	5.15
Pdlim4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.26	0.0	0.0	0.0	0.0	0.0	0.0	9.16	10.3	10.85
Peli3	0.0	0.0	0.0	16.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.24	0.0	0.0	0.0	0.0	0.0	0.0	15.88	16.77	19.03
Pelo	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.17	5.18	0.0	0.0	2.73	0.0	0.0	0.0	0.96	0.0	0.0	0.0	16.43	17.8	16.69
Polr3d	0.64	0.0	0.0	79.41	0.0	0.0	0.0	0.0	0.0	0.39	0.0	68.5	41.65	34.91	85.32	0.0	0.0	2.96	0.0	0.0	55.08	18.96	23.69	20.44
Ppap2b	42.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.78	0.49	71.01	0.0	0.0	5.29	0.0	0.0	0.0	183.07	186.52	198.55
Prrg4	0.67	0.13	0.0	0.0	0.0	0.0	0.0	0.0	1.16	0.0	0.0	0.0	0.0	0.0	30.88	2.87	0.0	0.0	0.0	0.0	0.0	0.95	0.5	0.32
Rab44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.18	0.12
Rasd2	13.02	0.38	0.2	0.0	46.91	0.0	0.44	0.05	0.61	0.0	0.23	0.0	21.34	0.52	0.32	44.52	0.0	0.11	25.45	0.0	0.18	129.85	133.27	128.26
Rgl2	0.0	18.07	0.0	21.19	0.0	30.37	0.0	3.58	0.42	0.0	0.0	0.04	0.0	0.1	0.0	20.36	0.43	3.26	0.44	0.2	0.0	37.58	38.67	42.65
Rhpn2	0.0	0.11	0.07	0.37	0.2	0.04	0.0	0.0	0.12	0.0	0.19	0.16	0.09	0.08	14.1	0.08	0.06	0.0	0.05	0.0	0.14	4.24	4.78	4.59
Rnf133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.14	0.08
Rrp12	2.06	8.7	0.0	2.36	0.0	35.65	0.0	5.83	0.0	0.24	31.28	0.0	0.0	0.0	51.14	0.0	0.0	19.21	0.0	3.56	0.0	25.79	26.6	27.25
Rtp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.33	0.16
Rundc1	0.2	0.0	0.0	0.0	46.05	0.0	0.0	0.0	0.0	41.75	0.0	0.0	6.44	0.0	42.0	33.45	0.0	0.0	0.0	0.0	0.0	38.86	42.22	35.88
S100a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.88	0.0	0.0	0.0	0.0	0.0	0.0	1.59	1.36	1.19
Scube2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.53	0.0	0.0	0.0	0.0	0.0	0.0	0.61	1.14	0.74
Sema3b	0.0	2.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.99	0.0	0.0	0.0	0.0	0.0	0.0	1.83	2.23	2.45
Sema5b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	2.37	0.2	0.0	25.21	0.0	0.0	0.17	0.0	0.0	0.16	13.04	12.14	15.32
Slc22a15	6.01	0.17	0.04	0.32	0.12	3.39	0.18	9.77	2.4	0.08	0.35	0.15	0.26	0.18	13.42	10.68	17.6	0.26	0.17	0.11	0.06	3.35	3.81	3.78
Slc4a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.13	0.04
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Sqrdl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.37	0.0	0.0	0.0	0.0	0.0	0.0	6.22	6.14	5.72
Sst	36227.54	110572.87	47293.26	31942.05	52293.57	92299.24	39954.99	28510.84	72114.03	79456.04	80147.45	53894.31	51085.86	51551.12	68952.67	41941.87	65451.11	57846.93	40924.0	78404.02	27470.9	558.6	588.98	558.0
Styk1	0.0	0.11	0.13	0.03	0.2	0.04	0.0	0.0	0.0	0.14	0.0	0.04	0.0	0.1	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.3	0.27
Tas1r1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1	0.0	0.0	0.0	0.0	0.0	0.0	2.44	2.14	2.49
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tecta	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.23	0.0	3.59	0.0	0.0	0.0	0.0	0.15	0.21	0.12
Thbs1	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	24.6	0.0	0.04	0.0	0.0	0.84	0.0	1.69	2.0	1.2
Thsd4	10.31	0.0	0.0	0.0	0.0	0.0	0.0	2.03	0.0	0.0	0.0	0.0	0.0	0.0	22.05	0.0	0.0	0.0	0.0	0.0	0.0	5.71	5.9	4.72
Tlx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trim27	1.57	3.45	4.08	7.59	4.34	1.64	3.98	6.03	5.49	4.66	2.12	13.71	10.55	31.89	50.27	3.2	1.95	5.79	4.63	1.13	1.72	13.37	14.01	13.13
Trpm2	0.0	7.4	0.0	0.12	4.44	0.82	0.12	0.42	20.04	0.04	9.23	0.68	0.38	0.0	20.41	0.95	7.3	0.07	0.02	0.0	0.03	14.96	14.08	14.89
Trpm8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.05
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vgll2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.26	0.07
Zbtb39	0.19	0.0	0.09	0.14	0.0	0.05	0.06	0.16	0.46	0.09	0.11	0.03	0.17	0.26	9.71	0.28	0.03	0.07	0.26	0.45	0.55	5.26	5.59	5.13
