	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_8	Htr3a_tdTpositive_cell_83	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_92	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
A630077J23Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.2	0.33
A730008H23Rik	0.61	0.0	0.0	0.0	1.83	12.77	0.0	0.0	45.23	1.25	0.05	0.0	0.0	0.63	0.0	0.0	1.32	0.63	0.0	0.0	5.65	0.0	2.28	0.0	0.0	0.98	0.0	1.66	0.95	0.26	9.81	48.95	0.0	0.0	7.21	3.56	0.82	0.0	0.06	1.18	2.06	0.71	17.13	15.04	16.4
A930003O13Rik	0.0	0.0	0.27	1.05	0.45	0.11	0.2	0.0	0.0	0.15	0.06	0.0	0.0	0.36	0.3	0.05	0.15	0.84	0.5	0.0	0.12	0.0	0.0	0.14	0.14	0.0	0.0	0.0	0.3	0.0	0.0	5.93	0.0	1.19	0.42	0.0	0.17	0.0	0.0	0.0	0.0	0.24	1.03	1.12	1.1
AF357426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.49	3.04	0.0
Acacb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42	2.06	1.84
Angptl7	0.94	0.48	1.5	0.22	2.09	1.26	1.22	0.93	0.7	1.01	1.34	1.29	0.93	1.29	1.48	0.76	1.2	0.84	0.61	0.51	0.73	1.08	1.21	1.29	0.74	1.16	0.4	1.53	1.79	0.85	1.15	4.0	1.7	0.62	1.72	0.55	0.48	0.6	0.93	1.07	1.82	0.68	1.96	1.09	1.64
Ankfn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	47.99	0.0	0.0	0.0	0.0	0.0	44.06	0.0	0.0	0.0	0.0	2.97	1.84	2.61
Ap1g2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.79	1.84	1.05	5.51	4.63	6.54
Api5	25.97	0.0	31.08	25.2	16.57	0.0	0.0	0.0	18.14	34.89	0.06	2.11	51.99	6.58	34.28	20.24	0.0	0.0	0.0	33.88	0.63	0.0	34.64	2.14	44.12	31.16	0.0	68.4	44.24	0.0	0.0	85.76	0.0	0.08	0.0	1.94	11.22	0.0	33.56	64.98	40.93	48.22	67.35	65.13	61.77
Apol11b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.05	0.0	0.0
Ascl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.47	0.0	0.0	0.0	0.0	0.0	0.0	14.98	0.19	2.6	1.75	0.31	0.29	0.32
B3gnt9-ps	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	1.44	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.8	0.0	0.0	0.0	8.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	3.04	4.29	3.86
Bcl2l15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.02	0.04	0.0	0.0	0.11	0.0	0.13	0.0	0.66	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.53	0.2	0.31	0.79
Bfsp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.09	0.0	0.0	3.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.71	0.77
Casc1	0.0	18.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	40.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.66	0.52
Ccdc11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.19	0.32	0.3	0.16
Ccdc157	0.45	0.26	0.55	0.3	0.68	0.35	0.19	0.62	0.65	0.36	0.78	0.56	0.44	0.47	0.23	0.42	0.43	0.12	0.18	0.41	0.24	0.35	0.55	0.65	0.33	0.18	0.65	0.19	5.13	0.4	0.59	4.26	0.7	0.93	0.42	0.39	0.37	0.26	1.06	0.95	1.92	1.19	19.84	18.57	21.08
Cckbr	0.0	0.0	0.0	0.0	0.0	0.0	1.79	0.0	0.0	0.03	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	25.39	0.0	20.45	75.67	0.0	0.0	0.0	1.0	0.0	0.0	0.0	51.66	43.17	48.91	50.7	53.68	54.59
Cd19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.04	0.04
Cgnl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.71	7.04	7.11
Chrm5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	1.23	1.11
Cldn10	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.07	0.0	0.0	0.0	88.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.47	17.82	27.55	53.64	54.76	57.81
Clps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22
Cpox	5.7	3.07	5.97	6.03	10.79	10.44	3.49	5.14	3.49	5.71	3.71	7.4	4.26	6.67	26.87	5.11	4.69	5.11	5.28	7.86	5.85	5.2	5.81	7.4	6.42	5.62	5.25	5.49	17.1	3.88	7.97	20.1	8.48	10.09	38.58	10.99	5.7	4.46	6.92	17.11	12.28	14.45	40.77	42.88	42.65
Creb5	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	27.92	0.0	0.17	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.85	2.5	1.75	3.12
Ctdsp1	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.21	0.0	0.0	0.0	0.0	3.63	0.0	0.06	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	1.24	1.63	18.16	21.12	19.48
Cyp27b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.35	0.59
D4Wsu53e	94.17	140.22	168.23	46.01	97.2	85.34	204.42	184.04	180.71	102.07	63.74	152.02	81.92	296.24	191.58	33.07	38.16	185.79	121.55	67.05	54.67	25.45	61.57	106.35	55.56	17.91	167.51	60.36	242.79	161.94	226.82	350.36	92.09	76.76	155.26	87.39	47.23	105.21	160.8	339.44	249.98	252.21	334.37	366.77	329.81
Dcun1d5	14.8	5.92	22.84	9.98	11.25	8.34	18.36	9.83	13.83	84.15	7.56	17.59	17.44	5.84	22.58	13.16	42.5	10.01	3.76	13.21	6.77	13.09	60.22	25.53	35.86	15.01	14.76	14.35	41.21	6.13	58.19	145.33	26.83	11.29	56.39	24.09	27.54	15.35	10.78	34.25	32.75	33.89	60.12	57.72	61.46
Ddx59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39	0.0	9.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8	0.1	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.12	0.0	0.0	0.0	5.47	0.0	0.0	3.14	0.0	0.0	0.21	0.54	4.04	3.13	7.81	8.65	7.96
Ddx60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.43	0.44
Dkkl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.65	14.34	15.28	30.8	31.24	27.84
Dock1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	8.93	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	12.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.1	0.45	11.99	11.25	11.82
Dok2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	1.04	0.72
Dok6	0.0	0.0	1.43	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	6.47	0.0	0.0	0.0	0.0	11.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.76	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.36	1.09	29.84	19.89	33.11
Dusp23	0.0	0.0	0.0	0.0	0.0	0.0	39.73	0.96	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	19.9	0.0	0.37	0.0	0.0	38.37	0.0	0.0	0.0	0.18	0.0	23.41	0.0	0.86	1.73	2.25	5.22	6.79	5.76
Dusp4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.57	1.43	11.36	11.55	9.25
Emp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21	3.11	1.61
Fam131a	0.0	8.06	33.9	0.0	0.0	40.2	38.52	19.15	9.57	9.99	20.74	43.14	28.93	24.36	2.57	1.05	4.85	8.03	0.0	0.0	6.23	0.0	0.0	34.87	6.14	0.0	0.0	0.0	134.92	0.38	65.82	60.41	17.81	0.0	16.52	0.0	23.38	7.79	0.82	131.91	175.71	155.73	317.46	331.18	308.03
Fam186b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	1.11	1.02	1.08
Fam194a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41	10.64	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61	0.0	2.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.63	0.16	2.35	1.53	2.23
Fam55b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.35	0.22	0.18
Fbxl3	0.47	25.08	46.98	1.05	4.51	1.63	1.48	0.7	0.9	0.59	1.6	1.38	6.87	2.12	0.16	0.91	6.2	30.76	15.37	0.57	1.17	3.33	0.81	11.75	26.47	3.68	0.27	2.02	30.44	0.73	41.62	55.19	3.82	22.69	7.08	0.76	0.16	21.15	0.54	22.62	14.43	15.01	57.07	55.37	56.55
Fgr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.15	0.08	0.09
Foxred1	0.0	81.59	59.94	62.34	2.08	0.7	0.56	0.94	22.52	1.63	1.15	1.28	0.36	9.36	79.37	106.36	52.03	0.78	71.78	50.97	0.3	0.0	0.49	1.6	55.6	1.29	0.86	45.44	10.42	1.02	69.07	105.56	0.71	44.34	21.15	62.9	0.28	2.31	93.81	44.46	35.56	39.59	32.7	34.9	34.87
Fut2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.44	0.77	0.55
Gabrb3	11.71	0.07	13.21	16.1	82.64	0.0	43.25	23.54	13.78	24.53	0.41	33.78	0.04	28.42	5.86	19.97	0.05	0.0	32.89	4.53	0.0	0.0	1.06	0.21	2.95	35.22	42.08	23.97	56.7	0.21	59.48	44.57	25.77	0.96	25.78	0.14	2.23	19.78	0.25	100.98	61.23	70.63	154.37	138.99	149.04
Gbp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78	3.86	4.39
Gbp9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7	2.9	4.05
Gdf6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Gm16617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.49	0.98
Gm7367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	2.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	2.17	0.37	21.68	31.06	21.61
Gna12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	30.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	34.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	1.29	5.04	61.33	66.07	72.07
