	Gad2_tdTpositive_cell_55	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_9	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_70	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_17	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4933416C03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.87	0.0	0.0	0.0	0.0	0.0	4.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.05
5430416O09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.22	0.0	0.0	0.09	0.4	0.0	0.0	0.0	0.0	0.11	0.15	0.7	0.63	0.99
Adipoq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08	0.25
Arap1	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4	7.5	7.94
Arhgap32	0.0	2.2	3.75	1.87	0.0	0.0	11.19	22.7	0.7	0.0	8.66	17.14	7.2	0.0	28.99	4.17	1.1	33.38	22.7	0.05	3.81	0.21	0.0	24.19	0.0	9.59	1.4	0.13	0.02	137.07	128.38	137.14
Blk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Brd4	10.04	40.71	5.86	5.72	36.28	20.3	30.74	7.81	0.0	0.0	5.5	4.16	27.51	3.18	13.23	20.47	0.0	89.04	6.86	5.32	15.71	0.81	20.03	21.42	33.17	3.55	22.15	25.44	2.64	43.58	42.01	46.57
C430002E04Rik	0.0	0.19	0.0	0.26	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.25	0.22	0.0	0.42	0.79	0.34	1.29	0.29	0.0	0.61	0.13	0.0	0.19	0.0	0.26	0.37	0.12	0.01	1.42	0.89	1.07
C86187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	6.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.25	0.13	0.4
Calhm1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Car11	0.0	8.02	2.52	0.0	7.58	0.0	8.22	0.0	0.0	0.45	1.68	1.92	0.0	0.0	1.29	1.62	0.0	41.12	0.0	0.69	10.63	11.8	0.58	2.83	9.87	3.05	0.0	17.92	0.0	214.47	236.01	224.75
Car12	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41	0.0	0.0	0.0	0.0	1.97	0.0	0.0	0.0	0.29	0.0	0.0	13.63	11.86	13.85
Cav3	0.0	0.0	0.0	0.0	0.0	0.0	35.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.33	0.27
Ccdc67	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.13	0.09	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.16	0.31
Ccdc92	60.36	38.47	12.4	23.41	7.22	7.02	4.56	0.54	18.68	0.28	25.68	0.24	33.71	26.88	0.0	34.51	0.33	57.13	2.45	16.17	0.0	31.29	0.0	10.02	0.0	0.0	0.0	26.96	1.56	71.98	81.2	75.98
Ccl27b	9.27	1.67	0.0	0.92	0.0	6.15	2.68	0.0	0.77	0.0	0.0	1.08	1.16	0.0	24.17	0.0	3.31	2.97	0.76	0.31	0.0	0.0	2.62	0.0	4.77	8.14	1.56	0.0	9.34	30.63	28.29	22.96
Cd163	0.13	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.13	0.14	0.0	0.1	0.0	0.64	0.0	0.25	0.0	0.0	0.0	0.12	0.0	0.0	0.13	0.15	0.17	1.87	1.67	1.55
Celf5	4.28	1.04	0.13	0.39	0.0	0.0	7.34	0.0	2.22	0.0	4.46	5.39	0.0	0.08	0.0	5.78	7.62	8.9	0.07	0.0	0.0	0.5	0.28	0.23	0.29	0.49	6.65	0.51	0.05	163.01	160.05	172.09
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Clcn5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.17	0.0	0.0	0.0	14.27	0.0	0.0	0.0	37.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.92	4.91	4.76	5.13
Cnot6l	0.18	0.0	0.0	0.0	0.0	1.14	9.81	2.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.3	0.0	0.0	15.41	5.59	0.0	2.39	0.0	0.0	1.57	4.55	0.0	22.26	18.54	21.05
Col18a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16	2.6	2.89
D6Mm5e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Dapk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	2.22	2.32
Dgka	0.0	2.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.98	0.0	43.56	0.0	0.0	21.59	0.0	0.0	0.0	0.0	0.0	0.0	12.84	0.0	8.34	8.44	9.21
Dgkg	3.3	13.11	4.79	15.37	0.0	0.0	41.59	18.73	19.19	11.76	3.41	0.1	0.0	0.0	0.13	10.32	0.07	131.9	0.0	17.23	2.49	7.29	32.11	16.8	0.08	0.58	7.74	0.0	0.04	47.11	44.47	43.83
Dnase1	0.9	0.0	0.0	0.0	0.0	0.0	1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.93	0.0	0.0	5.05	2.18	0.0	0.0	0.0	0.0	0.43	0.0	0.0	4.66	5.65	5.08
Dscaml1	0.0	0.06	0.0	1.41	2.61	0.0	0.0	0.0	4.69	7.29	0.0	0.0	0.0	4.03	0.0	1.97	1.95	21.89	0.0	0.0	0.0	1.55	0.0	0.36	3.75	0.0	0.0	0.0	0.89	24.76	23.23	26.75
Dtx3	30.11	6.53	8.61	7.27	0.0	46.63	21.61	12.97	25.16	6.27	37.32	23.94	0.57	6.13	47.21	49.26	0.0	32.03	0.48	0.5	35.62	20.33	38.79	15.05	0.68	24.63	29.15	61.9	9.38	217.24	238.78	229.0
Dyrk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
E030013I19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.68	1.21	1.14
E030018B13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Efcab7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24	2.32	1.64
Enpp4	0.0	0.09	10.83	1.07	17.27	36.18	23.99	51.47	26.55	0.0	15.81	0.15	0.24	0.0	0.0	6.59	3.16	90.89	0.0	19.91	24.42	12.16	5.33	4.9	0.0	28.05	0.12	0.1	0.21	20.03	19.14	18.3
Epha3	0.0	0.0	7.7	0.0	3.54	0.24	1.02	0.0	0.0	0.0	2.17	0.0	0.0	0.0	0.0	0.0	0.0	16.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.82	0.0	0.0	0.24	4.25	4.07	4.41
F13a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	1.62	1.65
Fam185a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.05	0.0	0.0	0.69	0.0	0.0	21.04	0.0	0.0	0.0	0.0	0.06	14.83	14.06	13.83
Fam71f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	1.61	0.79
Fam72a	0.0	0.2	5.15	0.0	11.07	0.0	0.0	27.99	0.0	6.38	0.0	0.0	0.0	0.0	0.29	0.0	0.0	27.57	0.0	4.63	14.02	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.89	1.6	1.26
Gja6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.87	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.54	0.0	0.0	0.25	0.37	0.41
Glrp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.48	0.47
Glt8d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.53	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.08	0.0	0.0	11.27	17.94	17.1	18.26
Gm13306	9.27	1.67	0.0	0.92	0.0	6.15	2.68	0.0	0.77	0.0	0.0	1.08	1.16	0.0	24.17	0.0	3.31	2.97	0.76	0.31	0.0	0.0	2.62	0.0	4.77	8.14	1.56	0.0	9.34	30.63	28.29	22.96
Gm14164	0.97	0.24	1.0	0.4	1.11	0.26	0.94	1.7	0.91	0.71	0.44	0.91	1.24	0.0	1.73	0.78	0.56	10.8	1.02	0.81	0.0	0.61	0.23	0.28	0.5	0.3	0.92	1.26	0.44	1.84	1.68	2.11
Gm14872	0.0	0.0	2.58	0.51	0.0	0.0	0.62	1.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1	10.63	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	7.05	6.23	6.99
Gm16387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm16897	0.0	0.17	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61	0.0	0.0	3.55	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	1.95	1.53	2.09
Gm2506	9.27	1.67	0.0	0.92	0.0	6.15	2.68	0.0	0.77	0.0	0.0	1.08	1.16	0.0	24.17	0.0	3.31	2.97	0.76	0.31	0.0	0.0	2.62	0.0	4.77	8.14	1.56	0.0	9.34	30.63	28.29	22.96
Gm8300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gpbar1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Hif1an	0.0	8.17	9.84	21.59	0.0	27.24	10.95	0.0	0.0	20.39	0.0	25.72	5.73	7.25	0.0	22.92	7.85	25.01	5.93	0.0	8.33	9.62	0.0	0.0	7.81	0.0	6.27	6.86	2.02	26.84	25.97	25.72
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hkdc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.92	9.82	10.09
Hnrnpul1	0.2	0.0	4.74	0.0	0.0	2.39	0.0	6.6	0.0	9.0	0.0	2.71	2.3	0.0	0.0	5.42	0.0	0.14	0.0	2.29	3.48	3.93	3.12	0.0	0.0	0.0	1.1	7.53	1.01	68.91	75.58	74.25
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hus1	0.0	8.8	0.0	0.0	0.38	0.0	16.18	0.0	0.0	0.0	0.0	2.58	4.54	0.0	0.0	0.0	0.0	74.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.12	8.21	7.85
Ick	0.26	0.31	0.18	0.43	0.0	0.0	0.36	11.3	0.08	4.25	0.0	0.08	0.0	0.0	0.09	0.48	0.11	16.42	0.54	0.5	2.87	0.08	3.37	0.14	0.26	5.37	0.24	0.34	0.06	13.59	12.22	12.46
Iffo1	9.72	5.76	39.2	0.74	0.0	15.68	17.46	0.0	1.15	0.22	0.0	1.15	0.0	1.26	0.21	38.66	36.98	52.08	5.84	0.0	2.52	19.01	0.29	0.0	0.46	1.14	0.0	0.0	3.29	49.34	54.98	48.1
Iqub	0.0	0.0	0.0	0.0	14.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.54	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.73	1.07	0.92
Itga2b	0.0	0.24	0.0	0.0	0.0	0.0	1.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24	1.29	1.3
Itga7	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.78	0.0	10.63	0.0	0.0	0.0	4.46	0.0	0.0	0.0	0.0	0.0	0.0	2.84	8.62	8.66	9.49
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Kif3c	0.0	28.84	8.19	25.9	0.0	0.0	0.0	12.78	0.31	10.69	13.51	2.22	20.12	0.0	59.22	8.48	3.91	38.07	0.06	5.29	20.41	0.0	18.31	3.45	27.15	0.0	0.0	6.78	0.21	111.23	112.9	114.1
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lass1	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	7.58	2.82	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	93.67	94.17	91.77
Lat2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.87	2.71	3.36
Ldhb	7692.96	8752.31	8798.32	8750.45	10118.08	10894.4	8525.9	7234.97	8217.62	8517.89	9220.91	9343.6	8223.21	8574.79	7814.88	9602.81	11261.44	7829.53	10004.69	7112.99	9074.03	13571.31	12546.17	8513.41	9755.78	11010.48	7724.63	10182.84	11746.38	737.58	774.98	752.92
Lrrn4	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.57	0.4	0.64
March11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	41.54	0.0	3.64	0.0	16.97	0.0	0.0	0.0	7.59	46.17	0.4	0.0	6.58	0.0	0.0	0.0	2.28	0.0	2.51	5.64	0.0	4.13	4.92	4.79
March9	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	13.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.21	21.04	19.32
Med30	0.0	0.0	0.0	0.0	0.0	2.3	8.62	0.0	0.0	0.0	0.0	0.0	0.0	36.67	0.0	0.0	0.0	23.95	0.0	2.33	0.0	0.0	0.0	11.43	1.57	0.0	10.5	0.0	0.0	32.79	34.96	32.66
Mettl7a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.68	0.59
Mical3	0.0	2.46	17.59	0.0	1.63	0.0	12.49	7.58	0.0	0.0	0.0	0.0	0.0	0.0	0.21	3.64	0.0	22.0	0.0	0.0	0.0	0.0	19.74	0.0	0.0	0.0	0.56	0.0	0.0	31.45	29.99	36.22
Mlkl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.28	0.3
Muc5ac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.01
Nlrc5	1.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	16.34	13.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.48	0.26
Npc1	0.22	0.48	21.91	1.88	10.16	0.48	1.76	2.13	0.1	0.36	0.15	0.72	9.07	0.11	0.23	22.81	15.25	32.77	32.92	0.37	24.52	1.27	0.55	19.66	0.25	29.61	7.92	21.29	28.66	33.09	34.16	33.39
Nron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Nt5c1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.57	5.59	5.75
Olfr1419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.09	0.1
Olfr799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ovol2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.35	12.26	7.86
Pcdhb13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.08	0.0	0.0	0.0	27.77	24.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.35	5.11	5.2
Pcdhb9	0.0	0.14	24.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	61.93	0.0	0.0	0.0	101.41	0.0	0.0	154.47	0.0	0.16	65.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	11.11	11.96	10.34
