	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_64	Ndnf_tdTpositive_cell_16	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_55	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Sst_tdTpositive_cell_101	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
6820408C15Rik	33.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	2.79	2.87
AI464131	5.18	0.0	0.06	0.31	0.0	0.12	0.13	0.0	0.01	0.14	0.0	0.13	0.0	0.1	0.07	0.0	0.0	0.11	0.07	0.0	0.1	0.26	0.0	0.18	0.04	0.13	0.2	0.0	0.0	0.0	0.05	0.0	0.1	0.0	20.92	21.63	21.98
AI607873	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.51	0.21
Acbd7	90.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.18	13.51	0.0	2.48	31.86	58.25	0.0	0.0	0.0	0.0	57.56	0.0	0.0	0.0	0.0	0.0	0.0	39.43	0.0	37.24	37.43	0.0	0.0	1.17	0.55	0.61
Actr5	6.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	6.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.61	7.48	7.0
Agpat9	61.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	46.07	42.34	0.0	0.0	0.0	0.0	0.0	4.16	17.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.84	3.29	3.08
Arpc1b	4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.11	22.95	26.75
Arpm1	51.93	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42	1.04	1.14
B630019K06Rik	36.56	0.0	4.58	3.63	0.25	24.93	0.0	10.47	0.04	12.08	9.15	0.0	4.61	15.05	0.0	22.57	11.54	0.0	0.0	33.09	1.04	23.64	6.94	29.57	17.04	6.14	0.0	0.0	6.61	0.74	7.93	28.29	0.0	4.7	29.13	33.03	30.07
B830017H08Rik	39.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.14	4.71	3.53
BC021891	10.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15	2.35	2.47
BC051019	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.14	0.42
BC089491	16.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	0.0	0.0	12.12	1.64	6.51	14.55	22.24	0.0	20.91	0.0	0.0	11.82	6.11	0.0	0.0	4.25	0.0	0.0	0.0	0.0	13.44	0.0	0.0	0.0	0.0	0.33	1.25	1.36
Blk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Bub1b	22.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66	2.15	2.27
C1qb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.81	69.33	70.76
Ccdc80	44.17	0.0	31.23	0.0	1.95	0.0	0.0	0.0	0.14	20.43	0.0	0.0	0.0	0.0	41.87	0.0	0.0	3.07	0.0	0.0	0.0	5.46	25.03	0.0	0.0	0.0	0.0	0.0	30.92	0.0	0.0	9.03	0.0	0.0	4.99	5.56	5.84
Ccl21a	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29
Cd53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.36	4.88	5.56
Cenph	45.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.84	0.75
Chit1	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.12	0.11	0.36
Chrdl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.31	9.73	10.69
Clec2e	1.98	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.34	0.95	1.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.19	0.0	0.29	0.21	0.14
Cplx2	200.36	5.41	83.12	1.53	57.84	71.86	1.29	60.73	121.74	105.44	50.99	87.96	137.32	110.83	113.62	103.65	36.78	94.38	0.84	13.44	130.72	87.59	96.73	36.67	51.52	80.22	65.83	134.43	84.73	2.21	107.69	108.42	47.32	96.8	600.11	576.31	619.36
Dpy19l1	102.96	0.0	26.34	0.0	1.9	4.81	0.0	12.36	16.38	67.71	25.97	8.53	0.97	7.21	15.21	8.87	22.25	8.27	0.0	23.66	17.49	55.7	6.12	36.68	17.82	19.32	7.97	36.46	3.84	0.0	57.94	15.62	0.0	163.15	70.47	64.44	65.59
Dsg3	0.15	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02
Ednra	0.45	0.1	0.0	0.0	0.18	0.14	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.02	2.85	3.15	3.32
Efhc1	3.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52	1.14	1.57
Eme1	5.32	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37	0.0	0.0	0.05	0.44	0.48
Enkur	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1	3.31	3.63
Fam180a	8.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.57	2.7
Flt4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58	1.42	0.88
Fnta	58.09	0.0	21.58	0.0	0.0	0.3	0.0	0.0	0.0	42.06	0.0	1.18	45.81	3.91	18.02	3.74	5.97	0.13	0.0	0.25	0.0	22.64	12.05	37.31	10.95	0.0	0.15	0.0	18.94	0.0	11.62	69.32	0.0	2.28	54.13	52.61	54.21
Frs3	6.94	0.86	0.25	2.14	0.0	0.0	0.0	0.39	1.16	0.47	0.0	1.04	1.1	0.38	0.43	1.34	0.69	1.13	0.0	1.03	0.49	1.05	0.0	1.29	0.52	0.0	0.41	0.0	0.21	0.23	0.0	0.57	0.21	0.34	16.84	19.9	17.99
G630008E18	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.06	0.1
Ggt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	2.03	1.77
Gm10432	1.11	0.15	0.27	0.43	0.0	0.55	0.31	0.18	0.21	0.05	0.15	0.05	0.03	0.17	0.0	0.2	0.17	0.15	0.29	0.07	0.12	0.0	0.06	0.07	0.91	0.05	0.0	0.2	0.0	0.4	0.04	0.03	0.0	0.21	1.81	2.27	2.05
Gm17751	0.63	0.18	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.22	0.0	0.0	0.2	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.19	0.09	0.05	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.21	0.7	0.46
Gm5887	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	1.69	1.39
Gm884	9.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02	0.0
Gpr139	43.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56	1.37	1.81
Gpr64	21.77	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	10.73	19.97	0.0	34.14	0.0	0.0	40.65	0.0	17.55	0.0	0.0	0.0	0.0	0.0	14.7	0.0	0.0	0.06	0.0	0.0	0.99	0.8	0.98
Grid2	27.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	8.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	1.83	0.0	0.0	0.0	7.2	8.47	8.34
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
I830077J02Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.98	0.88
Kctd5	64.52	2.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.66	0.0	26.22	1.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.94	0.0	1.08	0.0	0.08	0.5	0.0	0.0	22.48	23.72	22.75
Kiss1r	4.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.17	5.46	5.82
Klhl36	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.31	7.92	7.4
Kpna7	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0
Krt8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	0.67	0.85
Laptm5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.37	36.46	36.13
Lilrb4	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.33	0.61
Lin54	22.11	1.55	14.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	14.62	0.0	0.0	3.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.52	8.05	8.81
Lyn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.18	5.42	5.14
Mal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.36	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212.07	214.76	232.26
Map4k1	1.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	1.41	1.74
Marveld3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.68	0.57
Mmp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.01	2.23	2.68
Mms22l	0.43	0.0	0.0	0.05	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.15	0.0	0.05	0.0	0.0	0.0	0.07	0.0	0.0	0.86	1.04	1.11
Mrvi1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28	1.23	1.4
Myof	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32	1.78	2.09
Npy	138375.8	64781.64	115124.65	43922.94	68542.73	67463.47	80627.8	132042.44	116117.28	120987.76	122165.94	122154.33	122963.43	126501.28	117863.77	98464.67	126989.03	115420.41	108906.97	154857.31	134158.33	153405.37	147732.76	141010.39	110523.31	101137.64	145032.54	180453.32	137945.15	48908.54	95298.15	137580.94	65353.97	120620.2	214.21	196.57	200.76
Ocel1	5.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.0	0.0	6.57	9.03	9.27
Olfr920	8.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.21
Opn3	96.64	0.0	0.0	0.0	0.0	0.0	0.0	48.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.77	0.0	0.0	102.3	60.4	0.0	0.0	0.0	0.0	0.13	0.0	0.0	56.17	55.28	0.26	16.9	7.29	7.9	8.12
Papd4	59.72	0.0	0.0	27.01	0.0	47.19	0.0	0.0	22.27	0.06	0.0	2.82	0.0	0.0	0.0	18.96	16.56	0.0	0.0	0.0	0.0	6.14	0.0	3.84	12.55	0.0	0.0	0.0	11.44	0.0	0.0	0.0	0.0	0.05	28.08	25.27	25.6
Pcolce2	46.09	10.84	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.49	0.0	0.0	0.0	7.37	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.62	4.88	5.88
Pear1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06	3.99	3.74
Pex11c	7.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	1.43	1.29
Pik3cb	39.23	0.15	0.0	0.0	0.0	0.8	43.51	4.66	0.0	0.66	0.59	0.62	0.0	2.07	0.8	0.06	1.67	0.0	0.0	6.43	0.0	0.0	2.56	3.13	0.13	1.66	0.88	0.19	0.14	0.0	0.12	0.64	0.63	0.18	22.65	20.25	19.65
Pip4k2a	80.43	26.54	0.0	0.0	0.0	0.97	0.0	3.25	44.4	15.66	0.07	0.0	46.95	18.24	0.0	0.73	30.36	0.07	0.0	0.0	39.94	36.74	0.08	16.79	0.0	36.82	32.04	0.07	87.99	0.0	6.74	0.0	51.23	40.87	71.54	69.04	66.65
