	Calb2_tdTpositive_cell_17	Calb2_tdTpositive_cell_21	Calb2_tdTpositive_cell_34	Calb2_tdTpositive_cell_37	Calb2_tdTpositive_cell_38	Calb2_tdTpositive_cell_40	Calb2_tdTpositive_cell_49	Calb2_tdTpositive_cell_52	Calb2_tdTpositive_cell_54	Calb2_tdTpositive_cell_56	Calb2_tdTpositive_cell_62	Cux2_tdTnegative_cell_1	Gad2_tdTpositive_cell_14	Gad2_tdTpositive_cell_15	Gad2_tdTpositive_cell_19	Gad2_tdTpositive_cell_23	Gad2_tdTpositive_cell_29	Gad2_tdTpositive_cell_34	Htr3a_tdTpositive_cell_14	Htr3a_tdTpositive_cell_27	Htr3a_tdTpositive_cell_34	Htr3a_tdTpositive_cell_36	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_48	Htr3a_tdTpositive_cell_76	Htr3a_tdTpositive_cell_81	Htr3a_tdTpositive_cell_104	Ndnf_tdTpositive_cell_20	Rbp4_tdTpositive_cell_165	Vip_tdTpositive_cell_6	Vip_tdTpositive_cell_25	Vip_tdTpositive_cell_34	Vip_tdTpositive_cell_40	Vip_tdTpositive_cell_45	Vip_tdTpositive_cell_48	Vip_tdTpositive_cell_50	Vip_tdTpositive_cell_51	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_63	Vip_tdTpositive_cell_65	Vip_tdTpositive_cell_67	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ccnd2	156.41	190.79	1.23	76.36	83.84	121.76	88.32	31.76	31.49	26.25	133.85	161.27	259.65	370.81	236.08	715.24	81.11	28.97	137.39	93.2	2.68	10.98	0.0	0.0	84.73	0.08	0.0	0.0	11.09	26.28	1.0	17.4	508.27	205.99	247.31	182.37	181.28	15.63	3.13	0.17	289.54	48.19	37.4	37.36	30.18
Cds1	0.0	254.94	4.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.93	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.09	105.07	0.0	103.14	0.0	0.0	37.76	0.0	0.0	0.0	3.89	0.0	0.1	1.6	0.12	0.0	86.37	0.0	0.0	19.72	80.33	82.7	80.85
Cebpb	0.6	3.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	2.52	0.0	0.0	0.0	9.23	0.0	0.0	0.0	0.0	0.0	5.31	0.0	0.0	0.0	0.0	0.0	0.0	2.34	6.4	0.0	0.0	0.0	0.0	0.0	0.66	0.0	1.87	0.0	0.0	0.0	1.88	4.05	6.69	6.58
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Clrn3	0.0	0.17	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.0
Cog4	0.0	109.19	0.0	3.3	0.0	0.0	0.0	0.0	0.0	0.0	41.83	0.0	0.23	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	108.94	0.0	0.0	119.33	0.0	0.0	0.0	6.02	224.58	0.0	3.54	0.0	0.0	0.0	0.0	33.09	0.2	0.0	0.18	190.2	66.56	41.56	41.13	39.53
Cplx2	46.95	374.26	61.81	176.01	94.86	133.65	151.26	27.08	20.77	0.28	114.48	11.59	29.48	116.63	7.11	196.21	8.5	15.94	23.84	192.43	243.4	211.7	141.72	80.94	216.67	126.42	6.08	0.0	25.3	48.47	51.14	36.15	300.34	230.97	1.61	133.04	359.96	93.9	2.86	257.42	3.03	123.95	600.11	576.31	619.36
Crim1	0.0	6.99	0.19	0.0	0.0	0.0	0.59	0.0	0.0	0.0	2.86	0.87	0.0	0.0	3.17	2.97	3.85	0.0	0.07	0.0	0.0	0.0	0.0	0.28	0.06	0.0	0.0	0.0	5.62	0.39	2.74	1.69	0.44	5.52	0.03	0.03	0.15	27.46	3.29	0.0	2.24	1.2	32.44	32.38	31.12
Crls1	0.0	0.36	0.0	0.0	0.0	48.32	21.02	3.4	136.49	0.0	20.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.31	0.0	0.0	25.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	15.15	0.58	0.0	0.0	30.53	41.89	39.93	38.1
Ctrl	0.0	228.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.91	0.92	0.86	1.06
Cyp20a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	177.42	222.01	0.0	0.0	199.38	0.0	0.0	0.0	0.0	3.16	0.0	0.0	100.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.13	14.09	13.9	12.77
D330012F22Rik	1.05	120.59	0.27	0.29	1.25	0.49	0.82	0.92	0.26	1.24	1.15	0.13	0.68	1.15	0.88	0.17	0.61	0.13	1.16	0.7	0.5	0.5	0.55	0.75	1.0	0.67	1.63	0.0	6.56	1.29	2.15	1.65	0.7	0.69	1.39	0.0	0.15	0.98	0.77	0.36	0.25	9.23	5.35	5.2	6.08
D730039F16Rik	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.48	0.3
Dedd2	0.0	4.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	18.87	22.78	18.79
Dtwd2	57.4	115.35	0.56	0.34	92.18	0.44	2.48	0.32	0.64	9.03	0.82	0.09	8.16	0.0	0.55	3.03	1.35	0.12	0.0	0.35	2.87	3.05	3.89	10.55	1.65	0.73	3.71	0.0	19.29	0.0	2.71	5.13	0.41	1.1	20.02	0.44	0.16	2.27	13.76	11.57	0.37	8.15	3.71	3.24	3.98
E130102H24Rik	0.0	169.31	0.0	0.61	0.0	118.99	0.0	0.0	0.0	93.92	0.0	0.0	0.0	0.0	54.58	0.0	0.0	0.0	0.0	12.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.77	0.0	6.19	39.52	0.0	80.81	135.45	0.0	98.6	76.05	0.0	145.23	94.37	19.7	15.88	14.8	16.68
Eif5a	1.49	356.07	155.44	101.72	173.64	0.0	31.75	206.7	5.58	0.0	0.0	3.49	0.0	94.36	19.99	0.0	0.0	18.29	20.29	162.39	511.46	48.06	122.62	2.88	0.0	0.42	513.38	0.0	193.63	0.0	404.76	171.81	246.18	23.4	315.18	0.82	49.02	4.67	167.97	214.41	95.06	390.76	438.76	458.46	438.37
Fads1	0.0	138.82	0.0	0.0	5.05	0.0	97.58	9.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.18	102.75	0.0	0.0	1.38	0.0	0.0	201.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	144.59	0.0	0.0	0.0	0.0	131.45	0.26	250.04	65.68	13.5	142.85	153.24	157.26
Fam46d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.0
Fmn2	12.1	97.04	0.06	47.08	0.0	0.0	0.0	24.75	0.08	0.03	9.4	0.0	0.0	0.0	1.16	0.03	0.0	2.52	0.0	0.06	23.34	36.18	0.0	0.0	0.0	16.04	0.0	0.0	2.26	0.0	0.0	4.88	1.81	0.03	5.37	0.0	1.76	0.0	23.74	0.0	0.0	9.53	37.67	34.6	37.41
Fmo2	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.72	0.61
Fv1	0.0	180.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	7.32	6.92	8.38
Gas2l2	0.0	19.3	0.0	0.0	5.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.26	0.0	0.0	66.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	0.46	0.86
Gm13306	3.13	5.92	0.0	22.81	0.0	10.98	27.99	0.0	0.0	0.0	18.57	0.0	0.0	0.0	0.0	0.0	17.73	6.68	0.0	0.0	5.27	3.71	4.03	0.0	0.1	5.02	0.0	0.0	40.26	7.33	13.03	0.0	29.94	0.0	8.98	0.42	0.52	0.0	7.57	0.0	0.0	71.98	30.63	28.29	22.96
Gm14827	29.9	126.52	49.07	0.0	0.31	0.13	0.0	0.0	17.41	23.34	0.2	0.0	0.62	24.44	0.0	0.88	32.67	0.0	0.0	0.0	0.42	0.0	4.91	0.41	0.0	0.0	0.0	0.0	27.33	0.0	0.0	0.0	0.0	42.66	0.0	0.0	0.15	16.42	0.0	0.0	0.16	3.7	7.46	6.88	6.96
Gm16381	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42
