	Calb2_tdTpositive_cell_1	Calb2_tdTpositive_cell_24	Calb2_tdTpositive_cell_31	Calb2_tdTpositive_cell_43	Cux2_tdTpositive_cell_119	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_32	Gad2_tdTpositive_cell_71	Gad2_tdTpositive_cell_74	Nos1_tdTpositive_cell_65	Ntsr1_tdTnegative_cell_5	Ntsr1_tdTnegative_cell_19	Pvalb_tdTpositive_cell_20	Pvalb_tdTpositive_cell_23	Pvalb_tdTpositive_cell_62	Rbp4_tdTnegative_cell_4	Scnn1a.Tg3_tdTpositive_cell_8	Scnn1a.Tg3_tdTpositive_cell_9	Scnn1a.Tg3_tdTpositive_cell_97	Slc17a6_tdTpositive_cell_6	Slc17a6_tdTpositive_cell_7	Slc17a6_tdTpositive_cell_15	Slc17a6_tdTpositive_cell_33	Sst_tdTpositive_cell_42	Vip_tdTpositive_cell_2	Vip_tdTpositive_cell_64
5330434G04Rik	45.38	1.41	218.59	5.55	17.48	0.0	31.05	53.32	1.47	7.77	57.98	0.0	137.37	20.35	90.67	0.0	107.22	12.05	83.47	0.0	16.44	13.94	0.0	0.0	4.55	1.6
5730403B10Rik	288.0	569.34	92.52	108.02	341.04	0.0	330.62	114.46	335.72	299.33	0.15	76.38	296.33	550.39	389.48	0.1	0.3	32.11	200.04	342.94	215.65	379.29	388.87	457.96	248.67	592.53
6330439K17Rik	53.89	0.32	0.25	127.39	5.53	0.0	11.55	38.23	10.2	38.64	0.34	0.37	76.42	26.49	7.56	0.65	23.79	17.34	0.98	85.45	0.0	0.21	2.09	57.7	0.0	161.43
8430410K20Rik	0.36	2.84	101.51	0.0	10.7	0.0	1.57	0.0	1.85	146.51	0.0	0.0	125.96	115.26	111.93	0.0	0.0	0.0	9.36	0.0	70.37	0.0	0.27	89.66	3.2	243.12
9530082P21Rik	106.17	42.17	34.56	88.54	4.42	182.17	0.83	87.66	7.78	61.93	0.0	0.56	13.2	104.27	65.61	0.0	200.74	40.78	4.97	60.15	6.37	34.94	80.49	188.19	276.13	351.96
A230056P14Rik	26.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.25	0.0	0.0	16.32	121.49	16.06	0.0	18.17	0.0	0.0	0.0	0.0	21.96	0.0	32.43	0.0	0.0
A330050F15Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.53	0.0	0.0	0.0	114.73	115.01	90.01	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	1.1	0.0	0.0
A330076H08Rik	160.07	279.22	0.0	481.01	0.0	0.0	0.0	312.15	120.45	136.4	0.0	0.0	160.51	132.66	235.68	0.0	128.82	0.19	72.5	139.32	379.79	0.0	31.3	62.65	68.42	808.76
AF357425	6.26	0.0	0.0	44.49	4.53	0.0	0.0	36.72	85.32	2.49	0.0	0.0	31.45	0.0	64.9	0.0	56.13	28.44	0.0	0.0	0.0	0.0	91.94	29.24	22.33	0.0
Abp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Accn4	7.99	0.74	0.0	0.0	0.0	0.0	9.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57
Acly	379.96	0.0	0.0	49.55	39.94	157.78	0.1	0.1	118.79	136.56	7.85	0.5	0.0	27.44	20.3	0.0	0.0	116.98	52.89	71.95	95.23	91.94	20.16	122.79	194.75	145.24
Aco2	837.37	483.68	464.15	890.42	237.95	0.0	10.68	554.34	459.65	464.37	412.1	0.8	577.14	232.14	708.78	25.29	190.96	593.44	503.53	542.42	435.25	301.41	219.76	237.41	387.44	442.29
Acot7	1454.45	2107.44	1650.75	1263.64	906.62	0.0	1264.13	2018.28	1722.32	1345.08	1920.42	701.63	573.94	1316.68	1525.5	0.28	1236.04	457.0	1185.49	1184.58	886.27	405.53	816.04	918.58	1873.12	247.78
Afap1	1.55	0.15	0.0	203.18	0.06	60.13	0.58	65.79	369.1	0.2	108.84	0.0	181.0	137.36	279.34	0.0	0.18	0.05	0.0	0.03	0.13	0.48	0.22	95.23	8.17	0.34
Apba1	31.24	0.0	0.0	0.0	6.11	0.0	55.85	0.65	29.32	6.51	0.0	0.0	1.67	0.07	0.09	0.0	0.0	1.25	0.12	17.41	0.0	0.0	20.02	0.54	1.88	0.0
Apitd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.26	0.0	0.0	0.0	0.0	65.63	66.21	51.73	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	22.68	0.0
Armcx1	27.82	0.0	69.56	299.42	80.71	0.0	240.67	0.0	142.03	0.08	0.0	0.0	26.82	411.77	178.77	0.0	0.15	0.0	244.37	4.06	0.0	108.54	311.74	189.9	160.07	258.18
Armcx3	155.49	320.06	0.0	287.72	155.04	0.0	220.69	129.55	21.8	299.72	0.0	0.0	26.9	468.89	42.77	0.0	111.3	362.0	78.37	275.38	0.0	0.0	144.28	24.07	124.58	124.04
Arnt2	0.03	165.89	32.45	0.0	47.25	0.34	162.97	9.33	104.86	28.76	0.09	5.15	32.9	6.23	73.64	0.82	62.39	1.67	3.1	8.68	5.11	54.01	16.99	16.77	11.69	98.65
Arrb1	63.4	51.27	0.08	63.78	17.33	0.0	52.52	0.0	25.02	1.31	0.0	0.0	47.79	13.23	24.1	0.0	0.0	1.46	0.15	0.0	1.17	0.0	16.04	50.15	41.22	0.0
Asns	1256.3	1123.94	1131.84	1799.01	258.93	0.0	1008.83	1292.38	2444.83	466.14	0.0	0.0	992.7	1385.82	1484.87	0.0	512.0	676.54	185.4	431.4	229.58	756.77	384.8	472.73	2774.12	2088.9
Atf4	215.77	521.02	291.03	179.8	49.63	0.0	279.96	374.79	89.42	80.58	0.0	0.0	290.9	704.23	220.66	0.22	2.24	1.23	225.92	250.26	0.0	89.17	0.43	81.21	39.77	933.2
Bcat1	180.53	177.52	0.0	178.34	0.02	0.0	0.05	118.0	221.54	32.52	0.0	0.0	67.06	119.41	58.14	0.0	0.0	0.0	38.49	18.32	0.0	0.0	0.0	37.45	60.63	73.88
Bend6	0.0	0.0	0.51	173.74	66.82	0.0	0.0	24.02	73.14	0.21	0.0	0.0	56.15	86.96	131.15	0.0	3.76	2.92	0.24	0.0	111.16	0.0	9.02	0.16	156.02	0.22
Blcap	66.69	216.54	268.13	373.81	68.26	0.0	9.33	114.99	271.05	357.03	0.0	0.0	279.01	12.34	125.7	0.0	69.33	251.14	426.97	313.85	115.11	156.78	79.0	159.78	65.12	46.92
Bzw2	0.25	0.26	0.0	0.0	195.86	0.0	0.0	0.0	441.03	28.31	0.0	0.3	85.38	284.48	117.37	0.0	164.73	0.0	3.53	13.24	87.24	213.69	272.3	119.02	156.47	122.09
Cadps	156.31	86.12	16.82	41.41	59.51	0.0	17.5	150.01	125.03	11.17	0.0	0.0	229.95	86.25	113.69	0.0	57.99	11.28	1.06	74.2	10.47	0.0	14.72	67.76	83.19	23.96
Ccdc148	0.12	0.13	0.16	0.0	0.07	0.0	0.0	0.31	0.29	0.0	0.34	0.0	0.41	0.0	27.91	0.62	0.0	0.1	0.0	0.0	0.0	3.59	0.0	8.29	0.0	0.0
Ccnh	740.23	150.94	196.2	69.54	0.91	649.9	167.05	265.12	814.24	223.89	283.18	0.0	275.02	658.24	405.97	0.0	13.77	279.54	274.22	235.77	92.29	397.39	73.49	314.18	265.12	104.07
Cct3	430.01	319.26	975.81	447.05	9.7	0.0	211.57	744.81	553.91	547.86	0.0	0.29	300.56	171.23	351.15	0.2	0.0	517.03	2.39	472.7	431.98	0.4	381.19	225.04	373.46	297.38
Cct7	526.0	388.59	211.64	981.94	700.09	0.0	716.64	851.23	891.65	961.23	0.23	0.0	827.38	984.61	1248.89	0.16	798.13	528.3	151.32	824.26	720.67	606.04	923.33	916.16	681.36	0.21
Cend1	1040.15	350.99	115.37	218.16	128.83	0.0	473.54	472.8	616.23	314.83	0.0	0.0	657.49	455.98	901.11	0.0	217.87	0.21	2.42	316.69	213.19	234.77	94.52	547.93	137.55	0.93
Chac1	0.2	14.52	0.0	33.21	63.89	0.0	0.28	23.07	447.61	0.0	0.0	0.0	182.5	134.96	110.52	0.0	0.0	0.0	0.62	0.0	0.0	0.0	4.3	0.0	15.92	0.98
Chmp5	309.61	80.83	0.0	236.06	58.95	338.1	240.25	333.56	404.25	285.14	306.82	51.43	523.72	515.41	371.11	0.0	597.23	546.21	327.93	0.0	320.49	67.52	436.16	412.76	33.35	539.01
Clcn3	316.64	166.28	54.66	188.58	91.26	0.0	8.65	24.12	127.81	107.5	22.08	0.0	173.38	45.33	116.51	0.0	0.24	80.82	59.66	25.38	36.79	1.22	33.41	147.24	370.1	67.59
Clstn3	779.89	596.65	586.93	440.18	161.27	0.0	338.9	196.31	258.79	366.26	0.0	0.14	324.53	171.0	362.83	0.0	278.57	236.14	21.05	158.72	20.76	171.87	144.99	247.44	103.48	851.28
Coro6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.01	37.56	19.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cox8b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp3a44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D17H6S53E	51.01	88.4	199.68	15.23	23.23	0.38	72.07	53.35	5.83	78.08	5.16	3.23	92.11	189.12	29.67	16.03	51.63	22.99	27.94	66.27	23.92	38.62	36.42	86.77	38.55	3.77
Ddit3	342.42	217.5	0.0	973.95	63.33	0.0	163.36	269.02	1186.58	70.5	403.78	13.4	940.42	793.95	825.92	0.0	0.0	0.0	120.24	94.5	0.0	150.16	0.89	0.0	1080.65	681.17
Disp2	58.95	28.77	0.0	27.62	53.58	0.0	177.05	79.55	9.67	69.51	0.0	0.0	31.93	41.78	82.38	0.0	1.8	0.99	19.55	0.94	19.96	28.67	1.43	68.1	56.47	153.21
Dnaja1	828.01	261.36	488.77	913.47	1422.51	525.49	430.57	763.64	859.93	579.01	617.8	314.05	434.9	615.75	551.55	0.0	899.0	818.54	795.51	494.37	289.37	628.01	351.5	520.21	259.82	433.02
Dnajc18	128.79	293.2	97.63	0.0	83.44	327.57	65.83	419.66	266.03	171.78	0.0	221.17	219.45	190.45	313.39	0.07	136.34	54.57	105.96	176.2	122.92	107.81	128.78	209.57	194.83	51.51
Dpysl5	0.03	0.0	0.0	4.32	1.9	0.0	42.18	2.26	0.2	0.0	0.0	0.0	4.43	0.0	0.0	0.0	0.0	0.0	0.0	4.15	0.0	0.0	0.0	1.71	2.7	0.0
Duox1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dvl3	35.41	71.91	38.98	81.49	21.95	0.0	25.07	62.76	120.31	36.6	29.31	52.17	110.23	78.09	81.78	0.0	136.06	52.92	30.42	63.3	74.47	52.98	50.94	61.53	34.03	117.28
Efha2	297.9	486.92	297.92	276.05	165.6	258.31	312.21	225.75	334.8	145.61	119.89	118.23	558.31	434.92	365.0	0.0	157.58	393.87	278.78	119.94	176.72	241.47	289.39	225.26	140.96	701.29
Eif2s2	88.84	102.34	231.2	81.78	238.88	0.0	155.47	145.57	315.72	163.06	260.86	35.76	187.66	254.14	63.78	0.0	69.83	76.16	89.76	135.17	243.39	97.62	71.55	68.36	371.14	52.13
Elavl2	59.6	59.22	45.99	0.43	1.29	0.0	63.79	189.0	209.1	5.04	0.0	0.0	57.97	255.25	166.91	0.0	0.0	48.44	0.15	46.01	2.23	0.21	3.15	195.67	32.17	0.0
Eno2	915.62	191.6	355.15	692.22	636.51	0.0	570.16	875.6	477.7	582.83	0.22	0.21	565.11	589.89	1010.49	0.14	195.04	330.92	746.06	487.49	353.89	450.15	239.2	149.12	457.33	348.96
Enpp5	78.32	402.73	210.72	165.83	300.39	0.0	126.83	265.27	407.73	177.39	42.31	0.23	788.47	481.1	366.44	0.0	488.9	147.46	396.3	202.22	383.38	101.7	84.65	465.14	298.02	6.61
Eps15	78.42	608.26	194.2	261.61	212.62	339.18	237.05	544.63	1053.07	239.11	538.6	208.2	737.11	421.82	262.59	0.0	427.35	119.64	189.68	83.18	61.79	142.79	98.7	86.12	262.2	295.73
Fam169a	19.62	0.0	0.0	57.79	30.93	0.0	31.08	7.43	56.22	38.18	0.0	0.0	106.85	80.03	27.99	0.0	55.33	70.18	0.18	58.74	29.57	16.48	53.37	25.94	72.78	72.79
Farsb	417.88	15.69	67.46	344.27	66.24	0.0	0.0	299.57	206.52	229.16	0.0	0.0	378.13	108.53	85.81	0.0	130.98	128.52	35.33	0.0	72.71	220.14	80.51	0.0	284.69	20.22
Fgf18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fgf9	69.26	20.7	0.14	23.72	0.55	0.0	0.55	7.9	118.95	7.85	0.82	0.0	46.92	63.91	54.76	0.0	11.79	0.49	0.57	0.18	30.13	0.82	0.34	49.8	38.58	83.95
Galntl6	294.58	329.4	0.24	148.73	0.18	0.22	179.6	34.62	98.97	48.31	0.39	0.12	51.03	164.87	466.76	0.1	0.2	16.09	43.64	0.94	0.0	0.18	0.0	76.49	115.68	420.58
Gapdhs	0.0	0.0	0.0	4.91	1.17	0.0	0.0	2.05	4.77	0.0	0.0	0.0	1.17	0.0	3.14	0.0	0.0	2.45	0.0	0.0	1.95	0.0	0.0	3.73	8.07	0.0
Gbas	88.37	121.37	45.91	229.75	38.87	0.0	32.48	125.34	254.77	54.12	169.06	85.25	149.6	93.79	233.81	0.0	84.1	46.39	37.09	52.14	55.84	29.74	121.18	183.23	177.89	129.82
Ghitm	1440.53	705.16	220.71	1662.5	578.26	0.0	1134.62	1093.35	1409.97	525.71	621.32	0.43	1213.92	1374.69	1107.57	65.07	833.83	978.74	959.88	613.95	302.61	631.3	693.95	851.4	1024.97	854.71
Gm14295	910.26	205.18	85.42	733.31	1304.32	0.0	678.1	1005.25	1790.74	777.28	0.0	0.0	855.96	765.74	976.83	0.0	1076.61	209.7	774.91	1273.73	858.07	1051.53	583.35	1177.82	1043.11	1081.21
Gm1631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gnal	8.4	201.64	0.12	22.27	30.75	0.0	13.42	69.68	0.29	44.81	0.0	0.28	103.02	7.37	107.97	1.3	30.96	131.77	100.37	58.91	34.62	74.49	33.59	93.09	55.12	0.39
Gnl3l	235.47	505.26	75.65	503.48	283.68	0.0	372.14	262.38	250.87	222.81	58.98	76.66	307.91	264.84	268.11	3.55	129.51	202.74	160.21	186.73	90.27	285.91	121.33	452.21	329.26	338.69
Gpr65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gprasp1	477.96	341.13	136.79	129.97	50.49	0.0	434.56	139.17	140.48	43.57	0.0	0.0	127.11	104.27	201.44	0.0	317.89	158.73	50.52	49.44	178.35	48.99	103.8	322.26	368.45	109.27
Gprasp2	2.61	215.94	12.4	0.0	55.11	0.0	10.16	38.28	105.57	69.14	0.0	0.0	128.45	60.98	210.83	0.0	3.33	13.98	0.18	113.03	0.24	100.56	0.03	218.72	239.7	130.15
Gria1	216.63	74.58	6.36	186.06	34.1	0.0	131.11	312.77	411.84	122.12	0.0	0.17	153.52	237.8	19.83	0.0	10.96	3.68	1.06	86.52	49.44	93.79	42.54	235.82	118.14	312.72
H1f0	0.0	0.0	0.0	0.0	61.21	0.0	0.19	1.54	0.0	15.34	0.0	0.0	5.59	69.31	0.95	0.0	2.65	4.45	1.02	0.31	13.96	24.14	0.0	0.0	0.48	0.0
H2-Aa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hspa8	22360.42	24473.49	20649.84	26297.86	22558.28	10244.61	20651.28	23643.2	17627.47	20228.05	13375.32	11159.2	15434.27	20908.03	14296.75	12999.96	22280.51	21295.16	18967.67	19043.25	18690.67	18674.14	21156.27	19485.43	21948.63	21321.96
Hspd1	882.37	734.85	81.38	159.64	106.06	0.15	157.34	236.11	813.7	258.7	276.68	31.14	447.14	401.11	578.78	0.16	140.93	569.09	106.66	361.23	215.9	277.15	335.29	169.36	258.89	483.27
Iars	24.76	9.27	0.6	120.82	56.64	0.0	85.59	2.67	381.63	82.34	126.35	0.0	197.67	84.59	0.0	0.0	0.07	0.29	0.62	22.32	0.0	0.17	0.0	44.66	220.15	0.66
Isca1	477.83	464.85	227.87	863.63	143.98	0.0	661.46	362.86	826.28	286.44	51.42	0.0	394.67	237.17	258.65	0.0	638.79	69.73	169.31	550.95	148.28	151.92	89.52	206.39	9.51	664.6
Itih4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kif2a	81.59	294.77	107.19	327.72	68.45	0.0	80.51	117.16	243.21	140.14	0.0	0.12	337.98	86.4	136.56	2.86	58.9	5.89	59.25	195.6	110.41	3.92	90.93	286.55	129.92	251.75
Klhl14	0.04	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lancl1	48.35	0.0	0.0	84.19	26.2	0.0	16.84	75.85	110.29	59.16	0.0	0.0	93.65	137.99	40.7	0.0	0.59	161.77	27.48	38.21	4.65	15.19	76.01	84.65	19.07	42.4
Lyrm4	256.2	285.04	188.2	405.53	98.74	993.25	0.0	199.77	714.15	116.98	0.0	291.81	573.54	255.93	425.65	0.0	61.2	339.65	316.84	281.14	214.83	172.29	309.04	644.47	91.08	473.31
Man2a2	0.38	62.3	1.27	0.46	0.36	0.0	0.58	17.45	75.01	0.32	0.87	0.0	4.74	13.07	17.63	9.4	0.73	0.95	0.36	0.61	0.61	0.66	1.01	41.04	10.53	0.65
Meg3	502.85	510.12	507.39	763.73	457.86	0.0	639.36	368.63	369.14	461.4	0.1	0.11	538.86	456.43	821.0	0.0	953.13	807.73	340.5	318.29	375.79	609.47	457.98	927.64	324.9	649.97
Mrps11	0.0	0.0	0.0	139.65	32.83	0.0	0.0	61.19	205.38	0.0	0.0	0.0	117.69	63.1	125.01	0.0	0.94	0.0	182.15	50.15	100.7	0.77	0.0	166.27	0.0	0.5
Nars	1311.91	346.18	216.46	1344.74	161.65	0.0	505.04	1207.72	2017.09	377.26	443.01	0.0	593.32	1114.98	1261.85	69.41	330.15	389.66	250.68	304.93	234.09	21.37	251.34	601.41	559.82	751.25
Ncs1	628.24	794.62	0.0	307.39	430.56	0.0	382.73	159.58	298.07	536.11	0.0	0.0	272.44	122.18	335.68	0.0	0.0	74.12	113.3	325.46	305.9	338.13	215.04	274.87	220.58	339.91
Nsg1	1159.51	452.71	0.27	777.61	595.45	0.0	163.97	483.51	438.17	28.15	0.0	0.0	206.41	577.01	526.64	0.0	197.67	309.72	253.24	30.65	316.1	556.6	150.33	538.45	124.41	0.95
Nudt1	25.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	202.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTTMUSG00000016609	224.89	0.0	0.0	0.0	4.15	0.0	9.28	168.58	0.0	62.73	0.0	0.0	275.73	8.33	1.51	0.0	21.36	0.0	0.0	91.49	56.81	0.0	0.0	113.22	0.0	0.0
Odf4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oxr1	608.76	759.52	172.27	589.05	79.98	0.0	195.81	224.03	24.75	355.04	251.68	0.0	211.15	171.19	339.87	0.0	672.64	65.23	122.37	113.61	69.16	131.1	143.28	416.1	154.52	839.17
Pdzk1ip1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peg3	6.2	31.86	0.0	41.87	9.74	0.0	9.91	38.8	79.2	23.04	0.0	0.0	40.44	32.81	21.22	0.0	22.31	0.05	48.91	7.15	16.52	35.9	4.07	21.96	79.54	49.45
Peg3as	0.0	0.0	0.0	292.54	0.0	0.0	0.0	40.14	144.96	0.0	0.0	0.0	0.0	19.34	168.77	0.0	239.27	0.0	97.15	26.0	0.0	0.0	0.0	205.75	8.54	344.43
Pex19	37.56	57.16	0.0	145.22	49.9	0.0	5.85	269.7	160.6	41.0	0.0	0.0	66.37	14.7	103.18	0.0	227.83	10.71	1.26	1.23	298.49	13.06	51.17	83.44	11.29	3.0
Ppip5k2	4.57	0.0	0.0	0.38	0.02	0.0	0.0	1.64	18.41	0.0	0.0	0.1	39.7	28.08	42.72	0.0	0.11	0.0	0.12	0.0	0.0	22.04	0.13	0.31	19.28	0.0
Prepl	466.97	307.28	282.29	297.48	382.63	0.0	219.18	507.14	215.62	306.07	0.0	0.0	167.26	258.89	362.46	0.0	22.17	135.37	130.69	168.09	45.69	243.37	196.56	283.51	240.65	355.55
Prmt2	338.85	543.89	152.23	315.53	203.15	4.39	144.29	362.13	377.79	574.99	0.0	0.0	512.34	835.13	842.06	0.0	192.48	4.2	2.07	75.37	315.22	125.32	332.55	417.93	476.02	0.0
Pthlh	909.63	161.9	0.0	2453.46	0.0	0.0	0.0	0.0	859.26	0.0	0.0	0.0	0.0	12.12	149.45	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	1747.49
Rasgrf1	168.44	324.25	0.0	0.0	237.96	0.0	385.0	459.66	126.06	192.19	0.0	0.0	259.13	332.49	171.72	0.0	195.03	209.44	67.31	197.16	180.05	231.39	129.68	0.0	434.73	0.24
Rdh13	97.48	497.91	17.76	28.51	0.51	0.11	154.38	389.03	159.05	101.88	101.6	0.0	485.65	111.65	571.93	0.0	79.3	0.0	69.34	213.55	91.69	65.06	166.8	176.75	117.45	213.46
Rell2	2.79	0.0	0.0	0.0	0.03	0.0	83.88	0.0	0.0	9.08	0.0	0.0	26.62	7.73	2.85	0.0	6.55	0.0	53.53	95.56	0.0	0.0	0.0	71.85	0.0	0.0
Rian	3.53	160.53	8.5	35.37	25.05	0.0	271.33	123.26	53.26	61.72	0.0	0.0	56.67	142.45	8.73	0.0	51.57	45.84	97.27	31.58	7.48	88.96	18.48	88.58	102.48	35.51
Rnf14	850.89	434.6	383.03	503.46	455.17	0.0	471.42	543.19	431.38	567.87	157.82	0.77	806.91	363.8	519.52	0.0	372.85	375.15	413.6	507.91	655.06	331.4	56.71	561.01	383.01	792.02
Rrn3	139.33	121.27	87.35	85.93	61.98	0.0	135.83	119.32	188.62	195.27	166.02	327.51	168.57	199.61	275.36	172.08	66.23	53.69	69.37	175.06	174.98	235.9	59.84	156.58	82.75	185.84
Rufy3	412.78	381.35	47.51	150.66	216.26	0.0	242.41	228.3	719.66	0.08	0.0	0.0	150.86	240.95	120.12	0.0	83.99	152.35	95.68	38.25	68.23	80.05	112.28	144.52	79.23	462.58
Sacm1l	0.0	175.84	171.86	118.41	65.76	0.0	0.0	72.59	153.4	0.0	0.0	0.0	63.47	53.07	171.46	0.0	0.0	0.0	91.15	26.03	61.21	6.52	77.11	133.59	2.38	158.89
