	Chrna2_tdTpositive_cell_15	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_44	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_19	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_68	Ntsr1_tdTnegative_cell_54	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_28	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_49	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_92	Ntsr1_tdTpos_100cell_1	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Agpat2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.23	0.0	0.0	2.63	1.58	1.38	1.38
Akirin2	1.25	0.0	41.64	0.0	0.0	81.37	0.0	4.63	17.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	0.0	0.0	0.0	0.0	27.94	0.0	20.42	13.6	0.0	0.0	6.35	63.56	0.0	0.0	10.74	74.37	73.82	70.63
Akt1s1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	36.87	0.0	0.0	0.19	51.71	61.91	56.59
Ano4	26.62	0.0	0.0	1.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.7	0.0	31.76	0.0	3.97	0.46	0.0	0.0	32.78	3.31	0.0	0.0	7.78	1.65	53.59	0.0	60.08	0.0	13.6	13.09	13.57	13.56	14.09
Ap1s3	5.65	2.46	5.7	1.13	0.71	7.32	8.3	2.22	2.86	6.8	2.96	5.74	2.31	6.3	1.9	3.53	2.19	3.35	1.75	1.64	1.4	3.89	9.88	4.29	3.54	3.91	1.81	7.4	6.52	10.99	3.16	5.63	6.67	10.15	9.11	11.48
Arhgap32	11.74	4.18	35.73	4.16	0.83	0.0	0.17	0.25	0.04	0.0	0.0	8.07	0.0	0.02	0.0	0.0	0.75	5.89	0.0	0.14	0.07	0.34	15.56	0.0	20.84	11.09	0.21	41.78	0.05	61.18	0.0	11.74	12.02	137.07	128.38	137.14
Armcx6	0.0	0.0	0.0	52.95	0.0	0.0	3.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.28	0.0	0.0	0.0	0.0	0.0	0.0	5.13	0.0	0.0	0.0	0.0	0.0	0.0	67.05	0.0	21.48	0.3	6.63	6.19	6.04
Arnt	0.04	0.0	0.0	0.03	0.0	0.0	0.07	0.24	0.16	6.13	0.45	4.51	0.0	0.05	0.09	0.0	0.0	0.07	0.0	11.72	0.11	0.69	2.5	0.11	0.0	0.07	0.0	0.0	1.84	85.59	3.31	15.51	4.92	28.76	26.12	28.4
Arvcf	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	28.23	0.0	5.16	0.13	17.34	18.33	18.61
Atxn7	2.8	15.54	14.9	0.02	0.0	24.85	0.09	0.0	0.0	0.0	14.85	0.0	0.0	21.64	3.9	22.13	9.67	0.0	0.0	0.0	0.0	0.0	4.34	0.02	18.6	0.04	0.79	37.39	0.61	24.86	0.0	0.0	3.18	15.84	14.28	14.81
Auts2	0.25	9.8	13.27	34.94	14.35	0.0	22.1	20.47	0.0	0.0	0.0	0.17	27.65	0.0	0.17	0.01	0.05	14.85	2.68	16.25	3.29	0.98	9.04	0.0	0.0	7.59	0.02	0.3	0.06	36.44	0.0	3.18	2.61	27.57	29.24	32.34
Begain	6.16	0.0	0.19	8.58	0.0	0.21	0.0	0.0	6.7	0.0	0.0	0.0	0.0	0.0	0.0	5.13	0.0	0.0	0.0	0.0	0.0	0.0	4.58	2.66	1.39	1.22	0.0	62.49	0.17	30.39	0.0	2.41	2.31	103.74	126.52	123.92
Brap	27.53	4.1	0.0	0.0	0.0	0.0	5.77	5.63	0.0	8.18	19.37	7.02	3.5	11.27	0.11	0.33	0.71	0.0	3.49	0.06	0.44	24.09	5.41	5.09	5.12	27.72	0.12	0.0	1.0	39.5	3.13	5.25	4.32	39.73	39.84	40.7
Cacnb3	0.0	1.64	3.49	26.43	0.0	0.0	0.0	15.55	0.0	0.0	0.42	0.0	0.0	0.0	0.0	17.14	92.54	2.9	4.24	2.47	3.39	9.74	6.21	13.74	4.35	0.0	0.0	75.79	4.74	109.41	41.13	2.97	9.5	206.62	202.56	209.36
Ccdc103	0.0	0.0	0.16	0.0	0.0	2.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.86	0.09	0.0	0.0	0.05	0.0	0.43	60.45	0.0	0.0	9.63	4.31	3.9	4.44
Celf3	17.04	2.12	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.1	0.48	34.06	0.0	0.0	1.08	0.12	0.0	0.0	0.65	2.04	1.7	0.0	1.0	0.0	0.43	104.74	0.0	102.76	0.56	0.0	2.61	122.93	132.22	134.16
Cited2	0.0	0.0	0.0	5.88	0.0	0.0	27.96	3.15	0.0	0.0	0.0	0.54	48.74	3.19	4.83	0.0	0.0	0.0	0.0	6.87	0.0	0.0	6.89	19.62	0.0	59.88	15.18	19.28	0.0	67.1	0.1	5.49	1.53	35.27	41.04	41.45
Clcn6	0.0	27.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.07	0.0	0.0	20.36	2.18	10.2	0.0	0.18	0.0	0.0	1.05	0.0	0.0	0.0	121.71	0.0	0.0	0.41	54.01	53.58	53.55
Cog4	0.11	0.0	83.53	0.0	16.83	39.6	74.99	0.0	0.15	0.0	0.0	0.38	6.17	0.0	0.45	85.0	0.0	3.16	3.41	3.33	44.67	77.63	6.02	9.57	0.0	117.12	86.01	34.57	1.53	154.46	3.13	38.26	61.85	41.56	41.13	39.53
Creg2	16.7	33.2	3.72	55.38	0.18	3.38	60.13	34.9	0.14	89.43	20.64	0.59	0.27	0.25	0.64	0.36	0.0	0.44	0.23	0.45	0.41	28.42	7.57	0.42	20.7	10.41	0.41	0.9	44.02	112.14	19.75	12.96	18.01	76.41	67.53	74.79
Csgalnact1	0.0	0.0	0.44	0.0	19.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.28	34.79	4.44	0.0	0.0	0.0	0.0	0.0	0.0	155.41	0.0	0.12	5.34	14.31	15.26	16.08
Cyp2s1	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.26	0.4	0.0	0.0	0.0	0.0	0.0	0.0	65.32	0.0	0.0	0.11	4.41	5.5	5.29
Dhodh	0.0	0.0	0.0	54.68	0.0	0.0	60.76	0.0	0.0	0.0	0.04	0.0	0.0	0.0	79.43	45.32	0.0	0.0	0.0	0.09	0.0	0.0	4.37	0.07	0.0	0.0	0.52	0.0	0.2	200.15	33.19	0.0	19.38	14.72	17.72	14.98
Diap3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	9.68	0.0	0.0	0.0	0.73	0.45	0.58
Dip2c	56.08	0.18	23.93	12.67	0.0	52.12	58.41	0.06	0.05	9.93	0.0	0.0	71.0	23.35	0.0	0.58	0.0	26.16	12.12	9.63	0.4	2.43	15.4	14.43	17.71	24.99	29.56	1.45	5.76	46.91	0.0	16.8	14.84	33.17	32.33	34.87
Dlst	87.64	0.13	75.92	36.47	11.41	127.11	67.17	173.09	14.76	0.0	330.97	0.0	11.34	0.0	6.67	103.0	0.0	0.0	6.32	162.28	54.1	124.07	12.72	2.18	0.99	17.8	0.27	199.0	98.21	351.13	0.0	81.21	62.95	108.18	115.0	104.83
Ecm1	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.89	18.19	0.0	0.0	0.0	12.68	0.0	0.0	0.0	0.0	0.0	0.5	107.81	0.0	0.0	0.0	6.43	6.11	7.4
Eif2c2	0.22	0.0	0.0	0.0	0.0	3.01	0.07	7.3	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	3.19	6.23	1.08	0.1	0.54	0.0	1.06	10.31	0.0	4.28	0.0	0.06	0.81	26.1	22.83	28.05
Eif3b	7.26	0.0	0.0	26.64	70.35	3.65	0.0	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	38.73	0.0	93.83	0.0	0.0	12.89	31.28	10.49	25.79	6.78	0.0	9.63	0.0	0.16	187.97	32.69	0.0	11.65	73.74	78.47	72.41
Eng	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37	0.0	0.0	0.0	0.0	0.0	0.0	28.71	0.0	0.0	0.0	14.68	16.85	15.0
Ephx1	0.0	0.0	0.0	4.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.91	0.0	19.08	0.0	0.0	0.0	0.0	0.0	0.0	85.35	0.0	0.0	4.73	32.52	34.75	30.67
F630206G17Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0
Fam131b	0.15	0.09	0.0	8.04	27.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	5.77	0.0	8.59	6.29	0.11	0.0	9.16	46.55	0.0	0.11	8.09	111.09	108.93	108.41
Fkbp8	161.76	16.92	9.0	20.47	155.3	259.45	9.84	38.77	69.71	0.0	0.0	12.47	48.13	8.86	149.21	45.53	104.3	54.47	21.11	0.0	34.79	43.98	51.16	90.88	36.01	23.67	144.17	0.0	86.63	224.52	105.98	6.95	30.52	325.84	367.96	350.02
Fmo2	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.17	0.0	0.0	1.45	0.72	0.61
Fsip1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.89	0.45	0.55
Gja1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.43	0.0	0.0	6.32	131.68	138.15	141.75
Gldn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.31	0.0	0.0	0.57	1.14	0.91	1.02
Glipr1	0.0	0.0	0.0	272.52	0.0	0.0	0.0	0.0	0.0	0.0	5.15	0.0	0.0	78.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	549.64	0.0	0.0	0.0	2.53	2.18	2.29
Gm11961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	106.81	0.0	0.0	0.0	0.0	0.2	0.22
Gm13242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.04	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.67	0.0	0.0	0.06	0.0
Gm16381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.3	0.73	0.47	0.0	0.0	0.42
Gm2109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.08	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.35	0.13	0.37
Gm5088	0.0	0.71	0.0	0.05	0.0	0.18	0.0	0.0	0.68	0.0	0.88	0.0	0.14	0.0	0.0	0.14	0.0	1.04	0.13	0.73	0.5	0.0	0.42	0.0	0.22	0.0	0.09	1.21	0.14	22.57	0.31	0.51	0.0	0.38	0.7	1.37
Hip1r	4.19	0.0	29.98	0.07	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.42	0.0	0.0	0.0	0.0	18.17	1.29	0.0	0.0	0.0	0.0	0.0	0.0	46.37	0.0	4.0	2.49	56.77	58.62	63.47
Hnf1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.39	0.0	0.0	0.76	0.29	0.48	0.48
Htt	1.49	1.9	12.59	0.68	12.73	1.58	1.98	0.27	0.22	3.96	0.0	3.1	0.19	0.12	10.84	2.92	3.26	0.48	3.91	1.33	0.59	0.54	2.6	0.96	0.74	5.66	4.53	7.22	0.0	37.0	0.16	0.97	1.78	46.12	42.17	48.51
Idua	0.0	0.0	51.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.85	0.0	0.0	4.87	0.0	0.08	50.07	31.69	0.03	0.0	0.16	82.5	130.91	47.11	0.0	4.75	14.32	14.89	16.0
Il5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.26	0.18	0.4
Iqub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.01	0.0	0.0	0.0	0.0	0.0	0.0	75.35	0.0	0.0	0.0	0.73	1.07	0.92
Kif6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.48	0.0	0.0	0.0	0.0	8.95	0.0	51.92	0.0	0.0	0.0	1.51	1.52	1.12
Klf12	2.67	0.19	0.04	0.0	0.0	0.1	0.0	0.0	0.0	5.44	0.0	0.0	0.0	33.43	0.0	0.0	0.0	0.39	0.0	0.0	37.11	21.66	0.0	34.55	0.12	18.34	23.9	2.88	0.0	79.71	0.03	28.38	2.01	17.48	15.43	18.79
Klrg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.45	0.0	0.0	0.0	0.35	0.19	0.22
Lama2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	4.47	4.58	5.02
Lck	0.0	0.0	0.0	48.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92	3.02	0.0	77.38	0.0	0.0	0.0	0.0	63.38	0.0	0.0	2.9	1.82	1.58	1.13
Lpxn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	126.38	0.0	0.0	0.0	2.08	1.96	2.46
Mak	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.0	0.0	0.11	0.0	0.16	0.0	13.49	0.0	0.0	6.41	3.2	2.93	3.16
Mir1186	12.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.05	6.9	13.86	0.0	0.0	0.0	14.63	7.85	4.5
Morc4	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	18.28	0.25	0.0	0.0	0.0	0.0	52.88	0.0	23.08	0.36	2.8	2.62	2.6
Mybpc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.0	0.08	0.51	0.41	0.42
Nfkbia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.36	118.17	9.55	4.12	0.0	33.46	0.0	10.49	0.0	0.0	0.0	0.0	101.72	0.0	79.33	0.0	32.71	1.73	24.55	32.82	21.57
Nfkbid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	92.74	0.0	0.0	0.3	4.54	3.44	3.51
Nfxl1	0.41	0.0	0.0	0.0	38.77	0.0	0.0	0.0	0.0	0.0	0.0	16.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	4.98	0.0	0.0	0.0	0.0	0.29	0.0	92.46	0.0	0.0	1.46	7.5	8.4	7.55
Nnat	0.0	36.92	0.0	2.69	0.0	0.0	112.72	0.0	0.0	0.0	0.0	0.0	22.94	20.12	0.0	153.01	0.0	119.18	36.76	4.61	26.09	63.69	0.47	0.0	0.0	14.53	0.0	0.0	0.0	59.38	31.29	20.46	0.0	263.05	306.83	281.49
Npdc1	2.13	47.09	47.09	119.74	39.49	20.14	0.0	8.15	0.0	0.0	26.06	16.68	0.0	68.94	5.11	81.86	0.0	32.82	38.55	2.93	66.96	56.84	50.66	66.92	30.47	15.35	3.09	140.19	52.98	135.48	64.97	10.65	38.19	252.93	280.5	267.22
Nr4a1	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	41.91	44.45	0.0	0.0	0.0	3.86	0.0	0.0	0.0	0.0	0.0	24.32	0.0	0.0	0.1	0.0	0.0	0.0	85.22	0.0	0.0	32.97	206.29	172.38	80.6
Olfr56	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.27	0.09	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.14	0.1	0.05	0.05
Ooep	0.43	0.0	0.47	0.13	0.0	0.98	1.01	0.44	0.7	4.85	0.0	0.63	1.01	0.0	0.0	11.45	0.29	0.0	0.36	0.64	0.0	0.0	1.47	0.27	0.89	0.73	1.14	0.97	0.44	60.96	0.5	1.36	0.0	0.73	1.23	0.87
Osbpl10	41.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	64.45	0.0	0.0	2.25	38.78	39.97	39.26
Osgepl1	2.14	37.82	142.06	5.63	0.18	131.14	0.0	0.0	0.0	7.37	0.0	0.0	0.0	0.59	1.26	0.0	0.0	6.67	0.0	0.1	2.25	52.04	11.73	0.0	0.0	43.9	0.0	0.0	96.26	201.83	6.91	0.0	41.74	11.35	11.1	11.56
P2rx3	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.68	0.0	0.08	0.0	0.17	0.05	0.0	0.12	0.01	0.0	0.0	0.0	0.0	0.0	24.54	0.0	0.64	0.07	2.06	2.26	2.14
