	Gad2_tdTpositive_cell_44	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_5	Ntsr1_tdTnegative_cell_16	Ntsr1_tdTnegative_cell_19	Ntsr1_tdTnegative_cell_23	Ntsr1_tdTnegative_cell_32	Ntsr1_tdTnegative_cell_44	PvalbF.Gad2_tdTpositive_cell_45	PvalbF.Gad2_tdTpositive_cell_67	PvalbF.Gad2_tdTpositive_cell_83	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_7	Rbp4_tdTnegative_cell_12	Scnn1a.Tg2_tdTnegative_cell_17	Scnn1a.Tg3_tdTnegative_cell_1	Scnn1a.Tg3_tdTnegative_cell_3	Scnn1a.Tg3_tdTnegative_cell_13	Scnn1a.Tg3_tdTnegative_cell_14	Scnn1a.Tg3_tdTnegative_cell_15	Scnn1a.Tg3_tdTnegative_cell_22	Scnn1a.Tg3_tdTnegative_cell_23	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Rgag4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	19.16	0.07	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23	0.55	0.72	14.06	13.98	12.39
Ripk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.89	50.83	0.0	7.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	1.64	0.37	6.63	7.67	7.28
Rnf8	1.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.29	7.35	9.12	0.0	0.0	0.14	0.0	60.48	0.0	0.0	0.0	0.0	0.0	3.85	6.32	3.1	36.51	35.78	33.56
Sbsn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.05	67.82	67.27	14.64	0.0	0.0	0.0	155.27	0.0	0.0	0.0	149.46	134.43	0.0	9.54	22.17	13.61	10.78	10.08	13.09
Sdhd	229.49	0.0	0.0	0.0	0.0	398.59	0.64	0.0	446.86	578.05	545.02	299.29	0.19	0.2	0.23	0.0	0.0	0.0	0.0	0.48	0.28	0.0	391.2	450.39	410.07	116.6	122.55	115.94
Sipa1l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.63	0.0	32.3	5.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.87	1.34	0.86	23.21	24.3	24.69
Slc4a3	0.0	0.0	0.0	0.0	0.0	0.13	0.09	0.0	31.84	76.29	0.71	15.33	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66	2.0	2.64	97.14	100.66	102.08
Smyd2	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	8.81	20.02	102.39	35.04	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45	9.13	7.03	72.73	77.71	73.05
Srsf1	0.0	0.3	1.68	0.0	0.0	0.11	0.16	0.0	7.8	80.14	11.58	26.12	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.12	249.96	0.0	26.17	11.77	15.34	87.9	85.06	85.18
Thy1	0.0	0.0	0.0	0.0	0.0	1.02	0.23	0.0	85.82	164.52	120.34	134.45	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.01	72.7	91.22	659.66	677.75	653.67
Tmem106c	242.68	345.0	0.0	0.0	0.39	0.0	0.28	0.0	96.9	234.66	26.7	4.67	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	518.74	0.0	40.79	35.16	45.87	31.65	35.83	33.12
Tmem191c	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	36.62	81.76	4.6	13.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.57	5.99	10.82	103.0	122.93	114.69
Trf	22673.57	18866.76	25143.74	40934.39	29291.22	59004.26	16338.74	28131.18	0.0	0.0	0.0	0.0	20574.64	18077.63	26091.44	39899.4	10888.79	47798.56	67608.53	30444.99	25232.5	31832.26	0.0	0.0	249.6	219.44	232.71	255.04
Trim33	0.0	5.28	0.0	0.0	0.06	0.19	0.09	0.0	2.66	34.66	3.06	22.79	0.05	5.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.03	5.54	7.39	25.38	22.69	24.34
Trim67	0.0	0.0	0.0	0.02	0.11	0.07	0.0	0.03	0.16	33.13	0.0	0.06	0.13	0.0	0.06	0.0	0.0	0.07	0.0	0.17	0.0	0.09	0.03	0.03	0.0	1.76	2.19	2.19
Trio	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	6.08	40.24	1.39	12.22	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	3.09	2.65	50.68	46.93	49.68
Trnt1	0.0	156.01	0.0	4.01	365.39	86.88	59.22	0.0	5.02	179.0	149.98	146.86	0.0	0.13	0.0	0.0	0.0	223.74	210.69	726.87	0.0	0.0	161.19	93.55	98.1	32.79	32.51	34.34
Ubfd1	0.0	0.0	0.0	0.0	0.11	0.24	0.16	0.0	34.27	186.0	125.77	16.04	0.05	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.49	18.78	12.0	12.05	34.57	34.06	31.54
Uhrf1bp1l	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	62.65	28.24	28.07	0.0	0.0	0.0	4.38	0.0	0.0	0.0	0.0	0.0	0.0	20.14	17.35	16.79	44.11	41.55	45.06
Zc3h13	0.0	0.0	0.0	0.0	0.0	0.0	53.63	0.0	12.94	46.35	15.86	24.04	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.35	10.06	13.72	42.0	36.95	42.63
Zfp365	0.68	0.0	0.0	0.0	0.0	0.95	221.59	0.0	22.5	89.68	108.64	86.58	0.17	0.0	0.13	0.0	0.13	0.0	0.0	398.99	0.0	533.56	70.41	65.07	72.49	392.06	380.15	382.53
c18_tRNA-Ala-GCA	0.0	0.0	0.0	0.0	0.0	0.0	21.53	0.0	12.1	218.71	35.92	68.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.13	0.0	0.0	15.44	35.23	0.0	3.14	5.39	8.25
