	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_57	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_69	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_16	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_68	Ntsr1_tdTnegative_cell_54	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_49	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_92	Vip_tdTpositive_cell_30	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Bmp8a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.28	0.28
C330013E15Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.21	0.0	0.0	0.0	0.0	0.0	30.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89	3.49	4.9
Capn8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Ccdc142	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	19.01	0.0	0.0	0.07	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	8.09	10.04	10.13
Ccdc87	0.0	0.0	0.0	8.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.83	2.29	2.6
Cd19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.04	0.04
Cdh4	36.39	0.86	51.75	12.29	0.0	7.56	43.58	0.0	29.97	0.14	0.0	33.92	99.86	23.53	0.05	0.13	0.38	0.51	20.51	19.89	10.69	46.97	0.0	4.09	10.43	0.04	63.82	0.0	12.23	11.4	12.49
Cdhr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.22	0.22
Cdsn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.03	1.94	1.94
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Cldn14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51	1.23	1.46
Cpne9	0.0	0.38	2.11	0.69	2.07	1.44	0.7	0.47	0.98	0.77	1.64	0.66	50.34	0.54	1.0	0.16	0.99	1.03	0.67	0.75	1.28	2.36	3.2	1.03	2.24	1.56	8.81	2.98	41.51	35.51	40.38
Ddrgk1	106.2	126.77	0.0	0.0	0.0	0.0	58.51	0.0	0.0	98.29	107.6	30.37	319.64	4.2	0.0	0.0	37.73	14.37	153.67	99.34	66.7	163.86	183.12	27.2	0.0	0.47	78.79	52.97	87.55	100.78	87.95
Dpy19l3	0.04	0.0	0.08	0.0	5.83	0.81	0.0	0.0	0.0	0.0	0.0	0.63	51.94	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.07	0.0	7.19	0.0	0.0	0.0	0.0	21.47	22.09	22.03
Entpd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Ercc6l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.13	0.17
Fam117b	11.27	0.0	2.08	0.0	0.0	0.0	0.0	0.0	0.0	26.39	0.0	18.28	34.07	1.58	0.0	0.0	32.05	20.3	25.78	0.0	10.53	104.8	0.0	0.0	2.89	0.0	0.58	0.0	40.0	38.65	37.03
Foxd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Foxq1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.47	4.51	5.66
Gja8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07
Gjb4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07
Gkn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.08
Gm14164	3.03	1.63	2.2	2.36	1.22	0.95	0.92	0.33	22.8	1.5	0.57	1.94	27.23	0.82	2.02	1.16	0.45	2.45	1.91	0.0	1.4	0.66	1.89	0.26	1.36	1.62	1.04	0.0	1.84	1.68	2.11
Gm18409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Gm5891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01
Gm606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.63	0.52
Gm7244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	1.62	1.03
Gm8787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.48	0.4	0.91
Gpld1	20.08	0.05	14.99	0.0	0.0	4.74	0.0	0.0	0.0	9.99	0.56	1.51	38.39	0.0	0.0	28.04	0.0	0.0	1.01	0.0	0.0	2.39	0.0	9.97	0.0	0.0	0.0	0.0	39.21	37.07	39.52
Gpr125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.84	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	38.27	0.0	0.1	0.0	20.52	0.0	0.0	11.86	12.81	12.45
Gpr56	2.04	0.0	0.0	39.06	0.0	0.0	0.0	0.0	0.0	31.83	0.0	0.75	88.19	0.0	0.0	0.0	0.0	31.84	29.01	0.0	0.0	0.0	0.0	0.0	0.13	14.07	41.89	0.0	35.18	41.0	42.34
Gprin3	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.55	7.15	10.6
Grlf1	13.48	1.84	0.97	7.45	9.49	1.54	30.48	0.15	7.43	33.82	0.49	7.03	22.45	19.51	0.04	8.28	11.18	2.75	12.38	6.77	4.72	9.49	0.88	11.45	2.49	6.29	4.0	7.14	71.07	67.29	71.92
Gucy1b2	0.0	0.0	0.0	0.0	0.0	0.0	5.56	0.0	0.0	0.5	0.0	0.0	71.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.25	0.0	0.0	0.0	0.0	0.07	0.21	0.34
H2afv	8.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.14	6.59	11.79	62.5	9.1	0.0	0.0	9.67	8.18	6.14	0.0	0.0	1.93	0.0	0.0	0.58	0.0	2.6	0.0	33.25	36.27	34.59
H6pd	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.46	5.42	5.86
Habp4	44.64	1.97	5.11	64.38	44.69	5.57	0.0	0.49	47.59	29.95	9.2	66.71	110.84	43.15	0.0	0.52	51.78	3.4	84.57	20.16	60.46	54.01	0.0	52.38	2.55	80.19	36.66	0.28	188.43	207.17	194.28
Has1	7.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.02	58.54	12.8	0.0	6.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.39	1.52	1.52	2.0
Hephl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.04	0.04
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	1.88	1.76
Hmcn1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	1.22	1.26
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hsd3b6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.39	0.37
Igf2bp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.01	0.01
Iglon5	0.28	0.0	0.4	0.22	0.43	0.23	0.0	0.73	0.1	0.15	0.2	0.04	0.0	0.12	0.0	0.0	0.0	0.03	0.34	0.4	0.47	2.93	0.0	0.19	0.35	0.27	0.0	0.0	30.9	32.03	32.69
Irx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04
Itga2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.02	0.02
Itih3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.68	14.37	13.26
Kcnv2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.02
Kctd15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.43	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.32	14.12	12.61
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Klkb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.04	0.04
LOC624759	2.15	0.17	1.16	1.87	0.13	0.65	2.78	0.69	8.33	0.22	0.22	0.33	24.67	0.36	0.0	0.2	0.72	0.37	0.46	0.24	1.37	6.64	1.18	1.81	4.69	0.44	8.23	1.25	2.35	1.67	2.31
Lama1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.28	0.46	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	1.38	1.12
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lims2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.59	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.04	14.33	12.25
Lmnb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.04	8.86	8.66
Lpar6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.88	4.07	5.66
Lpcat3	0.0	11.46	0.0	0.0	0.0	0.0	0.0	0.0	10.33	0.0	3.8	0.0	66.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.81	3.31	0.7	45.3	0.0	16.07	16.23	18.17
Lrig2	10.07	0.0	0.0	3.17	0.0	0.0	5.73	2.52	25.0	7.41	0.0	0.12	40.96	5.55	12.54	5.98	16.74	20.42	35.46	9.1	0.0	40.52	0.0	0.0	0.0	2.14	25.49	17.26	16.34	15.85	16.12
Lrmp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	1.41	1.5
Ly6e	78.37	0.0	79.73	21.28	0.2	1.24	145.42	20.35	258.05	92.97	196.73	717.27	168.02	304.91	133.3	215.33	231.16	277.11	74.64	143.11	105.44	67.77	0.0	104.6	30.75	52.7	80.29	0.0	157.25	163.58	168.45
Man1a	22.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.66	50.55	41.78	0.0	22.4	20.06	83.76	0.0	0.17	21.71	0.0	4.54	0.0	3.77	1.97	0.6	0.0	22.69	20.68	22.67
Men1	0.14	0.0	1.1	0.0	0.0	2.16	0.0	1.18	0.0	0.0	0.0	0.08	129.25	7.34	0.0	0.0	5.59	26.77	1.14	0.0	0.0	0.0	0.0	3.55	0.0	0.0	48.35	0.0	45.81	48.25	46.23
Mov10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.9	0.0	0.66	0.0	0.55	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	7.3	7.37	7.81
Myo5b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.03	31.22	0.04	0.0	17.88	8.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.94	18.75	19.46
Neurod6	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	52.72	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.63	89.8	90.04
Nnat	36.92	0.0	0.0	2.69	0.0	0.0	0.0	0.0	22.94	20.12	0.0	60.39	96.59	153.01	0.0	36.76	31.0	26.09	63.69	0.0	0.0	2.44	0.0	0.0	33.38	8.2	20.46	0.0	263.05	306.83	281.49
Npffr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	155.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.31
Opn1mw	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.95	0.0	0.0	0.0	0.0	0.0	2.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.39	0.34
Oprk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.81	0.0	0.0	85.57	0.0	0.0	0.0	0.0	0.0	33.73	0.0	17.47	45.44	0.0	0.0	0.0	34.24	66.3	0.0	7.22	5.47	7.93
Paqr8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.33	3.07	0.0	14.6	18.97	0.0	0.0	0.0	18.29	0.0	2.78	0.0	0.0	9.38	0.0	1.9	69.76	67.21	69.08
Pdgfa	0.0	0.0	0.0	0.0	0.0	0.0	0.42	68.32	0.0	0.0	0.0	1.24	98.56	6.34	0.0	8.5	1.39	0.0	126.53	6.96	0.46	10.89	0.0	0.0	0.0	0.0	0.0	0.0	44.95	52.18	46.09
Pdss2	0.0	0.16	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	60.58	0.42	0.21	12.31	0.0	0.0	0.0	0.0	0.0	9.76	0.0	0.0	0.0	0.0	54.03	0.0	14.74	14.6	15.33
Pdzrn4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	55.86	0.0	0.0	0.0	0.0	0.41	9.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.81	5.82	5.07
Pkhd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.01	0.01
Prr7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.93	79.63	74.96
Psrc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.71	9.15	9.49
Rangap1	56.32	59.76	33.63	62.47	25.27	3.39	67.27	39.08	111.08	76.16	4.22	79.09	119.59	70.29	0.75	9.57	91.68	179.72	154.07	85.14	102.03	38.8	61.18	105.42	7.43	33.12	117.62	33.11	179.52	193.72	182.24
Rasl10a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	10.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.71	61.9	57.04
Ribc1	0.0	9.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.94	1.23
Rnf220	0.38	106.46	0.0	0.05	7.19	38.08	0.0	0.0	7.68	27.52	0.18	14.57	51.33	94.72	0.0	40.93	41.4	19.33	65.55	9.2	2.93	5.54	0.0	43.88	5.09	50.48	2.58	0.0	107.18	119.36	110.65
Rtn4r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.39	99.78	92.33
S100a11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	165.14	0.0	0.55	0.0	76.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.87	19.44	13.77
Sash1	0.0	0.0	0.0	0.27	0.0	5.1	0.0	0.0	0.18	0.0	0.0	1.41	0.0	0.03	0.0	0.0	0.91	0.0	0.0	0.0	0.0	1.98	0.0	2.51	0.06	0.0	0.0	0.0	30.84	29.41	32.14
Scmh1	47.89	0.0	0.0	4.44	0.0	0.0	7.71	13.63	32.37	59.4	0.0	0.0	1.27	33.31	0.0	16.59	0.0	2.25	2.53	0.0	0.0	0.0	8.37	0.0	4.95	21.4	2.74	0.0	33.8	33.61	32.81
Sec16a	28.57	11.11	0.0	4.87	0.0	9.99	0.0	0.07	0.0	2.28	0.0	0.04	0.39	0.0	0.0	0.14	17.65	12.49	0.15	0.0	0.0	4.52	0.0	0.05	0.0	0.0	0.42	1.75	24.56	22.49	24.35
Sla2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	1.34	0.64	0.85
