	Htr3a_tdTpositive_cell_121	Ntsr1_tdTpositive_cell_69	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_97	Rorb_tdTpositive_cell_40	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2
1700060C20Rik	0.0	0.0	0.0	0.0	0.0	0.18	0.17
1700061J05Rik	0.0	0.0	0.0	0.0	0.0	0.11	0.0
1700063O14Rik	0.0	0.0	0.0	0.0	0.0	0.43	0.0
1700065I16Rik	0.0	0.0	0.0	0.0	0.0	0.13	0.0
1700065J18Rik	0.0	0.0	0.0	0.0	0.0	0.8	0.75
1700067K01Rik	0.0	0.0	0.0	0.0	0.0	0.84	1.4
1700067P10Rik	0.0	0.0	0.0	0.0	0.0	0.13	0.12
1700071M16Rik	0.0	0.0	0.0	0.0	0.0	2.04	1.43
1700084E18Rik	0.0	0.0	0.0	0.0	0.0	0.74	1.39
1700092K14Rik	0.0	0.0	0.0	0.0	0.0	0.27	0.26
1700095A21Rik	0.0	0.0	0.0	0.0	0.0	0.09	0.0
1700100L14Rik	0.0	0.0	0.0	0.0	0.0	0.15	0.0
1700101E01Rik	0.0	0.0	0.0	0.0	0.0	0.44	0.26
1700102H20Rik	0.0	0.0	0.0	0.0	0.0	0.37	0.17
1700108F19Rik	0.0	0.0	0.0	0.0	0.0	0.12	0.0
1700109G14Rik	0.0	0.0	0.0	0.0	0.0	0.38	0.0
1700110M21Rik	0.0	0.0	0.0	0.0	0.0	0.05	0.0
1700113H08Rik	0.0	0.0	0.0	0.0	0.0	0.07	0.07
1700125D06Rik	0.0	0.0	0.0	0.0	0.0	0.19	0.7
1810010D01Rik	0.0	0.0	0.0	0.0	0.0	0.43	0.51
1810011H11Rik	0.0	0.0	0.0	0.0	0.0	0.75	0.51
1810011O10Rik	0.0	0.0	0.0	0.0	0.0	2.48	2.83
1810019J16Rik	0.0	0.0	0.0	0.0	0.0	0.29	0.0
1810034E14Rik	0.0	0.0	0.0	0.0	0.0	0.44	0.36
1810046K07Rik	0.0	0.0	0.0	0.0	0.0	0.38	0.07
2010110P09Rik	0.0	0.0	0.0	0.0	0.0	1.12	1.7
2210020M01Rik	0.0	0.0	0.0	0.0	0.0	1.19	1.62
2210416O15Rik	0.0	0.0	0.0	0.0	0.0	1.29	1.01
2210417K05Rik	0.0	0.0	0.0	0.0	0.0	0.75	0.88
2310001K24Rik	0.0	0.0	0.0	0.0	0.0	0.95	0.7
2310002J15Rik	0.0	0.0	0.0	0.0	0.0	0.26	0.37
2310007L24Rik	0.0	0.0	0.0	0.0	0.0	0.13	0.12
2310014F07Rik	0.0	0.0	0.0	0.0	0.0	0.09	0.25
2310015B20Rik	0.0	0.0	0.0	0.0	0.0	0.48	0.23
2310043L19Rik	0.0	0.0	0.0	0.0	0.0	0.15	0.14
2310065F04Rik	0.0	0.0	0.0	0.0	0.0	0.07	0.14
2310069B03Rik	0.0	0.0	0.0	0.0	0.0	0.02	0.0
2410004A20Rik	0.0	0.0	0.0	0.0	0.0	0.53	1.06
2410004I01Rik	0.0	0.0	0.0	0.0	0.0	0.42	0.9
2410057H14Rik	0.0	0.0	0.0	0.0	0.0	0.53	0.5
2610002D18Rik	0.0	0.0	0.0	0.0	0.0	0.16	0.59
2610035F20Rik	0.0	0.0	0.0	0.0	0.0	1.23	1.48
2700046A07Rik	0.0	0.0	0.0	0.0	0.0	0.46	0.26
2810405F15Rik	0.0	0.0	0.0	0.0	0.0	1.42	1.15
2810408A11Rik	0.0	0.0	0.0	0.0	0.0	0.3	0.56
2810410L24Rik	0.0	0.0	0.0	0.0	0.0	3.62	3.57
3100003L05Rik	0.0	0.0	0.0	0.0	0.0	0.31	0.0
3110082J24Rik	0.0	0.0	0.0	0.0	0.0	1.44	3.15
3930402G23Rik	0.0	0.0	0.0	0.0	0.0	0.14	0.13
4831426I19Rik	0.0	0.0	0.0	0.0	0.0	0.97	0.89
4833403I15Rik	0.0	0.0	0.0	0.0	0.0	0.03	0.09
4833419F23Rik	0.0	0.0	0.0	0.0	0.0	0.12	0.11
4833423E24Rik	0.0	0.0	0.0	0.0	0.0	0.12	0.11
4833427G06Rik	0.0	0.0	0.0	0.0	0.0	0.53	0.37
4921506M07Rik	0.0	0.0	0.0	0.0	0.0	0.13	0.13
4921508D12Rik	0.0	0.0	0.0	0.0	0.0	0.09	0.09
4921525O09Rik	0.0	0.0	0.0	0.0	0.0	0.24	0.2
4921528I01Rik	0.0	0.0	0.0	0.0	0.0	0.03	0.0
4921530D09Rik	0.0	0.0	0.0	0.0	0.0	0.75	0.81
4922505E12Rik	0.0	0.0	0.0	0.0	0.0	0.05	0.0
4930404A10Rik	0.0	0.0	0.0	0.0	0.0	0.07	0.0
4930413M19Rik	0.0	0.0	0.0	0.0	0.0	0.17	0.0
Styxl1	0.0	0.32	0.0	0.37	0.0	1.55	0.48
mt_AK131586	0.0	0.0	0.0	0.04	0.0	25813.35	24091.17
mt_AK166684	0.38	28.49	0.0	4.21	0.0	18796.57	17507.83
mt_BC104337	0.0	0.0	0.0	0.0	0.0	9032.87	8417.95
