	Calb2_tdTpositive_cell_15	Calb2_tdTpositive_cell_18	Calb2_tdTpositive_cell_22	Calb2_tdTpositive_cell_25	Chat_tdTpositive_cell_2	Chat_tdTpositive_cell_5	Chat_tdTpositive_cell_6	Chrna2_tdTpositive_cell_61	Gad2_tdTpositive_cell_1	Gad2_tdTpositive_cell_2	Gad2_tdTpositive_cell_6	Gad2_tdTpositive_cell_7	Gad2_tdTpositive_cell_22	Gad2_tdTpositive_cell_46	Gad2_tdTpositive_cell_70	Gad2_tdTpositive_cell_73	Htr3a_tdTpositive_cell_20	Htr3a_tdTpositive_cell_36	Htr3a_tdTpositive_cell_49	Htr3a_tdTpositive_cell_65	Htr3a_tdTpositive_cell_90	Htr3a_tdTpositive_cell_103	Htr3a_tdTpositive_cell_115	Htr3a_tdTpositive_cell_119	Ndnf_tdTpositive_cell_20	Rbp4_tdTpositive_cell_165	Vip_tdTpositive_cell_3	Vip_tdTpositive_cell_15	Vip_tdTpositive_cell_17	Vip_tdTpositive_cell_23	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4933440J02Rik	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7420700N18Rik	0.73	5.21	0.26	0.0	0.28	0.0	0.92	0.07	0.0	0.27	0.64	0.0	0.11	2.4	0.28	0.0	0.0	0.0	0.0	1.56	0.15	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.55	0.41	0.0	0.0	0.63	0.36	0.52
AA387883	0.0	214.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43	2.23	2.2
AK010878	1.78	644.11	4.49	223.83	189.46	3.36	13.71	71.91	136.46	28.54	60.12	75.03	5.18	16.16	10.31	9.0	20.19	24.15	448.77	131.68	1.81	58.88	76.02	56.46	0.0	77.76	0.0	20.28	89.24	33.39	43.89	46.56	15.92	15.92	14.48
Adam1a	0.06	64.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41	2.69	7.69	8.7	8.5
Adamts14	0.0	0.4	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.11	0.34	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.1	0.0	0.25	0.4	0.34
Alox5ap	0.0	201.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.86	0.0	0.0	20.45	0.0	0.0	0.0	6.36	0.0	0.0	0.0	0.0	1.1	1.28	6.43	5.05	6.03
Als2cr4	42.82	339.49	110.68	0.0	173.85	0.0	23.41	0.0	0.0	12.34	0.0	32.12	63.89	0.29	290.02	86.04	0.0	0.0	0.0	0.0	0.0	86.48	161.86	5.56	0.0	62.5	451.55	0.0	1.35	0.85	63.21	80.04	30.73	30.96	27.25
Ampd2	205.63	293.28	149.55	0.0	0.27	62.72	0.0	18.57	0.0	42.44	106.9	75.08	60.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	90.55	71.26	0.0	15.88	74.9	0.14	0.0	202.38	43.81	41.26	43.08	46.45	44.94
Ap1g2	0.0	37.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.79	1.05	5.51	4.63	6.54
Ap2a2	99.48	177.74	118.23	50.32	38.35	89.13	31.17	152.43	92.54	132.72	98.03	51.97	116.64	60.52	76.09	36.33	56.49	29.34	85.59	95.04	126.64	163.19	128.95	104.22	1.6	77.43	174.52	61.02	57.4	123.98	120.75	134.89	124.04	128.47	129.78
Asb5	0.0	67.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.19	1.56	0.57	0.71	0.85
Atf6b	0.0	87.39	0.0	0.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	8.08	0.0	0.78	0.0	0.0	3.73	0.48	0.0	3.2	0.0	1.23	0.0	0.0	0.77	0.0	1.42	3.16	57.74	62.35	62.77
Atic	0.0	172.3	0.0	0.0	7.5	0.0	0.0	0.0	0.0	23.13	0.0	5.75	0.14	0.0	2.85	0.0	0.0	11.53	0.17	0.0	0.0	0.0	20.17	16.85	0.0	5.86	0.0	0.0	50.76	0.61	6.41	6.39	25.94	27.5	26.74
Atp13a1	0.0	255.96	0.0	0.0	0.0	11.48	0.0	4.99	0.0	9.67	0.0	0.0	0.0	0.13	0.0	0.0	191.86	0.0	21.14	0.0	0.07	0.0	1.71	14.69	0.0	24.06	0.0	0.13	44.35	0.0	9.27	6.96	33.43	34.23	35.3
Atp5sl	0.16	199.72	90.06	0.0	0.0	0.0	0.0	0.0	0.0	4.91	60.53	0.1	40.11	0.0	47.66	50.59	0.0	0.0	18.31	0.0	0.0	26.29	0.15	22.27	0.0	40.55	4.69	0.22	0.0	59.73	24.43	29.16	32.07	33.59	32.51
Azin1	76.54	383.9	93.9	0.0	20.3	8.36	0.18	206.69	33.36	134.08	46.64	226.63	195.16	174.67	4.74	97.77	329.69	55.74	46.99	170.15	154.35	88.36	121.51	121.09	0.0	82.74	156.6	17.29	36.74	29.04	170.16	133.08	97.28	97.19	96.42
BC027231	2.49	122.35	0.96	0.21	0.17	0.0	0.82	13.63	0.12	0.34	0.9	6.08	0.18	1.0	2.43	0.0	0.71	0.0	1.54	0.0	0.76	0.0	0.21	6.04	0.0	7.14	0.37	0.09	0.0	0.0	3.22	3.51	8.81	7.4	7.76
BC053749	0.29	101.99	0.0	0.0	0.39	0.21	0.17	0.11	0.29	5.83	0.17	0.71	0.88	0.89	0.2	0.17	0.53	0.43	0.66	1.64	0.22	5.76	0.14	0.0	0.0	0.93	0.0	0.4	0.0	0.0	0.0	0.14	2.11	2.49	2.3
Bmp4	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.23	0.0	0.0	0.0	0.18	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.32	4.21
Cd300lf	0.32	1.22	0.76	0.0	0.26	0.0	0.0	0.0	0.0	0.23	0.4	0.0	0.0	0.69	1.36	0.36	0.0	0.53	0.0	0.0	0.0	0.33	0.31	0.18	0.0	0.29	1.68	0.0	0.0	0.22	0.0	0.0	0.11	0.04	0.11
Cnr1	5009.66	518.51	10009.06	712.02	788.29	631.53	608.25	14271.7	14712.45	18446.25	9089.03	33283.94	19184.04	6610.37	19801.43	16437.47	2040.5	17862.67	19681.78	7913.61	17646.7	12520.63	22064.64	33041.05	0.0	227.37	12766.46	14288.55	25768.68	23267.78	123.32	65.45	80.79	75.85	84.42
Crlf1	0.0	77.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.75	5.36	4.69
Csk	0.0	163.33	0.0	0.0	0.0	0.0	0.0	47.66	0.0	0.0	56.56	0.22	3.24	0.0	0.0	0.0	0.0	0.0	13.22	0.0	179.48	0.0	58.03	3.42	0.0	0.34	4.93	0.0	0.0	65.56	0.39	0.92	24.96	27.6	23.74
Cxcl16	0.0	0.34	0.0	0.25	0.0	0.0	0.19	0.08	0.14	0.0	0.17	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	1.61	1.39	1.16
D5Ertd579e	0.0	62.07	46.38	0.8	0.0	0.0	0.07	0.0	0.0	4.11	62.92	9.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.04	0.0	0.19	2.56	19.33	0.0	5.53	0.0	0.0	1.0	42.56	8.65	8.23	58.2	57.46	58.89
Dazap1	0.0	86.44	0.22	0.0	6.87	0.0	0.0	0.0	0.0	4.75	0.0	2.14	0.36	2.02	0.0	24.32	0.0	0.0	4.05	1.8	1.69	0.0	11.71	0.32	0.0	5.27	9.31	0.13	0.7	4.4	1.16	0.84	39.7	40.38	40.89
Dcun1d5	0.0	88.91	25.84	0.0	0.0	7.05	22.08	28.35	12.02	19.05	8.13	8.21	12.09	0.0	3.4	24.94	20.18	8.96	15.07	0.0	8.52	47.39	26.79	14.08	0.0	41.21	49.89	25.31	7.09	16.9	34.25	33.89	60.12	57.72	61.46
Ddx52	0.06	253.08	6.1	116.1	0.0	0.0	0.0	106.84	0.0	53.13	105.27	51.04	98.76	2.96	0.0	0.07	0.0	0.0	0.0	0.0	77.04	41.17	43.12	25.87	0.0	14.05	0.2	0.08	0.0	82.11	46.82	39.72	17.93	15.95	16.36
Dhrs4	0.0	89.52	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.13	0.0	0.0	0.0	100.0	13.89	19.3	13.48	12.16	14.06
E2f3	0.0	23.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.46	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	1.62	1.28	15.93	16.73	15.67
Eci1	0.95	276.58	0.14	16.1	1.4	0.0	0.0	0.0	0.0	53.98	0.0	35.4	0.0	0.13	0.47	0.64	0.0	0.0	33.43	0.21	128.73	5.44	0.0	0.0	0.0	0.49	0.0	0.4	12.46	0.0	0.28	1.68	23.8	29.27	25.54
Efr3a	149.08	298.4	42.03	0.0	0.0	81.1	54.78	28.35	5.33	0.07	71.91	2.14	0.15	0.0	26.93	0.0	157.57	0.0	14.4	0.0	0.56	14.36	27.28	34.27	0.0	67.25	78.76	0.0	0.0	4.88	94.69	77.85	87.66	80.09	83.79
Eif2c2	0.0	26.05	0.0	0.0	1.08	1.01	0.0	0.05	0.0	0.0	3.55	2.38	0.09	0.0	0.06	0.0	23.05	4.66	0.0	0.0	0.0	0.22	3.62	0.0	0.0	1.08	0.0	3.66	0.12	0.0	0.81	1.24	26.1	22.83	28.05
Fam171a2	0.0	20.19	1.31	6.45	0.0	0.0	0.0	1.14	0.0	0.0	0.0	0.08	1.21	0.0	1.6	1.62	11.8	0.0	0.0	4.95	0.0	0.49	0.0	0.1	0.0	0.25	0.0	0.0	0.0	0.0	0.1	0.34	61.62	77.11	71.2
Fam203a	0.38	55.7	0.74	0.69	0.83	0.0	0.59	0.42	0.76	0.26	2.03	13.4	1.0	1.95	0.21	1.26	1.62	1.19	0.36	0.64	1.56	10.69	0.0	0.39	0.0	3.47	1.48	0.51	0.31	1.63	1.41	1.51	10.21	12.33	12.35
Fam98a	0.07	288.52	0.0	0.0	0.0	0.0	0.0	0.27	50.36	82.29	0.0	0.0	53.78	0.0	0.0	10.09	0.0	0.0	0.0	86.58	0.0	0.0	32.53	32.8	0.0	7.72	0.22	0.0	0.0	3.65	15.24	11.7	34.21	33.94	33.43
Fbxo16	0.0	172.02	0.0	0.0	0.0	0.0	0.0	4.54	0.0	60.52	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.26	57.05	0.0	0.0	16.65	0.0	0.0	0.0	0.0	7.73	10.74	13.39	12.93	12.05
Fbxo42	0.03	141.98	0.0	0.0	0.0	0.94	0.0	0.03	0.0	21.14	0.0	0.0	0.0	48.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.49	0.0	0.0	39.3	0.0	6.22	2.43	22.68	23.81	22.17
Flcn	0.07	235.05	24.32	26.37	0.0	0.0	0.0	2.56	0.0	49.96	59.74	2.67	0.0	0.18	0.0	0.0	19.46	3.89	0.0	47.04	0.0	111.65	0.0	17.33	0.0	2.27	0.22	0.0	0.0	95.84	8.68	14.85	47.11	49.42	43.47
Fnbp1l	0.0	164.38	25.36	1.75	58.59	36.1	0.0	16.18	11.49	11.55	19.56	7.36	30.55	0.0	106.58	66.25	28.68	26.05	3.38	13.88	45.56	0.52	48.43	30.97	0.0	37.61	0.0	0.0	80.55	0.0	27.24	21.81	70.63	59.91	69.07
Foxk2	0.04	115.68	0.27	0.0	0.0	0.0	0.0	0.1	0.0	2.0	0.0	0.0	0.0	0.0	0.0	26.61	0.0	0.26	0.0	0.0	0.0	15.23	0.0	0.7	0.0	2.55	0.37	0.0	0.0	0.0	5.4	4.92	56.9	56.88	57.47
Gas1	0.0	37.06	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	6.95	8.27	9.45
Gm11517	0.0	11.56	0.0	0.96	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.76	0.0	2.34	0.0	1.64	2.12	0.86
Gm13031	0.0	10.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.52	0.0	0.0	0.0	0.0	0.0	0.78	1.85	2.88	2.95
Gm13083	0.0	4.04	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	3.24	0.0	0.0	0.0	0.0	0.13	0.0	0.11	0.25	0.0	0.4	1.8	0.12	0.14	0.32	0.15	0.25
Gm14431	0.56	1.85	3.34	0.0	0.71	1.17	0.0	3.07	0.5	2.38	0.2	2.9	5.77	0.0	4.25	17.18	0.0	0.41	79.09	0.0	0.0	1.03	3.64	6.3	0.0	1.74	0.0	0.15	0.83	2.1	0.99	1.65	8.87	7.17	8.34
Gm16845	0.0	120.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.7	0.27	0.0	0.0	15.27	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.19	0.0	0.6	0.0	0.0	1.9	0.25	1.27	1.12	1.83
Gm239	0.0	18.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.22	0.15	0.2
Gm4302	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm6994	0.27	156.57	0.0	0.0	0.0	0.0	0.0	1.82	0.0	0.0	0.31	0.0	0.13	5.54	0.39	2.09	0.0	0.28	1.69	0.62	2.39	0.0	26.12	0.0	0.0	0.7	0.0	5.59	0.0	0.0	0.26	2.4	0.06	0.0	0.19
Gm8898	0.56	1.85	3.34	0.0	0.71	1.17	0.0	3.07	0.5	2.38	0.2	2.9	5.77	0.0	4.25	17.18	0.0	0.41	79.09	0.0	0.0	1.03	3.64	6.3	0.0	1.74	0.0	0.15	0.83	2.1	0.99	1.65	8.87	7.17	8.34
Gpr56	0.0	236.75	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.5	0.0	0.14	0.0	0.0	0.0	0.0	1.09	5.83	35.18	41.0	42.34
Hs2st1	0.12	159.03	0.0	0.0	0.0	0.21	0.0	0.0	0.0	17.55	0.0	8.4	0.0	54.47	27.52	0.0	0.0	0.0	1.36	0.0	72.3	0.0	1.32	5.46	0.0	21.97	0.0	0.11	0.7	0.0	4.67	8.87	40.63	39.0	38.87
Inpp5a	0.0	256.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.92	32.93	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.43	3.07	42.92	46.53	44.53
Jph3	0.1	155.8	0.0	0.0	0.87	0.0	0.0	1.95	0.0	1.83	0.0	1.44	2.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	2.08	0.16	0.0	10.68	0.0	5.24	0.0	0.0	2.13	7.34	145.11	164.46	159.09
Klraq1	0.06	230.59	0.0	0.0	0.0	65.7	0.0	0.06	0.0	25.79	0.0	38.86	0.0	0.17	0.0	0.0	186.02	25.79	55.23	0.0	0.0	33.19	0.0	10.39	0.0	19.44	91.38	0.0	0.0	38.95	18.6	11.05	63.06	66.0	59.09
Lbh	0.05	35.21	11.45	1.88	0.0	0.0	0.0	7.36	0.0	3.92	0.0	0.0	1.04	0.0	0.32	0.0	0.55	0.0	0.0	0.0	12.69	0.49	0.44	2.73	0.0	3.79	0.0	0.0	0.0	0.0	3.49	3.85	33.89	36.55	35.92
Lrfn1	0.05	1.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.47	0.0	42.71	49.13	45.11
Lrrc32	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	2.76	3.49	3.0
Lzic	0.0	275.33	84.65	0.0	0.0	0.0	0.0	97.52	0.0	42.09	0.0	1.82	56.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.22	0.0	47.96	47.3	0.0	6.04	0.0	0.0	0.0	0.0	7.82	6.13	13.48	11.86	13.8
Lzts2	1.73	4.3	1.3	0.0	0.0	0.0	0.0	2.74	0.0	1.22	0.0	0.62	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.93	0.0	1.96	0.0	0.0	1.23	1.14	0.5	0.88	34.91	41.87	39.9
Mapkap1	0.0	102.78	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	1.09	0.0	11.3	0.12	2.89	0.0	6.34	0.21	0.17	8.69	0.0	9.77	6.55	36.6	34.71	34.82
Mbd1	0.0	83.5	0.0	0.0	0.18	0.0	0.0	0.07	0.0	12.14	0.0	0.0	1.83	0.0	0.0	28.45	0.0	0.0	0.0	0.0	0.0	7.02	11.44	38.97	0.0	4.46	0.0	0.0	0.0	84.66	11.39	13.65	26.97	25.65	26.81
Mex3c	0.0	177.67	27.76	0.0	0.0	0.0	0.0	0.0	0.09	18.08	0.0	0.0	0.0	0.0	0.12	4.32	0.0	0.0	124.72	0.0	0.07	0.0	0.0	0.0	0.0	10.08	0.0	0.0	0.0	26.93	6.9	2.11	30.19	27.49	26.64
Mir706	0.0	12.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.83	0.0	0.0	0.0	5.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mmp11	0.0	3.82	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	1.41	1.33	1.32
Mtx1	0.38	257.69	154.22	0.0	0.0	7.56	0.0	0.25	0.0	64.29	70.68	0.16	50.72	0.35	0.0	86.83	0.0	0.0	114.26	0.0	0.0	0.61	0.0	17.07	0.0	16.78	0.42	0.0	0.0	279.99	41.71	39.23	38.75	39.21	35.74
Myc	0.0	219.84	1.16	0.0	0.0	0.0	0.19	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.43	0.0	0.0	0.0	0.0	0.0	0.0	4.37	4.5	3.01	3.88	4.17
Ncoa2	0.0	89.36	0.0	5.98	12.41	5.0	0.0	0.07	0.0	0.59	20.04	0.27	24.26	4.07	1.84	0.0	0.0	55.35	0.0	11.19	0.0	20.41	8.02	7.8	0.0	5.14	0.0	0.0	23.76	0.0	7.57	6.12	41.1	39.57	43.52
Ncor1	5.93	204.32	28.22	23.46	99.2	12.62	11.7	77.04	36.97	11.43	2.73	15.6	4.11	8.08	22.8	14.23	42.56	15.66	151.75	5.63	55.34	64.34	6.47	14.39	114.69	25.19	147.34	23.1	14.36	52.04	34.72	20.57	87.37	80.71	92.95
Neto2	0.03	114.82	0.07	0.11	0.0	0.0	0.08	10.56	0.06	0.73	0.0	0.0	0.0	0.09	0.0	35.82	0.0	0.06	0.0	0.07	0.0	21.56	0.0	14.66	0.0	21.27	0.0	0.05	0.0	18.77	20.69	17.76	38.68	34.51	37.44
Nhsl2	0.04	64.7	0.25	0.0	9.76	0.31	0.15	25.24	0.54	5.89	0.07	0.0	0.01	0.79	0.13	0.13	0.26	0.02	0.15	0.06	0.07	0.19	0.06	0.07	0.0	4.22	1.84	0.28	0.09	0.09	1.9	4.37	17.44	16.0	16.79
Nipal3	0.11	129.31	24.86	0.0	0.0	0.0	0.0	30.62	0.0	7.59	0.0	4.15	0.04	0.0	8.59	29.15	0.0	0.0	0.0	1.06	0.0	6.91	12.75	0.51	0.0	9.03	0.98	41.71	1.92	0.0	10.35	13.0	59.34	62.81	55.55
Nktr	11.81	157.3	28.78	0.0	63.16	87.37	0.0	26.8	10.13	0.34	7.58	12.01	2.75	18.39	2.23	0.0	0.54	0.16	7.94	0.06	32.08	0.0	7.55	20.18	0.0	24.58	46.0	0.18	37.21	34.82	11.82	10.32	56.37	47.42	56.55
Nr4a3	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.21	0.0	0.74	22.46	24.73	11.21
Nvl	10.98	125.72	120.76	0.0	7.01	0.17	34.77	18.86	7.12	3.81	110.75	14.91	21.8	0.0	194.89	142.84	31.5	19.61	13.36	0.13	250.68	6.11	80.31	17.5	0.0	53.35	102.27	30.29	0.0	25.51	57.39	40.99	47.81	42.04	48.48
