	Gad2_tdTpositive_cell_57	Htr3a_tdTpositive_cell_85	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_14	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_24	Pvalb_tdTpositive_cell_32	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_68	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	Pvalb_tdTpositive_cell_78	Pvalb_tdTpositive_cell_87	PvalbD.Slc32a1_tdTpositive_cell_11	PvalbD.Slc32a1_tdTpositive_cell_17	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_16	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_30	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Acvr1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26	1.01	0.0	0.0	0.12	0.0	9.04	6.92	8.12
Adamts16	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.24	0.0	0.0	49.59	0.0	0.08	0.0	0.0	3.6	3.08	3.26	3.44
Alkbh2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	1.89	0.0	1.18	0.0	0.0	0.0	12.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.46	0.0	0.0	11.69	0.0	0.0	8.05	7.31	6.35
Ang	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53	2.49	2.13
Ang4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ankib1	0.12	61.97	9.92	1.49	0.0	0.0	13.86	0.0	0.0	0.0	20.28	9.57	0.0	26.72	0.43	0.0	14.65	0.6	0.0	0.0	0.0	6.58	1.78	5.97	37.32	2.28	0.0	15.8	11.2	0.06	26.36	25.55	28.18
Ap2s1	71.24	0.0	105.75	120.15	95.39	120.63	84.01	202.73	148.62	109.81	24.02	1.02	5.61	49.74	149.8	2.33	52.73	81.2	236.9	0.0	0.45	59.76	102.5	49.66	132.69	0.0	60.82	157.35	1.43	124.18	233.7	274.11	254.17
Atxn7l3	0.11	0.39	3.68	0.24	0.52	40.8	19.72	0.71	3.85	28.68	0.18	12.23	0.0	0.34	15.45	0.0	3.72	1.24	0.2	0.0	33.38	9.1	1.22	0.89	0.1	13.84	0.91	0.0	16.69	14.86	174.79	180.92	176.83
Auts2	0.06	8.45	0.08	0.0	6.72	0.0	0.0	0.14	1.29	6.92	4.76	0.0	0.3	4.19	8.05	9.21	1.86	5.26	16.96	3.34	0.0	5.13	11.6	2.33	23.0	3.32	1.52	18.86	0.26	14.04	27.57	29.24	32.34
Bbs2	61.55	0.0	0.0	0.0	4.53	20.1	58.08	4.78	0.0	33.61	18.7	0.0	0.0	55.62	28.03	4.29	1.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.05	18.59	0.0	25.29	6.4	39.6	22.01	24.73	23.72
Blk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Bmp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	10.96	9.3	10.81
Brsk2	22.14	30.37	13.34	0.24	13.38	6.24	23.97	3.25	20.81	45.32	21.51	21.96	14.89	12.72	15.15	17.88	33.49	17.32	7.77	2.46	0.37	23.76	25.84	14.04	33.55	39.12	39.26	15.77	25.82	18.63	148.06	151.67	152.3
Btbd19	4.03	3.9	3.39	0.0	2.57	3.35	4.46	2.11	3.01	25.64	1.29	1.65	3.08	3.27	2.4	4.16	2.58	2.22	1.27	3.39	2.07	3.55	1.79	3.43	3.6	3.75	2.3	2.14	2.73	1.08	7.48	6.56	7.13
C2cd2	0.18	0.35	0.23	1.01	0.13	32.35	13.2	0.0	0.24	4.63	0.76	0.28	0.18	0.28	1.14	0.97	0.12	0.36	0.51	0.26	0.55	0.22	22.27	0.45	37.87	0.42	1.33	0.22	0.16	12.95	6.44	6.23	5.89
Cabp5	0.0	0.0	0.36	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.2	0.16	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	14.65	0.0	0.0	0.25	0.0	0.0	0.29	0.11	0.06
Capza3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.08
Card9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.65	0.0	0.0	0.0	0.0	0.0	1.73	2.45	2.23
Cbs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	23.96	25.78	27.01
Cd160	0.0	0.0	1.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.04	0.0	0.0	0.0	0.0	0.07	0.8	0.76	0.85
Cdk18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.7	0.0	0.0	0.0	0.0	2.12	25.04	28.56	32.08	32.29
Cdk3-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.22	0.0	0.0	0.0	0.0	0.0	2.1	2.51	1.52
Cenpp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.67	0.0	0.0	0.0	0.0	14.19	0.0	62.55	0.0	57.22	0.0	0.0	0.19	2.58	2.98	1.88
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Chd3	2.4	0.35	0.09	0.0	0.15	0.0	0.0	0.0	0.0	12.45	15.08	0.0	0.0	0.0	5.15	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	10.32	7.4	2.3	0.93	8.38	0.0	229.08	240.27	248.23
Chfr	0.0	0.0	0.0	0.0	0.0	0.0	16.74	0.56	28.43	0.0	7.57	0.98	0.0	2.02	22.35	0.0	0.12	0.0	0.0	17.88	0.0	16.77	0.96	20.97	37.04	3.15	13.42	0.0	0.0	12.19	30.94	29.98	30.43
Clcnka	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.04
Cml2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.41	0.68
Cog8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	32.02	11.18	0.0	0.0	0.0	0.0	6.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.93	30.52	31.31
Cox4i2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.83	0.0	0.0	0.0	0.0	0.0	4.94	2.13	3.06
Cxcr3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.06
Cytip	0.0	0.26	0.0	0.0	0.0	0.0	0.3	0.29	0.0	0.62	0.0	0.0	0.0	0.41	0.04	0.25	0.24	0.12	0.0	0.0	0.11	0.06	0.0	0.07	0.85	0.29	0.21	0.24	0.45	0.0	0.05	0.07	0.1
D630032N06Rik	0.0	0.0	0.0	0.0	18.47	0.0	6.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.25	0.0	0.0	0.0	0.0	0.0	0.48	0.15	0.0
D930015M05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.58	0.0	0.0	0.0	0.0	0.0	5.34	4.57	3.82
Deptor	0.0	0.0	18.81	25.67	0.0	0.0	0.0	0.0	21.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	5.55	11.13	0.0	68.03	0.0	0.0	0.0	0.0	0.0	11.5	9.72	12.1
Dspp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Efna2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.62	8.45	8.53
Eps8l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	4.3	1.14
Fam105b	0.0	0.0	0.0	51.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.95	0.0	12.7	0.0	0.0	0.0	18.57	18.88	18.82
Fam176b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.42	3.25	2.5
Fbxo5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	14.43	0.0	0.0	0.0	0.0	0.0	1.06	1.6	2.02
Fgd1	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.3	0.0	1.24	0.0	0.0	14.32	0.0	0.0	0.0	0.15	0.0	10.32	11.83	10.95
Fgf5	0.24	0.3	0.24	0.0	0.0	0.0	0.0	0.0	0.0	43.2	0.0	0.25	0.55	0.0	0.24	0.28	0.22	0.36	0.21	0.0	0.0	0.0	0.1	0.0	0.1	0.52	0.0	0.33	4.13	0.24	2.9	3.15	2.24
Fjx1	0.0	0.0	1.71	0.0	0.99	0.0	0.22	4.37	0.0	0.0	0.0	0.0	0.0	0.0	13.69	0.87	0.0	0.0	0.0	0.0	0.0	6.4	0.0	12.32	23.37	0.0	0.17	14.39	0.0	0.0	73.38	79.2	83.24
Fndc8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.87	0.0	0.0	0.0	0.0	0.0	3.38	2.69	3.29
Galnt2	0.1	35.42	0.0	4.39	0.0	0.0	0.0	34.28	6.11	3.06	8.14	0.37	0.0	1.11	6.24	0.0	0.0	1.04	0.0	4.23	0.0	0.0	0.67	0.0	38.08	0.32	3.26	25.04	0.91	0.0	45.57	47.56	46.93
Gclc	0.0	0.0	13.26	25.1	2.08	0.0	0.0	1.79	0.0	0.0	18.3	3.14	0.0	13.46	0.0	34.98	4.66	48.21	0.0	0.0	0.0	0.0	0.08	0.0	52.23	0.0	0.0	60.48	0.0	11.58	48.12	46.3	44.89
Gm10421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.08	0.0	0.0	0.0	0.0	0.0	2.18	1.94	3.87
Gm10536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.09	0.02	0.07
Gm11437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.08
Gm13749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	1.45	1.3
Gm13807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.38
Gm15348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.06
Gm16432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	1.01	0.0	0.0	1.32	1.41	0.99
Gm16677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.14	0.0	0.0	13.45	0.0	0.0	0.0	0.0	0.0	1.01	1.14	0.42
Gm2518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.38	0.18	0.37
Gm4981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.3	0.0	0.11	0.0	0.06
Gm833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.15	0.34	0.07	0.14
Gtf2ird1	0.0	0.0	0.14	0.0	0.0	32.63	1.85	0.0	0.25	50.42	3.17	0.0	0.0	36.64	1.61	69.05	18.6	0.07	0.0	2.28	73.52	0.0	30.32	27.33	8.75	7.17	3.6	17.12	1.0	0.0	19.5	21.47	19.34
Gucy1b2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.75	0.0	0.0	0.0	0.0	0.0	0.07	0.21	0.34
Hapln2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.89	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	17.51	18.9	20.68
Hist1h2bc	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.19	0.0	0.0	0.0	0.0	0.0	0.0	53.54	0.0	0.0	0.0	59.75	0.0	76.94	87.89	81.18
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hoxb4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.12	0.0	0.0	0.03	0.0	0.0
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hsd11b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.07	0.0	0.0	0.0	0.0	0.0	28.0	27.1	27.77
Hsf4	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	15.2	0.0	0.0	0.0	0.0	0.0	2.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	13.92	17.21	16.08
Hspg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	2.46	2.62	2.51
Ifi30	0.0	0.0	0.0	0.0	0.0	0.0	4.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.89	0.0	0.0	0.0	0.0	0.0	4.95	3.59	4.47
Ifit1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1	0.09	0.0	0.0	0.0	0.0	0.0	37.68	0.0	0.0	0.0	0.0	0.0	2.13	1.54	1.88
