	Chrna2_tdTpositive_cell_54	Gad2_tdTpositive_cell_43	Gad2_tdTpositive_cell_74	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	Pvalb_tdTpositive_cell_78	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_42	PvalbF.Gad2_tdTpositive_cell_63	PvalbF.Gad2_tdTpositive_cell_77	Rbp4_tdTpositive_cell_51	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4933406C10Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.92	1.07
5530601H04Rik	0.72	16.81	0.62	0.0	3.78	1.62	6.05	5.24	0.36	6.94	31.99	1.24	0.69	0.47	1.44	1.33	0.44	1.15	38.0	40.15	8.2	0.95	0.43	10.4	0.67	13.86	6.71	1.03	3.64	0.96	1.3	2.71	11.06	7.47	5.22	6.09
9030612E09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	2.08	1.91	1.77
A330040F15Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95	4.64	3.86	6.29
A730017C20Rik	42.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.73	0.0	0.0	145.23	25.64	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.06	48.79	51.09	47.39
Aanat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.02	0.0	0.0	0.29	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28	1.42	0.85
Abcb6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	18.57	0.0	50.12	0.0	0.0	85.85	6.66	0.0	0.0	34.43	59.92	0.0	0.0	33.42	0.0	27.4	0.13	12.78	5.32	17.38	18.47	17.91
Abcg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.81	0.0	31.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.24	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.48	17.22	15.36	14.09
Aff2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.76	0.0	0.0	0.0	0.0	28.63	0.0	0.25	4.42	6.38	0.0	1.64	0.0	4.41	0.0	0.0	0.0	0.04	0.84	6.41	6.14	7.48
Akap13	0.15	0.0	0.0	0.0	0.0	0.0	1.07	0.0	0.0	0.0	0.83	0.0	6.66	0.0	0.0	0.0	0.0	0.0	0.0	5.42	0.06	0.1	0.0	0.0	0.47	0.0	0.0	1.9	0.32	0.0	0.0	0.0	0.54	12.53	11.33	13.47
Amotl1	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.04	5.68	0.0	0.0	0.0	0.0	0.56	0.0	0.07	0.11	0.0	9.34	1.89	0.05	0.0	0.07	0.04	0.45	0.0	0.24	3.2	0.0	5.71	0.04	0.96	9.3	9.24	10.01
Apaf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.49	0.0	12.93	0.0	0.0	4.86	0.0	0.0	0.0	0.07	0.0	0.0	23.97	0.0	0.0	0.0	0.0	0.0	0.0	11.76	0.0	3.56	0.0	20.29	0.09	1.21	7.55	7.54	6.56
Arih1	1.56	2.14	0.55	15.65	0.87	7.34	5.2	4.18	37.36	1.58	13.74	9.96	0.85	2.2	24.12	1.18	0.0	0.0	7.48	56.45	0.66	6.35	9.11	12.42	18.04	3.54	12.94	7.12	14.22	2.3	0.98	0.33	6.66	45.7	44.14	45.02
Atp10b	0.38	0.11	0.22	0.4	0.0	0.0	0.07	0.11	0.28	0.08	0.06	0.19	0.0	0.0	0.26	0.14	0.07	0.06	0.02	20.93	0.0	0.09	0.0	0.07	0.13	0.0	0.06	0.23	0.13	0.07	0.1	0.29	0.05	1.55	1.31	1.86
Atxn7l2	0.0	0.0	0.0	16.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.97	0.0	0.0	0.0	0.0	2.42	16.71	18.1	19.86
B3gnt9-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.09	0.61	0.0	0.0	0.0	0.13	42.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.21	0.0	0.0	0.0	0.0	0.0	3.04	4.29	3.86
B930003M22Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04	4.27	4.87	7.46
Bai2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.25	0.0	0.0	0.29	0.0	0.53	0.0	0.16	0.08	0.0	0.1	0.0	0.08	0.42	0.0	0.0	0.07	0.08	2.11	231.59	239.36	249.07
Bbox1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	1.27	2.02
Bcl2l15	0.0	0.0	0.46	0.0	0.0	3.17	0.0	0.0	27.58	0.0	26.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	34.66	2.55	0.0	0.0	0.0	23.72	0.0	0.4	0.0	0.0	0.1	1.08	0.16	0.53	0.2	0.31	0.79
Bub1	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.15	0.21
CK137956	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.17	0.0	0.0	0.0	0.28	0.0	0.0	28.54	0.0	0.0	0.0	0.5	0.0	0.16	0.0	0.0	0.0	0.24	0.17	0.0	0.0	1.78	1.98	2.23
Cachd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	8.1	8.24	7.81
Ccl27b	0.54	0.0	5.57	0.0	0.0	6.15	2.68	0.77	0.0	0.0	1.08	0.0	1.16	0.0	0.0	0.0	0.0	3.31	0.76	5.49	0.0	0.0	2.62	1.92	0.0	4.77	9.42	8.14	0.0	2.37	0.74	9.34	71.98	30.63	28.29	22.96
Cdc20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.95	1.52	1.21
Cdca4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.11	0.0	42.51	0.0	0.0	0.0	52.21	0.0	0.0	0.0	0.0	48.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.67	47.95	0.0	0.0	0.0	7.92	5.8	6.66	6.5
Cdh8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.3	0.0	0.0	0.0	28.25	0.0	0.0	0.0	151.41	13.55	12.19	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.95	0.0	0.0	14.04	37.7	38.06	35.28
Cela1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	197.5	114.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	3.73	4.29	3.48
Celsr2	0.0	3.3	1.44	1.38	0.0	13.52	5.4	4.88	11.86	3.69	18.19	0.96	3.14	4.52	1.94	0.07	0.0	0.07	12.72	19.66	12.95	9.75	1.6	16.96	15.03	5.85	26.59	0.5	5.9	7.24	7.99	2.89	13.58	73.45	73.3	82.99
Chmp7	0.0	0.0	0.0	10.3	0.0	32.33	22.58	20.14	0.0	34.46	0.0	4.5	3.88	0.0	0.0	27.94	0.29	0.0	27.68	86.23	11.36	59.87	17.51	8.86	9.8	15.29	26.06	17.74	57.45	0.0	67.49	1.94	16.17	83.77	90.21	84.35
Cog3	22.4	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	15.13	0.0	24.58	0.0	0.0	9.49	0.0	0.0	49.93	1.51	0.0	25.64	0.0	19.04	0.0	0.0	0.0	29.52	0.0	0.0	3.7	4.33	23.23	22.86	23.48
Col4a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.21	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.24	0.0	0.0	0.0	0.0	2.95	17.89	19.77	25.58
Crocc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97	0.0	0.0	0.0	0.0	0.0	0.0	0.35	3.53	2.68	0.23	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.66	38.22	41.61	42.48
Cxcl14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.82	106.23	110.86
D330050I16Rik	0.25	0.47	0.37	1.98	0.21	1.55	0.74	1.61	2.89	1.5	0.6	0.99	0.9	2.04	1.54	1.61	14.76	1.81	0.87	19.26	0.0	0.0	0.24	2.09	1.28	1.9	1.7	1.42	0.42	0.26	0.88	0.58	1.71	1.54	1.42	1.65
D430019H16Rik	4.33	0.06	0.78	0.0	0.0	0.11	0.28	0.09	0.11	0.18	0.11	0.09	0.0	0.11	0.0	0.54	0.0	0.18	0.13	20.64	0.12	0.04	0.18	0.1	0.0	0.0	0.17	0.0	0.0	0.13	0.23	0.0	2.97	71.29	69.28	70.17
Dhx8	0.02	3.79	1.16	10.4	0.0	3.19	1.6	12.27	20.45	2.7	8.27	1.04	4.57	9.08	4.33	37.41	0.53	0.0	9.16	45.59	1.44	0.51	8.16	0.18	2.41	3.6	5.53	0.0	22.32	1.31	5.31	0.0	9.02	26.43	25.96	23.12
Dnmt3l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.06	0.12
Dpf1	0.0	0.56	1.12	7.06	0.22	2.95	7.37	17.53	1.96	5.57	15.07	0.0	4.38	1.05	5.44	6.46	3.84	0.0	1.89	17.09	5.99	0.0	0.0	9.25	14.77	8.83	1.83	2.14	0.2	1.21	6.15	2.83	16.23	47.74	50.08	44.62
Dspp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.1	0.11
Dync1h1	19.1	0.0	55.57	10.16	13.97	8.12	6.97	2.27	40.12	25.02	21.01	12.21	11.73	24.33	19.77	16.01	22.98	52.91	17.76	57.02	27.48	26.45	15.79	5.29	15.57	8.5	8.49	18.52	19.55	10.27	14.64	24.17	22.35	143.44	143.12	153.5
Dyrk3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.23	14.06	14.06	9.33
Egfl7	178.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5	0.0	0.0	0.0	0.0	12.91	40.47	44.71	41.89
Ehbp1l1	0.59	2.09	2.01	2.98	7.09	1.77	2.16	3.76	0.61	1.98	0.52	2.26	3.13	1.36	2.07	2.45	1.29	2.82	1.34	38.63	1.78	32.7	2.4	12.89	2.16	2.07	9.63	50.59	0.96	1.9	2.22	2.3	5.98	16.25	17.76	17.77
Erlin2	0.0	0.0	31.7	12.39	1.76	0.0	9.11	11.25	9.28	38.2	26.23	0.0	0.0	11.59	9.48	0.0	0.0	0.0	0.0	123.16	27.01	25.39	35.9	52.63	0.0	0.0	6.06	0.0	0.23	0.0	27.25	0.0	16.44	37.16	36.46	33.04
Fam111a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73	1.45	1.28	1.96
Fam117b	35.82	14.06	0.0	0.0	18.07	5.64	0.79	0.0	0.0	0.0	0.0	0.0	0.0	17.63	1.39	1.52	22.72	0.0	13.94	25.39	7.93	0.0	0.0	0.0	0.0	0.08	1.11	0.0	0.08	21.77	14.02	0.0	8.01	40.0	38.65	37.03
Fam198a	0.35	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.35	0.0	0.25	0.0	0.15	0.0	0.0	0.0	1.81	0.0	0.08	18.39	0.18	0.0	0.11	0.31	0.83	0.24	0.0	0.37	0.0	0.0	0.16	0.09	0.21	6.38	5.48	5.09
Fbxl21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.25	0.0	0.0	13.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.07	6.33	6.46
Fermt2	0.0	0.0	13.26	0.0	0.0	7.49	0.0	0.0	0.0	20.15	0.0	0.0	26.66	0.0	0.0	0.0	0.0	0.0	0.0	96.87	3.96	0.34	0.0	31.54	0.92	0.0	8.92	0.0	9.58	0.0	0.0	34.24	5.12	67.01	63.81	71.99
Ficd	0.0	0.0	0.0	0.0	0.0	11.0	0.0	24.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.38	0.0	13.18	33.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	10.56	10.89	10.9
Fip1l1	0.0	0.0	0.0	16.12	1.27	0.0	3.2	7.94	4.31	0.0	17.46	5.67	0.56	0.0	0.44	0.0	1.55	0.0	39.64	63.91	4.11	6.12	4.01	5.71	12.03	16.08	0.0	0.0	0.0	24.27	2.32	0.0	4.94	42.16	37.99	41.82
Frmd4b	0.0	0.0	0.0	0.0	13.04	5.27	0.0	0.0	0.0	13.53	14.95	0.0	0.0	0.12	0.0	0.0	0.0	0.0	15.47	22.26	0.0	1.04	1.43	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.94	10.22	10.69	11.82
Glcci1	0.35	10.2	0.0	0.0	0.0	0.0	0.6	0.09	8.5	0.0	0.0	0.0	0.0	1.9	0.11	0.0	10.88	20.78	0.64	28.99	1.59	0.12	0.33	29.96	13.7	0.0	10.17	38.49	0.0	8.44	0.0	6.79	18.08	25.85	26.16	27.78
Gm13306	0.54	0.0	5.57	0.0	0.0	6.15	2.68	0.77	0.0	0.0	1.08	0.0	1.16	0.0	0.0	0.0	0.0	3.31	0.76	5.49	0.0	0.0	2.62	1.92	0.0	4.77	9.42	8.14	0.0	2.37	0.74	9.34	71.98	30.63	28.29	22.96
Gm15413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.56	1.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.72	0.1	0.0	0.11
Gm2506	0.54	0.0	5.57	0.0	0.0	6.15	2.68	0.77	0.0	0.0	1.08	0.0	1.16	0.0	0.0	0.0	0.0	3.31	0.76	5.49	0.0	0.0	2.62	1.92	0.0	4.77	9.42	8.14	0.0	2.37	0.74	9.34	71.98	30.63	28.29	22.96
Gnb1l	0.0	0.0	0.0	0.0	0.0	0.0	5.43	0.0	0.0	0.0	19.38	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.46	0.2	0.0	0.0	16.2	0.0	3.28	0.0	27.22	29.5	0.0	0.0	0.0	3.87	2.57	2.68	2.7
Got1l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.49	0.61
H2-DMa	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.03	29.17	27.48	26.34
Harbi1	0.36	0.0	0.0	0.0	57.17	70.48	4.18	3.57	0.27	0.0	48.54	46.89	61.56	0.0	36.66	0.0	49.34	0.15	0.27	172.98	20.13	19.8	0.18	0.33	1.31	0.0	0.0	40.02	0.0	0.0	61.21	0.0	21.21	5.36	5.06	5.18
Hnf1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.48	0.48
Hspa4	0.0	31.41	11.17	23.15	12.12	50.94	32.16	14.55	11.4	7.09	21.21	43.96	14.32	23.75	16.23	24.23	22.85	14.11	7.08	91.54	3.05	18.4	13.88	9.93	48.71	7.72	14.79	11.64	25.87	19.17	14.9	8.31	14.02	146.42	148.54	148.45
Ids	3.41	0.0	0.64	7.8	0.05	0.4	5.88	1.47	0.35	4.19	5.64	5.92	4.53	1.17	0.48	0.16	4.83	41.83	23.78	44.08	16.24	0.67	5.59	4.47	3.45	0.45	0.08	4.56	3.25	3.68	9.47	2.22	17.6	309.23	297.91	298.29
Ift122	0.0	0.0	0.0	0.0	0.0	1.52	12.68	0.0	0.0	0.58	16.57	0.0	0.0	16.65	0.16	0.0	0.0	0.0	33.72	50.78	0.17	0.0	0.0	0.0	0.49	0.0	15.89	13.97	0.0	0.0	0.0	0.14	10.86	22.09	22.15	23.12
Il16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	6.57	0.0	0.46	0.0	0.18	12.22	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	2.85	3.72	2.8
Il20rb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.86	0.58
Kat2b	1.01	34.55	0.0	0.0	0.0	0.69	5.7	0.0	0.0	0.0	32.19	7.73	0.0	5.64	0.0	0.0	0.0	0.0	0.0	54.94	21.64	0.0	24.58	0.0	0.0	0.84	13.79	0.0	0.0	1.09	2.28	1.46	1.93	14.54	14.29	16.27
Kcna5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.29	5.97	4.82
Khdrbs2	6.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.28	9.72	8.25	9.35
Kirrel	0.8	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	2.95	2.92	3.06
LOC433374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63	1.48	1.36
Lama3	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	19.21	4.15	0.03	0.31	3.99	0.0	0.0	0.0	0.46	0.0	0.0	0.0	2.45	0.0	2.18	1.91	2.55
