	Htr3a_tdTpositive_cell_88	Ndnf_tdTpositive_cell_21	Ndnf_tdTnegative_cell_11	Nos1_tdTpositive_cell_54	Ntsr1_tdTnegative_cell_27	Rbp4_tdTnegative_cell_22	Scnn1a.Tg2_tdTnegative_cell_3	Rbp4_CTX_10pg_1	Rbp4_CTX_10pg_5	Rbp4_CTX_250ng_2
Elf3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Enpp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
Erbb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57
Esrp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
F12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76
Fam115c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39
Fam171a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.11
Fam46d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Fam83h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57
Fasl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Fgfr4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Fmo3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Fmo9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Fmr1nb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Fosl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Foxd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04
G6pc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08
Gabrr3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Galm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62
Gc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Gdf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Gdf6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Gfra3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Ggt6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Gimap3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.13	0.23
Glb1l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43
Glrp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48
Glt28d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48
Gltpd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Gm10440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Gm10814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25
Gm11166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Gm11346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43
Gm11529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Gm12295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Gm128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Gm13275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19
Gm13276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Gm13807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Gm14092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Gm14207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Gm14379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
Gm14474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Gm15023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Gm15070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Gm15104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Gm15471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
Gm15941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Gm1715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19
Gm1720	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Gm17757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14
Gm19303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Gm19522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54
Gm2447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Gm3716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19
Gm4340	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19
Gm4532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8
Gm4861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Gm4934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Gm4952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Gm4961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
Gm5077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48
Gm5111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Gm5114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Gm5128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Gm5134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Gm5622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Gm6260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Gm6583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
Gm6588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48
Gm6623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Gm6639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Gm6878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Gm7008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01
Gm7056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Gm7244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62
Gm766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Gm7903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Gm8267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Gm8439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Gm8787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
Gm9992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Gnat2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Gnb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Gpatch3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6
Gpr114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Gpr143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Gpr64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
Gpr97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Grin3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48
Gsg2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Guca1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96
Gulo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Gyltl1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Gzmk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
H2-Q9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43
H6pd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	5.42
Has2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Havcr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Hes7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27
Hils1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Hist3h2bb-ps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96
Hoxd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Hpn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01
Hsd11b2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Hsd3b6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39
Hsf3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
I730028E13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Ifi204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Ifltd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
Igfbp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Il31ra	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Inhbc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Irak3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78
Irf4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Irx3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Kcna10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Kcna7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Kcne1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Kcne3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
Kcnk18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Khdc1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Kirrel	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	2.92
Klc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12
Klrk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Krt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2
Krt14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Krt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92
Krt27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Krt31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Krt7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Krt75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Krt77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.56
Krt83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
L1td1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
LOC100861572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.78
LOC171588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24
LOC626410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
LOC626904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19
Lactbl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Lass3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Lbh	0.0	0.0	0.0	0.0	0.0	0.19	0.0	1.34	0.0	36.55
Lctl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19
Leap2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Lep	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Lilra6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Lilrb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Lipm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Loxhd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Loxl4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Lrig3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6
Lrrc15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Lrriq3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39
Lrrn4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
Mab21l3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Macc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Madcam1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
Mael	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Mageb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Mat1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Matn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Mc2r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Mep1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Mfsd6l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Mir3074-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39
Mir5132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.39
Mira	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Mmel1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73
Mmp13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Mmp21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Morc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Morc2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07
Mov10l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Ms4a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Ms4a7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77
Msh4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Msx1	0.0	0.0	0.0	1.47	0.0	0.0	0.0	0.0	0.0	3.8
Mtap7d3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Muc15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Myo1h	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78
Myod1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
Myof	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78
Nags	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Naip1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Neurog3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Nkg7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Nkx3-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
Nkx6-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Nlrc5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48
Nlrp5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06
Nms	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Nr0b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Nron	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Nsun7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.81
Ocstamp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Olah	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Olfml2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24
Olfr1377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Olfr1378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Olfr1420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Olfr1511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Olfr212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Olfr221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Olfr31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Olfr520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Olfr61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Olfr635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Olfr638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Olfr70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
Olfr726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
Olfr771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
Olfr898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Olfr920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1
