	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_68	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_92	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
9430020K01Rik	0.0	0.0	0.0	22.49	0.0	0.0	19.92	0.06	0.0	0.0	0.0	0.03	0.0	0.58	0.0	0.0	0.0	0.0	0.21	0.0	0.94	0.8	22.27	0.04	12.92	0.0	0.0	2.97	0.0	0.0	7.04	20.3	21.16	20.58	74.16	66.09	69.17
A330041J22Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02	0.0	8.37	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.19	0.38	1.29	1.47	2.67
Acbd6	0.0	0.0	0.0	54.31	13.48	18.0	0.5	0.7	0.32	12.78	3.58	0.0	3.64	0.43	0.61	6.58	6.39	0.0	0.0	0.0	5.76	2.13	4.11	0.66	34.6	0.0	0.0	21.49	0.0	0.0	0.0	6.4	6.39	13.19	56.59	68.62	59.92
Accn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.46	0.34	0.47
Aga	0.0	0.41	0.0	132.18	0.0	0.0	37.3	0.0	90.56	32.04	0.0	28.74	0.0	3.36	0.0	1.05	0.0	0.0	0.0	106.18	0.0	24.5	0.19	43.92	24.67	0.0	52.17	0.0	8.08	0.25	0.34	9.25	6.56	14.07	10.33	9.22	10.83
Aif1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1	6.7	6.06
Alpl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31	0.0	0.0	6.67	6.84	6.32
Apol7a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	8.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.45	0.58	0.63
Apol7b	0.14	0.0	0.0	0.0	0.0	0.11	0.17	0.0	0.0	0.0	0.0	0.0	0.25	0.26	0.0	0.05	0.0	0.0	0.0	0.0	0.0	1.17	1.57	0.11	0.38	0.0	0.04	0.0	0.0	0.0	0.0	0.2	0.16	0.08	0.82	1.71	0.0
Apol7e	0.14	0.0	0.0	0.0	0.0	0.11	0.17	0.0	0.0	0.0	0.0	0.0	0.25	0.26	0.0	0.05	0.0	0.0	0.0	0.0	0.0	1.17	1.57	0.11	0.38	0.0	0.04	0.0	0.0	0.0	0.0	0.2	0.16	0.08	0.82	0.0	2.07
Atp11a	0.68	0.0	0.0	31.29	0.0	0.42	0.0	0.0	0.04	0.1	2.31	10.16	0.37	20.65	0.0	15.48	0.0	0.0	3.73	13.0	0.0	1.34	0.0	0.03	2.54	5.62	0.0	0.0	0.0	0.0	5.07	2.25	1.87	1.56	27.68	25.8	28.44
Bahd1	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82	0.0	0.58	0.0	0.0	8.55	0.0	0.0	0.52	1.27	1.0	0.93	29.7	27.75	26.96
C77080	0.24	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.25	0.41	0.0	0.0	0.58	0.0	0.0	9.57	0.28	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.72	0.66	11.13	11.47	11.18
Capn6	0.0	0.0	0.22	1.49	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.27	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.19	0.1	1.94	1.96	2.31
Casq1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26	0.0	0.0	0.0	0.0	0.0	0.0	16.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.55	1.2
Ccdc74a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.32	0.0	0.0	11.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.63	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.28	15.57	18.37	15.81
Ccl27b	0.0	3.68	0.0	8.68	0.0	1.46	0.3	0.03	0.0	0.0	5.37	1.98	0.0	0.0	2.47	0.77	0.0	0.29	2.79	1.65	1.9	0.13	8.48	4.31	40.26	0.0	4.89	1.61	0.0	7.83	3.13	61.27	76.52	71.98	30.63	28.29	22.96
Ccrl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.84	0.68
Cd44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88	0.31	0.39	1.85	2.67	2.71
Ceacam15	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.0	1.53	0.07	0.0	0.07
Chst8	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.29	0.87	12.7	12.51	12.82
Clip4	2.04	3.92	46.12	20.96	0.0	9.26	6.38	32.55	7.34	5.79	0.0	0.42	3.65	81.67	6.95	28.64	21.11	12.19	0.0	12.39	32.42	0.13	30.02	3.57	7.3	26.78	17.69	27.89	0.0	71.41	2.97	5.62	8.85	6.04	38.77	40.09	38.03
Cln8	0.0	0.3	4.12	28.59	0.19	0.14	17.8	15.44	1.29	16.17	2.71	0.58	0.52	0.51	0.28	0.4	11.54	0.1	0.46	16.36	15.27	16.99	13.53	15.54	2.24	9.95	12.43	34.95	0.12	6.65	13.4	4.86	4.6	7.1	12.24	13.02	12.12
Cmtm8	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	2.98	2.35
Cntrob	0.0	0.0	0.0	24.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.98	0.38	0.06	0.0	0.0	0.0	3.03	2.8	15.34	1.95	0.0	0.0	4.72	3.89	0.76	0.0	1.35	1.3	1.14	13.33	12.79	13.33
Col6a6	8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	28.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.31	0.21	0.17
Csf1r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.0	2.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	56.85	57.5	59.95
Ctnna1	22.35	0.0	0.0	7.77	0.11	0.0	0.1	0.11	0.04	0.0	0.0	23.54	29.07	0.0	0.08	0.0	0.0	4.07	30.24	0.08	0.0	0.07	29.34	23.1	21.51	0.0	0.06	0.0	0.0	1.73	0.0	31.55	32.96	33.07	46.54	43.53	45.42
Eltd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.61	11.27	12.2
Emr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.16	4.74	4.97
Exo1	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.44	0.41	0.45	0.29
Fbrsl1	5.41	0.0	0.0	17.96	0.0	0.13	0.0	0.02	0.0	0.0	0.0	0.0	2.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47	0.0	2.46	0.0	0.0	0.0	0.0	0.8	0.0	0.94	0.36	1.28	31.38	34.29	34.11
Fgf11	0.0	0.0	0.0	13.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	20.65	17.45	23.2
Fmo3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0
Ghdc	1.19	2.09	1.08	3.18	6.43	1.84	5.1	1.46	6.53	1.11	2.66	1.38	1.07	4.43	2.49	6.54	1.86	3.64	1.2	2.61	1.35	2.36	46.68	3.22	10.21	1.0	16.72	2.4	1.26	0.81	3.84	4.04	3.62	4.51	9.46	10.64	10.55
Gm11437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.08
Gm13306	0.0	3.68	0.0	8.68	0.0	1.46	0.3	0.03	0.0	0.0	5.37	1.98	0.0	0.0	2.47	0.77	0.0	0.29	2.79	1.65	1.9	0.13	8.48	4.31	40.26	0.0	4.89	1.61	0.0	7.83	3.13	61.27	76.52	71.98	30.63	28.29	22.96
Gm15319	0.0	0.0	0.0	5.4	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.95	0.0	0.93	0.0	1.87	0.0	0.0	0.0	0.0	0.57	0.0	0.28	2.62	1.56	3.69
Gm16517	0.0	0.0	0.0	7.73	0.0	11.24	5.85	0.67	0.0	0.0	0.0	8.08	0.0	0.0	0.0	0.0	9.62	0.0	10.37	0.0	0.0	1.28	2.61	0.0	14.81	0.0	7.51	0.0	3.53	8.84	0.0	1.12	4.2	5.54	69.43	90.05	84.9
Gm2506	0.0	3.68	0.0	8.68	0.0	1.46	0.3	0.03	0.0	0.0	5.37	1.98	0.0	0.0	2.47	0.77	0.0	0.29	2.79	1.65	1.9	0.13	8.48	4.31	40.26	0.0	4.89	1.61	0.0	7.83	3.13	61.27	76.52	71.98	30.63	28.29	22.96
Gm4776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0
Gng11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	18.25	18.45	21.1
Gpc6	0.29	0.41	0.06	0.46	0.12	0.29	0.37	0.18	0.59	0.46	0.38	0.45	0.78	0.67	0.45	0.32	0.33	1.35	0.32	0.35	0.47	1.0	5.82	0.76	1.12	0.41	0.32	0.36	0.45	0.39	0.28	0.44	0.91	0.68	5.57	5.69	6.21
Gpr26	0.0	0.0	0.0	31.98	0.0	5.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.25	0.0	0.0	0.0	0.0	0.11	0.0	1.7	2.21	1.74	67.54	58.53	83.82
Gpr45	0.0	0.06	0.0	3.22	0.0	0.09	0.0	0.0	1.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.47	0.0	1.27	0.0	0.77	0.0	0.0	0.0	0.0	0.54	2.21	0.98	5.04	5.83	5.31
Gsdmcl-ps	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gtpbp3	0.87	0.0	0.29	0.41	0.3	0.15	0.0	0.25	0.67	0.0	0.11	0.11	0.11	0.3	0.06	0.0	9.41	0.11	0.23	0.29	0.39	0.44	11.1	0.15	2.86	0.0	0.25	0.0	0.38	0.14	0.45	0.64	2.56	0.74	17.5	18.14	20.41
H2-Bl	0.0	0.0	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	1.11	1.4
Hadh	0.0	0.0	0.0	0.0	0.0	0.0	39.89	0.0	0.0	1.6	36.72	0.0	5.47	0.0	0.0	47.52	7.8	0.0	0.0	0.0	0.0	0.0	47.3	0.0	0.0	0.0	0.0	48.01	1.04	0.0	0.0	0.0	1.82	8.18	25.68	29.81	29.14
Hdc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	1.12	1.29	0.86
Hn1l	0.0	0.0	0.0	0.0	0.0	14.95	0.0	0.0	0.0	0.0	43.4	1.24	0.0	0.0	14.38	0.0	1.31	0.0	0.0	0.0	0.0	0.0	118.61	0.0	0.0	37.64	51.07	47.34	0.0	0.0	0.0	0.23	2.64	1.73	3.7	5.25	4.34
Igfbp7	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.64	37.77	40.85	41.59
Khnyn	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	13.6	5.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	23.87	0.06	3.12	0.0	0.0	0.0	1.8	0.0	0.0	0.23	0.18	0.18	11.18	11.32	12.56
Klhdc4	6.19	0.0	0.0	54.21	0.0	0.0	0.0	0.08	0.06	0.0	0.0	0.0	1.22	0.0	0.0	14.51	0.0	0.0	0.0	0.27	0.0	7.01	100.22	0.72	18.27	0.0	0.0	21.27	0.0	2.5	0.0	12.4	23.95	17.12	21.44	24.74	25.14
Lmln	0.0	0.0	0.0	6.17	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.19	0.0	0.22	0.0	0.65	0.0	0.0	0.19	0.0	0.08	9.32	8.48	8.63
Mcm9	0.0	0.0	0.0	12.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39	0.07	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.18	3.04	3.39	3.22
Mir1895	0.0	1.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.36
Mir344	0.0	0.0	0.0	6.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.39	1.58	1.73
Mir344-2	0.0	0.0	0.0	8.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.05	4.26	11.68
Mmd2	0.0	0.0	0.0	4.11	0.0	0.0	0.52	0.67	0.06	0.0	24.3	77.41	28.49	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.13	48.86	0.0	37.01	0.0	0.21	0.0	0.0	0.0	0.0	143.64	109.37	108.08	133.63	140.82	142.12
Myl9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	24.78	24.37	22.0
Myo3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	0.0	0.0	0.0	3.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04
Myo3b	0.0	0.0	0.0	17.59	0.0	7.63	0.0	0.22	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	20.36	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	1.22	1.1	1.19
Nek8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	3.11	2.16	2.62
Nmur1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.16	0.17
Nptx1	0.0	0.0	0.0	1.28	0.0	11.52	0.2	0.01	28.25	3.06	10.09	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.05	15.75	0.05	19.75	0.05	0.0	13.13	0.17	0.0	0.0	76.51	86.04	78.5	195.59	193.13	194.22
Npy	138375.8	359.05	1.6	115124.65	6792.77	132042.44	105008.15	149629.49	105498.11	122963.43	126501.28	102118.34	130527.91	173863.58	126989.03	166048.87	191162.16	154857.31	134158.33	153405.37	147732.76	141010.39	101137.64	151963.58	985.16	145032.54	180453.32	128781.07	137945.15	137580.94	65503.76	0.6	0.0	0.7	214.21	196.57	200.76
Oas1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.6	4.07	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0
Olfml1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	7.83	11.74	12.62	14.09
Ostn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.16
Pacs2	0.46	0.03	0.0	0.24	11.39	0.19	0.0	0.03	1.01	0.27	1.0	0.08	0.36	0.02	15.77	0.17	0.08	1.23	1.67	0.05	1.41	0.05	3.86	0.05	1.11	0.18	0.02	12.03	0.64	14.52	0.0	0.38	0.8	0.63	62.85	66.6	75.48
Pkd1l3	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	22.84	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.11	0.86	0.74	0.89
