	Chrna2_tdTpositive_cell_54	Gad2_tdTpositive_cell_47	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Scnn1a.Tg3_tdTnegative_cell_12	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
E130306D19Rik	0.0	1.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	1.27	1.33
Epm2aip1	0.19	133.31	16.15	30.11	45.49	17.42	0.27	24.44	73.27	15.58	47.82	28.98	15.72	16.66	45.65	41.15	80.13	1.09	32.16	31.79	22.67	17.15	22.64	21.94	20.89	20.47	59.64	18.82	5.98	0.27	81.29	75.74	76.95
Esrra	0.0	17.43	1.32	0.99	1.88	3.16	3.85	3.82	0.35	4.92	3.35	0.85	0.0	1.61	8.84	1.75	0.0	0.0	3.77	2.69	1.99	2.38	22.16	3.32	1.67	1.45	6.7	0.61	0.7	15.58	43.22	51.27	47.48
Etnk1	0.08	244.25	79.52	85.36	21.3	0.84	22.97	58.43	55.36	80.23	45.19	105.94	44.63	33.77	76.06	62.31	78.37	39.95	99.29	91.77	78.69	73.88	32.26	88.52	88.55	93.91	135.68	84.31	85.94	0.0	204.06	192.99	197.61
Fam160b2	2.63	70.65	7.39	5.3	5.36	14.72	3.78	22.07	22.63	13.69	17.8	16.12	18.46	4.48	13.8	5.86	2.02	5.85	4.6	8.87	22.5	7.52	10.56	6.43	9.5	4.2	4.87	9.84	8.46	1.74	29.17	28.51	32.69
Gba2	0.0	63.01	28.57	26.95	22.71	32.45	4.64	25.47	29.83	39.16	0.48	14.51	28.9	3.32	28.72	12.05	42.12	0.0	0.15	0.09	0.16	45.12	0.11	38.56	42.56	0.15	0.0	0.0	32.05	0.0	63.14	73.18	65.71
Gga1	0.0	11.77	0.14	0.58	0.0	0.0	3.77	1.35	1.0	0.0	3.28	8.36	5.98	0.0	3.93	0.43	0.0	0.0	17.64	0.2	0.27	0.13	7.76	7.73	0.41	0.18	6.96	1.19	3.13	0.0	52.2	55.13	54.96
Gm10052	0.26	61.11	0.0	0.0	0.0	3.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	1.44	0.0	0.0	0.0	1.95	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.0	33.96	123.8	132.68	117.96
Gm14431	0.0	18.55	0.76	1.71	0.62	0.74	0.0	7.8	6.64	0.8	0.18	3.35	3.96	5.03	2.76	5.1	0.76	1.79	2.4	1.31	2.52	4.65	0.0	1.51	0.0	1.58	0.43	0.36	1.92	0.0	8.87	7.17	8.34
Gm16294	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.41	0.13	0.35
Gm8898	0.0	18.55	0.76	1.71	0.62	0.74	0.0	7.8	6.64	0.8	0.18	3.35	3.96	5.03	2.76	5.1	0.76	1.79	2.4	1.31	2.52	4.65	0.0	1.51	0.0	1.58	0.43	0.36	1.92	0.0	8.87	7.17	8.34
Gnptab	12.45	58.28	13.88	14.55	0.0	1.61	21.7	0.06	3.22	11.81	0.32	16.92	2.55	6.94	0.57	26.56	2.53	10.99	30.5	34.88	5.65	11.11	0.0	16.07	39.59	0.41	7.24	7.82	0.89	0.0	45.79	42.45	41.67
Kcnk12	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.08	14.75	13.8
Ldhb	8970.97	6819.53	8752.31	8798.32	8750.45	10118.08	10894.4	8525.9	8892.3	8217.62	8583.06	8517.89	9220.91	8808.99	8574.79	10165.1	9602.81	11261.44	8285.69	10004.69	13571.31	12546.17	9106.97	9755.78	8904.1	11010.48	8275.76	10182.84	11746.38	5577.5	737.58	774.98	752.92
Lynx1	0.0	152.33	31.97	100.39	70.47	35.04	62.83	75.41	68.36	37.39	38.25	42.12	44.28	44.34	55.88	78.67	26.67	7.87	60.67	52.23	63.06	75.27	91.7	12.11	75.15	26.03	131.26	111.63	70.91	0.0	249.12	247.11	249.79
Man2b2	0.0	35.79	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.47	0.14	0.0	11.9	0.0	19.0	20.78	19.91
Map2k4	14.38	133.74	45.39	98.93	46.41	53.28	45.96	50.35	67.4	23.59	7.83	68.43	64.23	69.45	29.44	68.35	26.67	49.67	135.75	63.25	23.86	26.61	79.96	100.57	108.28	64.47	79.21	2.18	19.99	0.0	143.73	139.1	140.05
Mpg	0.0	98.16	0.73	12.01	0.0	0.0	0.0	15.24	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	39.37	19.03	0.0	0.0	0.14	3.55	5.17	28.3	46.19	0.0	0.0	34.61	19.84	0.79	18.21	17.35	16.19
Mta3	123.25	113.77	3.69	22.05	0.41	0.0	0.0	1.77	19.66	16.94	40.58	45.37	15.4	13.26	0.0	0.0	4.24	0.15	0.0	14.58	0.0	0.0	0.0	0.22	0.48	10.48	27.68	2.57	113.39	1.2	54.23	51.62	59.95
Nf2	0.0	30.85	6.32	19.15	0.0	0.05	0.1	0.72	0.0	0.57	0.0	0.13	0.0	0.53	2.29	0.82	18.56	3.58	0.13	6.82	0.0	0.08	0.18	3.19	2.12	1.6	4.94	0.0	6.51	63.9	61.3	58.03	60.84
Nrxn2	0.0	11.53	0.27	0.87	0.0	0.37	0.0	0.39	0.0	0.62	0.27	0.31	1.67	0.99	0.1	0.32	5.24	0.0	0.43	0.9	0.14	0.6	0.0	0.28	0.14	2.11	0.39	0.15	0.83	0.0	132.61	136.52	147.18
Pafah1b1	27.69	147.46	95.35	59.52	51.74	78.01	68.24	58.65	84.25	62.87	93.18	80.87	145.04	35.08	49.82	112.01	52.01	48.48	112.39	66.8	72.3	78.3	52.49	66.09	62.01	49.95	52.1	26.98	28.83	0.0	291.38	272.54	283.28
Panx2	0.0	28.01	12.48	5.36	0.0	0.0	0.0	0.9	0.0	0.79	0.0	0.0	0.0	0.89	4.19	15.73	1.87	0.0	0.0	0.09	3.41	0.0	4.81	0.0	0.0	6.3	7.02	6.99	0.0	0.0	71.83	76.59	75.56
Phldb1	0.0	8.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.0	0.0	0.0	0.0	56.96	58.98	68.3
Ppp4r2	0.0	56.28	18.79	0.0	16.66	11.15	0.26	0.0	2.74	0.0	10.9	26.39	0.0	0.0	0.0	0.0	3.88	0.0	0.0	5.95	16.4	2.23	5.33	0.0	0.11	20.48	0.0	0.0	0.11	0.0	54.51	50.93	49.4
Prss36	0.0	29.87	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	10.78	0.0	0.21	0.0	0.0	1.2	9.2	15.57	0.0	0.0	0.0	0.0	15.85	14.73	0.0	23.2	0.0	4.73	4.2	4.32
Ptpn11	0.0	35.49	7.85	4.08	3.34	0.0	7.69	5.61	8.03	14.0	2.79	0.9	0.56	1.43	4.12	3.44	0.0	0.0	0.09	2.57	4.71	4.38	9.0	8.62	0.07	4.67	18.51	9.82	0.0	0.12	96.6	96.33	99.54
Rbfox2	17.06	41.08	9.17	20.88	9.59	3.97	23.7	1.11	28.71	7.54	24.71	3.35	6.28	21.87	0.27	13.39	11.8	0.17	1.9	1.04	6.98	15.61	16.74	0.2	0.12	2.29	8.68	6.39	0.06	0.0	114.48	109.59	110.57
Rnf150	0.0	37.78	0.47	1.86	5.33	0.0	16.67	0.17	1.57	6.61	0.0	8.0	0.63	6.45	1.33	0.33	0.0	0.0	0.7	0.0	2.4	0.05	4.22	1.01	19.13	0.0	1.29	3.53	0.71	0.0	27.74	26.88	27.89
Scml4	0.31	0.91	0.11	0.15	0.0	0.11	0.2	0.29	0.32	0.74	0.1	0.42	0.16	0.11	0.0	0.07	0.11	0.31	0.11	0.27	0.05	0.0	0.0	0.0	0.48	0.45	0.4	0.11	0.24	0.69	2.28	2.19	2.28
Sgcz	0.0	9.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.47	0.0	0.0	0.0	3.6	3.2	3.08
Sh3pxd2a	0.0	6.99	0.36	5.06	0.0	0.0	0.0	0.26	0.0	0.31	2.6	0.0	0.0	0.53	0.0	0.0	0.0	0.78	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.15	0.32	0.0	3.99	0.0	19.99	19.21	19.26
Sike1	0.0	81.47	0.45	26.89	1.25	0.59	0.0	21.45	0.0	0.0	0.0	5.92	33.08	0.0	2.15	3.94	0.0	0.0	7.93	0.0	0.0	0.0	6.3	0.79	0.0	0.0	30.23	0.0	0.0	0.0	25.68	23.76	25.84
Slc25a22	2.7	125.41	9.4	40.57	0.0	23.31	17.1	52.9	28.18	58.73	1.96	69.76	81.44	84.34	31.74	37.03	119.61	0.59	139.02	61.94	41.31	28.76	65.86	48.99	46.82	24.19	25.72	31.99	25.05	0.0	216.4	224.4	229.63
Slc25a36	0.0	146.74	4.65	59.31	5.25	0.0	23.36	5.12	27.12	50.25	15.44	24.03	56.39	16.19	10.91	6.77	46.04	0.12	35.31	86.73	6.52	7.46	13.79	65.86	0.0	0.0	41.53	25.03	44.02	0.0	37.34	32.29	36.22
Slc37a3	0.0	98.47	0.31	2.9	58.4	6.45	0.0	11.09	24.85	20.5	0.0	0.0	23.16	0.62	0.0	8.41	8.52	54.56	28.01	0.0	20.91	32.54	0.0	0.0	27.12	0.0	18.09	38.97	0.0	0.0	37.22	34.54	35.28
Slc4a4	0.0	58.33	1.06	9.89	8.98	0.0	7.65	4.19	32.35	23.77	12.91	13.55	30.48	19.07	12.92	18.21	24.5	0.94	1.9	4.01	8.04	1.8	20.62	25.1	23.57	0.07	1.67	6.63	23.7	0.0	69.79	64.08	73.14
Snora21	0.0	47.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.89	42.59	5.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02	0.0
Spata2	0.0	58.67	0.0	1.92	3.14	0.68	15.92	0.0	0.0	0.0	14.67	0.0	0.0	0.0	0.0	2.42	0.0	0.0	46.01	28.83	0.0	10.26	0.0	0.0	0.0	0.0	0.48	0.11	16.25	0.0	51.24	53.51	47.27
Srd5a1	0.0	91.41	0.0	19.14	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	5.34	0.0	0.0	0.0	37.36	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.4	0.0	0.0	0.0	0.0	10.52	11.69	10.93
Srebf1	0.0	12.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84	0.0	4.28	0.0	0.0	0.0	0.12	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.46	27.8	28.11
Srfbp1	0.0	138.45	18.7	33.02	0.0	0.0	51.92	45.88	0.0	18.22	0.0	19.04	9.36	0.0	32.88	14.47	47.91	66.47	47.99	42.98	24.19	48.93	0.0	50.41	0.0	157.74	0.0	0.0	0.0	0.0	16.79	16.52	15.29
Ssfa2	0.0	69.46	0.0	0.0	0.0	0.0	0.0	5.31	0.0	0.0	0.0	0.0	0.15	0.2	0.0	0.0	0.0	0.0	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.24	24.84	25.08
Synpo	0.0	13.39	4.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.12	119.16	107.25
Tbc1d20	0.0	47.45	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.16	46.92	49.79
Tmed2	0.0	115.34	37.9	29.05	2.5	0.0	14.15	24.92	0.79	49.79	16.55	2.92	8.07	0.78	68.24	18.05	5.62	67.18	0.27	0.0	2.13	0.21	0.38	11.34	56.52	1.65	23.03	2.08	1.45	0.0	126.13	130.28	124.98
Tnks	0.45	28.0	0.19	0.27	4.3	4.43	13.04	6.91	19.25	0.0	0.0	15.0	2.06	0.85	0.18	3.19	0.07	1.15	1.13	6.96	12.39	5.39	1.21	28.3	0.89	0.58	8.77	4.9	0.0	0.0	36.78	34.86	39.29
Tnrc6c	3.05	38.56	6.6	20.88	10.45	0.17	4.91	21.12	21.57	20.3	13.33	8.47	7.4	0.0	4.52	9.3	11.44	7.24	15.91	23.73	7.43	15.31	18.69	18.22	2.53	16.81	4.67	12.75	10.33	0.0	39.79	38.65	41.82
Traf7	0.0	78.73	0.0	0.23	54.35	0.0	16.98	0.07	39.45	34.39	1.73	0.25	0.26	0.0	0.46	26.85	0.0	16.76	0.41	0.0	35.42	0.39	0.0	0.95	0.59	0.0	1.29	0.0	0.23	0.0	42.68	44.58	43.65
Trak2	25.86	75.02	34.93	22.15	0.0	0.04	15.29	9.62	21.96	26.05	0.0	13.46	10.51	0.08	7.0	18.71	36.16	0.24	25.73	0.15	0.22	33.77	2.91	16.96	36.65	1.28	0.0	1.14	5.7	0.0	105.63	100.92	106.39
Trmt5	0.89	87.37	0.0	31.32	63.95	50.82	0.0	33.38	0.0	32.44	0.0	0.0	0.0	0.0	50.1	0.0	0.0	0.0	34.82	55.57	85.57	42.43	51.43	17.44	0.0	0.0	11.68	0.0	0.0	0.0	12.88	13.43	12.99
Ttc13	0.0	39.15	42.41	0.0	0.0	0.0	0.0	0.0	1.51	0.0	0.0	0.0	0.52	5.14	12.91	4.89	0.0	0.12	0.0	0.0	0.0	0.27	1.35	0.0	0.0	0.0	1.26	0.0	14.58	0.0	26.27	25.35	24.48
Ttll7	0.0	158.77	25.65	66.25	64.88	4.46	20.16	50.64	58.66	65.32	51.67	30.49	48.32	27.48	14.92	87.84	34.62	59.92	119.75	26.08	49.81	71.31	53.56	34.36	30.42	76.78	31.36	18.59	34.98	0.0	115.17	104.97	116.05
Ubr3	0.3	53.75	8.2	25.85	12.5	2.05	3.27	14.27	35.29	12.12	15.64	4.73	53.68	4.95	14.6	31.45	20.01	0.14	15.8	11.39	24.79	21.16	16.19	18.55	64.66	31.97	22.96	27.59	11.72	0.0	89.6	83.88	88.36
Unc80	4.11	57.21	26.48	26.47	28.41	12.71	31.63	19.46	34.53	27.03	43.25	23.4	13.54	17.23	39.46	56.57	14.79	17.14	28.22	20.37	36.45	22.86	17.44	23.19	44.28	15.24	6.71	11.05	39.04	0.0	84.37	69.19	87.32
Usp54	0.0	39.65	0.0	0.0	0.64	0.0	14.61	0.67	0.0	0.0	0.0	0.19	7.21	0.0	0.0	4.15	0.0	0.17	19.03	0.0	0.34	0.0	5.13	0.07	0.0	10.83	0.0	0.0	0.0	0.0	27.66	27.02	29.89
Vezt	0.0	114.02	0.37	1.05	3.26	0.06	0.42	15.72	24.56	5.19	3.31	24.34	21.69	0.0	15.08	29.04	11.98	4.95	4.42	23.44	7.93	14.74	0.5	34.33	35.71	17.56	18.42	7.2	0.13	0.0	30.2	29.5	31.65
Zbed6	0.0	53.28	1.16	0.0	0.0	0.0	0.0	0.07	6.55	11.53	0.49	0.0	0.0	9.42	0.0	0.51	6.71	0.0	0.0	0.0	0.0	0.08	0.52	0.0	0.0	8.32	0.0	0.18	0.0	0.0	32.02	25.57	32.1
Zcchc8	0.06	63.64	7.67	3.57	12.49	0.0	0.44	9.48	1.61	0.38	7.89	2.5	0.0	0.0	8.85	12.03	5.84	3.11	0.0	14.71	0.06	1.23	1.82	0.81	55.97	1.75	2.89	1.05	24.91	0.0	16.54	17.01	16.57
Zfc3h1	4.24	49.91	5.06	6.14	6.37	0.0	10.71	3.44	7.98	5.64	3.07	2.07	16.7	17.77	13.48	4.88	3.06	8.94	3.21	15.72	1.3	3.77	0.8	10.51	3.35	2.6	3.48	9.04	6.66	0.0	26.64	21.59	30.84
Zfp106	0.0	71.52	3.72	7.32	33.84	0.51	10.45	14.19	6.76	15.81	29.71	20.57	14.88	17.29	1.55	3.09	21.97	0.77	27.72	19.0	23.07	0.49	23.6	9.47	19.71	22.31	10.41	26.32	14.54	5.67	81.46	75.11	80.47
Zfp553	0.07	22.77	1.57	0.97	0.0	0.0	1.31	18.84	4.25	1.96	1.68	0.72	16.04	0.36	2.32	0.71	0.0	1.4	1.29	1.1	0.71	0.58	1.12	22.83	0.52	0.7	9.01	4.13	31.91	1.46	16.37	17.97	15.79
Zfp772	1.41	80.85	0.45	0.48	0.53	0.09	0.18	1.64	0.0	0.0	0.25	0.69	0.75	0.73	0.0	0.11	0.58	42.04	0.38	7.7	1.12	0.53	2.71	1.57	0.0	0.77	0.52	0.58	0.92	0.25	11.53	12.53	11.14
Zmat3	0.93	35.94	3.94	9.79	17.95	0.0	0.39	7.74	17.11	1.65	5.72	8.17	1.89	6.72	0.84	4.0	23.34	6.46	2.46	1.14	16.45	3.99	12.02	24.02	18.51	23.83	7.76	5.07	31.45	0.67	42.46	39.38	38.1
c17_tRNA-Lys-AAG	0.0	11.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.66	2.61	0.0
cx_tRNA-Ala-GCY_	0.0	120.07	0.0	22.86	0.0	0.0	0.0	26.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.97	0.0	21.94	0.0	0.0	0.0	0.0	25.86	0.0	0.0	0.0	32.9	42.31	23.21
