	Calb2_tdTpositive_cell_9	Chrna2_tdTpositive_cell_51	Cux2_tdTpositive_cell_57	Cux2_tdTpositive_cell_65	Cux2_tdTpositive_cell_74	Cux2_tdTpositive_cell_91	Cux2_tdTpositive_cell_96	Cux2_tdTnegative_cell_14	Gad2_tdTpositive_cell_66	Nr5a1_tdTpositive_cell_30	Nr5a1_tdTpositive_cell_36	Nr5a1_tdTpositive_cell_43	Nr5a1_tdTpositive_cell_44	Nr5a1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_6	Ntsr1_tdTpositive_cell_16	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_31	Ntsr1_tdTpositive_cell_32	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_60	Ntsr1_tdTpositive_cell_75	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_127	Rbp4_tdTpositive_cell_134	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_182	Rbp4_tdTpositive_cell_183	Scnn1a.Tg2_tdTpositive_cell_2	Scnn1a.Tg3_tdTpositive_cell_92	Scnn1a.Tg3_tdTpositive_cell_105	Slc17a6_tdTpositive_cell_28	Slc17a6_tdTpositive_cell_30	Slc17a6_tdTpositive_cell_31	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_9	CAV_LP_Ipsi_tdTpos_cell_21	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_31	CAV_LP_Ipsi_tdTpos_cell_32	CAV_LP_Ipsi_tdTpos_cell_33	CAV_LP_Ipsi_tdTpos_cell_35	CAV_LP_Ipsi_tdTpos_cell_36	CAV_LP_Ipsi_tdTpos_cell_37	CAV_LP_Ipsi_tdTpos_cell_39	CAV_LP_Ipsi_tdTpos_cell_42	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Cd27	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.43	0.12	0.0	0.74	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.22	0.48
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Chchd7	45.51	0.0	0.0	128.94	0.0	61.9	0.0	0.0	0.0	81.0	0.0	0.0	0.0	116.37	0.0	0.0	1.52	0.0	0.0	0.0	1.86	0.0	24.36	0.0	2.29	0.0	0.0	4.89	48.28	73.94	34.54	37.76	131.99	203.52	29.97	0.0	45.65	47.06	14.94	26.53	47.49	14.87	24.06	22.89	37.8	39.44	25.04	32.12	0.0	0.0	0.0	0.66	7.8	0.0	62.39	0.0	38.34	21.37	46.23	29.79	0.0	0.0	0.56	20.14	38.6	40.03	38.8
Clec11a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.45	0.0	0.0	0.0	0.0	0.0	50.58	0.0	0.0	0.0	41.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.02	1.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.84	0.92	4.0	2.61	6.34	2.81	0.51	2.45	1.69	2.48	4.12	0.0	0.0	0.0	0.0	37.83	0.0	0.0	0.99	0.0	0.0	0.0	1.18	0.0	0.0	0.0	0.0	5.07	5.78	6.39
Cxcl16	0.0	0.0	0.34	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.13	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.08	0.0	0.0	0.07	0.0	0.05	0.0	0.09	0.07	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	4.0	3.23	0.0	0.03	0.14	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	1.39	1.16
D2hgdh	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47	2.77	1.03	0.0	0.0	0.0	0.0	0.0	0.0	7.06	6.07	0.19	12.67	10.57	8.33	4.91	14.44	5.92	5.16	7.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.94	0.0	0.0	0.08	10.41	10.44	9.61
Dhx34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	3.72	0.0	0.0	0.0	0.0	0.0	0.0	3.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.82	8.48	8.41
Dsg2	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.01	0.0	2.77	0.02	0.04	0.0	0.0	0.1	0.0	0.0	0.4	0.82	5.43	0.4	0.06	1.3	0.93	1.62	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.48	0.0	0.0	0.0	0.0	1.51	1.4	1.76
Dtx4	27.93	26.4	0.06	0.0	0.0	0.0	34.95	20.24	18.53	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	5.89	2.03	0.0	0.0	68.15	8.13	49.59	0.04	13.36	2.28	0.28	1.14	35.43	0.05	0.0	13.86	0.43	6.63	3.56	2.76	5.67	8.89	11.55	21.7	12.12	12.27	8.73	6.78	0.0	67.16	0.0	0.0	0.04	76.86	0.16	0.0	18.55	0.0	0.0	0.0	16.11	0.0	0.08	0.27	24.89	23.19	23.61
Dynlt1a	0.0	0.0	171.09	301.73	0.0	0.0	0.0	96.16	81.76	0.0	0.0	0.0	0.0	9.81	0.0	0.0	0.0	0.0	105.16	0.0	0.0	3.29	0.0	0.0	0.0	0.0	25.73	79.21	74.33	87.21	45.99	44.17	0.0	451.21	0.0	0.0	77.58	44.92	9.84	2.92	19.5	14.17	40.68	14.01	33.33	21.12	35.77	33.4	0.0	0.0	0.0	0.0	1.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.99	0.0	0.0	1.17	6.63	10.05	17.35
E130215H24Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.16	0.0	2.66	5.37	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.94	1.36
Esyt3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.17	1.26	23.23	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.63	0.0	0.0	1.39	0.0	0.0	0.0	0.0	0.53	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16	0.0	0.0	0.0	2.88	2.92	2.89
Eya3	0.0	0.0	21.41	5.07	0.0	0.0	0.0	13.27	0.0	1.06	0.0	0.0	54.43	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.99	32.92	0.06	0.08	0.0	7.43	3.6	2.84	4.34	1.73	0.0	82.07	16.97	0.0	0.0	42.8	5.04	4.68	0.8	0.39	8.58	3.38	7.32	11.04	3.66	3.52	3.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	1.01	0.0	0.0	28.56	0.5	0.0	0.0	18.15	18.29	17.8
Fbxo30	0.09	0.17	0.5	0.15	0.41	0.69	0.46	0.42	0.09	0.26	0.69	0.0	0.03	0.05	0.34	0.32	0.34	0.0	0.63	0.0	0.0	0.0	0.19	0.0	0.1	0.0	0.48	0.32	5.02	1.03	0.64	1.08	0.31	2.39	1.74	0.34	0.04	2.21	0.33	3.31	1.18	0.49	0.36	0.21	1.48	1.52	2.47	1.6	0.75	0.3	0.14	0.0	0.0	0.0	1.16	0.1	0.33	0.15	0.26	0.66	0.24	0.69	0.44	0.24	4.97	4.67	4.96
Fbxo6	0.0	0.0	0.0	134.89	0.0	151.96	66.54	74.11	0.0	0.0	0.0	0.11	65.43	53.52	0.0	117.24	230.1	0.0	0.0	0.0	0.0	0.0	3.9	0.0	0.34	0.0	0.0	30.48	7.95	0.87	0.77	0.11	0.28	0.0	0.0	0.0	0.0	18.22	54.58	36.92	54.62	21.37	76.5	70.9	44.38	31.33	45.79	45.33	145.87	0.0	0.0	0.0	0.0	0.0	250.83	0.2	0.0	0.0	276.26	0.0	3.89	0.0	0.0	0.0	24.52	27.24	24.35
Glipr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	2.53	2.18	2.29
Gm14431	0.12	0.0	3.27	1.97	16.9	0.51	0.0	1.61	0.81	0.0	2.57	1.12	1.17	2.65	0.0	0.7	0.0	0.0	0.15	1.31	1.02	0.06	2.71	0.0	15.79	2.0	0.13	4.51	1.74	1.96	0.1	0.0	0.08	0.02	1.94	0.82	1.21	0.11	1.14	0.53	4.2	0.51	2.49	2.11	0.72	0.99	0.9	1.65	5.29	0.59	1.51	0.0	0.0	0.0	0.37	3.49	1.33	0.5	0.95	0.49	0.0	0.17	1.39	0.03	8.87	7.17	8.34
Gm19897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.16	0.0	0.0	0.0	0.0	0.89	0.27	0.0	0.18	0.06	0.09	0.0	0.18	0.0	0.0	0.0	0.22	0.22	0.0	0.21	1.33	0.0	0.12	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	1.71	1.77	1.79
Gm2002	0.0	0.13	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.37	0.49	0.1	0.0	0.0	0.0	0.16	0.2	0.1	0.22	0.0	0.43	4.1	0.0	0.18	0.0	0.07	3.3	0.0	1.5	0.04	1.12	8.17	0.0	0.03	0.0	0.24	0.0	0.61	0.21	2.82	5.81	2.35	3.62	0.41	0.96	1.27	4.28	1.89	0.0	0.21	0.17	27.58	0.0	0.0	0.36	0.28	0.0	0.2	0.08	0.09	0.06	0.12	0.0	9.22	1.73	1.86	1.4
Gm8898	0.12	0.0	3.27	1.97	16.9	0.51	0.0	1.61	0.81	0.0	2.57	1.12	1.17	2.65	0.0	0.7	0.0	0.0	0.15	1.31	1.02	0.06	2.71	0.0	15.79	2.0	0.13	4.51	1.74	1.96	0.1	0.0	0.08	0.02	1.94	0.82	1.21	0.11	1.14	0.53	4.2	0.51	2.49	2.11	0.72	0.99	0.9	1.65	5.29	0.59	1.51	0.0	0.0	0.0	0.37	3.49	1.33	0.5	0.95	0.49	0.0	0.17	1.39	0.03	8.87	7.17	8.34
Gnaz	0.0	0.0	0.0	1.96	0.0	0.0	41.98	0.0	0.0	0.0	59.94	0.59	0.0	0.0	0.0	0.16	0.0	0.0	0.42	19.06	76.2	26.42	0.0	2.73	0.14	0.0	0.17	0.0	4.16	13.19	2.34	0.32	0.0	0.65	0.51	0.0	0.0	11.01	7.67	5.45	5.29	5.81	11.74	1.52	7.0	5.29	5.53	3.15	3.9	0.0	0.0	0.0	0.0	0.0	6.28	0.0	0.16	0.0	0.0	19.86	0.13	0.13	0.1	0.0	56.74	56.71	56.07
Gne	0.0	0.0	1.85	22.23	0.0	0.09	4.29	0.0	0.0	0.0	0.0	0.0	0.31	13.97	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.73	0.0	13.08	0.0	1.86	0.7	0.06	0.0	0.0	0.09	0.0	0.15	0.0	6.46	3.16	8.46	3.95	7.45	8.44	23.2	16.49	4.77	9.15	5.42	0.0	0.0	0.0	0.0	0.04	0.0	0.0	84.36	0.0	0.18	0.0	0.0	0.0	0.0	84.14	0.0	25.93	28.24	25.77
