	Calb2_tdTpositive_cell_54	Gad2_tdTpositive_cell_33	Gad2_tdTpositive_cell_45	Gad2_tdTpositive_cell_54	Htr3a_tdTpositive_cell_21	Htr3a_tdTpositive_cell_41	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_47	Htr3a_tdTpositive_cell_68	Htr3a_tdTpositive_cell_81	Pvalb_tdTpositive_cell_34	Pvalb_tdTpositive_cell_44	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_51	Pvalb_tdTpositive_cell_69	Vip_tdTpositive_cell_9	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4930431P03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.11	0.02	0.0	0.35	0.04	0.09
4930444F02Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33	0.0	0.0	0.0	0.0	0.0	0.35	0.11	0.12
4930455B14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.09
4930544D05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.16
4930555B11Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07
4930594C11Rik	0.0	0.63	0.17	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.11	0.26
4933404M02Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.96	0.0	0.0	0.0	0.0	0.0	0.74	0.48	0.47
5830411N06Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.5	0.0	0.0	0.0	0.0	0.0	0.07	0.03	0.07
5930403L14Rik	0.0	0.0	0.08	0.0	0.14	0.0	0.0	0.0	0.18	0.11	0.46	0.0	0.0	0.05	0.13	0.45	20.7	19.68	23.03
9030025P20Rik	4.76	0.0	12.38	0.0	0.0	4.16	1.16	0.0	0.0	0.23	56.36	0.0	0.0	0.0	2.3	0.0	15.83	13.52	16.88
9230104L09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.16
9430076C15Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.53	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.03
A530050N04Rik	0.0	0.0	0.25	0.0	0.23	0.28	0.0	0.21	0.0	0.62	115.83	0.0	3.02	0.0	0.0	0.0	1.48	1.01	1.12
A730046J19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.19	0.27	0.13
Adamdec1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Akr1b7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
Akr1c12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.08
Ankrd33b	0.0	66.71	0.0	0.0	95.24	13.34	0.0	0.0	0.0	0.0	53.56	22.71	0.0	0.0	1.45	1.21	37.47	37.62	33.48
Ankrd6	0.0	0.0	7.15	0.0	0.0	0.0	0.0	0.0	0.0	178.44	47.36	0.0	0.0	0.0	0.0	0.0	22.51	20.9	22.92
Apba1	0.0	0.0	0.07	0.0	0.0	1.25	0.0	0.0	57.46	0.0	29.98	1.54	0.0	2.44	15.43	17.36	76.46	78.19	83.66
Apob	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01
Arl6ip4	112.73	170.72	0.0	0.0	29.49	0.0	112.88	0.0	0.0	189.06	238.11	14.42	0.0	9.03	4.54	0.0	48.06	56.45	48.35
Arpc2	213.93	199.33	98.64	113.69	25.85	64.5	216.36	127.29	0.0	0.0	355.13	150.53	18.64	16.12	107.14	2.29	241.89	250.26	236.95
Atf7ip	0.0	0.0	0.0	7.31	85.24	0.0	0.0	0.09	0.11	0.0	29.26	0.0	4.56	30.35	21.31	0.0	39.22	35.45	38.84
BC017612	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.15	0.0	0.0	0.0	0.0	0.0	3.0	3.84	4.11
BC049352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.38	0.0	0.0	0.0	0.0	0.0	0.83	0.78	0.49
BC096441	1.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79	0.0	0.0	0.0	0.0	0.0	1.21	1.45	1.09
Btg3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.48
C030016D13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.19	0.0	0.0	0.0	0.14	0.0	0.42	0.54	0.31
Cad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.55	0.0	0.0	0.0	0.0	0.0	8.73	8.88	10.45
Capn13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Catsper3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29	0.0	0.0	0.0	0.0	0.0	0.15	0.08	0.17
Ccdc69	0.0	0.0	0.0	0.0	10.32	0.0	0.0	0.0	0.0	0.0	5.97	0.0	0.0	0.0	0.0	0.0	0.49	0.46	0.36
Ccl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.13
Cd59b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.48	0.0	0.0	0.0	0.0	0.0	0.57	0.52	1.12
Cdo1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.95	0.0	142.76	0.0	0.0	0.0	0.0	162.81	34.95	35.28	32.44
Cel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	1.26	0.0	0.0	0.0	0.0	0.0	0.19	0.14	0.05
Clec12b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07
Clec2h	1.28	0.78	0.34	0.69	1.73	0.0	0.4	1.53	0.26	0.43	5.98	0.49	0.0	0.03	0.71	1.89	1.14	0.58	1.44
Cys1	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	12.37	0.0	0.0	0.0	0.0	0.0	4.12	5.94	5.64
D330022K07Rik	0.0	0.0	0.56	0.0	0.32	0.17	0.69	1.22	0.85	0.52	32.84	0.0	0.94	0.27	5.5	1.04	3.97	3.26	5.42
D430020J02Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.69	0.0	20.97	0.0	0.53	0.0	0.0	0.0	3.14	2.86	3.34
D830029L11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.71	0.0	0.0	0.0	0.25	0.0	4.27	3.46	4.55
Ddit4l	0.13	0.0	0.0	0.0	0.59	0.27	0.0	1.16	0.37	0.0	54.87	0.0	0.58	0.0	0.14	56.58	23.76	20.82	23.0
Ddx42	0.0	4.08	46.09	0.0	0.0	0.0	0.0	95.16	103.59	16.9	125.63	2.39	4.97	38.37	49.92	0.0	64.64	63.71	61.1
Dgkk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.97	0.0	0.0	0.0	0.0	0.0	1.15	1.11	1.17
Dmxl2	26.81	0.31	0.17	4.92	3.44	54.68	0.07	0.04	7.89	1.32	19.26	0.51	9.8	34.18	15.9	99.29	84.29	75.36	80.67
Dock3	2.51	18.01	40.63	0.09	84.82	62.13	0.0	62.68	2.9	0.32	44.82	7.73	5.03	3.32	21.15	53.46	112.39	109.71	116.14
Dpysl3	141.42	143.06	0.0	0.43	220.85	0.13	0.0	398.59	154.2	451.86	75.38	0.35	0.0	0.0	0.0	0.0	28.63	23.4	27.58
Dusp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.02	0.0	0.0	0.0	0.0	0.0	1.23	0.99	1.21
Dux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.1
E130308A19Rik	0.0	65.06	0.0	0.0	0.0	0.0	80.59	0.0	0.0	0.0	14.29	0.0	0.0	0.0	0.0	0.0	5.83	6.61	7.05
Efhb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93	0.0	0.0	0.0	0.0	3.88	0.56	0.42	0.61
Elovl7	0.51	1.54	0.67	0.16	0.11	0.47	0.08	0.26	1.95	1.66	9.45	0.16	0.0	0.54	0.29	0.96	9.12	9.28	9.34
Entpd6	111.44	94.13	20.17	0.0	0.16	0.0	0.0	5.26	112.97	0.0	33.3	0.0	4.02	0.12	0.0	692.9	50.91	52.94	49.15
Esyt3	0.0	101.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	7.9	1.37	0.17	0.0	0.0	0.11	2.88	2.92	2.89
Fam124a	43.28	191.13	0.68	0.72	0.0	0.1	0.0	0.25	82.38	0.13	0.0	0.19	0.0	0.25	0.1	13.86	16.6	18.12	18.55
Fam158a	78.79	167.24	118.14	80.93	136.75	118.4	175.95	38.65	0.0	0.0	263.59	149.09	85.91	0.0	59.56	0.0	31.94	34.5	35.05
Fam57a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.7	0.0	0.0	0.0	0.0	0.0	15.81	16.02	16.2
Fndc3c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Foxl1	0.16	0.0	0.0	0.86	0.31	0.42	0.09	0.13	0.82	6.13	3.16	0.0	0.26	0.51	0.25	0.18	0.27	0.19	0.28
Gem	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.6	0.0	0.0	0.0	0.17	0.0	2.1	2.23	1.99
Gm1647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.14
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.09	0.0	0.33	0.0	0.0	0.0	0.0	0.0	1.73	1.86	1.4
Gm4745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.08
Gm5127	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.33	0.36	0.45
Gm7457	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.02	0.0	0.22	12.77	0.0	0.0	0.0	0.0	0.0	0.32	0.15	0.17
Gm7904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gnmt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.38	0.0	0.0	0.0	0.0	0.0	1.27	0.83	0.81
Greb1l	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.91	0.0	0.0	0.0	0.0	0.0	4.63	4.25	4.78
Gsta3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.16	34.72	0.0	0.0	0.0	0.0	0.0	3.03	1.74	1.75
Gstp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.56	0.0	0.0	0.0	0.0	1.56	0.77	0.64	2.8
Hal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Hells	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.13	0.0	0.0	0.0	19.35	170.34	1.44	1.51	2.06
Herc6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.15	0.0	0.0	0.0	0.0	0.0	8.63	6.36	5.7
Hexim2	0.0	0.0	0.0	0.0	107.74	0.0	0.0	0.37	0.0	0.26	47.23	0.0	0.0	0.0	0.0	23.27	7.31	7.89	8.02
Hist1h2bq	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.38	0.28	0.38
Hist1h2br	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.38	0.28	0.38
Hs2st1	59.38	0.17	0.0	0.0	0.0	112.1	0.0	113.57	0.0	109.86	92.59	0.0	0.0	0.47	4.15	0.0	40.63	39.0	38.87
Htr7	66.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.93	0.0	0.0	0.0	0.0	0.0	8.02	8.76	8.35
Hyi	0.0	0.0	0.0	0.0	12.91	0.0	0.0	0.0	0.0	0.0	35.04	0.0	0.0	0.0	0.0	0.0	13.37	11.03	13.15
Igfbp4	14.3	4.02	0.0	0.0	177.73	176.02	0.0	82.33	126.96	0.0	102.48	0.0	0.0	1.26	0.0	4.28	73.25	85.29	82.9
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.09	0.0	0.33	0.0	0.0	0.0	0.0	0.0	1.73	1.86	1.4
Ing5	0.0	0.0	142.04	0.0	0.0	0.0	0.1	0.0	0.11	178.88	73.86	35.45	0.16	10.77	14.82	0.0	10.64	10.58	10.39
Kcnj12	0.0	246.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.33	0.0	0.0	22.04	0.0	0.0	10.95	12.02	10.35
Kel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Kif16b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.95	6.9	0.0	0.05	0.0	0.0	8.55	8.36	8.31
Klhl38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.48	0.0	0.0	0.0	0.0	0.0	1.16	1.43	1.29
Lactb2	3.52	2.54	4.59	0.46	4.12	2.71	0.96	3.76	5.46	2.01	51.86	6.82	3.27	14.99	4.87	4.41	19.22	18.34	21.78
Lin54	0.0	40.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.69	0.0	0.0	0.0	0.0	102.21	8.52	8.05	8.81
Lipi	0.0	4.03	2.44	0.0	2.98	2.13	1.47	1.04	3.8	3.58	4.32	0.94	1.6	2.57	1.53	9.78	5.24	2.66	4.8
Lsm5	0.0	110.91	280.18	0.0	163.64	149.22	46.0	0.0	112.61	0.0	98.7	0.0	0.0	13.37	29.62	0.0	14.47	15.81	14.29
Ltf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Mageb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
Me2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.75	0.0	0.0	0.0	0.0	0.0	25.96	23.83	23.18
Med23	17.85	32.63	0.74	59.84	0.0	0.0	0.0	0.0	128.08	0.0	61.93	10.82	0.0	0.0	0.0	0.0	25.82	24.94	25.98
Mgmt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64	0.0	0.0	0.0	0.0	0.0	1.0	1.64	0.9
Mir100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir29c	0.0	11.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.9	20.78	7.72	0.0	0.0	32.21	16.38	20.41	23.0
Mkrn1	11.85	0.0	0.0	226.92	13.96	0.0	0.0	54.55	75.53	0.0	52.6	0.0	2.81	0.0	0.13	41.05	102.18	106.45	102.49
Morn2	147.69	0.0	0.0	0.0	0.0	0.0	205.24	0.0	0.0	0.0	176.12	17.18	0.0	0.0	0.0	78.65	18.65	20.94	20.75
Msmb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mst1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.11	0.0	0.0	0.0	0.0	0.0	0.17	0.41	0.22
Muc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Myof	0.0	0.0	0.0	5.48	0.0	0.0	0.0	0.0	0.0	0.0	5.6	0.0	0.0	0.0	0.0	0.0	2.32	1.78	2.09
Myog	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07
Ncr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.07
Nek8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.06	0.0	0.0	0.0	0.0	0.0	3.11	2.16	2.62
Nelf	0.0	0.0	0.0	0.0	16.56	0.0	129.1	0.0	8.73	201.24	0.0	0.0	0.0	0.1	0.0	19.26	364.64	385.29	388.0
Nipal4	0.0	0.0	0.14	0.0	0.79	0.22	0.11	0.0	0.08	0.0	0.63	0.39	0.42	0.0	0.0	0.59	4.22	4.01	4.3
Nos1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16	0.0	0.0	0.0	0.0	0.0	17.56	14.84	17.09
Npr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.09	0.0	0.0	0.0	0.0	0.0	2.13	2.71	2.52
Nrd1	0.96	0.0	173.02	20.25	71.93	0.0	81.09	0.0	0.93	14.58	129.95	58.71	0.0	52.12	44.83	0.0	95.97	89.11	99.9
Olfr1372-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	1.63	0.0	0.0	0.0	0.0	0.0	0.23	0.5	0.32
Olfr15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.11
Olfr657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Otx2os1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.14
Pard3	0.0	0.0	0.0	0.0	0.25	0.17	0.0	48.55	0.0	0.15	41.7	0.0	0.0	1.35	0.1	0.32	11.52	10.26	11.01
Pbx1	0.0	0.0	0.0	0.0	16.85	0.0	0.0	0.0	2.11	0.07	47.25	0.0	0.0	1.3	17.57	0.06	64.04	62.21	64.09
Pcbp2	185.34	63.27	336.23	210.53	108.11	47.29	83.96	77.14	13.2	275.98	157.39	64.97	34.84	82.77	58.5	0.0	153.37	156.4	149.82
Pcdha11	58.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.92	0.0	0.0	0.17	0.0	0.0	4.23	4.84	2.9
Pctp	0.26	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.25	0.0	0.33	0.0	0.0	0.0	0.0	0.25	1.93	1.26	1.92
Penk	21119.42	30305.82	24078.42	18579.64	29110.93	23047.57	13973.88	19453.81	22944.38	23364.23	30.48	0.0	0.0	0.0	0.0	24984.25	368.19	372.55	337.73
Pin1-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plod1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.26	0.0	3.78	0.0	1.83	0.0	13.37	15.04	14.97
Ppp1r1a	54.27	0.0	0.0	0.68	0.0	74.22	0.85	0.0	0.0	0.0	79.91	2.18	0.0	0.23	0.0	73.4	123.86	128.2	126.28
Prrg4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4	0.0	0.0	0.1	0.0	0.0	0.95	0.5	0.32
Raet1d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.16
Rbm19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.85	0.0	0.0	0.0	0.0	0.0	8.29	9.73	8.3
Rgs11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.41	0.0	0.0	0.0	0.0	0.0	34.02	31.96	31.79
Rnase10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.14
Rnase13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.17
Rnf139	62.66	87.94	0.98	1.15	0.37	1.93	58.34	0.55	0.66	0.08	52.63	0.83	1.45	1.71	1.42	0.67	20.14	18.71	19.07
Scrn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.39	0.0	0.0	0.0	0.0	0.0	3.36	4.71	5.02
Shd	0.0	0.0	0.0	0.0	0.0	1.39	0.0	0.0	18.06	0.0	165.2	4.13	8.08	9.79	33.14	29.76	23.66	31.36	30.33
Slc35a5	82.79	90.56	52.22	0.0	0.0	0.0	0.0	0.0	2.64	311.39	170.08	0.0	0.0	0.07	15.5	144.84	26.42	26.85	26.24
Slc4a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.02
Slc5a9	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02
Smyd4	18.55	8.96	3.01	2.49	10.57	1.22	11.93	90.58	5.06	2.45	97.16	9.41	3.28	11.18	7.49	8.76	9.91	9.46	8.02
Snora26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Snord83b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spnb3	14.71	0.1	1.15	0.0	8.44	0.0	0.0	0.0	6.87	0.0	15.61	0.0	0.09	0.03	0.0	0.0	367.45	352.95	387.16
Sspo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.96	0.0	0.0	0.0	0.0	0.0	0.69	0.5	0.7
Stat5a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.99	0.0	0.0	0.0	0.0	0.0	0.96	0.83	1.11
Syt6	50.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.97	0.29	0.16	0.0	0.0	0.0	0.0	22.25	21.44	21.41
Tacstd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.83	0.0	0.0	0.0	0.0	0.0	0.56	0.27	0.41
Tmem191c	106.89	0.0	0.0	0.0	9.24	0.0	0.0	0.0	5.72	0.0	49.57	0.0	0.0	0.42	0.0	0.0	103.0	122.93	114.69
Tmprss4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.27	0.0	0.0	0.0	0.0	0.0	0.22	0.12	0.05
Tnfsf12	36.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.84	0.0	0.0	0.0	0.0	0.0	9.14	9.99	10.76
