	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_64	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_1	Htr3a_tdTpositive_cell_83	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_80	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Amica1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.53	0.66	0.05
Arhgap31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.44	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31	0.88	2.24	1.51	9.94	10.09	10.81
Arntl	0.0	0.0	0.0	0.0	0.0	11.8	0.0	0.0	0.0	0.0	0.0	75.79	0.0	21.55	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	33.55	19.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.39	20.12	8.57	17.39	13.43	28.72	27.5	32.93
Asb11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.36	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.25	1.77	34.21	31.33	21.17	5.32	6.36	6.73
BC031361	0.41	0.43	0.23	0.0	0.32	0.0	0.29	0.11	0.05	0.43	0.0	53.32	0.7	0.13	0.0	0.43	0.13	0.11	0.04	0.1	0.0	0.0	0.36	0.0	0.06	0.0	0.0	0.0	0.24	0.1	0.13	0.0	0.0	0.12	0.17	0.3	0.14	0.0	6.53	0.31	0.05	0.14	0.92	0.0	1.21	1.98	1.06	1.73	4.06	3.9	3.71
BC049715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.81	0.0	1.47	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.27	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.75	2.91	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	2.2	1.62	2.13	2.06
Bbox1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	1.27	2.02
Birc5	0.71	1.25	2.18	1.15	0.42	0.34	0.71	4.7	0.76	3.59	0.82	82.81	7.03	1.39	2.81	1.05	1.49	0.65	0.43	0.63	1.12	0.62	0.98	1.64	1.01	2.58	0.97	1.08	1.96	1.44	1.08	0.66	1.03	1.61	2.33	8.67	1.43	0.72	0.31	2.36	0.34	0.75	0.81	0.8	9.59	2.32	0.71	2.23	2.05	2.35	2.26
Cacna2d1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	205.92	0.45	99.32	77.82	172.57	0.0	66.64	0.0	0.02	0.06	0.03	0.04	0.04	0.0	0.0	0.0	0.04	0.0	0.04	0.04	0.0	0.0	0.03	0.0	0.0	0.0	0.0	13.06	34.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	17.04	38.9	31.42	31.18	99.54	89.77	97.68
Casp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71	2.55	2.31
Ccdc141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.27	0.0	0.0	0.0	0.0	0.06	0.02	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.09	0.04	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19	0.05	0.0	7.78	7.48	9.07
Ccdc85a	0.0	0.0	0.0	0.0	0.0	1.24	0.0	0.17	0.07	36.32	20.49	31.96	0.31	0.0	0.0	0.0	0.13	0.0	0.06	0.0	16.28	4.05	0.0	2.77	0.0	23.06	8.0	0.16	0.22	0.0	17.74	0.0	0.2	0.0	19.41	21.38	12.19	2.01	0.08	0.29	0.62	0.0	0.06	0.1	0.65	3.17	1.51	1.39	32.38	31.89	32.47
Celf2	40.12	44.62	27.68	26.02	14.55	41.99	27.86	58.01	74.32	255.92	71.95	149.44	0.0	71.31	40.79	0.57	81.02	67.64	87.34	31.06	36.24	46.6	51.04	30.73	5.95	47.02	11.08	51.8	57.82	48.51	73.85	18.89	73.44	35.93	108.11	138.49	19.63	23.11	60.62	11.38	31.38	12.1	55.35	13.39	55.03	107.65	86.42	80.34	156.21	143.45	158.65
Chst2	46.9	15.85	12.61	32.86	26.05	3.85	23.53	58.52	15.35	40.23	2.57	78.68	0.16	17.95	0.0	32.81	25.81	10.69	4.58	14.5	4.48	9.66	9.07	32.64	40.55	38.97	8.92	77.24	0.0	47.27	27.18	39.88	0.18	15.04	74.18	16.82	42.26	9.7	33.83	62.51	25.51	26.2	14.8	15.29	24.77	48.17	46.58	45.4	59.68	62.34	62.88
Clec2d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.16	0.0	0.0	1.9	0.0	1.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.5	0.55	0.0	0.0	0.0	0.24	0.0	0.48	0.0	0.37	1.54	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.29	0.25	1.17	0.69	4.7	3.97	5.04
Clint1	29.27	1.4	0.0	20.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.42	0.0	1.41	0.0	0.05	0.0	28.69	6.67	0.0	0.0	14.78	0.56	0.0	0.15	0.0	0.0	0.0	0.0	0.06	0.0	24.23	0.0	2.68	12.9	14.19	2.05	0.0	0.0	0.0	1.49	23.04	26.0	20.56	10.08	13.81	5.35	6.0	43.9	44.46	43.11
Cln3	35.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	27.06	0.0	51.89	0.42	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.81	0.0	83.14	20.06	0.0	79.47	6.19	0.0	23.52	0.0	0.25	0.0	0.0	7.99	7.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.49	5.87	8.48	7.12	13.69	10.57	11.59	11.13
Cmtm3	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.54	0.0	47.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.37	9.17	9.74
Cnot6	0.0	0.0	6.22	0.0	6.77	0.0	0.0	0.0	0.0	0.0	66.04	85.25	0.0	0.0	0.0	0.0	11.76	0.05	0.0	0.0	64.39	9.66	0.13	0.0	0.0	0.0	0.0	0.0	0.0	1.0	19.79	0.0	0.0	0.0	12.51	11.29	0.0	0.0	0.0	0.0	0.0	0.0	2.19	0.0	10.36	13.96	2.75	10.14	35.36	33.77	31.14
Col14a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.08	51.03	0.0	2.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.8	0.78
Crkl	4.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	41.55	0.0	0.0	0.07	0.09	0.01	0.0	0.0	0.0	16.07	14.28	0.0	21.2	3.52	22.19	7.28	8.22	0.0	0.0	0.05	0.0	0.0	0.0	5.1	1.67	8.4	23.31	0.0	0.0	0.0	0.0	0.0	6.33	5.54	3.99	0.18	4.82	31.14	28.3	26.35
Cyb561d1	10.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.88	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	25.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.94	4.31	1.08	0.07	0.0	0.0	0.0	0.0	0.0	0.19	0.0	1.64	4.1	6.14	3.74	17.32	16.44	17.0
D2Ertd750e	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.02	0.12	0.47	0.0	52.56	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.88	0.11	1.01	1.01	0.82
Dhx57	0.0	0.0	0.0	2.9	0.0	0.0	0.23	0.0	3.91	0.72	6.55	45.75	0.2	0.0	46.05	19.74	2.72	0.0	0.0	7.77	0.08	0.12	0.0	0.11	0.05	17.39	11.03	1.63	0.09	8.57	0.0	0.0	0.43	0.0	7.11	9.64	2.54	0.0	4.68	0.0	5.23	0.2	0.0	23.8	1.91	5.23	2.71	2.77	29.97	28.8	29.34
Dnahc5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.81	0.84	0.31	1.59	1.27	1.46
Dock10	0.0	0.0	0.0	0.93	0.0	0.0	0.0	0.0	39.48	0.0	5.71	131.89	0.0	0.08	0.0	0.0	6.46	0.08	0.0	14.26	0.0	0.2	0.04	0.0	0.0	0.0	0.0	0.06	9.12	0.0	0.0	0.0	0.04	0.0	1.31	6.79	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.28	0.51	0.38	18.88	17.07	20.43
E2f6	21.4	0.0	0.0	36.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.95	0.0	0.0	0.0	0.0	0.03	0.0	48.94	0.0	0.0	0.0	0.0	2.55	0.0	0.0	0.0	55.58	0.0	0.0	0.0	0.12	0.23	82.96	3.09	16.35	0.0	0.0	0.0	0.0	6.57	0.0	0.0	0.0	0.08	6.16	6.96	4.01	31.91	32.55	28.45
Ehmt1	10.53	29.0	0.0	0.0	1.85	2.57	1.26	18.4	0.76	1.13	0.13	59.25	0.0	4.19	1.1	10.05	7.46	0.0	2.44	15.19	7.62	0.0	5.9	0.2	1.61	0.76	4.4	19.91	3.93	0.02	0.22	0.18	3.03	0.1	12.98	19.51	1.79	10.51	37.31	25.29	7.86	4.07	33.06	3.17	12.31	10.61	6.16	9.54	18.77	17.47	19.19
Eif4ebp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.2	0.0	36.61	0.0	0.0	0.0	0.07	0.0	0.0	29.44	2.05	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.75	7.09	0.0	0.0	0.11	0.0	0.19	0.0	31.0	29.51	32.74
Epha8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.66	6.86	5.82
Ercc3	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	13.39	0.0	0.0	73.68	0.0	56.77	0.0	0.0	0.03	6.97	59.21	17.74	7.26	0.0	0.0	1.9	24.28	0.0	0.24	0.0	11.62	0.0	39.42	0.0	0.0	0.0	13.02	6.2	34.53	9.33	0.0	9.8	0.0	0.0	0.44	0.0	7.03	15.52	20.22	16.9	27.32	27.83	27.14
Esr2	0.31	0.54	0.8	0.55	0.59	0.39	2.5	1.2	2.29	0.92	2.33	8.74	2.08	0.93	1.73	1.26	7.95	0.67	0.38	0.69	0.73	0.27	0.29	0.23	0.7	0.87	0.57	0.33	0.34	0.56	1.29	0.57	6.42	1.95	1.72	2.33	0.97	0.25	0.3	0.27	0.27	0.82	0.96	0.54	1.28	0.8	0.43	0.91	1.31	0.99	1.52
Fam117a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.45	0.0	5.38	5.03	4.45
Fam129a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37	1.32	2.24
Fam160b2	9.18	2.59	9.0	8.27	29.55	0.16	11.09	9.16	3.45	31.12	7.58	10.9	25.32	6.45	2.91	4.69	3.29	9.77	2.54	7.35	4.36	7.77	10.97	51.99	3.98	4.63	14.65	2.58	11.9	1.51	5.69	5.73	4.16	4.11	11.58	14.64	3.2	5.99	3.73	7.45	5.31	5.49	13.49	6.11	9.73	5.97	6.16	6.76	29.17	28.51	32.69
Fam177a	6.75	9.52	5.31	0.66	2.26	0.32	2.36	26.62	5.1	49.44	4.73	15.13	3.6	61.73	2.13	0.75	4.6	0.97	5.07	7.08	3.74	22.97	12.78	5.51	4.19	4.03	5.27	1.07	11.48	15.79	11.15	2.03	3.87	12.08	9.09	16.78	18.26	23.92	8.08	4.82	15.19	14.63	53.89	6.64	11.25	13.41	14.19	19.02	17.56	16.4	17.92
Fbln1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	5.42	5.33	4.65
Fkbp1a	155.51	0.16	14.11	54.99	127.77	207.88	51.58	100.87	293.91	218.36	152.31	267.05	0.0	258.45	60.3	33.46	93.2	59.67	35.57	74.22	56.3	51.13	59.34	46.97	62.41	93.31	186.19	32.74	112.88	81.11	101.2	70.46	68.71	21.52	265.72	405.02	12.05	60.69	143.42	155.91	88.14	184.31	118.41	73.58	283.71	317.62	399.58	383.88	675.87	658.61	643.41
Gdf11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.43	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.01	9.06	6.85
Gm15455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.21	0.0	0.0	0.0	0.0	0.0	0.14	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.03
Gm17296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.67	0.0	0.0	1.07	0.0	0.0	5.12	0.0	0.0	0.0	0.0	1.74	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	8.0	0.21	0.0	0.0	1.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.53	0.2	0.34	5.14	3.96	4.5
Gm1968	1.33	0.0	0.75	0.0	0.16	0.0	0.0	1.69	0.0	1.21	0.0	4.07	0.0	0.22	0.0	0.0	0.53	0.48	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.29	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.91	0.28	0.0	0.0	0.0	0.0	0.47	0.0	1.83	0.51	0.3	0.29	0.43	0.0	1.68	0.98	0.79
Gm5544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.12
Gm6498	0.43	0.0	0.0	0.0	0.39	0.77	0.36	0.39	0.37	0.33	1.21	5.57	0.0	0.0	0.17	0.43	0.32	1.14	1.31	0.0	2.0	0.18	1.24	0.18	0.64	0.19	0.21	0.14	0.15	1.73	0.0	0.19	0.17	0.16	0.69	1.14	1.7	0.29	0.19	0.71	0.14	0.0	0.0	0.0	0.29	0.38	0.9	0.76	1.36	0.5	0.57
