	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_69	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_83	Ndnf_tdTpositive_cell_16	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_22	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Add1	29.1	91.17	0.0	0.0	21.79	14.52	105.84	8.41	4.85	130.12	77.38	0.0	0.0	45.1	25.13	31.08	18.07	165.8	33.08	28.63	6.69	36.82	2.33	0.0	0.05	29.46	19.88	71.13	0.25	18.92	4.02	33.14	68.65	22.84	58.03	73.85	0.0	32.05	23.49	1.08	60.5	55.33	265.4	270.28	268.92
Aim2	7.57	9.43	3.62	23.67	16.75	4.54	96.35	21.22	12.02	7.48	7.61	12.08	0.0	4.08	48.19	6.67	5.8	4.27	3.36	2.99	4.11	6.47	2.83	5.25	4.1	7.24	5.29	5.64	2.29	13.75	4.17	3.26	6.16	4.04	4.14	3.76	10.75	3.71	4.44	4.93	8.92	9.2	6.37	6.46	7.07
Akirin2	23.35	32.42	0.0	0.07	0.0	4.63	17.93	18.41	0.0	0.0	0.0	0.0	0.0	2.06	0.0	0.05	0.0	0.0	0.0	0.0	0.0	2.7	0.0	0.0	0.0	0.0	0.09	2.76	0.0	27.94	7.26	8.76	0.2	0.0	2.49	1.32	5.22	39.16	0.11	0.0	10.74	11.27	74.37	73.82	70.63
Ap4s1	9.5	0.63	0.0	0.0	0.0	8.56	46.35	0.0	0.0	16.98	0.0	0.0	0.0	0.15	22.46	11.0	13.38	32.69	0.0	0.0	0.0	23.66	0.0	0.0	2.32	0.0	28.43	12.35	0.0	7.68	0.0	21.01	3.76	4.14	0.0	26.65	28.11	25.93	12.05	0.0	14.68	8.94	59.25	59.9	58.08
Apc	23.86	9.47	23.85	31.29	1.47	0.73	68.72	28.71	36.04	10.93	0.04	12.28	0.0	9.94	35.78	12.8	30.44	17.73	12.16	11.86	29.08	20.59	58.69	26.03	0.07	34.73	4.0	0.92	0.0	4.92	33.39	27.27	30.2	9.86	8.23	17.85	29.05	22.02	14.94	0.0	13.88	10.82	97.77	76.83	103.87
Arhgap19	0.34	0.0	0.16	0.39	0.0	0.1	15.72	0.0	0.2	0.36	0.0	0.83	0.0	0.2	0.15	0.08	0.08	0.0	0.0	0.05	0.0	0.16	0.13	0.35	0.18	0.3	0.03	0.4	0.0	0.15	0.33	0.0	0.07	0.0	0.06	0.14	0.29	0.05	0.04	0.0	1.82	0.03	3.34	2.64	3.01
Arhgef18	0.0	15.54	0.0	0.0	0.0	15.02	37.54	0.0	0.28	0.0	0.0	0.0	0.0	0.16	8.36	10.5	0.0	21.06	0.0	0.0	0.0	29.03	0.0	0.04	10.2	2.08	1.06	10.37	0.0	2.22	3.85	9.26	0.0	0.0	17.49	0.04	0.0	22.46	13.12	0.0	5.36	1.8	27.45	26.39	26.37
Asrgl1	0.85	77.38	0.0	0.0	0.0	71.74	206.99	0.0	12.68	51.83	114.52	0.0	0.0	3.46	65.15	67.0	0.0	0.18	20.39	0.0	68.3	45.32	0.0	0.0	27.82	22.83	46.66	34.12	0.0	10.18	13.54	36.79	39.51	39.48	0.0	15.62	42.86	47.5	60.75	0.0	21.35	38.46	135.5	131.32	140.14
Atp2b3	0.0	0.15	0.0	0.05	0.0	0.0	55.17	0.0	4.38	0.0	0.0	0.0	0.0	0.06	0.0	0.02	0.08	0.03	0.26	0.0	0.0	0.0	0.0	0.05	0.0	0.44	3.48	0.05	0.0	2.7	0.0	0.0	0.07	0.03	3.71	0.0	5.67	0.13	0.0	0.28	3.51	5.48	71.78	71.4	77.52
Atrn	2.57	6.91	0.21	1.43	0.16	21.98	73.07	0.14	19.17	5.27	0.41	14.72	0.0	12.28	1.03	8.01	4.95	17.16	0.27	1.47	1.9	0.58	0.02	0.03	24.24	18.33	20.56	37.68	0.0	14.81	16.95	2.88	38.97	4.09	29.48	15.26	0.16	2.46	25.81	43.51	12.82	12.61	85.45	83.79	91.7
B430319G15Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.55	0.8
Bmf	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16	2.73	2.54
Calca	0.0	0.0	0.0	0.0	0.0	0.0	189.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	99.58	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	36.61	0.0	0.0	0.0	13.25	0.0	0.0	0.0	0.0	14.7	37.89	0.0	109.63	0.0	0.0	0.94	0.36	1.85	1.63	1.15
Camk4	30.53	1.24	0.7	43.44	1.01	2.12	58.77	13.19	1.84	1.42	20.54	21.86	0.0	5.59	2.24	20.32	0.72	20.56	11.86	1.22	1.52	8.38	1.27	1.05	5.64	7.92	2.62	1.28	1.12	28.92	14.23	12.48	0.88	38.46	15.73	0.8	1.37	7.83	2.5	2.09	59.3	47.34	69.62	59.4	72.95
Capn2	15.23	88.28	0.0	1.31	0.0	76.66	71.32	0.0	40.18	43.13	0.0	0.0	56.39	88.66	34.12	21.89	0.0	31.18	0.0	20.07	17.03	3.74	2.27	0.66	0.0	39.58	0.0	21.39	0.0	11.1	85.64	51.93	33.61	34.61	0.09	5.05	58.71	27.86	47.31	0.0	2.9	3.66	61.25	63.62	61.62
Card11	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.11	0.12
Ccdc90a	0.0	0.0	1.25	0.0	0.0	0.0	17.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	21.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	1.8	16.61	14.87	15.84
Chst11	0.0	0.0	0.0	0.02	0.0	0.0	81.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	1.07	0.02	2.83	0.0	0.0	21.39	0.0	0.0	8.71	0.15	9.24	0.0	0.0	5.49	0.0	0.0	0.0	0.0	0.0	24.96	0.0	0.0	0.02	0.0	1.82	0.0	31.23	28.06	29.95
Crhr1	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.38	25.62	28.49
Cyp51	42.03	38.89	27.57	16.22	0.0	8.06	118.26	0.73	55.54	1.55	0.0	0.19	0.0	5.55	40.34	35.42	64.31	38.43	14.49	51.99	0.14	20.59	39.2	36.3	0.0	50.89	70.01	13.44	0.0	20.22	1.24	50.73	38.85	13.66	16.0	20.36	39.56	49.08	94.97	0.0	22.98	16.63	44.42	44.22	41.2
D430041D05Rik	3.86	0.0	0.03	0.39	0.0	1.05	11.36	0.0	3.08	0.08	0.0	0.0	0.0	0.0	0.0	0.01	0.08	0.0	0.0	7.05	0.0	13.27	0.0	0.0	0.0	0.0	0.06	0.0	0.0	24.52	0.0	0.0	0.46	0.68	0.02	0.01	1.91	0.03	9.18	0.0	9.51	7.26	69.49	61.56	70.36
Ddah2	0.0	0.0	0.0	0.0	0.0	0.0	54.73	0.0	0.0	0.0	0.0	0.0	658.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04	0.0	12.99	16.69	13.27
Dixdc1	12.85	25.36	0.0	10.84	4.34	5.59	63.89	0.08	19.79	2.07	24.11	0.0	0.0	0.05	0.0	1.29	0.08	0.11	0.6	2.86	0.0	28.85	0.0	0.08	6.71	39.69	9.29	26.78	0.35	15.38	27.15	39.48	0.0	20.14	20.3	20.44	19.85	6.86	0.25	0.48	23.23	23.18	42.4	44.25	42.24
Dmd	32.87	21.03	0.02	38.73	0.0	0.24	87.72	0.04	0.28	0.72	17.22	0.0	0.0	24.13	12.17	14.05	20.88	0.02	13.14	6.65	0.8	30.03	6.65	39.36	19.45	38.0	14.65	16.09	0.14	17.25	17.41	13.16	0.02	14.72	11.81	0.08	18.87	29.37	12.69	2.44	23.47	21.95	13.1	9.27	12.71
Dnaic1	0.0	0.0	0.0	0.0	0.0	0.0	6.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.55	2.41	2.5	2.42
Dpp3	0.0	0.0	21.52	0.0	0.0	0.0	80.8	0.0	40.54	0.0	0.0	0.0	0.0	0.0	21.48	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.41	0.64	17.67	0.0	0.77	1.18	0.0	41.64	18.11	3.94	0.0	0.0	0.57	0.0	0.0	12.19	13.6	34.57	35.73	34.78
Efha1	0.0	0.0	0.0	0.0	0.0	1.11	67.69	0.0	59.16	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	22.5	1.23	0.11	0.0	45.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	1.61	0.13	0.52	3.14	23.4	22.71	21.26
Efs	0.0	0.0	0.0	0.0	0.0	0.0	22.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31	7.78	7.51
Elmod2	0.0	0.14	0.0	0.03	23.98	13.49	112.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.17	0.0	0.0	0.0	0.0	0.04	0.59	0.0	3.63	37.42	0.0	0.0	0.98	0.0	0.0	14.14	0.0	36.64	0.0	10.22	2.49	31.6	0.0	11.99	7.11	10.46	10.04	8.75
Fam120c	23.6	7.89	0.0	46.07	0.0	25.05	61.42	0.4	30.93	0.23	0.0	14.65	0.0	7.48	1.17	0.85	3.21	0.0	0.0	15.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.54	0.0	5.97	26.03	22.4	0.0	24.74	0.19	0.0	20.29	28.99	0.02	1.18	5.53	5.95	32.54	29.06	31.11
Fam188b	0.0	38.89	0.0	0.0	0.0	0.0	77.11	0.0	0.0	0.0	0.03	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	22.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.42	0.0	0.0	0.0	0.0	0.0	31.85	0.0	4.14	0.0	0.0	2.84	1.2	4.94	5.42	4.83
Fbxo41	5.2	9.17	0.0	0.0	0.0	0.0	29.44	0.0	59.7	0.0	0.0	0.0	0.0	17.7	9.34	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29	0.0	5.44	0.0	0.0	1.13	0.0	1.58	18.5	1.44	0.0	0.0	0.0	0.05	0.29	0.0	2.11	2.69	61.0	63.74	65.1
Fcho1	0.4	0.0	1.38	0.04	0.0	0.0	38.94	0.0	0.0	0.0	0.16	4.79	0.0	2.78	1.27	0.7	0.0	0.05	0.0	1.88	0.0	0.0	0.27	0.0	0.0	0.0	8.53	12.15	0.0	15.12	0.0	0.0	3.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	1.21	83.46	84.64	85.05
Gdf9	0.0	0.0	0.0	0.0	0.0	0.0	65.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04	0.0	0.0	0.0	0.0	1.16	0.47	0.85
Gm10825	0.0	0.0	0.0	0.02	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.05	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.59	0.47	0.25	0.12	0.34
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	7.91	0.1	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.07	0.0	0.0	0.06	0.1	0.06	0.0	0.0	1.27	4.28	1.73	1.86	1.4
Gm6531	0.0	0.0	0.0	0.27	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.27	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.04	0.0	0.0	0.0	0.27	0.16	0.29
Gm765	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.55	3.14	3.06
H1f0	20.5	0.0	0.0	17.94	0.0	12.14	78.23	0.0	1.1	5.05	0.0	0.0	0.0	2.05	0.48	0.38	1.03	0.0	0.36	11.34	52.8	5.54	0.0	0.0	0.37	0.0	0.0	28.69	0.0	5.0	30.42	8.53	11.4	20.39	25.23	27.25	0.0	17.99	68.09	0.0	7.98	11.02	107.13	118.43	108.08
Idi2	0.55	0.0	0.0	0.13	0.0	0.0	0.74	0.0	0.45	0.0	0.19	0.0	0.0	0.68	0.0	0.07	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.15	0.13	0.27	0.37
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	7.91	0.1	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.07	0.0	0.0	0.06	0.1	0.06	0.0	0.0	1.27	4.28	1.73	1.86	1.4
Il12rb2	8.03	0.0	0.0	0.0	4.37	0.0	33.28	0.0	14.5	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.29	0.0	0.0	1.22	0.0	0.0	0.0	2.28	0.0	0.0	0.0	0.0	0.0	3.79	0.0	0.0	0.03	4.79	1.72	1.17	2.27	1.95	3.31
Immt	266.08	148.41	7.24	231.41	115.68	67.21	396.19	0.0	116.04	116.48	285.92	129.28	0.0	272.3	21.12	213.65	102.83	164.0	72.0	153.16	183.36	79.31	122.77	15.3	105.67	146.08	224.18	79.36	0.2	86.9	101.0	157.44	251.74	163.85	42.57	101.96	189.98	180.49	75.06	26.83	205.92	211.51	106.37	109.7	100.87
Ints8	53.83	0.0	0.11	0.0	9.55	0.0	98.12	0.27	0.0	0.0	4.71	5.07	0.0	0.0	0.0	0.88	1.62	0.0	8.5	7.33	0.0	39.85	2.82	0.14	41.29	10.64	3.69	23.04	0.0	17.0	23.42	17.11	16.45	2.95	3.39	9.74	0.0	0.13	1.8	0.0	8.43	11.39	19.24	17.86	17.22
Ipo8	19.63	5.18	10.26	4.89	0.53	20.18	49.38	0.0	27.05	0.0	0.0	0.93	0.0	0.12	1.42	19.46	0.0	0.44	0.52	0.0	0.0	26.62	0.75	0.0	0.65	0.21	8.22	4.28	0.0	8.66	19.94	8.62	25.56	10.12	2.93	7.76	0.95	13.07	0.95	0.26	9.48	6.23	28.64	27.58	27.5
Iqcj	0.0	0.0	0.0	0.0	0.0	0.0	48.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.07	0.07
Islr2	0.0	0.0	0.0	0.03	0.0	0.13	2.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	1.24	0.91	42.31	52.28	43.91
Itfg3	17.65	0.0	0.0	0.0	0.0	0.0	64.05	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.19	0.0	0.0	0.0	0.0	2.35	0.0	0.0	0.0	0.0	0.0	0.0	5.25	11.98	12.24	12.65
Jtb	0.0	0.0	0.0	0.0	0.0	0.0	88.56	0.0	0.0	0.0	0.0	0.0	0.0	32.88	36.07	0.15	0.0	0.5	27.68	59.63	0.0	0.0	49.21	0.0	0.59	50.48	56.23	36.07	0.0	35.86	0.0	27.0	0.0	3.76	40.89	28.15	26.19	0.0	0.0	61.46	12.86	24.81	46.02	53.05	49.48
Kif16b	0.0	0.0	0.0	0.0	0.0	0.0	31.19	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.12	1.38	8.55	8.36	8.31
Kif27	0.0	0.0	0.0	0.0	0.0	0.0	2.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	3.04	2.92	2.82
Klhl29	0.0	6.71	0.0	0.0	0.0	0.0	34.68	0.0	12.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.76	0.0	0.0	0.0	3.23	0.0	0.0	0.0	2.1	0.0	0.0	0.0	1.44	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.39	21.62	22.33	22.71
Lat2	0.0	0.0	0.0	0.0	0.0	0.0	9.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	1.91	3.87	2.71	3.36
Layn	0.0	0.0	0.0	0.0	0.0	0.0	92.13	0.0	0.0	0.0	0.0	0.0	1002.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.19	49.87	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	4.12	3.93	5.06
Lsamp	94.93	61.73	0.0	75.18	0.87	2.91	221.38	109.84	91.02	49.4	0.43	0.0	0.0	38.55	73.65	53.58	40.34	63.1	67.13	51.41	0.13	25.3	24.11	82.02	15.25	4.24	56.4	76.5	0.0	6.0	39.69	116.02	0.0	138.69	55.63	43.02	0.0	87.63	50.01	0.0	2.91	6.29	49.67	46.6	51.69
Marcks	125.5	24.22	0.0	0.12	109.32	111.04	711.31	0.0	0.24	180.81	0.0	22.27	74.79	119.22	50.7	154.61	267.61	160.01	62.0	87.22	0.0	67.09	124.13	278.51	91.45	152.08	54.3	268.25	0.12	491.64	278.34	274.55	138.91	316.38	98.59	152.91	115.62	161.24	129.93	25.3	182.78	92.78	105.56	109.11	104.47
Mff	90.32	81.79	0.2	0.0	6.2	205.36	57.47	3.73	20.18	0.0	0.0	0.0	0.0	3.34	0.4	32.46	33.99	13.48	23.69	0.0	0.0	9.64	0.23	20.77	91.06	2.41	18.73	4.19	0.0	93.1	26.85	112.78	2.38	55.59	5.56	0.24	161.95	136.02	69.11	0.0	41.22	38.21	208.49	208.02	203.49
