	Chrna2_tdTpositive_cell_15	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_44	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_40	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_68	Ntsr1_tdTnegative_cell_54	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_28	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_49	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_96	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
9230110C19Rik	0.32	0.7	0.0	1.29	0.1	0.25	0.47	21.09	141.82	0.53	8.99	0.0	0.17	0.14	0.14	0.18	2.87	0.0	0.17	0.49	0.21	0.0	61.97	0.58	0.17	1.85	0.29	7.42	1.09	2.07	0.6	0.38	0.7	0.88	30.45	0.0	0.55	18.05	12.14	20.8	12.09	11.73	11.31
9930104L06Rik	0.0	60.27	18.75	0.17	14.0	0.0	0.0	0.0	56.25	0.0	33.74	0.0	0.0	0.73	0.38	0.0	19.0	0.0	0.0	0.0	0.13	0.14	7.59	0.17	0.11	0.0	0.0	0.0	10.12	0.0	0.0	0.0	70.6	0.0	0.31	15.04	0.59	9.18	3.23	5.66	14.26	15.43	14.11
A630066F11Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.98	0.0	0.0	2.8	0.0	1.84	0.3	0.0	0.0	0.0	0.0	1.64	0.0	0.0	2.47	0.0	0.0	0.0	0.19	0.24	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	2.2	5.65	5.14	2.8	2.02	2.89
AW146154	0.15	3.33	2.47	5.39	0.49	1.33	0.0	0.28	158.05	0.72	0.0	3.59	0.82	2.31	0.51	9.39	83.67	6.78	6.5	0.51	13.67	0.65	0.6	0.61	25.83	0.0	1.85	1.54	3.76	0.84	0.53	8.83	0.24	2.65	1.31	65.67	3.0	17.67	12.75	17.51	3.43	3.27	4.07
Abca6	0.13	0.48	0.84	0.34	0.73	0.29	0.4	0.0	130.41	0.91	0.0	1.27	0.0	0.5	0.39	0.18	0.39	0.35	0.42	0.0	0.26	0.57	0.29	0.0	0.2	0.0	0.44	1.22	0.41	0.79	0.3	0.38	0.0	0.0	0.0	0.33	0.0	2.55	1.61	3.3	1.95	1.62	2.44
Aim1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	1.58	1.16	0.39	0.27	0.47
Anln	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	27.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5	10.57	11.87
Apobec1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66	1.56	1.92
Appl2	1.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.9	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	29.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	70.8	67.67	70.7
Arl13b	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.96	0.0	2.53	1.46	1.96	7.87	7.7	8.07
Asnsd1	0.0	0.0	0.0	0.0	0.0	51.46	0.0	0.0	108.25	0.0	0.0	0.0	0.0	0.0	0.0	9.43	0.09	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	25.53	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.58	0.2	68.83	4.82	2.78	4.87	18.37	17.31	18.42
Atxn7l3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.9	21.42	0.0	0.0	0.0	0.0	8.71	0.0	0.0	3.95	0.0	5.37	0.09	0.0	0.0	0.0	14.99	0.0	20.18	3.08	0.0	25.75	0.0	1.14	0.0	0.0	0.0	0.0	0.38	0.35	0.4	1.41	1.98	174.79	180.92	176.83
Bmpr1a	0.05	77.69	0.0	0.0	8.29	0.0	0.0	2.78	77.54	0.0	16.01	0.05	0.0	0.0	32.68	0.0	33.85	14.76	0.0	0.0	2.74	0.0	12.57	12.11	0.0	33.55	10.24	0.0	3.19	0.0	0.0	0.0	0.0	30.33	11.03	0.0	44.33	7.38	5.34	6.89	26.12	23.76	26.09
Ccdc121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33	0.0	0.0	0.0	0.0	0.55	0.67	0.56
Ccdc96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.29	1.34	1.45	1.27
Cck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	198.58	0.0	0.0	0.0	0.0	0.0	0.12	0.37	0.0	0.0	31.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.77	9.65	6.49	571.52	643.81	606.44
Ccnb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.68	0.0	1.42	1.4	1.2
Cnot6	0.0	0.0	0.0	0.0	6.77	0.0	0.0	0.0	66.04	0.0	0.0	0.0	0.0	0.0	11.76	0.05	0.0	0.0	3.31	0.0	0.0	0.0	0.0	0.0	0.0	7.24	28.87	0.0	0.0	0.0	0.0	0.0	2.19	4.98	2.19	0.0	0.0	13.96	2.75	10.14	35.36	33.77	31.14
Creld2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.85	0.0	0.0	0.0	0.0	0.0	0.06	0.0	5.97	0.0	0.0	6.92	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	43.51	0.0	0.0	24.53	0.0	0.0	0.0	1.79	1.03	8.07	19.36	19.49	16.81
D630037F22Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	52.71	0.0	0.0	5.39	0.0	0.0	0.03	7.62	2.35	0.0	0.07	0.0	3.74	0.0	1.14	0.0	0.0	1.02	9.67	0.0	0.0	0.15	0.0	0.0	0.05	0.0	0.0	0.06	16.77	5.24	3.71	2.56	6.3	5.16	5.99
Dedd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19	0.0	0.0	0.0	0.0	0.0	0.0	1.93	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	2.28	0.77	18.87	22.78	18.79
Diexf	16.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.19	0.0	0.0	0.0	14.64	0.0	0.01	0.0	0.0	8.69	13.96	0.0	0.0	0.0	23.85	0.0	0.0	0.0	5.94	1.51	0.0	0.0	0.0	3.42	0.0	0.0	0.04	0.0	0.85	1.91	0.86	2.85	9.29	8.68	8.12
Dip2a	2.84	3.46	0.0	0.2	0.0	0.0	5.1	2.75	20.71	0.0	2.91	0.0	0.16	3.91	0.0	0.0	0.0	0.0	0.0	0.0	8.88	0.0	0.07	0.58	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.07	4.23	0.58	0.0	1.39	2.16	2.32	41.24	40.77	45.1
Dnahc1	0.0	0.0	0.0	1.04	0.0	0.0	0.0	0.0	24.18	0.0	0.0	0.0	0.0	1.0	0.55	0.76	0.95	0.0	17.2	0.76	10.79	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.0	23.68	0.0	0.0	0.0	0.0	0.0	0.0	1.71	2.21	2.02	2.01	2.2	2.67
Dsn1	0.0	0.0	0.0	0.0	18.14	0.0	0.0	0.0	106.66	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.25	1.67	3.97	4.16	3.47	3.58
Efcab1	0.0	77.56	0.0	0.0	0.0	0.0	0.0	0.0	120.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3	7.56	7.74
Ei24	0.0	0.0	3.36	6.32	13.89	5.53	0.0	0.0	135.81	0.0	37.62	3.5	0.0	0.0	6.89	0.0	0.0	0.0	0.0	0.0	12.31	0.0	0.0	0.0	2.5	0.0	0.11	0.0	1.02	0.26	0.0	0.46	0.0	0.22	0.0	41.15	0.42	7.97	3.94	12.76	108.32	105.12	104.99
Eif2c3	0.04	0.0	18.72	0.06	0.0	12.45	0.0	2.36	24.18	0.0	5.73	0.0	12.46	0.0	3.6	6.71	0.28	2.79	6.34	0.0	0.71	0.94	0.6	10.52	0.0	0.44	0.81	8.59	0.0	5.93	0.0	0.0	0.0	0.0	0.19	1.32	4.07	3.62	3.35	3.27	11.74	7.79	13.09
Eif4g2	43.35	91.39	43.19	109.76	67.6	11.47	24.63	98.74	260.12	147.78	5.85	90.13	39.52	153.31	99.46	41.65	89.07	87.3	194.8	54.91	44.78	105.05	138.89	87.51	83.15	72.0	74.08	129.07	114.25	79.98	187.45	92.67	76.55	187.51	72.53	121.97	65.42	192.69	148.7	160.13	229.74	219.02	219.29
Epas1	0.09	0.08	0.1	0.28	0.05	0.0	0.24	0.0	5.55	0.24	0.76	0.46	0.12	0.14	0.12	0.73	0.45	0.35	0.38	0.08	0.3	0.04	0.19	0.2	0.32	0.32	0.16	0.19	0.55	1.74	1.14	0.09	0.2	0.5	0.0	0.0	0.19	0.11	0.56	1.04	56.18	55.43	68.04
Ergic1	0.11	57.59	5.4	15.94	32.11	0.0	0.0	0.0	86.1	0.0	0.0	0.1	11.67	57.24	8.22	5.72	40.26	0.0	8.72	5.55	102.59	0.0	0.17	76.65	1.43	47.61	4.58	2.73	39.32	0.0	1.54	3.35	0.0	68.61	0.0	1.02	0.0	12.23	22.67	20.96	107.63	108.25	116.21
Evi2b	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	12.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	1.62	0.0	1.27	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.0	0.0	0.0	1.09	0.58	0.2	0.47	0.37	0.39
Fam55d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.12	27.26	0.0	0.0	0.0	2.62	3.57	5.67	11.05	10.3	10.74
Fam69c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.34	4.67	5.94
Fam82a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.52	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	21.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01	5.41	6.04	7.06	5.77	7.69
Fhl4	19.59	1.23	0.0	0.0	0.0	0.0	0.0	0.0	104.01	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.63	0.94	0.88
Foxj2	0.0	3.46	0.0	0.0	15.82	0.0	0.29	11.63	37.62	0.0	0.0	2.74	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	9.43	0.0	11.33	23.97	0.0	0.0	0.0	0.0	0.11	0.0	0.09	0.0	0.0	24.44	0.0	1.11	0.0	5.42	1.43	3.64	20.03	19.9	19.98
Foxo3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.5	30.55	34.03
Foxp3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.17	0.27
Gchfr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	1.55	0.17
Gm11413	0.21	0.25	0.05	0.0	0.01	0.0	0.25	0.0	26.3	0.29	0.0	0.0	0.18	0.16	0.07	0.27	0.0	0.08	0.34	0.0	0.0	0.0	0.0	0.0	0.11	0.32	0.0	0.03	0.0	0.38	0.35	0.0	0.27	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.4	0.45
Gm14124	0.24	0.0	0.0	0.0	0.04	0.0	0.0	0.0	10.19	0.0	0.0	0.18	0.0	0.13	0.0	0.17	0.0	0.12	0.0	0.0	0.0	0.01	0.0	5.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.44	0.45	0.34	0.25	0.28	0.12
Gm14139	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.21	0.0	0.41
Gm16897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.03	1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67	0.71	1.98	1.95	1.53	2.09
Gm2002	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.08	0.06	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	0.0	1.27	4.28	1.89	1.73	1.86	1.4
Gm4285	1.42	0.29	1.39	0.9	0.0	0.0	0.76	0.53	3.69	0.45	0.0	1.01	0.0	0.34	0.58	1.39	0.32	23.78	1.69	0.28	3.14	0.14	0.0	33.22	0.57	0.52	1.34	0.0	1.21	0.58	1.02	0.0	2.73	1.08	0.2	0.0	0.42	2.05	1.98	3.15	4.78	5.02	5.05
Gm6289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.23	0.0	0.33	0.0	0.0	0.12	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	1.01	0.57	0.97
Gm8615	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	117.52	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.32	0.18	0.31	0.0	0.0	0.44	0.0	0.0	0.0	0.0	7.75	0.0	0.7	0.54	7.53	0.05	0.0	1.01	1.58	0.19	0.2	0.42
Gm949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.04	0.0	0.0
Gtpbp1	0.0	0.0	0.0	0.38	4.21	0.0	0.0	0.0	48.57	0.12	0.29	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	23.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.8	0.94	0.0	0.0	0.0	0.0	5.27	22.32	0.0	34.0	4.2	3.23	6.0	38.95	39.97	38.95
Hectd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.57	0.0	0.0	0.0	0.33	0.42	0.0	0.0	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.78	1.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.95	5.29	4.53	13.96	11.7	12.97
Hexim1	4.36	0.0	10.88	0.0	0.0	0.12	0.0	0.33	31.34	0.0	0.29	0.0	9.19	0.0	0.07	0.0	5.93	0.0	0.0	0.0	0.0	0.0	0.07	1.11	2.97	1.8	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.96	2.22	1.22	41.82	43.16	41.2
Hspb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76	0.0	0.87	1.7	1.33	2.5
Htra2	49.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.42	0.24	0.0	0.0	0.0	0.0	0.05	49.09	49.84	0.0	0.15	0.0	0.0	0.0	33.55	0.0	12.31	14.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.0	0.0	10.17	15.77	10.2	32.07	37.85	34.39
Ibtk	0.8	0.0	0.0	0.0	5.42	0.0	0.0	0.0	51.65	0.0	0.0	0.0	0.0	0.0	0.78	0.0	11.64	0.0	17.45	0.0	0.0	12.33	0.45	23.72	0.0	0.0	29.08	0.03	1.12	0.0	0.0	0.0	0.0	2.42	0.0	0.0	32.24	3.76	6.57	5.05	14.46	13.45	13.46
Icmt	0.0	0.0	0.0	0.0	0.0	0.0	52.79	0.0	62.71	0.0	0.0	0.0	0.0	8.85	0.0	0.0	16.93	0.0	27.44	0.0	0.0	0.0	0.0	10.36	40.33	0.0	0.02	0.0	0.0	0.0	0.0	0.0	5.41	28.15	0.0	2.15	11.86	6.4	2.83	2.37	42.99	43.1	42.01
Il11ra2	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.08	0.06	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	0.0	1.27	4.28	1.89	1.73	1.86	1.4
Itpka	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.9	0.23	0.0	0.0	0.0	0.0	1.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	20.03	21.93	36.71	230.06	253.04	226.96
Jmjd1c	0.0	0.0	5.1	0.0	5.07	0.0	0.0	11.55	41.35	1.07	10.08	0.0	0.0	14.35	0.01	17.42	4.23	11.89	30.45	1.12	0.08	0.0	11.29	12.94	0.05	3.37	0.0	0.0	0.74	0.0	0.0	0.0	10.85	0.0	0.09	3.89	10.14	9.01	6.61	6.51	28.39	24.58	29.69
Jrk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	5.11	1.55	4.21	4.41	4.72
