	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_20	Htr3a_tdTpositive_cell_32	Ndnf_tdTpositive_cell_16	Ndnf_tdTpositive_cell_19	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_47	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_63	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_49	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_96	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
A830093I24Rik	0.12	0.0	0.0	0.0	0.09	9.76	0.0	0.0	0.0	0.06	1.32	0.0	0.02	1.08	0.42	0.0	0.0	31.0	0.0	0.0	0.0	1.31	0.26	6.04	0.0	0.01	0.0	0.0	0.0	0.0	0.0	4.75	3.89	6.42
AB099516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.13	0.0
Ankrd9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.46	10.62	8.41
Arhgap24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.66	0.0	0.0	124.3	0.0	0.07	0.0	0.0	0.9	0.0	0.0	0.0	0.09	0.0	0.0	34.52	53.74	4.44	4.97	4.42
Asb5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.71	0.85
Asf1a	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.19	0.0	0.0	0.0	0.0	4.06	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	11.16	10.94	11.57
Batf3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73	1.49	1.34
Bhlha15	0.22	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.13	0.02	0.0	0.0	0.09	0.04	0.09	0.13	0.0	18.13	0.0	0.0	0.0	0.0	0.07	0.0	0.08	0.0	0.0	0.0	0.08	0.0	0.0	0.2	0.03	0.15
Bpifb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.29	0.19
Btla	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.29	0.41
Btn2a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	97.37	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19	1.06	1.33
C030037D09Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.31	8.19	9.56
C86187	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.05	0.0	0.15	0.0	0.0	1.65	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.15	0.0	0.23	0.0	0.0	0.25	0.13	0.4
Cbr3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.32	17.67	18.74
Ccdc125	0.57	0.0	0.14	0.16	0.0	0.0	0.44	0.55	0.53	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.39	0.38	0.58	0.0	0.69	0.0	0.42	0.37	0.23	0.0	0.0	0.0	0.74	0.99	0.86	0.62
Ccnl1	31.78	0.32	12.84	9.22	49.98	3.54	0.0	0.0	13.67	51.43	0.08	78.77	44.32	27.66	4.53	0.0	21.94	81.18	39.8	44.45	40.09	42.62	48.19	23.11	65.58	22.0	0.55	19.78	0.0	11.59	16.22	37.31	39.19	35.37
Cd247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6
Cd6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74	2.17	2.38
Cerkl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26	1.78	1.67
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Chad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.45	0.25
Chd4	4.78	8.53	0.0	4.74	8.14	0.23	20.05	2.33	1.07	36.93	4.35	0.74	9.29	6.45	0.09	1.72	3.92	6.66	1.09	0.02	0.11	0.49	2.95	0.48	0.0	4.78	9.66	0.29	0.22	0.65	0.0	84.9	84.16	82.33
Cnot6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.61	0.0	11.76	0.0	0.0	0.04	0.0	9.66	0.0	0.0	13.56	0.0	0.0	0.0	0.0	11.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.36	33.77	31.14
Col20a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.56	3.07
Colec11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.95	0.97
Cpb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.19	0.07
Cpt1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56	1.07	0.62
Cyp7a1	0.09	0.0	0.0	0.0	0.14	0.0	0.12	0.0	0.0	0.01	0.21	0.14	0.02	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.02	0.06	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.09	0.12	0.08
D6Ertd474e	0.0	0.0	0.0	0.19	0.0	0.24	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.11	0.18	0.0	54.5	0.0	0.0	0.0	0.0	3.28	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.16	0.39	0.54	0.73
Dbx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.86	14.16	14.84
Dctd	3.32	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32	0.0	0.0	0.0	66.41	0.0	0.0	0.0	0.0	5.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.65	7.56	10.1
Dek	32.23	32.92	16.87	0.0	0.0	23.44	0.0	0.0	0.0	0.27	0.19	0.0	0.0	0.0	15.56	1.15	22.61	133.46	9.19	0.0	0.0	0.0	22.58	17.53	54.32	0.0	0.0	15.69	95.13	0.9	58.79	48.02	39.41	46.69
Dnlz	1.17	16.16	0.0	2.27	0.0	1.43	0.0	0.25	2.89	0.03	6.09	0.0	11.62	0.0	0.3	4.79	4.95	50.19	0.7	8.57	0.0	0.36	2.81	0.41	3.59	0.34	7.9	18.29	0.0	0.0	0.0	26.8	29.73	28.72
Dtnb	2.04	18.74	0.0	0.0	0.0	0.22	0.68	0.0	13.8	0.0	0.07	0.0	0.0	0.52	0.0	7.62	0.0	78.99	2.65	0.09	0.0	7.06	3.24	1.52	0.0	0.0	0.0	0.0	0.0	0.0	11.81	56.02	59.06	55.71
Fam113a	31.42	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.98	0.0	0.0	0.0	0.0	7.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.08	12.29	14.34
Fam13a	0.0	0.0	0.0	0.0	1.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	64.76	0.0	1.87	0.63	0.74	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	11.87	11.44	10.98
Fgd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	66.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	5.42	6.06	6.28
Fzd6	0.02	0.0	0.09	0.19	0.09	0.0	0.0	0.07	0.12	2.2	0.22	0.29	0.11	0.0	0.0	0.0	0.08	0.09	0.0	0.0	0.28	0.01	0.13	0.0	0.0	0.05	0.0	0.24	0.22	0.0	0.42	8.48	8.13	8.54
Gabra6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.08
Gdf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03
Gdf6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Gdpd5	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	36.88	0.0	0.0	0.0	0.24	5.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.07	24.28	25.67
Gldc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.51	21.45	21.4
Gm10823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.14
Gm1564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09	0.0	0.0	0.0	0.0	2.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.38	0.35
Gm2115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.24	12.74	15.97
Gm4925	0.29	0.0	0.0	0.0	0.37	0.64	0.48	0.31	0.0	0.0	0.11	0.33	0.07	0.0	0.4	0.0	0.26	25.42	0.0	0.12	0.0	0.01	0.34	0.0	0.27	0.0	0.0	0.11	0.63	0.0	0.0	0.73	0.81	0.94
Gm5083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.71	0.95
Gm9776	3.08	3.17	5.11	2.65	2.16	5.13	15.26	2.91	2.91	1.23	4.03	3.02	36.93	1.88	10.28	1.6	1.74	59.92	1.76	1.36	1.22	2.02	12.03	3.13	6.53	14.12	2.92	6.46	4.69	1.81	2.59	5.18	5.5	7.24
Gna15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21	2.01	2.74
Gpr82	0.0	0.33	0.0	0.0	0.0	0.0	2.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.47	0.0	0.08	0.04	0.04
Gpr88	0.0	19.75	0.0	0.69	0.0	0.0	0.0	0.0	16.1	78.47	1.46	4.46	38.35	18.5	0.0	0.29	10.22	0.0	0.0	19.46	18.94	0.08	7.03	0.0	0.0	0.07	6.94	0.0	0.0	0.0	0.0	148.3	152.29	131.28
Gprc5d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.16
Gstcd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.83	4.58	4.2
Hacl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.72	0.12	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	5.44	6.21	5.62
Il17d	0.0	0.0	0.0	2.46	0.0	0.0	0.0	0.0	0.0	15.11	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	9.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.15	24.29	19.67
Il6ra	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.77	2.94	3.69
Itgb8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.22	18.52	23.65
Kctd11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41	1.47	1.72
Keap1	3.69	28.38	0.0	7.99	9.24	4.94	0.0	6.18	0.0	2.3	0.05	0.0	0.0	0.08	1.91	5.98	0.28	33.22	0.0	3.71	0.0	0.0	2.46	0.09	0.0	2.61	0.0	0.0	0.0	0.0	0.0	46.23	54.83	51.32
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Kif11	0.59	0.0	0.08	7.75	0.31	0.83	0.29	0.85	0.26	0.32	0.26	0.24	3.7	0.15	4.09	0.29	0.24	16.27	5.11	0.25	0.81	8.36	3.63	8.48	0.62	0.16	0.34	0.69	0.61	0.17	0.45	1.19	1.2	1.5
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lfng	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.34	14.76	12.88
Lhfpl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.23	11.27	10.89
Mb	0.0	0.0	0.0	0.0	0.0	3.25	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.89	0.43
Mirlet7f-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	3.53	1.93
Mlf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	1.95	0.56
Mon1b	0.15	7.7	0.0	0.0	0.0	0.0	0.0	0.0	0.08	11.39	0.0	0.0	3.99	0.0	0.0	0.0	0.0	14.4	0.0	8.68	0.0	0.18	2.09	0.0	0.0	4.02	0.0	0.0	0.0	0.0	0.09	21.42	20.31	20.94
Msh4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.06
Mybphl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.07	0.09
Myh15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.47	0.51
Naprt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.62	4.74	6.45
