	Ctgf_tdTpositive_cell_2	Ctgf_tdTpositive_cell_5	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_7	Ctgf_tdTpositive_cell_8	Cux2_tdTnegative_cell_10	Gad2_tdTpositive_cell_7	Htr3a_tdTpositive_cell_72	Ndnf_tdTpositive_cell_3	Ndnf_tdTpositive_cell_4	Ndnf_tdTpositive_cell_5	Ndnf_tdTpositive_cell_7	Ndnf_tdTpositive_cell_8	Ndnf_tdTpositive_cell_9	Ndnf_tdTpositive_cell_10	Ndnf_tdTpositive_cell_11	Ndnf_tdTpositive_cell_12	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_1	Nos1_tdTpositive_cell_28	Nos1_tdTpositive_cell_54	Nos1_tdTpositive_cell_66	Ntsr1_tdTnegative_cell_16	PvalbF.Gad2_tdTpositive_cell_36	Rbp4_tdTpositive_cell_165	Scnn1a.Tg2_tdTnegative_cell_13	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Bcl10	0.0	6.87	0.0	0.0	0.0	0.0	92.44	26.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	9.53	0.0	7.96	14.42	10.69	18.77	14.74	16.44	13.35
Btc	1.59	0.14	0.13	3.98	1.66	0.68	0.41	0.0	0.96	0.24	3.52	3.34	0.9	0.95	0.14	1.12	0.0	0.0	0.8	0.01	1.25	0.29	0.0	0.29	9.23	1.36	0.14	0.14	0.12	0.32	1.24	1.37	1.42
Camk4	2.18	1.18	1.57	0.97	1.73	1.97	18.27	8.21	0.62	1.4	0.55	1.22	0.92	0.58	0.44	1.79	0.34	0.0	0.44	14.13	1.87	1.33	0.66	7.17	28.92	2.61	47.26	59.3	47.34	48.68	69.62	59.4	72.95
Ccl27b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.03	0.0	0.0	0.0	1.74	40.26	0.0	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Cd4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.15	0.0	6.07	0.78	1.34	8.68	8.33	8.41
Cdnf	20.24	1.05	0.7	0.15	0.34	1.43	0.98	1.04	0.1	0.32	0.15	2.75	0.1	0.0	0.11	1.74	5.2	0.0	0.24	0.13	1.95	0.16	0.17	0.34	1.03	4.95	0.86	0.22	0.53	0.38	2.35	2.4	3.1
Cenpw	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.43	0.32	9.85	19.49	19.92	18.93	4.29	4.48	5.79
Ces1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Clstn1	0.0	0.0	0.0	0.0	0.0	0.0	49.58	75.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19	93.8	1.33	0.0	0.0	21.57	21.3	0.28	46.68	45.4	47.83	50.34	777.34	797.87	800.57
Dhcr24	0.0	0.0	0.0	0.0	0.0	0.0	0.06	14.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	16.7	0.64	0.0	0.78	3.38	2.88	3.17	79.84	84.55	78.98
Dzip1	0.0	0.0	0.0	0.0	0.0	0.0	5.72	10.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	2.23	0.0	0.0	0.0	3.38	20.88	8.79	20.38	30.07	25.7	28.52	41.01	39.59	40.62
Eya2	0.0	0.0	0.0	0.0	0.0	0.0	11.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	1.84	1.81	1.47
Fam40b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.94	0.0	0.0	0.48	6.76	3.77	5.27	29.59	29.35	28.23
Fdxacb1	0.0	0.0	0.0	0.0	0.0	0.0	26.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.26	0.0	8.16	24.34	15.96	8.5	6.72	7.18	7.25
Flywch2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.65	17.67	0.0	7.99	13.46	10.15	28.05	12.71	15.49	16.82
Gal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28	0.0	0.0	0.15	0.69	0.15
Glt8d1	0.09	0.9	0.0	1.29	509.89	0.78	7.64	4.12	1.1	1.35	0.47	5.64	0.34	2.82	2.4	1.03	2.95	0.0	238.41	5.66	2.12	1.52	1.58	20.44	32.29	1.4	23.93	27.29	18.27	16.83	31.52	26.6	29.4
Gm12776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0
Gm13306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.03	0.0	0.0	0.0	1.74	40.26	0.0	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Gm14430	0.0	0.0	0.0	0.0	0.0	0.0	15.9	3.23	0.0	0.0	0.0	0.25	0.0	0.12	0.03	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	23.92	6.69	0.0	3.28	4.14	5.97	4.22	7.67	5.07	7.49
Gm14431	0.0	1.19	0.76	31.22	0.0	0.25	2.9	5.42	0.95	0.0	0.0	0.0	0.02	0.0	0.23	5.19	10.53	0.0	2.94	0.79	43.99	0.71	0.0	5.21	1.74	0.0	0.72	0.99	0.9	1.65	8.87	7.17	8.34
Gm14434	0.0	0.0	0.0	0.0	0.0	0.0	15.9	3.23	0.0	0.0	0.0	0.25	0.0	0.12	0.03	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	23.92	6.69	0.0	3.28	4.14	5.97	4.22	7.67	5.07	7.49
Gm16677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.91	0.0	7.53	3.16	5.09	4.4	1.01	1.14	0.42
Gm17066	55.79	0.0	0.98	0.0	0.0	0.0	0.07	16.38	0.47	0.12	0.0	0.0	11.08	0.0	1.93	0.0	0.0	0.0	219.85	62.67	0.46	0.04	0.0	0.0	67.19	0.75	15.2	32.23	18.54	23.05	25.62	22.21	22.65
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	1.5	0.0	0.96	1.27	4.28	1.89	1.73	1.86	1.4
Gm2506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.03	0.0	0.0	0.0	1.74	40.26	0.0	75.81	61.27	76.52	71.98	30.63	28.29	22.96
Gm3317	0.0	20.97	0.0	0.0	0.0	0.0	0.55	11.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81	0.0	0.0	0.0	0.0	0.87	0.49	1.07	2.65	0.88	0.92	2.38	2.75	2.9
Gm3494	0.0	20.97	0.0	0.0	0.0	0.0	0.55	11.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81	0.0	0.0	0.0	0.0	0.87	0.49	1.07	2.65	0.88	0.92	2.38	2.75	2.9
Gm4349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.99	0.0	0.0	6.1	5.41	5.61	1.05	1.02	1.44
Gm4724	0.0	0.0	0.0	0.0	0.0	0.0	15.9	3.23	0.0	0.0	0.0	0.25	0.0	0.12	0.03	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	23.92	6.69	0.0	3.28	4.14	5.97	4.22	7.67	5.07	7.49
Gm8898	0.0	1.19	0.76	31.22	0.0	0.25	2.9	5.42	0.95	0.0	0.0	0.0	0.02	0.0	0.23	5.19	10.53	0.0	2.94	0.79	43.99	0.71	0.0	5.21	1.74	0.0	0.72	0.99	0.9	1.65	8.87	7.17	8.34
Gm9054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.14	0.15
Gnaz	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	4.16	0.39	7.0	5.29	5.53	3.15	56.74	56.71	56.07
Gne	0.0	0.15	0.0	0.0	18.03	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	1.86	0.0	16.49	4.77	9.15	5.42	25.93	28.24	25.77
Hap1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.97	0.0	3.25	1.04	0.87	1.75	112.51	131.43	121.78
Haus6	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.97	0.0	4.57	4.5	2.41	4.11	4.89	4.39	4.66
Hipk2	0.0	0.0	0.0	0.0	0.0	0.0	12.97	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	194.57	0.0	0.0	0.0	0.61	0.0	0.84	33.35	0.0	0.08	0.67	1.0	28.24	24.43	35.6
Hook1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	27.58	20.31	0.0	6.29	14.17	6.28	8.05	47.35	42.78	46.19
Hook2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.19	2.67	0.0	0.0	0.46	2.9	1.99	14.98	15.85	14.02
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Hsd3b6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.22	0.0	0.0	0.0	0.47	0.39	0.37
Hspa13	0.0	0.0	0.0	0.0	0.0	0.0	0.67	50.19	0.0	0.0	282.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.03	0.0	0.12	0.0	19.46	29.35	0.23	21.82	29.07	18.66	20.19	31.76	29.17	28.47
Htr2b	0.0	0.0	0.0	0.0	0.0	0.0	2.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.09	0.49
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	0.0	0.0	1.5	0.0	0.96	1.27	4.28	1.89	1.73	1.86	1.4
Ints2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.11	11.27	103.76	0.92	5.68	3.27	3.13	13.72	12.66	13.28
Jrk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.99	0.0	0.0	0.0	0.0	0.0	0.04	1.87	5.11	1.55	4.21	4.41	4.72
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Kif24	0.52	0.21	0.28	0.08	0.22	0.0	0.0	0.0	0.39	0.09	0.16	0.64	0.37	0.35	0.0	0.39	0.22	0.0	0.17	0.16	0.21	0.49	0.0	0.29	1.62	0.4	0.09	0.22	0.51	0.35	0.56	0.48	0.81
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Ly6c1	8865.14	11342.15	27337.17	20023.87	17299.55	17167.84	0.0	0.0	12483.67	22997.34	13162.85	27599.67	25912.2	30945.52	30804.82	20851.1	9971.48	11430.32	19618.61	5004.12	19833.84	24317.47	0.0	2604.11	0.0	0.0	0.0	0.0	0.0	1.34	65.79	66.56	70.09
Mamstr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.29	1.38	2.22	1.12	1.82	1.63	1.82
Mettl5	0.0	0.0	0.0	0.0	50.23	0.0	11.08	53.28	0.0	0.0	0.0	0.0	0.0	0.0	63.73	0.0	0.0	0.0	34.71	5.59	0.0	0.0	0.0	113.73	127.63	1.09	91.37	73.95	62.13	58.26	14.81	14.55	12.87
Mfap1a	0.16	2.21	38.61	0.42	12.35	1.67	47.49	31.03	154.42	37.21	66.82	3.31	0.0	75.55	255.96	1.72	0.07	0.0	129.26	52.02	230.91	2.18	0.81	11.06	63.87	0.87	49.34	62.31	54.39	59.94	40.23	35.44	37.11
Mfap1b	0.0	0.0	0.0	0.0	0.0	61.32	55.44	24.83	474.38	404.47	161.02	0.0	0.0	0.0	115.26	0.0	0.0	0.0	258.89	99.09	427.33	12.78	0.0	51.15	39.27	0.0	66.13	82.94	100.39	90.43	60.75	64.18	59.93
Minpp1	0.2	0.19	0.0	0.0	0.76	0.0	0.85	34.95	0.0	0.13	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	26.44	0.14	0.0	0.23	0.47	15.87	1.44	10.06	10.6	8.42	9.56	59.35	61.13	56.37
Mir1839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55	5.58
Mir374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.68	0.0	0.0	0.0	0.0	8.79	11.75	9.49	10.39
Mir669p-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mnd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.29	0.0	0.0	0.0	0.0	0.0	6.2	0.0	0.0	0.0	2.06	0.0	0.58	1.1	1.2
Myb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.17	0.0	0.09	0.1	0.46	0.6	0.48
Nedd4	235.12	471.43	0.06	0.0	84.11	168.66	83.73	184.24	35.43	288.85	365.1	0.0	34.95	461.12	10.13	0.0	114.44	411.18	162.55	275.04	293.96	0.0	122.2	58.1	83.49	12.81	102.93	161.66	144.77	145.25	251.38	238.03	242.95
Nlrp4f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.1	0.0	0.31	0.45	0.43
Npffr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.31
Nr5a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.19	0.0	0.11	0.03	0.08
Olfr648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11
Pax6	0.19	0.0	0.11	0.64	0.0	0.0	36.21	0.0	0.1	0.0	0.0	0.12	0.0	0.3	0.0	0.46	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.16	0.16	0.46	0.0	0.0	0.41	7.13	8.89	6.95
Pcdh20	0.0	0.0	0.0	0.0	0.0	0.09	23.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	2.45	0.0	0.0	0.0	0.0	0.07	18.14	16.79	19.2
Pcdhb16	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	3.34	2.75	1.49	2.87	5.23	4.06	5.55
Pick1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.93	0.92	0.0	9.28	5.33	5.09	5.84	51.4	51.22	51.97
Plcxd1	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.33	0.27	0.33	4.15	2.98	3.03	14.59	14.9	16.3
Pldn	42.65	15.31	2.29	0.13	0.32	4.0	9.29	62.26	1.01	0.94	149.94	0.31	4.99	1.36	12.62	8.73	8.21	0.0	9.44	85.1	181.25	0.28	0.48	12.02	24.58	6.88	31.51	33.74	31.11	28.49	21.06	19.76	21.66
Pnn	0.0	338.24	0.19	0.0	241.17	0.0	43.03	61.29	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.38	72.92	0.09	52.13	70.9	69.18	9.22	77.74	65.23	44.04	40.66	70.23	62.36	69.33
Pou2f1	55.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.83	0.0	0.0	0.0	46.26	2.71	0.0	0.0	0.0	0.0	2.33	0.0	3.0	0.57	1.23	0.98	9.06	7.29	8.6
Rab17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.13
Repin1	0.0	171.06	0.0	0.0	0.0	0.16	4.73	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.29	0.0	4.7	30.24	0.0	0.0	22.03	28.41	0.32	3.14	7.35	16.15	17.23	31.19	32.22	32.44
Rnd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18	0.0	0.61	0.0	2.9	11.81	0.0	10.76	78.04	58.53	68.25	15.39	13.81	11.67
Sap130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.25	0.0	0.0	0.0	0.0	3.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.06	6.66	0.12	0.64	3.1	2.72	4.47	24.37	27.06	26.32
Scn8a	0.0	0.0	0.0	0.0	0.0	0.0	19.49	57.27	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.04	40.77	0.0	0.04	0.0	75.14	43.36	0.08	33.12	30.62	35.53	33.92	111.53	100.99	112.93
