	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_18	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_12	Ctgf_tdTpositive_cell_14	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_18	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_20	Ctgf_tdTpositive_cell_21	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_79	Htr3a_tdTpositive_cell_86	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_98	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_113	Htr3a_tdTpositive_cell_117	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_64	Ntsr1_tdTpositive_cell_6	Ntsr1_tdTpositive_cell_15	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_26	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_56	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_6	Rbp4_tdTpositive_cell_47	Rbp4_tdTpositive_cell_54	Rbp4_tdTpositive_cell_60	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_76	Rbp4_tdTpositive_cell_82	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_97	Rbp4_tdTpositive_cell_108	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_159	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_171	Scnn1a.Tg3_tdTnegative_cell_20	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_40	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_55	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_11	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_43	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
AI847159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.76	0.31
Acaca	9.73	24.26	0.09	0.0	10.51	0.78	2.32	6.6	0.18	1.34	0.0	7.33	2.21	0.0	0.16	7.34	0.0	1.31	0.0	17.85	0.96	0.64	0.04	0.0	9.74	0.0	0.0	0.0	0.0	21.94	0.0	0.0	10.97	2.44	0.0	0.0	44.42	0.0	26.45	0.0	11.53	0.0	0.0	1.06	0.0	0.0	0.0	8.08	0.0	1.72	8.31	0.0	0.0	0.0	0.0	4.44	3.41	6.4	0.28	0.23	2.28	1.68	1.04	1.54	1.33	1.55	0.2	0.0	0.0	0.03	0.0	0.0	0.0	30.97	27.93	30.45
Acvr1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	3.22	44.15	0.0	0.0	1.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.48	0.0	6.85	0.0	0.04	3.89	0.0	0.0	0.0	0.03	0.0	17.37	8.05	0.0	3.46	0.0	0.0	0.0	3.17	0.0	0.51	0.0	8.72	0.0	0.0	8.18	0.53	0.0	0.0	3.03	5.38	0.0	3.41	1.35	0.65	8.32	5.52	5.65	0.0	4.4	0.0	0.0	0.0	0.0	0.0	22.18	9.04	6.92	8.12
Ap1g2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.83	0.08	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	61.11	29.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	4.43	0.0	0.0	0.0	1.82	4.88	4.79	1.84	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.51	4.63	6.54
B230378P21Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	39.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	10.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.1	0.11
Bbc3	1.31	0.0	0.0	1.32	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	1.83	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.15	0.15	0.53	1.32	0.0	0.35	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.66	10.17	8.97
Bean1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.67	11.41	0.0	0.0	0.1	52.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.33	0.0	6.67	0.4	0.0	0.0	0.0	45.53	9.79	1.23	0.79	2.53	3.77	1.22	0.31	2.25	0.54	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.89	11.52	10.31
C1qtnf5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	15.13	16.22
C6	0.0	0.0	0.0	0.0	0.98	0.0	0.18	0.0	0.58	0.79	0.0	0.0	0.78	0.46	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	8.16	0.0	0.0	0.0	0.0	1.24	0.0	0.0	0.0	3.84	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.13	0.0	0.11	0.37	0.35	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.1	0.29
Camk1d	27.99	1.82	0.0	13.45	19.66	0.0	0.0	22.06	5.3	16.7	0.0	0.06	17.07	0.0	43.0	28.39	0.0	28.03	4.07	4.05	13.29	0.0	0.0	0.0	12.32	6.51	60.61	36.84	18.77	5.15	39.52	22.29	0.59	0.05	0.0	0.28	76.57	4.89	54.76	31.62	26.12	18.63	50.64	32.24	169.17	0.0	21.69	33.03	51.43	5.71	36.17	3.4	58.16	42.78	16.66	9.71	12.57	22.9	15.44	34.04	19.51	32.26	19.12	13.9	15.76	6.89	0.05	0.41	85.24	8.18	0.12	12.8	9.96	73.79	63.25	73.79
Ccdc134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.71	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	8.87	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.58	0.0	0.64	0.21	0.0	0.0	0.0	0.0	0.0	11.19	1.94	8.03	12.86	12.2	6.72	5.73	5.93	4.45	19.55	0.0	0.0	0.0	0.0	0.22	0.0	0.0	9.89	9.32	10.03
Ccdc155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.19	0.0	0.0	38.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.85	0.0	3.53	23.07	0.0	0.0	0.0	0.0	0.0	2.91	0.81	1.18	5.88	11.38	0.09	3.66	5.63	3.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91	3.79	3.42
Ccl24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.44	0.0	0.05	0.0	0.0	0.37	0.85	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.24	0.25	0.29	0.27	0.0	0.0	0.18	0.65	0.0	0.0	0.31	0.0	0.0	0.15	0.0	1.19	0.06	0.0	0.12	0.0	0.0	0.0	0.0	0.23	0.28	0.37	0.31	0.0	0.0	0.0	0.0	0.23	0.32	0.0	0.0	0.0	0.0	0.41	0.2	0.23	0.0	0.28	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.08	0.29
Cd300lg	0.26	0.0	3.68	0.0	18.1	0.0	0.0	7.21	0.0	27.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.18	0.0	0.0	0.14	39.49	0.0	19.61	0.0	3.6	0.0	0.0	0.13	18.81	0.0	0.0	1.05	1.83	32.8	0.71	0.0	0.0	0.0	3.65	0.0	0.0	0.25	0.0	0.2	2.54	0.18	0.21	0.0	0.22	0.41	0.0	4.55	0.77	6.39	1.67	1.32	1.44	5.74	3.24	4.45	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.36	0.48	0.43
Cdk5rap1	0.0	0.0	0.8	1.56	57.62	0.0	31.33	0.0	0.0	0.0	0.0	38.93	54.2	0.0	7.88	0.0	74.86	47.43	0.0	6.12	0.0	0.0	73.43	0.18	0.0	64.14	0.0	145.09	0.0	126.6	0.55	0.0	0.0	36.3	0.0	0.0	4.02	0.0	152.32	0.0	25.55	0.3	0.0	119.25	0.0	0.0	0.0	0.0	3.61	10.07	129.18	0.0	0.0	0.0	0.0	0.0	33.26	3.85	25.61	21.65	7.93	3.44	22.61	16.73	17.95	12.22	0.0	0.0	0.0	0.0	0.0	0.12	244.24	8.51	8.06	9.06
Cdkn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.4	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.0	2.83	7.58	2.04	0.0	2.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93	0.75	0.96
Clip2	0.91	0.0	0.95	1.23	0.0	0.0	0.1	2.27	0.0	0.0	0.0	1.01	1.2	0.0	0.0	0.0	0.0	0.0	2.47	0.0	0.0	1.61	0.0	0.0	0.0	7.97	0.0	0.16	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.02	0.0	3.8	0.06	0.0	0.25	0.0	0.0	0.12	0.65	4.76	0.79	0.0	0.0	4.85	0.0	0.0	0.0	0.29	0.58	1.81	0.12	0.73	0.72	0.73	1.6	1.9	0.0	0.08	0.0	8.02	0.0	0.0	2.67	0.0	80.06	84.47	83.45
Col10a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.44	0.32
Cox11	13.1	0.0	0.0	0.0	1.49	1.44	0.0	1.76	0.0	0.0	0.0	72.63	29.2	21.84	4.14	6.05	0.0	0.0	2.37	0.0	0.0	0.0	3.09	0.0	1.87	12.97	0.0	0.0	0.0	0.0	0.0	55.12	3.51	0.0	9.58	3.64	48.85	0.0	27.88	1.93	0.0	0.0	0.0	2.98	0.0	0.0	0.0	8.15	25.65	22.02	0.56	0.0	0.0	0.23	0.0	8.16	12.0	8.36	7.63	8.31	23.07	12.77	12.14	5.36	10.23	22.67	1.49	0.0	0.0	0.0	0.0	5.77	0.0	19.79	20.71	20.94
D9Ertd402e	1.25	0.69	83.16	49.68	7.52	0.0	0.0	0.2	22.8	47.1	0.0	0.44	7.28	0.41	159.96	1.42	3.47	0.54	0.3	0.0	0.5	1.5	0.51	1.82	1.04	0.61	13.67	0.65	0.37	0.12	60.98	0.38	0.35	0.54	3.05	35.39	0.5	49.92	127.28	0.56	0.2	0.06	0.0	0.0	0.0	0.0	0.1	37.06	0.3	6.9	18.06	0.33	0.38	0.81	0.1	0.0	11.0	8.11	3.69	19.99	21.62	3.52	12.41	9.26	9.85	0.0	0.7	0.64	0.65	11.13	0.0	0.47	1.68	18.77	17.96	18.4
Dbn1	0.22	11.63	33.88	0.0	9.58	0.0	0.18	22.92	31.45	11.76	0.0	1.0	7.23	0.11	22.75	1.97	0.11	0.22	1.09	0.0	0.0	54.33	7.23	0.0	0.54	0.37	0.0	3.73	0.0	0.0	0.0	1.59	0.85	0.0	0.44	8.6	0.66	0.0	46.86	0.23	6.16	0.26	33.63	0.0	0.0	0.0	5.84	10.13	1.29	7.74	6.96	0.0	0.0	0.0	0.2	17.55	12.97	7.51	4.24	4.02	8.81	3.66	8.41	2.05	5.09	1.33	1.66	0.22	0.4	3.39	0.0	0.0	0.0	181.07	196.52	190.0
Dcc	0.06	0.13	0.73	0.11	0.16	0.19	0.0	0.12	0.05	0.05	0.18	0.21	2.81	0.1	0.0	3.07	0.04	1.49	0.0	2.01	0.04	0.16	9.53	0.03	5.94	0.1	0.41	0.11	0.06	0.09	0.03	4.09	0.07	0.09	1.45	0.05	0.09	0.06	26.73	0.05	0.05	0.0	0.04	0.2	0.0	0.0	0.05	2.95	0.0	0.35	0.12	0.08	0.16	0.06	0.3	12.17	0.61	0.48	2.44	4.66	5.63	1.1	2.56	1.64	1.99	0.06	0.25	0.04	0.02	0.12	17.53	0.02	0.07	10.36	8.6	9.7
Degs2	0.0	0.0	0.0	0.0	1.13	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.2	0.0	0.0	0.49	0.23	0.0	0.0	15.81	0.35	0.23	0.0	1.23	0.0	0.0	0.0	0.0	0.24	0.16	0.41	0.28	0.0	0.73	0.15	0.23	0.0	0.0	25.04	0.0	0.0	0.0	0.0	12.98	0.0	0.0	0.0	0.0	0.0	1.42	0.0	0.0	0.0	0.0	0.0	0.11	2.31	0.0	0.0	0.0	0.18	0.0	0.58	1.3	2.07	0.67	0.0	0.0	0.0	0.0	53.46	0.0	109.36	6.9	7.8	6.8
Dgat2l6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.76	1.41
Echdc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	1.03	0.68
