	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_1	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_16	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_54	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_49	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_92	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Col10a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.44	0.32
Crtap	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	6.67	7.62	5.93
Dph1	0.0	0.0	89.4	0.0	0.0	0.0	0.0	0.0	0.0	103.63	0.0	0.0	0.0	12.35	0.0	45.94	39.72	0.3	0.0	0.0	0.16	64.88	7.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.48	147.09	9.71	11.58	16.49	22.37	22.3
E230016M11Rik	0.21	68.61	0.69	0.0	0.0	14.75	0.0	0.0	0.0	62.71	0.15	0.0	0.0	0.0	0.0	0.0	3.29	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	3.93	5.08	2.16	0.0	0.0	0.0	0.0	6.83	16.84	0.0	38.3	0.0	4.14	8.72	1.97	1.77	2.74
Fam40b	4.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.93	0.0	0.0	0.0	0.0	0.0	1.94	0.0	0.0	0.0	1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.76	5.27	29.59	29.35	28.23
Fgf18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.85	0.0	0.0	0.0	0.0	0.0	0.0	25.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.1	0.0	0.0	0.0	0.0	2.14	3.15	1.82
Fsd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.09	0.07
Gm16796	0.28	0.36	0.05	0.0	0.46	0.0	0.0	0.0	1.87	54.09	0.34	3.62	0.12	0.29	0.69	0.23	0.0	0.06	1.86	0.0	0.64	0.07	0.22	0.26	0.24	0.34	1.34	0.13	0.22	1.09	0.64	0.33	0.57	0.43	0.0	0.3	0.0	0.31	0.06	1.12	0.93	1.28
Gm17769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.54	8.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.14	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.12	1.22	1.91	1.41	1.43
Gmcl1	0.0	0.0	0.0	7.99	48.44	13.81	0.0	21.56	4.01	129.82	71.74	15.85	0.36	2.64	1.47	0.14	0.0	0.0	0.0	0.0	0.45	7.67	0.0	16.46	0.92	25.24	24.04	18.3	17.23	1.45	0.0	0.48	0.0	0.0	3.12	11.39	0.48	14.98	15.78	27.92	27.69	27.72
Gpx7	0.0	0.0	40.62	0.0	0.0	0.0	0.0	4.54	0.0	80.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.53	0.0	34.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.2	0.0	28.83	0.0	7.08	6.47	5.54	5.92	6.23
Gramd1b	0.0	67.29	18.72	0.0	0.0	11.32	18.05	0.0	0.35	171.74	12.27	27.66	69.39	2.4	0.0	32.65	3.54	41.84	0.0	0.79	1.64	0.0	0.0	2.39	34.97	17.57	0.0	23.53	6.3	0.0	0.0	23.97	4.62	30.83	0.35	35.94	0.0	13.67	18.13	89.22	80.69	89.47
Hal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Hist1h2ad	1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	1.93	0.0	3.06
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Impg2	0.31	0.27	0.02	0.0	0.26	0.29	0.1	0.52	2.8	46.39	0.85	0.1	0.0	0.13	0.01	0.0	0.26	0.14	0.24	0.11	0.43	0.06	0.18	0.0	0.31	0.39	0.06	0.37	0.15	1.0	0.2	1.05	0.28	0.23	0.21	0.18	0.46	1.02	0.25	0.72	0.4	0.75
Insm2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.76	0.0	0.0	0.0	0.0	11.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.0	0.0	0.0	0.0	1.12	0.0	0.0	0.48	0.22	0.25	0.27	0.36
Kctd2	5.01	0.0	0.0	0.0	0.0	63.92	0.0	10.41	0.0	36.45	0.0	0.0	0.0	0.0	0.0	0.0	2.42	0.0	0.0	0.0	0.0	0.37	0.0	0.0	2.83	4.93	0.0	0.0	0.85	0.0	0.0	0.81	0.0	0.45	0.0	0.0	0.0	12.48	10.94	73.64	79.6	73.51
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lep	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.03	0.06	0.0
Lrrc29	0.0	0.0	0.0	0.0	0.0	6.04	0.0	0.0	0.0	48.15	4.67	7.94	0.0	2.58	0.0	0.0	36.9	0.17	0.0	3.39	0.0	0.0	0.0	1.95	0.0	0.0	0.0	0.0	1.09	5.61	3.39	4.18	5.31	0.0	1.57	3.67	0.0	0.16	3.46	1.45	1.65	1.65
Mlf1ip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.87	0.0	0.86	0.0	2.13	1.07	2.18
Msl3	29.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	220.24	0.0	55.48	5.9	0.0	5.5	24.89	0.0	0.0	0.73	4.95	0.0	0.0	0.0	44.82	2.24	0.37	0.0	54.11	44.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.86	23.9	22.73	21.34	20.21
Murc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.34	1.02	0.96	1.0
Myl4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	355.7	406.13	42.22	37.61	42.4
Mylk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02
Naf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.08	32.72	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	13.19	0.22	0.0	0.0	16.31	0.0	0.05	1.82	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74	2.32	14.69	16.28	13.99
Ngfr	0.0	0.0	0.0	0.0	0.11	0.82	0.32	0.49	1.5	5.78	0.25	0.07	0.32	0.14	0.47	0.34	0.1	0.37	0.2	0.07	0.37	0.06	0.18	0.18	0.07	0.14	0.2	0.57	0.0	0.2	0.16	0.28	0.37	0.0	0.09	0.16	0.21	0.0	0.13	2.13	2.73	1.77
Noa1	0.0	34.02	3.88	0.0	0.0	0.0	0.94	0.0	3.87	76.86	0.0	2.62	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	0.0	0.0	0.0	0.0	0.0	2.57	1.79	0.0	0.0	0.0	4.29	0.0	0.0	0.0	31.11	1.85	1.82	3.63	19.29	22.09	20.09
Nol6	1.21	0.0	33.69	0.0	0.0	0.72	1.74	0.0	0.0	66.19	0.0	0.0	14.6	0.0	0.0	14.53	23.63	2.38	22.26	34.03	1.17	11.05	0.0	0.05	18.17	0.1	0.0	0.08	15.36	0.0	1.07	35.26	0.0	0.0	0.0	0.0	0.0	9.63	10.45	71.62	76.65	71.89
Optn	0.0	0.0	0.0	0.0	0.0	39.49	0.0	6.0	0.0	82.23	0.0	2.4	0.22	0.0	32.96	31.09	0.0	5.37	0.0	1.96	0.0	0.0	52.02	0.29	0.0	20.92	0.0	0.0	17.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.56	14.66	14.72
Pcdha3	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	64.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	2.23	4.97	4.98	5.73
Pcdhb2	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	97.3	0.0	0.0	0.0	0.0	47.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	2.62	2.61	3.14
Pcdhb20	0.0	0.0	0.0	3.51	0.0	0.0	0.0	57.21	57.48	351.79	0.0	0.0	12.43	0.0	90.29	0.0	93.64	0.0	31.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	165.7	0.0	10.75	11.09	10.91	12.56	11.25
Pcnxl2	0.7	0.0	0.0	0.0	0.0	1.57	0.59	0.0	0.0	25.13	0.0	0.06	0.0	0.0	1.44	0.06	0.04	0.0	10.2	0.0	4.11	4.06	0.0	4.42	0.0	23.78	0.02	0.0	4.98	0.0	18.19	0.0	0.0	0.0	5.62	1.34	0.0	4.82	4.8	45.59	44.85	48.1
Pdgfrl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37	1.16	0.67
Phkg2	73.19	215.14	0.0	82.0	0.68	121.22	0.0	0.0	0.0	344.88	345.01	149.43	1.31	4.47	159.59	30.58	80.63	108.3	4.57	5.12	0.0	61.44	0.0	109.11	23.1	108.22	0.0	9.21	0.0	101.06	0.0	0.0	1.2	16.35	370.91	169.13	36.65	70.26	77.34	58.12	62.5	58.67
Pld2	0.0	0.0	18.37	0.0	0.0	0.0	0.0	0.0	0.0	79.01	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	25.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.58	14.03	13.72
Psmg1	0.0	3.98	97.91	0.0	10.0	0.31	0.0	0.0	0.0	202.5	0.0	0.0	0.0	0.0	0.0	0.0	16.89	49.5	0.0	0.0	0.0	75.33	0.0	19.12	0.0	37.7	0.0	0.0	46.51	0.0	0.0	0.0	0.0	0.0	79.83	36.94	0.0	4.41	10.26	23.19	23.7	18.76
Pvrl4	0.0	0.0	0.0	0.0	0.1	0.09	0.0	0.0	0.0	79.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.07	0.0	0.58	0.09	0.4	2.71	3.45	3.13
Rapgef1	0.0	0.0	0.0	0.0	1.16	0.05	0.0	0.0	0.67	32.63	0.93	0.34	0.0	14.83	1.1	0.21	10.73	0.0	0.0	8.97	0.0	0.0	31.48	0.0	3.84	0.0	0.0	0.4	0.0	0.27	23.79	0.0	0.0	0.0	0.04	0.08	0.0	3.18	4.76	59.62	59.34	62.33
Recql5	0.0	0.0	0.19	0.0	0.0	48.68	0.0	0.0	0.0	47.77	0.0	52.35	0.0	0.0	1.85	0.0	6.7	0.0	0.0	34.31	0.0	0.0	0.0	0.0	21.89	0.0	0.0	0.0	1.08	0.0	0.0	0.0	0.0	0.0	0.06	5.23	0.0	5.57	5.8	15.6	16.02	16.36
Rngtt	35.8	1.45	0.0	30.77	0.44	0.63	0.0	0.0	0.0	213.8	0.0	0.0	28.92	29.25	11.78	0.0	0.0	0.0	11.57	48.65	23.88	0.46	0.0	13.54	0.12	28.07	0.04	31.01	63.09	57.26	0.0	0.0	66.58	41.31	8.21	0.11	1.52	32.73	14.44	14.66	14.31	15.77
Serpinb9	0.0	0.0	0.03	0.0	0.21	0.17	0.0	0.0	0.0	34.14	0.08	0.0	0.0	0.96	0.11	0.0	33.45	0.27	0.06	0.05	0.0	0.0	0.07	0.14	0.0	0.0	0.05	0.0	0.08	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06	2.44	6.69	6.67	5.98
Slco6c1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.04
Smok4a	14.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.63	0.36	0.79
Sst	110572.87	47293.26	92299.24	48476.57	39954.99	28510.84	0.0	72114.03	41248.39	0.0	79456.04	80147.45	0.0	43763.2	51085.86	53884.47	50199.22	40467.48	51551.12	68952.67	5.96	65451.11	55479.93	63808.17	57846.93	50608.74	40924.0	33804.89	78404.02	40301.33	70180.73	33572.19	40569.83	34709.45	27470.9	60686.4	0.0	0.0	0.0	558.6	588.98	558.0
