	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Ctgf_tdTpositive_cell_2	Ctgf_tdTpositive_cell_3	Cux2_tdTnegative_cell_4	Ndnf_tdTpositive_cell_4	Ndnf_tdTpositive_cell_7	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_80	Vip_tdTpositive_cell_16	Ntsr1_tdTpos_100cell_2	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Amy2a2	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.13	0.22	0.1	0.29	0.09	0.08	0.12	0.03	0.2	0.1	0.07	0.17	0.18	0.05	0.0	0.38	0.23	0.26	0.08	0.31	0.17	0.22	0.25	0.02	0.0	0.62	0.12	0.0	0.11	0.26	0.19	0.21
Amy2a3	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.13	0.22	0.1	0.29	0.09	0.08	0.12	0.03	0.2	0.1	0.07	0.17	0.18	0.05	0.0	0.38	0.23	0.26	0.08	0.31	0.17	0.22	0.25	0.02	0.0	0.62	0.12	0.0	0.11	0.26	0.19	0.21
Amy2a4	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.13	0.22	0.1	0.29	0.09	0.08	0.12	0.03	0.2	0.1	0.07	0.17	0.18	0.05	0.0	0.38	0.23	0.26	0.08	0.31	0.17	0.22	0.25	0.02	0.0	0.62	0.12	0.0	0.11	0.26	0.19	0.21
Ankrd24	10.8	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.17	0.0	0.0	9.35	0.0	6.75	0.44	0.08	0.46	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	6.34	0.0	0.56	31.74	0.58	0.0	0.75	20.72	22.76	23.74
Asb13	30.89	24.4	0.44	0.71	0.0	512.59	0.33	0.0	6.99	124.94	1.79	11.51	1.16	0.45	9.11	46.03	48.27	59.21	2.61	27.45	19.4	1.45	0.79	55.04	0.66	1.34	124.27	130.76	53.29	67.81	55.43	36.69	0.78	0.91	306.79	46.74	0.0	52.31	55.71	53.1	57.79
Atp1a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.18	0.07	0.03	0.09	4.5	0.0	0.0	0.0	0.0	11.08	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	24.69	1.92	0.0	16.91	0.0	0.95	13.96	824.42	838.73	822.76
Atr	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.96	0.83	0.0	0.0	0.03	5.11	0.0	13.3	0.0	4.33	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.44	10.67	12.76	2.92	4.81	0.63	0.0	48.17	0.0	0.0	1.89	6.45	5.14	7.31
BC017643	0.0	65.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	83.49	0.0	95.04	0.0	0.0	0.55	2.83	17.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.57	0.0	0.1	195.24	0.0	0.0	15.42	17.11	19.46	17.49
BC046331	24.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.03	0.03	0.0	0.0	5.79	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28	1.34	4.27	0.0	36.15	14.26	0.0	5.96	25.23	24.71	26.39
Bin1	0.0	4.41	0.0	0.0	0.0	0.0	0.0	0.0	10.42	9.23	0.0	0.0	14.77	0.73	9.0	11.78	19.86	0.0	5.18	0.0	11.36	0.83	0.4	6.48	2.79	19.68	1.78	9.22	10.81	1.17	0.0	11.17	0.82	0.0	86.3	8.21	0.0	5.22	228.71	237.59	245.82
Blmh	50.74	14.62	0.0	0.0	0.0	0.0	0.0	0.0	119.2	137.84	1.58	0.07	72.53	99.95	38.54	224.39	80.49	0.85	123.06	13.91	202.3	0.25	124.57	163.06	50.56	13.36	37.59	117.59	103.52	50.95	52.76	22.29	60.18	88.72	319.26	42.85	362.61	99.27	53.83	59.89	55.01
Bptf	16.54	0.0	0.0	0.32	0.0	0.0	3.45	0.0	19.47	8.65	0.02	1.2	0.01	10.39	12.3	8.6	4.12	13.74	0.59	1.2	3.09	26.02	7.38	0.07	0.0	7.29	6.91	1.36	11.36	0.0	0.63	7.3	0.0	28.94	52.47	5.98	6.54	9.93	28.88	26.3	30.01
C230096C10Rik	35.68	38.63	2.59	1.88	23.53	0.53	6.44	0.0	40.95	90.04	22.61	86.19	70.29	27.35	77.47	31.33	47.67	27.51	43.05	36.4	7.28	65.35	77.49	67.36	45.11	29.7	0.84	20.77	21.41	46.15	44.2	33.49	31.23	80.98	100.61	44.93	0.14	38.9	29.94	33.54	31.29
Ccdc32	43.98	35.78	0.59	0.43	0.0	0.0	0.0	0.0	92.45	100.06	1.05	89.78	128.83	1.34	41.66	111.44	36.26	35.22	2.12	34.05	4.57	42.97	99.89	3.23	0.52	84.34	72.56	43.24	155.51	41.83	32.66	49.94	0.0	83.07	300.67	51.53	0.0	117.17	53.07	55.14	57.46
Cep170	8.97	10.83	0.0	0.0	0.0	0.0	0.0	0.0	15.17	22.1	4.25	25.82	3.93	19.22	39.25	21.86	15.1	37.39	6.19	18.99	21.55	13.03	5.38	3.5	24.6	12.41	13.49	23.36	6.45	7.29	0.0	21.58	7.06	17.58	89.68	5.1	0.0	12.4	36.49	32.62	36.57
Chac1	0.0	133.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92	0.0	0.0	5.41	0.0	0.14	56.37	0.0	0.0	0.0	1.09	0.8	2.08	0.0	0.0	34.52	0.0	0.0	0.0	65.45	0.0	0.0	6.7	0.0	0.0	200.47	0.2	0.0	9.13	9.97	11.84	13.31
Clec2i	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.1	0.0	0.11
Clip1	20.08	0.0	72.9	0.0	0.0	0.0	0.0	182.42	23.0	0.07	0.03	2.04	0.09	6.21	0.0	39.8	1.7	47.24	14.85	0.25	18.71	8.83	1.62	19.65	63.84	0.06	2.69	60.54	2.24	5.21	32.18	21.2	39.35	18.58	145.86	21.67	0.08	22.75	61.66	59.6	61.68
Clk3	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.57	0.05	38.16	0.05	0.16	49.81	41.47	46.29	0.16	66.68	45.56	61.52	73.44	23.34	32.68	0.66	0.61	6.87	43.21	4.81	0.11	46.95	70.22	0.0	9.56	274.93	56.93	0.0	69.0	47.75	49.88	47.6
Cyp7b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	26.49	0.0	0.0	2.73	0.0	0.0	0.0	0.0	53.44	0.0	44.35	1.19	0.0	0.0	26.05	4.26	0.0	0.0	39.07	3.61	0.0	15.4	158.57	39.07	0.0	4.79	13.12	12.19	13.12
D4Wsu53e	168.23	46.01	0.0	0.0	0.0	0.64	0.0	0.0	184.04	102.07	63.74	74.46	152.02	81.92	146.73	296.24	191.58	143.1	41.58	38.16	185.79	121.55	67.05	54.67	25.45	61.57	106.35	55.56	17.91	167.51	60.36	242.79	161.94	92.09	393.55	105.21	32.93	249.98	334.37	366.77	329.81
Daam1	0.0	23.23	1.69	5.83	0.0	0.0	0.0	0.0	8.67	10.65	7.67	1.32	0.43	19.72	1.42	0.0	12.77	0.0	28.1	0.75	32.69	42.26	1.81	9.17	7.97	1.86	16.37	27.56	16.24	0.0	11.84	5.37	0.1	0.54	59.46	0.0	0.0	3.13	34.26	31.25	35.77
Dkk2	0.65	0.46	0.28	0.4	0.1	1.78	0.16	0.0	0.2	0.18	0.07	0.11	0.21	0.11	0.13	0.08	0.4	0.13	0.17	0.3	0.27	0.73	0.35	0.28	0.87	0.63	0.29	0.32	0.28	0.44	0.4	0.38	0.0	0.32	1.43	0.28	0.0	0.11	0.79	0.43	0.8
Dleu7	45.19	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.73	0.09	0.39	0.0	63.29	57.35	5.48	11.62	1.56	0.0	1.76	0.0	2.02	0.0	0.0	1.08	86.92	0.0	0.0	0.0	0.0	53.47	0.4	0.88	2.11	163.53	0.47	0.0	3.7	11.73	10.97	13.19
Drp2	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.95	0.0	15.86	27.26	0.02	0.05	18.88	1.26	0.06	10.83	13.03	16.17	0.88	15.44	4.68	0.03	0.47	1.74	3.58	0.12	3.18	2.3	10.69	0.57	0.0	30.72	4.42	0.0	5.41	42.72	39.93	41.18
E130306D19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.53	0.0	0.0	0.0	0.86	1.27	1.33
Exoc1	62.29	35.88	0.0	0.0	3.64	0.0	0.0	0.0	20.27	81.7	8.6	0.05	0.16	0.03	22.86	6.96	64.64	25.25	0.0	0.0	0.0	7.08	32.22	33.04	116.57	0.0	60.2	44.09	0.0	18.19	19.31	23.5	0.76	0.0	292.78	28.36	34.18	50.74	41.97	43.16	40.78
Exoc2	38.84	21.47	0.0	0.0	0.0	0.0	0.0	205.15	17.62	39.58	11.96	49.53	52.81	1.0	28.72	33.08	21.29	36.03	22.26	0.07	32.21	18.37	35.33	0.0	0.0	56.71	12.47	0.0	0.96	0.0	0.4	12.76	15.32	9.99	156.91	15.46	0.0	19.37	34.59	35.74	34.77
Fam105a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.6	34.02	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	29.79	0.0	0.0	0.0	0.0	15.6	12.95	0.0	0.0	80.16	0.0	0.0	5.1	19.96	18.66	17.77
Fam58b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.32	0.07	0.0	66.14	0.0	55.05	0.0	0.53	46.87	0.0	13.68	81.26	30.89	7.12	8.13	58.08	131.31	3.42	50.6	0.0	0.0	11.02	42.06	32.58	0.0	0.0	164.22	0.0	0.0	10.11	21.57	22.71	22.26
Fam82a2	0.31	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.84	8.31	61.74	0.05	0.1	36.92	2.08	37.58	43.35	29.24	0.11	0.13	55.96	0.0	0.0	0.0	0.0	23.06	50.58	0.0	103.6	18.36	0.13	0.0	152.87	55.16	0.0	22.57	49.39	51.28	51.65
Fastkd3	40.12	60.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.06	1.3	42.24	27.52	20.6	2.06	37.95	47.21	54.06	0.0	53.32	4.17	0.2	0.0	0.0	23.61	0.0	0.0	0.0	35.86	0.0	39.85	156.75	0.0	0.0	44.44	10.55	10.41	8.7
Ganab	0.18	0.07	0.0	0.0	6.66	0.0	0.0	0.0	10.21	0.61	47.54	0.09	72.59	147.59	47.77	34.79	0.0	6.28	92.77	0.0	49.17	12.85	20.19	10.49	0.0	57.53	35.76	48.63	2.95	0.14	81.16	12.52	34.6	21.6	215.66	37.0	0.19	21.54	77.53	79.53	77.78
Gfm2	45.4	56.87	0.0	0.0	0.0	0.0	0.0	0.0	7.29	35.64	0.42	0.05	72.41	0.0	1.7	9.22	0.52	74.93	15.84	23.74	0.0	32.53	65.14	33.0	31.73	97.68	0.05	30.92	0.0	3.68	0.0	57.25	9.31	1.29	174.63	0.0	0.12	40.84	22.18	20.78	24.29
Ggps1	80.62	56.75	0.0	0.0	0.36	3.78	0.72	0.0	118.92	75.09	2.29	0.54	53.26	26.52	73.09	70.54	16.42	155.0	76.01	118.09	38.27	86.99	47.33	36.32	1.15	104.9	88.83	146.54	7.05	23.92	62.75	56.0	112.58	49.1	314.76	66.61	0.0	105.3	41.22	34.42	33.55
Gigyf1	17.56	16.68	62.35	0.0	0.0	30.11	0.0	79.27	4.58	10.67	13.51	34.1	29.95	20.64	11.97	17.15	15.39	12.53	19.1	19.14	12.48	17.66	27.42	21.0	22.94	13.73	10.62	19.01	11.22	5.87	21.42	35.76	15.48	24.48	44.94	11.6	0.0	31.31	34.53	40.61	39.7
Gls2	0.0	30.79	0.0	0.0	0.0	0.0	0.0	0.0	16.69	35.87	0.0	1.29	14.15	31.08	0.0	0.0	0.0	0.0	0.12	0.57	42.51	0.0	29.45	0.0	7.77	0.0	0.0	15.84	0.0	42.59	3.32	11.71	0.0	0.0	121.21	0.74	0.0	13.04	23.15	22.31	20.72
Gm10782	0.0	0.19	0.0	0.0	0.0	0.9	0.0	0.0	0.12	0.06	0.12	0.35	0.0	0.0	0.15	0.26	0.6	0.28	0.21	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.14	0.0	0.0	0.19	0.0	0.48	0.0	0.0	0.94	0.21	0.0	0.25	0.84	0.32	0.76
Gm14430	2.27	0.0	0.0	0.0	0.0	0.0	0.25	0.0	6.19	15.98	0.27	6.16	0.01	0.03	0.0	5.5	11.93	0.0	2.84	0.37	0.47	0.12	6.27	0.0	0.11	0.0	5.6	4.55	0.54	1.09	12.18	6.69	2.39	0.82	27.87	0.0	0.04	5.97	7.67	5.07	7.49
Gm14431	0.5	2.24	0.0	0.34	0.0	0.0	0.0	0.0	1.38	0.0	0.0	8.73	0.07	0.49	0.85	2.91	1.05	1.97	1.45	0.0	0.6	0.12	4.19	13.21	0.17	0.05	0.4	4.88	3.18	0.43	1.64	1.74	0.3	0.89	22.1	0.09	0.0	0.9	8.87	7.17	8.34
Gm14434	2.27	0.0	0.0	0.0	0.0	0.0	0.25	0.0	6.19	15.98	0.27	6.16	0.01	0.03	0.0	5.5	11.93	0.0	2.84	0.37	0.47	0.12	6.27	0.0	0.11	0.0	5.6	4.55	0.54	1.09	12.18	6.69	2.39	0.82	27.87	0.0	0.04	5.97	7.67	5.07	7.49
Gm2027	3.43	0.36	0.0	0.0	0.0	0.0	0.0	0.0	1.63	1.91	1.32	0.46	0.41	0.59	4.38	4.05	0.51	1.29	1.35	0.5	0.87	2.68	3.86	1.47	9.76	0.24	0.21	3.71	1.16	0.14	2.28	3.66	1.08	0.49	5.57	0.18	0.0	2.96	0.83	1.25	1.34
Gm4724	2.27	0.0	0.0	0.0	0.0	0.0	0.25	0.0	6.19	15.98	0.27	6.16	0.01	0.03	0.0	5.5	11.93	0.0	2.84	0.37	0.47	0.12	6.27	0.0	0.11	0.0	5.6	4.55	0.54	1.09	12.18	6.69	2.39	0.82	27.87	0.0	0.04	5.97	7.67	5.07	7.49
Gm5535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.16	0.0	0.0	0.0	0.46	0.43	0.59
Gm8898	0.5	2.24	0.0	0.34	0.0	0.0	0.0	0.0	1.38	0.0	0.0	8.73	0.07	0.49	0.85	2.91	1.05	1.97	1.45	0.0	0.6	0.12	4.19	13.21	0.17	0.05	0.4	4.88	3.18	0.43	1.64	1.74	0.3	0.89	22.1	0.09	0.0	0.9	8.87	7.17	8.34
Hnrnpa3	74.95	21.61	0.0	0.0	0.0	0.0	0.0	0.0	34.52	23.52	37.89	44.3	58.12	23.04	28.63	120.78	38.18	25.05	16.05	12.74	28.0	25.0	23.95	61.88	119.2	15.35	8.32	14.7	47.77	39.29	48.09	59.13	63.81	31.9	159.82	21.81	0.0	56.82	133.97	125.3	135.01
Ing3	20.66	23.64	0.0	0.0	0.0	0.0	0.0	0.0	12.08	0.0	36.69	2.16	0.04	0.44	2.77	73.88	24.34	20.27	0.0	0.0	52.11	0.0	44.16	0.0	0.0	0.0	19.49	31.56	9.05	15.79	0.0	10.08	0.23	14.54	74.64	0.0	0.0	38.82	11.57	10.43	11.19
Ints3	25.73	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	37.4	0.0	0.0	0.0	31.46	4.66	0.0	0.0	0.0	8.46	0.0	29.48	0.0	0.85	0.0	0.66	0.0	4.9	0.0	0.0	3.69	0.0	22.39	74.54	20.37	0.0	1.72	40.59	40.97	41.35
Itga4	5.3	3.12	2.64	2.58	0.0	0.46	1.37	0.0	1.94	4.86	4.09	3.79	1.75	1.52	3.93	5.48	5.13	4.53	2.75	3.3	2.42	3.21	4.0	2.04	3.83	6.0	4.21	4.05	3.84	3.45	3.25	11.24	2.7	2.74	10.43	2.93	0.45	4.27	11.38	8.49	11.06
Jak1	18.55	17.78	0.0	0.0	0.0	0.0	0.0	1.4	32.71	11.94	28.76	30.27	0.05	12.76	20.99	62.3	31.37	33.74	19.83	18.65	21.18	4.31	55.49	29.41	4.53	15.75	18.64	39.27	12.43	13.08	26.4	65.64	37.56	34.19	164.17	21.38	2.73	38.52	101.99	98.06	99.37
Kcna2	0.47	3.3	0.13	1.07	0.07	0.77	0.98	0.0	0.18	11.92	6.11	0.45	5.55	4.8	2.16	19.55	15.13	17.56	6.95	5.98	7.56	2.53	19.15	13.52	12.86	13.6	0.19	0.06	10.43	4.63	9.42	18.86	0.32	0.04	47.36	9.77	28.5	6.28	82.83	70.58	84.29
Kcnd3	11.57	18.13	0.0	0.0	0.0	0.0	0.0	0.0	18.62	37.51	0.03	6.32	3.21	0.21	66.57	20.11	10.04	2.79	0.15	0.0	0.03	0.6	27.62	24.2	36.14	9.68	0.0	0.04	26.77	2.52	2.58	12.05	0.04	4.28	121.87	17.02	117.43	8.59	33.72	29.9	36.46
Kctd21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.51	0.0	1.47	23.62	0.0	0.0	0.0	0.0	0.0	0.0	0.55	0.0	11.13	0.0	0.0	96.29	55.38	0.0	14.21	13.56	13.81	14.89
Letmd1	50.75	0.21	0.0	0.0	0.0	0.17	0.0	0.0	19.27	0.25	0.0	5.75	2.12	0.44	2.89	39.19	38.55	18.71	0.0	61.61	0.0	0.23	0.75	0.0	11.59	34.93	10.45	36.04	0.34	7.54	38.59	40.41	28.7	0.44	182.11	46.47	0.0	69.08	49.4	51.4	49.6
Lmbrd2	26.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.53	0.0	47.75	0.0	1.14	0.07	68.11	34.69	26.14	1.88	133.44	44.91	0.0	0.0	0.0	0.08	0.0	0.0	41.78	41.54	0.09	2.1	14.84	20.83	80.79	301.87	0.0	0.12	22.32	39.63	34.01	41.0
Lrrc40	4.82	8.96	0.0	0.0	0.0	0.0	0.0	0.0	31.96	33.25	0.0	27.81	4.55	31.76	28.16	78.0	21.27	3.83	6.81	3.89	36.24	13.27	44.3	2.43	1.83	68.63	7.34	33.99	0.14	1.66	0.0	33.62	0.14	47.02	152.35	0.0	0.0	34.99	39.47	39.59	37.72
Mbnl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.07	0.04	0.18	0.07	0.12
Meg3	648.89	502.48	0.0	0.0	0.0	0.0	1.07	0.0	298.81	538.5	317.11	233.81	650.68	356.91	444.3	632.18	448.52	769.21	298.72	313.62	805.45	563.91	688.91	490.95	422.92	645.92	452.48	469.33	448.96	518.15	538.61	619.24	443.23	645.27	1829.83	471.89	162.5	140.27	1387.58	1233.84	1645.32
Mfap3	46.93	15.55	0.0	0.0	0.0	0.0	0.0	0.0	0.4	42.75	0.05	0.07	26.54	24.61	0.04	0.0	0.0	0.58	8.61	22.23	0.05	32.1	0.07	2.67	0.0	7.9	6.5	0.11	0.0	0.06	1.16	17.86	24.04	0.0	90.39	0.0	0.0	20.58	17.68	16.4	15.77
Mllt4	15.92	13.0	3.65	0.0	0.0	0.0	60.33	0.0	0.87	4.7	0.0	5.23	20.35	0.6	0.0	0.66	6.58	2.71	15.71	0.0	0.13	0.39	2.46	2.82	37.92	0.0	5.02	1.6	0.0	0.04	0.79	7.05	14.39	0.0	56.36	0.69	0.0	8.0	42.53	41.5	42.39
Mppe1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.44	0.06	0.0	0.0	0.05	0.0	0.0	0.2	0.0	12.95	12.22	0.5	4.54	57.48	0.0	0.0	0.0	0.0	7.65	0.0	0.0	0.0	19.43	0.0	11.65	118.59	28.56	0.0	31.06	16.65	15.09	15.58
Mpzl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.15	0.09	0.0	3.85	3.25	3.88	4.78
Mtss1	2.75	18.46	0.0	0.0	0.0	111.81	0.21	434.32	0.0	1.1	1.97	18.67	20.43	0.9	17.73	7.9	2.73	10.33	0.06	0.0	14.32	0.0	0.0	2.31	29.38	15.35	1.97	0.0	8.77	0.0	3.49	6.71	0.0	0.0	28.53	0.06	0.0	0.62	20.4	22.58	22.27
