	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_44	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Scnn1a.Tg3_tdTnegative_cell_22	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_80	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4933416C03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.31	0.09	0.0	0.05
4933424B01Rik	4.18	45.02	0.0	0.0	0.0	0.0	521.77	0.0	47.4	17.88	311.21	0.0	0.0	0.0	0.0	2.06	7.68	0.0	0.76	0.0	3.38	0.0	0.0	0.39	74.66	0.1	28.61	22.1	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.42	0.0	0.0	2.91	0.29	0.0	32.44	0.0	0.0	0.89	12.45	9.43	8.83	22.51	20.45	21.46
4933431G14Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	208.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26	1.46	5.91	1.07	0.6	0.8
7530416G11Rik	0.57	0.38	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	5.18	0.0	0.0	0.33	0.0	0.0	0.2	0.11	0.0	0.29	0.0	0.27	0.0	0.27	0.22	0.26	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.14	0.0	0.23	0.0	0.51	0.51	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.31	0.35	0.0	0.27
9830001H06Rik	0.0	0.06	8.14	0.01	0.0	0.0	83.1	0.06	0.05	0.0	11.01	0.0	10.6	0.1	0.0	0.01	8.4	0.05	0.06	0.03	1.13	0.07	0.0	0.02	0.02	0.0	4.58	0.77	0.08	0.0	13.67	0.02	8.44	0.02	0.04	0.08	0.0	1.15	2.12	0.02	0.09	0.28	0.09	4.08	0.16	0.07	0.12	0.03	13.73	12.95	14.31
A230077H06Rik	0.21	71.7	1.12	25.88	0.14	4.2	0.0	1.01	5.14	0.46	310.16	0.9	0.86	0.18	0.0	0.47	4.98	1.13	0.21	1.1	1.0	1.29	0.28	0.94	17.34	79.05	1.65	1.1	1.15	0.76	94.74	0.2	3.03	17.57	1.48	2.06	0.0	0.2	1.61	21.56	29.62	0.37	0.92	0.77	4.69	0.64	1.45	1.15	4.47	5.52	6.56
A630072M18Rik	0.35	0.87	2.51	0.38	0.15	0.27	0.0	0.15	1.07	0.7	4.63	0.38	0.47	1.54	0.0	0.57	0.3	0.49	0.43	0.35	1.07	0.61	0.76	0.26	0.14	1.44	1.38	1.39	0.11	0.39	0.58	0.27	0.65	0.23	0.57	2.27	0.0	0.52	0.08	0.67	1.55	0.84	0.46	1.73	0.49	1.96	1.65	1.94	4.79	4.03	4.74
A930041C12Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42	0.19	0.18	0.2
AW551984	1.18	64.21	14.56	14.11	0.46	17.36	0.0	0.04	0.0	0.0	343.54	0.0	0.0	0.0	0.0	16.86	0.04	0.06	44.35	39.13	89.85	0.0	0.0	36.33	0.0	0.0	0.0	64.88	47.2	0.0	24.09	0.19	2.57	36.45	16.48	0.0	0.0	90.05	2.43	27.34	103.43	43.98	67.54	0.0	0.0	0.0	0.0	0.8	4.19	4.75	4.8
Abhd14b	62.34	0.0	62.84	0.73	0.0	0.0	0.0	0.13	0.0	0.71	375.9	17.92	0.17	0.0	0.0	30.47	0.05	0.0	0.92	0.0	38.64	121.28	0.0	1.04	2.23	0.0	74.95	61.53	0.0	0.0	42.77	0.19	75.48	2.39	68.87	26.81	535.02	52.84	0.0	0.0	0.0	106.71	8.91	98.74	16.79	12.78	8.56	11.27	19.83	21.43	22.22
Acer3	32.9	10.98	68.52	0.0	9.0	0.54	0.0	0.09	0.0	0.17	194.4	0.0	118.5	0.0	0.0	16.65	21.66	70.75	29.92	3.35	33.87	10.24	30.19	11.22	26.15	38.28	20.52	43.96	27.78	0.0	4.06	21.15	12.18	17.35	22.28	15.02	0.0	0.0	46.86	56.32	11.65	22.39	8.23	0.0	3.72	11.68	9.68	9.86	8.02	5.96	7.71
Acsl6	0.5	93.75	63.71	30.0	0.0	38.94	241.0	6.04	10.64	0.0	312.83	0.0	4.09	114.88	0.0	61.21	12.74	84.23	2.21	14.88	68.92	23.88	101.73	20.75	8.34	80.14	0.34	3.28	0.0	0.0	64.38	4.78	52.56	12.17	85.4	32.3	0.0	45.84	80.79	2.18	0.42	61.81	28.28	0.0	1.43	18.57	27.05	20.61	165.64	155.64	169.63
Akap8	0.0	2.02	52.37	37.84	0.22	44.38	0.37	37.24	5.8	0.61	280.72	43.91	33.25	1.83	0.0	44.53	40.71	11.59	0.2	0.2	0.27	0.58	46.94	25.78	0.6	43.59	0.38	30.89	41.13	0.25	17.09	18.25	5.27	0.09	0.17	27.29	0.39	17.57	0.61	6.47	1.1	0.38	0.64	46.04	0.35	20.44	19.76	15.52	57.68	58.61	60.39
Akr1c13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.38	0.0
Alg6	0.2	18.65	35.67	0.06	0.0	0.61	0.0	0.06	23.24	144.41	488.44	0.08	0.08	0.24	0.0	30.96	0.08	0.16	1.81	7.8	0.08	33.87	0.3	0.0	0.0	0.0	0.0	0.0	36.16	0.03	2.69	0.0	18.53	0.6	0.03	15.3	0.0	0.0	54.81	0.23	0.68	0.0	0.25	4.18	0.09	28.14	13.49	14.46	9.63	9.73	9.54
Amn1	3.23	0.0	58.0	0.0	39.83	194.74	0.0	84.81	16.62	40.89	440.22	173.13	89.19	0.0	7.56	45.21	0.08	1.2	51.2	63.16	43.07	30.98	0.0	78.06	4.02	214.13	0.0	171.23	170.88	0.0	314.56	124.61	0.3	213.2	143.12	175.84	0.0	69.75	226.71	155.77	33.98	79.46	175.17	117.75	53.19	101.33	104.25	116.78	19.27	17.5	20.6
Amy2a2	0.3	0.05	0.17	0.01	0.0	0.07	0.0	0.15	0.0	0.0	0.6	0.09	0.22	0.15	0.0	0.13	0.13	0.22	0.1	0.08	0.17	0.12	0.03	0.1	0.17	0.16	0.18	0.05	0.0	0.38	0.23	0.08	0.31	0.09	0.22	0.25	0.0	0.02	0.0	0.09	0.12	0.08	0.3	0.0	0.12	0.24	0.11	0.21	0.26	0.19	0.21
Amy2a3	0.3	0.05	0.17	0.01	0.0	0.07	0.0	0.15	0.0	0.0	0.6	0.09	0.22	0.15	0.0	0.13	0.13	0.22	0.1	0.08	0.17	0.12	0.03	0.1	0.17	0.16	0.18	0.05	0.0	0.38	0.23	0.08	0.31	0.09	0.22	0.25	0.0	0.02	0.0	0.09	0.12	0.08	0.3	0.0	0.12	0.24	0.11	0.21	0.26	0.19	0.21
Amy2a4	0.3	0.05	0.17	0.01	0.0	0.07	0.0	0.15	0.0	0.0	0.6	0.09	0.22	0.15	0.0	0.13	0.13	0.22	0.1	0.08	0.17	0.12	0.03	0.1	0.17	0.16	0.18	0.05	0.0	0.38	0.23	0.08	0.31	0.09	0.22	0.25	0.0	0.02	0.0	0.09	0.12	0.08	0.3	0.0	0.12	0.24	0.11	0.21	0.26	0.19	0.21
Ankrd27	16.13	0.0	3.94	0.0	0.0	0.0	0.0	12.73	0.0	0.0	209.9	72.44	0.0	0.0	0.0	0.04	0.08	3.06	0.0	0.13	11.54	0.0	0.0	0.56	50.49	37.63	0.0	77.7	14.0	0.0	96.83	0.0	38.34	0.04	26.52	10.95	191.43	53.21	0.0	0.0	28.34	0.1	70.07	0.0	0.0	18.85	18.53	20.73	29.81	28.85	27.84
Atp8a2	21.25	0.58	35.65	0.0	0.0	0.0	0.0	1.58	0.0	16.59	300.58	0.0	0.0	27.45	0.0	3.82	3.11	61.15	0.0	0.36	0.91	9.12	0.0	12.05	0.27	28.01	6.08	0.87	0.0	0.0	0.0	0.9	1.42	0.0	17.58	3.42	0.0	7.89	28.9	0.0	1.01	0.54	1.58	9.96	9.14	4.67	1.67	1.12	22.76	20.31	22.95
B330016D10Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.89	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	2.58	2.34	2.14
BC100451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.24	0.21
Bai1	0.0	0.0	0.33	0.62	0.0	0.06	0.0	0.03	0.0	0.0	8.76	0.0	0.0	0.13	0.0	0.9	0.03	0.23	0.0	0.0	0.0	2.85	0.0	0.24	0.0	0.29	0.19	0.46	0.0	0.0	0.16	0.0	0.28	0.15	0.08	3.09	0.11	0.0	0.04	0.0	0.17	0.35	0.06	0.07	0.0	1.22	1.61	1.05	192.34	203.59	216.02
Cabin1	0.0	0.0	7.97	4.82	0.0	0.0	0.0	0.0	0.0	0.0	57.74	0.0	37.55	0.43	0.0	0.0	1.95	0.9	0.0	0.0	0.0	0.04	4.87	0.28	0.0	0.0	0.0	2.52	0.0	22.88	18.13	1.14	2.51	0.0	0.23	2.71	0.0	5.87	0.0	15.45	0.0	0.03	0.0	0.0	0.0	1.81	3.5	4.96	35.84	36.41	39.63
Camk4	30.53	3.27	1.24	1.02	9.99	0.7	0.03	1.01	1.01	2.12	134.1	1.45	1.18	21.86	0.0	5.59	20.32	0.72	25.32	5.05	0.51	25.1	34.61	2.2	1.22	20.74	15.05	8.38	1.27	1.05	11.83	7.92	15.63	2.62	1.28	28.92	0.16	14.23	12.48	15.73	32.56	0.8	1.36	1.08	7.83	59.3	47.34	48.68	69.62	59.4	72.95
Cd244	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Cdon	7.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	57.7	0.0	0.0	0.0	0.0	10.48	0.01	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.65	0.45	0.33	0.85	6.17	5.86	5.96
Cep135	0.0	0.0	3.83	0.0	0.74	29.33	0.0	0.0	0.0	0.0	157.3	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.56	0.0	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.71	0.0	0.0	0.55	0.0	0.0	0.0	0.22	0.0	0.0	0.17	1.41	1.62	6.14	5.7	5.9
Cfb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.74	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47	1.3	1.6
Chrm3	0.0	5.51	0.0	1.33	1.39	0.35	0.0	0.0	0.0	0.0	58.94	0.0	0.21	0.0	0.0	0.1	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.0	1.08	0.0	0.0	24.99	0.0	8.25	0.0	1.11	2.76	0.0	3.85	2.49	2.95	41.39	40.9	39.7
Clec7a	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.29	0.45
Cpne1	4.77	0.0	4.17	0.03	0.0	68.52	0.0	0.0	43.67	0.0	248.47	65.15	0.0	0.0	0.0	0.05	0.0	0.0	0.05	23.18	29.18	13.76	0.0	0.0	11.26	0.0	0.0	29.14	0.0	0.0	0.0	13.87	0.0	0.0	0.0	13.59	0.0	0.0	18.11	0.0	0.0	48.3	0.0	99.43	0.35	2.65	4.05	3.78	33.97	31.9	30.37
Cpne3	0.0	0.0	10.19	0.05	0.07	0.0	3.18	0.27	0.5	0.61	176.44	0.18	0.51	0.15	0.0	0.09	6.31	0.1	0.06	0.16	0.0	1.14	0.16	6.88	0.13	1.29	0.05	0.35	0.22	0.23	0.09	0.13	0.27	0.05	0.08	0.66	0.06	5.48	0.1	0.95	0.58	0.23	25.42	0.08	0.08	2.09	2.19	3.11	7.82	7.78	8.94
D6Wsu116e	52.49	0.0	20.87	6.18	0.55	1.24	0.0	0.0	42.89	17.98	119.03	0.06	21.22	0.0	0.0	35.64	28.27	4.91	0.08	4.82	54.4	24.77	13.97	6.2	0.0	0.97	3.98	3.8	3.06	0.0	0.0	26.69	1.62	1.67	22.56	17.64	1.89	16.4	10.78	4.68	0.0	31.29	6.32	2.34	7.93	17.7	14.07	20.21	69.44	67.4	72.05
Dem1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.57	0.0	287.67	0.0	0.0	0.0	0.0	7.36	9.74	0.06	16.17	0.17	37.75	0.0	0.0	0.0	0.0	0.0	0.0	10.73	1.09	0.0	0.0	0.0	0.0	0.0	0.0	7.61	0.0	0.0	0.0	52.75	0.0	0.0	0.0	0.0	0.0	12.47	4.72	4.45	9.09	8.65	7.89
Dlgap1	85.99	68.49	111.24	18.82	9.77	32.65	0.1	0.17	103.61	71.76	158.7	28.29	6.73	28.16	0.0	36.38	31.69	80.77	19.84	36.86	104.52	96.5	40.9	16.27	32.39	85.44	86.28	64.11	24.52	0.0	71.34	1.77	15.89	5.34	75.68	96.52	0.0	36.15	7.17	34.6	76.35	39.33	30.46	166.29	29.34	119.71	124.88	118.87	236.7	227.58	247.69
Dlgap2	25.49	16.82	27.1	0.0	32.19	57.86	0.0	20.33	37.19	28.92	196.41	45.14	59.3	61.77	0.0	9.56	10.25	0.0	11.0	4.33	0.05	90.22	35.25	2.44	31.92	39.86	0.71	8.78	1.49	11.27	5.85	1.34	17.81	29.03	27.3	17.58	0.0	0.0	30.05	19.49	79.5	20.58	14.51	0.31	1.02	14.89	16.18	12.65	46.96	39.79	45.7
Enox	0.88	1.58	1.04	0.35	0.44	0.6	0.0	1.07	1.54	2.37	3.83	0.84	1.95	2.31	0.0	0.37	1.09	0.55	0.19	0.87	0.54	0.92	0.9	2.16	2.26	1.11	0.48	1.37	0.87	1.2	1.08	1.49	1.33	2.7	0.96	2.64	0.05	0.59	1.02	0.69	1.78	0.75	0.93	2.76	0.72	1.5	2.58	2.03	5.72	4.12	4.5
Eri2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.26	0.0	0.0	0.0	0.0	0.0	0.02	0.07	0.05	18.14	26.28	5.79	0.0	19.26	0.0	53.43	0.0	0.0	0.0	0.0	0.0	0.0	16.7	0.0	0.0	0.0	0.0	0.0	0.0	47.18	0.0	25.64	0.0	27.02	0.0	7.32	3.26	9.87	9.13	8.11	9.06
Fam73a	20.36	31.43	9.32	39.06	30.74	0.0	0.0	0.0	60.68	24.27	417.72	51.17	6.27	21.64	0.0	12.58	23.29	35.22	4.15	50.9	13.14	35.37	23.23	21.7	21.73	45.23	4.99	17.0	39.53	5.22	0.0	49.94	19.67	12.98	7.62	23.39	0.0	13.08	32.82	2.2	0.0	38.15	29.4	0.51	8.91	12.95	11.09	9.79	62.14	63.06	57.9
Fam76a	20.74	0.0	0.0	2.97	0.0	0.0	0.0	0.0	46.43	3.11	194.56	8.24	36.71	10.1	60.78	0.0	21.11	45.25	0.0	21.83	0.0	0.0	6.23	3.56	0.0	6.29	0.3	4.23	0.21	0.0	0.0	2.18	0.0	0.0	6.16	22.71	0.0	8.76	30.11	0.0	25.07	0.07	0.0	0.0	23.67	16.63	16.72	16.17	50.55	53.05	46.35
Fbn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	1.27	1.43
Fbxl14	11.34	0.93	0.07	0.12	22.2	0.0	0.0	0.27	0.69	0.64	75.43	0.53	0.0	9.4	0.0	0.07	0.12	0.47	0.07	0.26	1.36	1.89	0.36	1.6	0.78	0.25	0.18	0.19	0.1	0.07	0.25	0.3	0.08	0.17	0.83	0.83	0.0	10.13	0.19	0.44	2.14	0.05	0.0	0.3	0.0	1.11	1.61	1.6	15.44	17.6	15.44
Fndc4	0.0	0.57	10.6	16.59	55.94	0.0	76.71	5.83	15.2	28.35	228.13	1.51	23.04	0.0	0.0	49.29	31.29	0.16	0.0	43.46	1.17	0.0	13.73	1.34	1.32	0.0	31.95	0.0	0.76	0.0	10.37	12.05	1.94	0.0	0.0	19.69	0.0	0.0	0.2	0.0	10.66	6.55	0.0	95.29	17.61	8.45	5.33	10.6	75.76	84.12	84.72
Fndc7	0.13	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.69	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.07	0.08	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.09	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.29	0.21	0.29
