	Calb2_tdTpositive_cell_53	Calb2_tdTpositive_cell_58	Ctgf_tdTpositive_cell_3	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_11	Gad2_tdTpositive_cell_39	Ndnf_tdTnegative_cell_4	Ndnf_tdTnegative_cell_6	Ndnf_tdTnegative_cell_7	Ndnf_tdTnegative_cell_10	Ntsr1_tdTnegative_cell_11	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_20	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_33	Ntsr1_tdTnegative_cell_45	Scnn1a.Tg2_tdTnegative_cell_3	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_6	Scnn1a.Tg2_tdTnegative_cell_14	Scnn1a.Tg2_tdTnegative_cell_16	Scnn1a.Tg2_tdTnegative_cell_18	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Clrn1	0.0	0.0	0.0	0.0	3.23	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.11	0.0	6.08	0.0	0.25	7.17	9.2	0.55	0.42	0.37	1.61	1.2	1.24
Clstn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.14	0.2	0.42	0.0	0.0	0.06	0.16	28.5	16.24	33.49	54.08	55.01	58.31
Clu	26766.18	23026.24	0.0	43205.41	21238.51	10226.42	24519.01	28167.35	32772.96	20006.22	21994.48	29404.63	3555.31	28438.97	32708.09	19562.5	20559.94	28173.78	32237.45	1727.45	27458.42	19230.71	713.83	868.62	793.77	861.77	913.28	889.97
Cnn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.76	9.25	6.05
Cog2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	15.94	13.15	16.59	23.92	24.55	23.95
Col13a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	1.41	1.37
Col6a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.07	0.0	12.89	8.6	13.36	53.34	50.78	59.21
Ctdspl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.53	0.0	0.0	0.0	3.59	36.99	0.13	0.0	14.94	0.16	44.0	0.0	0.0	59.54	43.21	23.27	28.1	17.42	15.17	15.62
Dach1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.08	0.11	0.0	0.0	0.07	0.0	8.21	8.54	7.44
Daxx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.09	0.33	0.0	0.0	17.25	12.42	6.6	20.9	20.74	18.24
Dmrt3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.23	0.09
Dnahc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.8	0.86	0.83
E2f8	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.58	0.55
Efha1	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	220.24	0.0	0.0	0.0	0.0	0.0	0.0	0.52	3.14	2.87	23.4	22.71	21.26
Efnb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.1	0.0	0.0	8.57	3.64	7.74	36.52	40.54	35.25
Eif5a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.17	5.12	7.65	34.63	32.62	33.4
Exoc2	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	262.64	0.0	0.88	0.0	227.17	0.0	0.4	0.09	1.5	0.0	0.07	0.0	27.93	19.37	19.87	34.59	35.74	34.77
Ext1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	36.53	0.08	0.0	26.75	32.04	36.62	30.76	30.9	31.93
Fam117b	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.15	0.0	0.07	0.11	0.0	0.0	0.07	0.0	0.0	0.0	0.0	7.36	6.89	8.01	40.0	38.65	37.03
Fam196a	0.0	150.98	0.0	0.0	0.0	0.0	0.55	0.06	0.0	0.0	0.0	0.18	0.54	0.0	0.0	0.0	0.18	0.47	0.0	0.94	0.0	0.0	42.72	39.87	35.93	5.97	6.78	5.23
Fbln1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	5.42	5.33	4.65
Fbxo41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.06	0.0	0.0	0.0	0.11	2.11	2.69	3.29	61.0	63.74	65.1
Fbxw10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.46	2.41	2.01	0.51	0.4	0.53
Fbxw9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.87	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.48	11.14	19.69	18.74	19.87	19.32
Fibin	0.0	0.0	74.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	4.74	3.61	2.42
Fmod	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.11	16.28	11.82
Foxc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01	1.47	0.71
Foxj2	0.0	0.0	0.0	0.0	46.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.1	0.0	0.0	5.42	1.43	3.64	20.03	19.9	19.98
Fras1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	9.06	8.51	9.72
Gbe1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	1.21	1.34	9.43	10.54	10.46
Gemin8	1.11	2.64	2.31	0.83	440.87	6.1	2.01	0.34	1.53	2.07	1.18	3.55	3.12	2.64	3.63	1.43	0.76	1.41	1.14	3.48	3.68	3.87	16.38	13.13	10.08	13.88	12.44	14.58
Gm13157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37	0.0	0.0	4.42	0.0	0.0	6.57	0.0	4.46	0.89	2.69	2.87	1.58	2.37
Gm13306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	9.5	0.0	61.27	76.52	71.98	30.63	28.29	22.96
Gm14430	0.0	0.32	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66	0.0	0.0	0.0	0.0	0.07	4.14	5.97	4.22	7.67	5.07	7.49
Gm14434	0.0	0.32	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66	0.0	0.0	0.0	0.0	0.07	4.14	5.97	4.22	7.67	5.07	7.49
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27	4.28	1.89	1.73	1.86	1.4
Gm2506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	9.5	0.0	61.27	76.52	71.98	30.63	28.29	22.96
Gm3317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65	0.88	0.92	2.38	2.75	2.9
Gm3494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65	0.88	0.92	2.38	2.75	2.9
Gm4724	0.0	0.32	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66	0.0	0.0	0.0	0.0	0.07	4.14	5.97	4.22	7.67	5.07	7.49
Gm962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35	3.33	3.16
Gm9767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.11	0.23
Gpank1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.56	11.35	22.09	19.75	20.01	17.17
Gpr151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	0.98	1.07
Grik4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.88	1.39	18.45	18.49	20.93
Gypc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.91	7.61	5.28	2.54	2.01	1.59
Has1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	1.82	0.33	1.52	1.52	2.0
Heyl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	2.57	3.04
Hfe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03	4.41	5.37
Hist1h3f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.14	0.14
Hoxd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27	4.28	1.89	1.73	1.86	1.4
Il27ra	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.14	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.59	0.24	0.5
Katnal2	8.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.79	2.29	3.79	4.98	5.32	4.97
Kazald1	0.0	0.0	0.0	96.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.07	3.82	5.66	5.8	7.65	8.23
Kcnj13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13	0.52	3.42	2.3	1.75	2.07
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lingo2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.08	0.2	0.07	0.0	0.0	16.19	15.98	15.78
Lmtk2	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.07	0.07	0.0	0.18	0.07	0.11	0.02	0.0	6.09	4.73	9.03	84.7	79.74	86.39
Loh12cr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.24	10.06	0.0	0.18	0.0	8.61	16.61	5.88	36.13	42.18	38.35
Lox	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.59	0.73
Lrig3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	1.6	1.68
Lyplal1	0.0	0.0	0.0	37.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	12.5	21.28	24.61	5.75	6.67	6.85
Maea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	694.02	0.0	0.0	1.13	0.0	16.7	0.0	0.25	0.6	0.0	0.34	77.88	74.69	84.23	89.75	93.71	90.39
Maff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	1.41	0.97
Magohb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.21	57.54	33.12	9.35	11.84	10.48
Metap2	10.43	16.87	0.0	0.11	0.0	25.06	0.0	0.05	0.0	6.61	2.27	0.0	7.51	0.08	203.45	0.0	105.25	237.6	11.89	0.0	22.77	0.14	56.48	55.78	47.84	34.83	33.92	33.46
Mgl2	0.0	0.97	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.43	0.0	5.69	0.0	0.39	0.21	0.44	0.95	0.77	1.08
Mmp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	2.01	2.23	2.68
Mrgprf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	1.14	1.35	0.82
