	Calb2_tdTpositive_cell_3	Calb2_tdTpositive_cell_8	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_8	Cux2_tdTpositive_cell_56	Cux2_tdTpositive_cell_65	Gad2_tdTpositive_cell_66	Nr5a1_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_4	Nr5a1_tdTpositive_cell_9	Nr5a1_tdTpositive_cell_11	Nr5a1_tdTpositive_cell_14	Nr5a1_tdTpositive_cell_26	Nr5a1_tdTpositive_cell_33	Nr5a1_tdTpositive_cell_34	Nr5a1_tdTpositive_cell_37	Nr5a1_tdTpositive_cell_38	Nr5a1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_9	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_38	Rbp4_tdTpositive_cell_3	Rbp4_tdTpositive_cell_16	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_116	Rbp4_tdTpositive_cell_171	Rorb_tdTpositive_cell_3	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_33	Rorb_tdTpositive_cell_36	Rorb_tdTpositive_cell_38	Rorb_tdTpositive_cell_40	Rorb_tdTpositive_cell_43	Scnn1a.Tg3_tdTpositive_cell_7	Scnn1a.Tg3_tdTpositive_cell_44	Scnn1a.Tg3_tdTpositive_cell_58	Scnn1a.Tg3_tdTpositive_cell_62	Scnn1a.Tg3_tdTpositive_cell_66	Scnn1a.Tg3_tdTpositive_cell_85	Scnn1a.Tg3_tdTpositive_cell_97	Sst_tdTpositive_cell_27	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_37	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
4931430N09Rik	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	57.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.82	0.0	0.0	0.0	0.0	0.0	0.0	62.59	0.0	45.99	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	4.18	0.0	1.28	3.22	0.0	0.09	0.04	0.0
4931431C16Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.13	0.0	0.78	0.49	0.46
9530068E07Rik	0.0	0.0	0.0	0.0	194.65	0.18	0.0	0.31	0.0	0.0	0.0	139.31	0.0	120.89	190.53	0.0	131.58	0.0	0.0	0.0	66.27	0.0	0.18	0.0	0.0	68.21	0.0	227.93	306.21	0.04	186.82	4.84	175.09	96.84	0.0	0.0	0.0	0.0	0.0	65.7	0.0	28.15	7.52	21.25	30.9	0.0	78.35	80.64	75.91
AI314831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AI316807	0.0	1.24	9.16	0.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	82.1	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	30.51	0.0	162.07	108.86	0.0	0.0	0.0	0.0	61.91	0.0	0.0	21.63	0.0	0.0	0.0	0.0	10.69	5.44	6.78	2.28	0.0	33.02	33.81	32.06
AI846148	0.0	26.19	0.19	23.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.88	7.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	29.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	1.96	0.43	1.09	0.0	19.74	21.08	18.17
Acsm3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.15	0.14	0.22
Acss1	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.38	0.12	0.0	0.0	0.0	0.0	0.0	131.02	0.06	1.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.38	0.0	21.61	22.22	21.72
Ak8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	176.56	0.07	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12	8.09	0.0	2.29	2.63	2.29
Alg5	0.0	0.0	0.28	0.0	9.86	0.0	71.16	0.13	83.44	0.0	0.0	33.15	0.0	21.86	0.0	0.21	114.79	0.34	0.0	66.31	0.0	0.0	0.0	0.0	0.0	11.06	0.0	0.0	181.57	126.34	0.08	61.59	0.0	7.82	0.0	0.0	73.5	0.0	0.0	29.75	0.0	40.13	32.04	42.75	33.22	0.0	20.97	21.61	21.16
Amd1	143.42	206.54	112.13	7.14	178.63	4.71	0.0	76.36	111.6	79.98	79.48	6.15	293.75	18.47	0.0	70.94	130.8	6.28	167.67	42.12	256.68	0.0	89.1	85.06	0.0	14.2	0.0	0.0	293.28	257.51	36.56	96.27	1.81	53.39	117.93	6.65	101.84	0.0	0.0	139.81	4.98	80.39	64.85	74.86	37.77	28.85	10.82	0.0	22.33
Anks6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36	0.17	0.48	2.04	0.0	8.63	8.4	9.75
Aph1a	0.0	0.0	4.7	0.0	0.0	16.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.04	0.8	27.59	0.0	0.0	0.0	27.48	0.0	0.65	62.01	0.0	0.0	0.0	44.63	0.46	0.0	0.0	0.0	2.81	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.63	1.78	3.05	0.43	0.0	63.06	65.12	64.84
Arl4c	0.0	0.04	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	15.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.86	0.17	0.0	0.0	0.0	4.34	0.0	0.0	57.91	0.05	0.2	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	66.16	0.0	0.0	0.09	0.43	0.0	36.08	39.32	37.31
Atp9b	0.0	2.65	0.54	0.0	0.0	0.0	1.1	11.87	0.58	1.48	5.07	0.29	0.0	0.0	0.0	0.02	0.0	0.59	29.55	0.0	0.0	0.0	0.0	4.95	10.72	0.62	0.19	12.68	150.65	0.02	16.03	0.8	0.0	0.0	0.0	0.0	56.86	0.0	62.49	0.02	0.0	11.25	7.5	6.46	6.32	0.24	36.48	36.02	38.24
BC060267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	96.57	0.0	0.04	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	6.48	2.93	2.03	4.77	0.0	5.58	5.28	5.35
Baalc	9.97	62.6	0.09	0.0	0.0	0.0	6.31	2.05	31.02	0.32	0.0	0.34	0.95	0.74	0.0	5.68	129.27	0.14	0.0	2.14	0.0	0.0	0.0	0.06	0.0	0.0	0.23	13.97	167.6	44.6	7.4	0.95	0.63	98.7	0.1	0.0	0.14	0.0	0.0	4.13	0.0	17.82	0.13	3.13	0.75	0.0	212.21	211.71	226.1
Bai2	0.0	0.0	0.38	1.6	0.54	0.59	0.0	0.28	0.07	0.14	1.48	5.88	0.0	0.17	0.24	0.36	0.05	0.6	0.33	0.45	0.77	0.54	0.43	0.09	0.0	0.41	1.99	0.56	45.17	6.54	3.95	0.0	0.4	40.62	0.0	0.32	1.95	0.0	0.0	1.12	0.0	1.58	1.4	0.81	2.11	0.13	231.59	239.36	249.07
Bmper	0.0	0.07	0.05	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	87.57	0.0	30.04	0.0	3.19	22.83	0.0	0.0	0.0	0.0	0.0	0.0	0.19	24.92	37.91	0.0	0.0	114.1	128.3	0.0	0.0	0.0	6.5	31.39	0.0	0.0	2.28	0.0	64.39	0.0	0.0	2.42	0.0	1.91	0.0	7.15	7.15	7.41
Brca2	0.0	0.0	0.0	0.0	2.86	0.0	0.0	12.65	0.0	0.0	0.0	0.04	1.31	10.31	0.0	0.0	0.01	5.26	0.0	0.0	0.0	0.0	0.0	0.83	0.0	2.13	0.66	0.0	51.51	0.0	0.0	16.2	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.03	0.08	0.36	1.14	1.67	1.46	13.3	1.93	1.6	2.21
Btbd6	0.0	0.22	0.0	0.0	0.0	0.0	0.23	0.0	0.17	0.0	0.0	0.0	15.77	0.0	0.0	31.14	0.0	3.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01	0.0	0.48	159.46	0.0	0.0	1.48	0.0	0.44	0.0	0.0	0.0	1.47	0.0	0.14	0.0	3.2	4.7	9.44	9.52	73.98	52.54	59.16	57.36
C2cd2l	0.0	0.0	0.02	0.0	0.0	0.0	24.02	0.0	0.19	3.03	0.0	0.0	0.0	9.66	0.0	1.42	0.0	0.0	0.0	0.0	9.7	1.74	0.1	40.94	0.0	1.26	0.0	41.44	70.58	45.58	16.26	0.0	0.0	10.46	0.0	0.68	0.0	21.65	0.0	2.84	0.0	8.03	2.06	2.13	1.19	0.0	101.81	111.13	100.46
Caprin1	0.72	48.95	1.07	8.15	0.0	1.39	62.6	0.05	24.87	138.72	11.35	82.32	55.08	3.61	74.68	1.82	1.39	134.94	11.09	1.33	0.0	109.87	37.97	4.96	35.06	62.9	15.36	2.31	463.36	0.07	8.6	16.41	66.85	32.15	47.25	1.46	0.1	1.1	36.38	102.74	58.41	20.12	23.86	21.73	30.79	0.21	140.83	135.83	136.58
Ccdc113	0.0	0.0	0.0	0.0	0.0	14.64	105.27	102.99	0.0	0.0	3.06	0.0	122.76	0.0	0.0	73.7	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	248.56	192.28	76.25	119.67	0.09	0.2	0.0	0.0	0.0	0.0	0.0	187.59	0.0	0.11	0.0	0.0	6.74	1.39	1.96	0.0	2.6	4.38	4.89
Cd79a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.41	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.8	1.34	0.0	0.68	0.5	0.16
Cercam	0.29	4.42	1.86	0.62	15.4	0.59	0.5	0.57	1.49	4.33	1.16	0.32	1.53	1.05	1.18	6.3	0.35	1.14	0.84	0.14	0.54	0.84	1.57	0.54	0.81	0.94	3.02	0.66	157.22	0.21	0.95	0.28	0.11	1.22	0.43	0.24	0.69	0.0	1.18	0.58	0.64	0.92	0.66	1.4	4.49	0.47	6.14	6.73	8.5
Cfl2	0.0	0.0	124.71	0.15	0.0	29.23	0.0	37.06	0.06	1.25	0.0	9.42	33.73	9.42	139.28	45.91	30.44	0.11	266.1	101.17	102.08	0.0	180.44	9.64	14.72	0.0	55.22	102.65	252.32	0.22	71.25	7.93	139.46	0.46	0.07	0.0	0.0	12.79	0.0	0.28	19.84	61.78	44.0	39.18	52.28	0.0	57.12	56.66	55.26
Chchd4	3.79	0.0	0.0	0.0	0.0	306.04	130.82	2.64	0.28	7.27	18.78	20.54	147.44	0.0	0.0	1.09	299.92	211.72	0.0	1.9	0.0	142.66	0.0	130.46	0.0	135.85	0.21	0.0	547.85	17.67	440.45	0.2	0.0	13.96	235.47	234.51	1.54	213.17	129.56	1.01	0.0	90.57	39.38	64.69	70.43	150.93	53.43	55.86	58.31
Col9a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.64	0.47
Copb2	329.91	236.18	192.33	103.06	0.0	217.27	144.37	1.73	57.44	0.96	455.87	62.89	217.54	0.7	132.64	116.0	139.67	204.44	45.72	50.04	0.0	235.36	70.76	170.13	72.87	163.04	0.0	247.67	564.5	109.78	188.9	2.72	34.42	1.37	0.0	0.0	39.92	218.32	2.09	208.4	0.4	102.39	107.12	77.53	82.44	0.0	76.61	78.71	75.04
Cpxm2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.34	0.98	0.0	0.0	2.27	2.22	2.11
Ctsk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	209.71	0.0	0.08	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.28	18.46	26.96	29.36	0.0	5.73	6.29	6.19
Cul9	0.0	5.61	0.01	0.0	0.07	0.0	0.0	0.0	1.29	0.0	0.0	0.2	0.0	0.0	0.0	2.24	7.08	0.12	0.0	0.04	0.1	0.0	0.0	0.04	0.0	0.05	0.0	0.0	6.98	0.0	3.24	0.0	0.0	0.22	0.0	0.0	0.04	0.0	0.0	0.22	0.0	0.31	0.98	0.52	0.57	0.04	32.03	32.62	31.68
D830030K20Rik	0.0	0.12	4.73	0.92	26.05	3.56	1.68	2.2	5.93	2.06	3.9	2.68	77.18	1.47	4.49	67.73	77.66	3.06	0.97	2.81	2.5	1.05	4.31	56.29	63.52	26.29	2.75	4.31	75.64	92.26	53.76	39.14	2.57	3.39	0.61	0.0	0.94	0.78	1.58	0.42	1.11	8.99	2.62	2.15	6.75	0.0	9.06	7.67	8.97
Dennd4c	0.0	0.0	3.46	6.14	9.39	0.0	0.0	0.0	0.03	0.26	0.0	3.65	0.0	0.97	5.8	0.0	1.75	0.2	10.73	0.05	78.91	0.24	3.77	0.0	3.64	0.81	0.0	0.0	60.15	0.15	0.31	11.44	3.95	0.26	0.0	0.0	13.12	0.0	1.05	0.03	1.96	3.29	1.96	2.37	1.89	0.0	9.12	8.66	10.1
Dhx29	0.0	0.0	0.0	0.0	0.0	0.0	21.79	0.0	2.35	0.0	0.0	137.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24	0.0	0.0	8.08	0.0	3.71	4.77	4.5	2.78	0.0	17.2	16.3	16.78
Dmap1	3.09	258.66	0.0	116.7	257.46	145.92	112.82	0.25	0.0	0.0	0.36	0.0	0.0	0.0	0.42	95.38	0.0	0.0	0.0	0.0	1.32	0.0	0.0	147.87	0.0	65.97	0.0	0.0	174.56	143.01	0.0	0.0	124.35	1.79	0.0	0.0	0.0	0.0	0.0	9.52	80.03	29.07	15.66	22.45	17.75	0.0	31.72	34.05	29.68
Dnajb9	0.0	0.15	81.58	324.5	199.89	0.0	12.55	0.0	25.26	0.0	172.09	0.0	0.0	0.0	0.0	63.39	142.99	0.0	42.39	0.0	52.66	122.21	92.37	69.38	0.0	14.65	0.14	0.0	148.82	182.85	109.33	86.36	177.61	164.1	0.0	132.95	0.17	79.44	0.0	20.99	122.85	16.58	15.19	34.11	31.03	0.0	56.64	56.93	53.99
Dtl	0.0	46.41	0.17	86.36	292.2	0.0	0.0	0.0	4.27	160.47	20.23	96.87	64.77	146.16	0.0	42.78	68.55	74.11	0.0	0.0	0.0	0.0	0.1	0.0	35.48	0.1	74.68	0.43	324.25	145.86	0.05	0.12	12.34	0.03	192.57	0.0	0.0	0.0	103.13	116.36	0.0	23.45	14.8	14.97	15.6	0.0	7.48	6.4	7.6
E030013I19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.43	0.0	0.0	129.4	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.68	1.21	1.14
Eps8l3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07
Eya3	0.0	15.49	0.0	0.0	0.0	5.07	0.0	0.0	0.19	0.0	0.0	0.0	0.0	44.5	0.25	2.97	0.0	0.0	34.9	0.0	0.0	0.0	4.38	0.0	0.0	0.0	1.85	0.0	53.38	0.02	17.55	0.0	0.0	0.0	0.09	0.0	0.0	1.3	0.0	0.26	3.91	8.58	3.66	3.52	3.73	0.5	18.15	18.29	17.8
Fam40a	0.0	39.26	4.88	7.14	0.0	207.79	32.1	0.06	0.0	7.48	0.0	93.08	0.0	108.99	0.0	6.7	0.27	0.45	3.38	0.0	0.0	1.07	0.0	0.0	0.17	0.0	0.0	1.75	147.78	0.1	0.0	0.0	0.0	0.04	0.0	0.0	0.0	66.38	0.0	0.21	0.0	7.68	8.56	12.95	16.18	0.0	57.82	60.7	56.9
Fgl1	0.0	50.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5	0.63	0.32	0.0	0.09	0.34	0.28
Fig4	0.0	0.0	0.03	0.83	0.0	6.73	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.03	0.6	85.55	0.0	0.0	0.0	0.0	6.22	0.0	14.98	0.0	0.0	155.44	2.01	0.0	0.0	0.0	0.04	0.0	20.21	87.99	0.0	194.29	0.04	0.0	18.05	4.46	2.21	7.95	51.57	27.98	30.41	28.25
Flot2	0.0	15.45	0.04	0.0	0.0	85.57	0.0	71.18	3.34	0.0	0.0	0.0	0.0	0.0	0.0	48.87	4.91	0.0	4.94	0.0	77.73	8.5	0.0	0.17	0.0	0.32	0.0	0.0	113.11	0.08	1.77	2.33	0.11	2.21	0.0	0.31	3.94	0.0	18.1	0.31	106.42	30.15	26.56	32.48	26.91	0.0	98.88	102.37	104.94
Gab2	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.17	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	57.49	0.02	0.02	16.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	3.75	0.25	1.42	1.89	0.0	10.12	9.8	10.74
Gbe1	0.0	0.0	0.11	45.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	121.16	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.82	0.15	6.89	0.0	0.0	126.99	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.52	1.21	1.34	0.0	9.43	10.54	10.46
Gm14306	0.0	1.48	1.6	0.0	46.18	31.4	0.0	0.62	3.37	0.0	0.0	0.0	9.32	0.0	0.0	4.11	8.06	16.67	4.6	1.99	0.0	0.0	0.0	4.21	0.0	0.0	4.73	0.0	36.38	0.0	0.83	8.86	17.21	0.12	33.52	0.0	0.0	0.0	0.0	0.59	4.86	3.1	0.51	1.93	0.43	0.0	0.0	0.0	0.0
