	Chrna2_tdTpositive_cell_18	Chrna2_tdTpositive_cell_67	Ctgf_tdTpositive_cell_12	Ctgf_tdTpositive_cell_14	Ctgf_tdTpositive_cell_15	Ctgf_tdTpositive_cell_16	Ctgf_tdTpositive_cell_20	Ctgf_tdTpositive_cell_21	Htr3a_tdTpositive_cell_93	Htr3a_tdTpositive_cell_97	Htr3a_tdTpositive_cell_106	Ntsr1_tdTpositive_cell_10	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_31	Ntsr1_tdTpositive_cell_36	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_47	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_57	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_4	Rbp4_tdTpositive_cell_6	Rbp4_tdTpositive_cell_50	Rbp4_tdTpositive_cell_70	Rbp4_tdTpositive_cell_159	Rbp4_tdTpositive_cell_170	Rorb_tdTpositive_cell_43	Rorb_tdTpositive_cell_48	Scnn1a.Tg3_tdTnegative_cell_20	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_40	Sst_tdTpositive_cell_18	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Aurka	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	2.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	2.01	2.41
BC060267	0.0	0.0	0.0	20.13	0.0	0.0	0.0	0.0	10.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	71.69	0.68	0.35	0.0	0.0	0.0	0.0	0.0	0.84	4.52	0.0	6.48	3.15	0.0	2.02	2.93	2.03	4.77	0.0	0.0	0.0	21.41	0.0	0.0	0.0	5.58	5.28	5.35
BC064078	0.0	0.0	0.0	9.5	0.0	0.9	7.93	12.55	0.0	0.0	1.68	1.28	0.0	0.0	0.0	0.16	0.0	0.81	0.0	0.0	3.31	1.62	1.84	17.83	0.0	0.0	0.0	0.0	0.0	17.75	0.0	0.0	16.74	2.95	0.0	0.0	2.48	0.0	0.0	0.49	0.45	3.38	0.62	0.5	1.32	0.43	1.21	0.62	0.0	0.0	0.0	0.55	0.0	0.0	6.69	6.66	4.87
Bag3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.83	5.78	4.8
Cacna2d4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	1.38	1.26
Car12	0.0	0.0	0.0	0.0	1.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	1.44	0.06	7.19	1.68	0.09	1.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.63	11.86	13.85
Ccdc152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.6	0.66
Ccdc27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.36	0.88
Cdc20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	1.52	1.21
Cgnl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.54	0.0	0.0	0.0	0.0	0.0	7.71	7.04	7.11
Cilp2	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	1.17	0.91
Cldn26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	4.74	0.0	0.5	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27	2.88	3.08
Cpne5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.07	23.23	0.05	0.89	0.22	0.0	0.0	49.57	159.86	0.0	0.1	0.0	30.92	0.0	34.26	0.16	7.97	4.7	5.3	25.96	28.48	24.95	36.86	19.99	33.7	29.98	0.29	0.0	0.0	0.0	0.0	0.0	0.0	52.16	53.1	55.01
Cyp2r1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.52	0.7
Cyp2t4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4	1.54	1.16
D730045A05Rik	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	33.96	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.1	0.71
D8Ertd82e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.5	18.0	18.03
Ddo	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	1.54	0.2	0.0	3.73	0.17	0.0	0.0	0.0	0.19	0.16	0.31	120.0	0.0	0.0	0.0	0.0	0.14	0.0	0.12	0.0	0.0	0.34	8.28	8.21	0.67	1.84	2.49	0.23	1.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.83	4.71	4.76
Decr1	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.19	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.92	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.72	0.0	0.0	0.0	0.08	1.94	4.13	1.05	1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.22	13.65	13.72
Dnase1l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92	1.12	3.05
Dnmbp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.91	0.09	0.0	0.13	0.0	0.0	0.0	16.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.35	0.14	0.0	0.35	0.0	0.0	0.06	0.07	0.85	6.48	0.0	0.0	0.0	0.0	0.0	0.0	6.09	5.8	7.07
Dupd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.17	0.09
Egr3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78	35.12	0.65	0.0	7.16	1.87	0.0	0.26	3.1	2.49	1.46	2.38	2.48	1.25	0.14	1.51	0.5	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.58	98.75	94.2
Eif2c1	0.0	0.0	0.18	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	8.66	0.05	0.0	0.0	0.0	0.0	0.03	0.0	3.66	0.0	0.0	0.0	0.04	0.09	0.71	28.6	0.96	3.34	16.23	0.0	1.76	0.0	0.08	0.0	0.0	11.22	4.35	3.37	4.51	0.71	11.31	8.19	2.67	4.35	4.98	2.77	0.0	0.0	0.0	0.03	5.47	0.0	0.0	38.59	36.53	36.5
Fam189a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.34	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.22	10.66	9.0
Ffar2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.11
Glis2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.68	0.0	0.0	0.0	0.0	0.0	0.0	2.44	0.2	0.47	0.19	0.0	0.0	0.0	3.8	1.56	0.28	1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5	10.19	9.06
Gm11437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.08
Gm12250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.4	0.28	0.35
Gm13034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm15179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0
Gm19705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.67	0.0	0.0	0.0	2.46	2.86	2.86	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.52	0.49	0.81
Gm4858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm5480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0
Gm6787	0.15	0.0	0.42	1.05	0.0	0.46	0.0	0.0	0.17	0.0	0.28	0.0	0.0	0.35	0.0	0.09	0.0	0.22	0.27	0.0	0.0	0.0	0.0	0.32	0.0	0.23	0.34	0.24	0.0	41.89	0.13	0.0	0.0	0.0	0.0	0.24	0.0	0.26	8.27	0.23	0.35	0.4	0.0	0.0	5.03	2.9	0.0	0.19	0.0	0.0	0.17	0.31	0.0	0.0	0.99	0.19	0.37
Gsg1l	16.94	0.0	0.77	6.35	0.0	0.0	0.88	43.01	0.0	0.0	0.0	0.17	0.0	0.0	0.0	25.86	0.07	0.0	0.0	0.23	0.1	2.34	0.0	0.06	0.0	0.17	0.0	35.02	0.26	61.01	0.0	0.0	0.0	0.0	0.0	0.06	13.66	0.46	3.49	3.6	3.15	8.2	6.31	1.63	4.15	5.4	6.42	0.16	0.09	0.1	5.26	0.11	0.0	0.0	68.85	61.79	72.47
Hamp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0
Hist1h2bb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39
