	"DMS.153"	"NCI.H1092"	"NCI.H187"	"NCI.H2141"	"NCI.H2171"	"NCI.H345"	"LU.65"	"HCC1599"	"HCC2218"	"CP66.MEL"	"DMS.79"	"LU.165"	"NCI.H128"	"SK.MM.2"	"COR.L88"	"EB.3"	"LC4.1"	"MN.60"	"SW684"	"RCC10RGB"	"LS.1034"	"NCI.H1836"	"COR.L95"	"ME.1"	"ROS.50"	"KLE"	"Calu.1"	"DV.90"	"KOSC.2"	"NCI.H1618"	"COLO.680N"	"Caov.3"	"HSC.3"	"HSC.4"	"HT.115"	"MFE.280"	"SNU.475"	"SW948"	"T84"	"COLO.678"	"Capan.2"	"EFO.21"	"EFE.184"	"PLC.PRF.5"	"BT.483"	"FU.OV.1"	"H2596"	"KG.1.C"	"MCAS"	"OVKATE"	"PC.3_.JPC.3."	"WM902B"	"BICR31"	"HCC202"	"HDQ.P1"	"BC.2"	"K19"	"K8"	"KYSE.30"	"NCI.H2172"	"NCI.H2444"	"OSA.80"	"OUMS.23"	"SCC90"	"UISO.MCC.1"	"NCI.H1404"	"RD.ES"	"COR.L311"	"NCI.H1184"	"NCI.H1926"	"EW7476"	"COR.L303"	"QGP.1"	"YMB.1.E"	"NCI.H865"	"JHOS.3"	"OACM5.1"	"SNU.175"	"SNU.61"	"NCI.H735"	"ZR.75.30"	"CL.40"	"Geo"
"Lenalidomide"	0.0	0.744185	0.980288	0.609773	0.0	0.970357	1.319698	0.0	0.786198	0.620468	1.131098	0.937549	0.0	0.6933	0.317002	0.942274	0.547535	0.0	2.076811	1.621777	0.626135	1.011756	1.226808	0.331828	0.7142	1.846878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.285974	1.25599	0.0	1.242523	0.706207	1.367249	1.15947	1.65254	0.0	0.0	3.124702	1.032106	0.0	0.0	0.0	2.466533	1.370931	0.0	0.0	1.657964	1.09458	0.0	0.0	0.0	0.0	1.545457	1.130841	0.0	0.0	1.676819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36207	0.0	0.0	1.41717	0.549825	0.0	1.695449	0.0	2.396455	2.123765	3.023412
"Axitinib"	0.0	1.240477	0.692215	0.871782	0.0	1.478477	1.612579	0.0	1.244279	0.0	1.532347	1.318014	0.0	1.209018	0.708843	1.336098	0.702366	1.19	2.072142	2.095437	0.792242	1.406555	1.398829	0.883432	1.599157	1.962355	0.0	0.0	0.0	0.0	1.14495	0.0	0.0	0.0	0.081378	0.780998	0.0	1.005681	1.21707	1.456864	1.555101	1.807454	0.0	0.0	2.48216	1.190819	0.0	0.0	0.0	0.804122	1.582565	0.0	0.0	0.0	1.490259	0.0	0.0	0.0	0.0	1.814106	1.2023	0.0	0.0	0.377787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93317	0.0	0.0	1.515042	1.234685	0.0	0.615225	0.0	1.916781	2.13061	2.402498
"AZD7762"	0.0	2.466885	1.610496	1.100341	0.0	1.971236	2.991964	0.0	2.769402	0.442795	0.388618	2.909405	0.0	1.734316	0.583365	1.129976	1.338993	1.653324	3.040619	2.465808	1.418228	1.797604	0.422676	1.176301	2.008684	0.690567	0.0	0.0	0.0	0.0	1.376062	0.0	0.0	0.0	1.736258	1.519466	0.0	1.680708	2.651315	1.676312	0.945628	0.850006	0.0	0.0	2.868089	0.651699	0.0	0.0	0.0	0.259353	0.692768	0.0	0.0	1.670907	0.772363	0.0	0.0	0.0	0.0	1.953731	0.010501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.795431	0.0	0.0	0.354435	1.764305	0.0	1.156025	0.0	2.295482	0.938078	3.650675
"Lestaurtinib"	0.0	1.071117	0.537776	1.045283	0.0	1.657135	3.077641	0.0	2.334567	1.265912	1.480602	2.888209	0.0	1.402329	1.605086	2.858032	0.960457	0.710152	0.440863	1.268382	2.704117	1.305802	0.876092	0.75686	1.321356	0.58368	0.0	0.0	0.0	0.0	1.937241	0.0	0.0	0.0	0.5901	1.292893	0.0	1.399822	2.011043	0.886582	1.130488	1.182197	0.0	0.0	2.272233	2.087074	0.0	0.0	0.0	2.421423	0.139684	0.0	0.0	2.847837	0.305156	0.0	0.0	0.0	0.0	2.115652	1.114863	0.0	0.0	0.856765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.977704	0.0	0.0	1.598608	2.775969	0.0	1.533721	0.0	1.719607	0.620764	2.556938
"SB216763"	0.0	0.200794	1.045626	0.778855	0.0	1.247583	1.455372	0.0	0.218795	0.0	1.441365	1.314038	0.0	0.855854	1.394395	1.088419	0.881699	0.384649	0.0	1.608675	0.0	1.154449	1.360045	1.081948	0.727591	0.902409	0.0	0.0	0.0	0.0	1.386193	0.0	0.0	0.0	0.0	0.0	0.0	1.706297	0.867791	1.06852	1.368878	1.72282	0.0	0.0	3.110128	0.0	0.0	0.0	0.0	2.54852	1.376827	0.0	0.0	1.749534	1.272759	0.0	0.0	0.0	0.0	1.62706	0.0	0.0	0.0	1.806084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.153064	0.0	0.0	1.29152	0.759776	0.0	1.782641	0.0	0.087603	1.578523	3.19967
"VX-702"	0.0	0.0	0.889727	0.639462	0.0	1.122537	1.323032	0.0	0.0	1.011602	1.293198	1.119049	0.0	0.617819	0.154188	0.950886	0.727869	0.232637	1.78055	1.48382	0.0	0.989481	1.230003	0.524564	0.459318	1.654462	0.0	0.0	0.0	0.0	1.197489	0.0	0.0	0.0	0.347267	1.242823	0.0	1.950784	0.73423	1.290645	1.236358	1.597523	0.0	0.0	2.796312	0.72353	0.0	0.0	0.0	2.406054	1.349723	0.0	0.0	1.505939	1.128599	0.0	0.0	0.0	0.0	1.604979	1.194474	0.0	0.0	1.674472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049081	0.0	0.0	1.393184	0.803044	0.0	1.604455	0.0	2.300617	1.885966	2.066787
"Motesanib"	0.0	0.950143	1.056345	0.78073	0.0	1.010515	1.400946	0.0	1.458643	0.035169	1.44603	0.93412	0.0	0.902766	1.307939	0.697301	0.914659	0.926407	2.108156	2.576834	1.019873	1.180029	0.510858	0.586762	1.578697	1.448222	0.0	0.0	0.0	0.0	1.043985	0.0	0.0	0.0	0.0	0.941133	0.0	2.040974	0.773773	1.692331	1.056147	0.743045	0.0	0.0	2.820536	1.258199	0.0	0.0	0.0	2.469247	0.0	0.0	0.0	0.533712	0.963822	0.0	0.0	0.0	0.0	1.531201	0.491136	0.0	0.0	1.265398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.792769	0.0	0.0	0.373891	0.525187	0.0	1.071789	0.0	0.471273	2.205679	3.155599
"KU-55933"	0.0	1.320395	0.842186	1.05686	0.0	1.633385	1.113616	0.0	1.149059	0.992393	1.631805	1.339368	0.0	1.274652	1.328187	1.465628	1.074177	1.084748	1.248404	2.177216	0.811187	1.544405	1.728011	0.615393	1.243302	0.983932	0.0	0.0	0.0	0.0	0.411197	0.0	0.0	0.0	0.543477	1.496913	0.0	2.363496	1.130456	1.906208	0.857641	1.79176	0.0	0.0	1.56076	0.324413	0.0	0.0	0.0	2.401783	0.6843	0.0	0.0	1.903272	1.000478	0.0	0.0	0.0	0.0	1.328311	0.261941	0.0	0.0	2.119376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.926132	0.0	0.0	1.378167	0.315378	0.0	2.096255	0.0	2.043363	2.410839	3.20394
"Vismodegib"	0.0	0.608413	0.635559	0.759092	0.0	1.230349	1.42769	0.0	1.178526	1.120777	1.090848	1.272098	0.0	0.833558	0.640423	1.011084	0.860174	0.21851	0.344866	2.184914	0.0	1.130536	1.336495	0.892574	0.697769	0.533932	0.0	0.0	0.0	0.0	0.860188	0.0	0.0	0.0	0.463349	1.347447	0.0	1.927728	0.846811	0.775662	1.342772	1.527149	0.0	0.0	2.244576	0.073226	0.0	0.0	0.0	2.510345	1.301034	0.0	0.0	0.0	1.180514	0.0	0.0	0.0	0.0	1.607905	1.372694	0.0	0.0	1.770147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.141017	0.0	0.0	1.497672	0.874677	0.0	1.718154	0.0	2.39396	1.538338	0.346196
"PLX-4720"	0.0	0.136338	1.000547	0.815517	0.0	1.150089	0.278411	0.0	0.694515	0.0	0.874909	0.0	0.0	0.815105	0.559452	1.008802	0.335906	0.866712	1.715062	0.902928	0.960664	1.198564	1.201235	1.040614	1.236724	0.24303	0.0	0.0	0.0	0.0	1.220175	0.0	0.0	0.0	0.60442	1.178484	0.0	1.032022	0.867724	1.420748	0.887149	1.418219	0.0	0.0	2.369416	1.422173	0.0	0.0	0.0	1.98193	0.94883	0.0	0.0	1.421045	0.00432	0.0	0.0	0.0	0.0	1.469817	1.244305	0.0	0.0	1.468896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.833396	0.0	0.0	0.457617	1.014432	0.0	1.068756	0.0	1.781005	0.863744	1.806164
"BX795"	0.0	0.659542	0.003168	0.526635	0.0	2.212459	2.402029	0.0	2.305508	1.876177	1.868654	2.25449	0.0	1.137593	0.753575	2.153306	0.450267	1.753596	0.893749	1.891926	1.557125	1.07618	2.34453	2.043001	2.063123	1.956843	0.0	0.0	0.0	0.0	1.099713	0.0	0.0	0.0	0.520006	1.983393	0.0	1.299459	2.005758	1.259226	0.710375	0.571303	0.0	0.0	2.259346	1.972366	0.0	0.0	0.0	3.079088	1.766626	0.0	0.0	2.476037	1.1639	0.0	0.0	0.0	0.0	0.957899	0.916781	0.0	0.0	1.636585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.778054	0.0	0.0	2.456035	1.870718	0.0	2.272335	0.0	3.076103	0.381123	1.561169
"NU7441"	0.0	1.322617	0.887467	1.179513	0.0	1.649567	1.836365	0.0	1.308206	0.993125	1.430661	1.643594	0.0	0.955027	1.584203	1.462559	1.301165	1.299076	0.281082	1.233052	1.156804	1.549221	1.436516	0.424739	1.865076	1.178729	0.0	0.0	0.0	0.0	0.914286	0.0	0.0	0.0	0.711588	0.773806	0.0	2.422101	1.197471	1.68402	1.639091	2.075675	0.0	0.0	2.893635	0.591997	0.0	0.0	0.0	1.793525	1.861717	0.0	0.0	0.503197	0.953469	0.0	0.0	0.0	0.0	0.696091	0.944158	0.0	0.0	2.163796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.706916	0.0	0.0	1.534641	0.443342	0.0	2.14191	0.0	2.532978	2.429718	2.938607
"SL0101"	0.0	0.825057	1.097245	0.642348	0.0	1.185267	1.402947	0.0	1.4316	1.116111	1.182558	0.658632	0.0	0.795996	1.223708	1.050838	0.619338	0.74501	2.077968	2.236808	0.262024	1.163399	1.404	0.0	1.176199	1.947497	0.0	0.0	0.0	0.0	1.427117	0.0	0.0	0.0	0.385453	1.419834	0.0	0.0	0.67615	1.20288	0.0	0.929471	0.0	0.0	0.382841	0.010249	0.0	0.0	0.0	2.775293	1.47011	0.0	0.0	1.263249	0.106075	0.0	0.0	0.0	0.0	1.496343	1.413251	0.0	0.0	1.916852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.324669	0.0	0.0	1.592288	0.0	0.0	1.57611	0.0	2.545103	2.400665	2.109341
"Doramapimod"	0.0	0.574941	1.294797	0.091933	0.0	1.296114	1.617767	0.0	1.450583	0.181895	1.604952	1.480469	0.0	1.028545	1.580829	1.269232	0.607866	1.083346	2.147969	1.392452	1.124781	0.981964	0.0	1.229762	1.776457	0.252585	0.0	0.0	0.0	0.0	1.393013	0.0	0.0	0.0	0.387022	0.0	0.0	1.511088	1.020889	1.804657	1.096261	0.397161	0.0	0.0	1.059383	1.618537	0.0	0.0	0.0	1.753887	0.608147	0.0	0.0	1.923591	1.287004	0.0	0.0	0.0	0.0	0.845689	0.949088	0.0	0.0	1.532304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.320736	0.576076	0.0	1.926495	0.0	0.201133	2.39644	3.371473
"JNK Inhibitor VIII"	0.0	0.916023	0.876966	0.776859	0.0	1.168752	1.515572	0.0	1.41692	1.054575	1.128764	1.340702	0.0	0.69169	1.457145	0.982751	0.82458	0.885327	1.811976	2.756382	1.042408	1.18967	0.401918	0.676578	1.258117	1.132095	0.0	0.0	0.0	0.0	1.009711	0.0	0.0	0.0	0.0	0.929079	0.0	2.117691	0.270478	1.684107	0.602524	1.030508	0.0	0.0	3.228745	0.267078	0.0	0.0	0.0	2.597414	0.894153	0.0	0.0	1.636863	1.299205	0.0	0.0	0.0	0.0	1.879746	0.753299	0.0	0.0	1.839207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.367151	0.0	0.0	0.0	0.0	0.0	1.352794	0.0	1.903753	2.389986	3.505164
"Wee1 Inhibitor"	0.0	1.293033	1.213307	0.558177	0.0	1.319465	1.636756	0.0	1.304705	1.48474	0.7242	1.389587	0.0	1.22427	1.193632	1.313657	0.993418	1.273583	1.687669	0.0	0.978327	1.384266	1.655855	0.985833	1.163382	1.246149	0.0	0.0	0.0	0.0	1.542681	0.0	0.0	0.0	0.774198	1.666607	0.0	2.211807	1.131996	0.767082	1.495959	1.345672	0.0	0.0	1.077246	1.71508	0.0	0.0	0.0	2.586995	0.861316	0.0	0.0	1.906394	0.252341	0.0	0.0	0.0	0.0	1.699487	1.651091	0.0	0.0	1.492435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.436709	0.0	0.0	0.0	0.871559	0.0	1.702431	0.0	2.494675	1.781805	3.13624
"Nutlin-3a (-)"	0.0	1.011587	1.163312	0.0	0.0	1.25054	1.379881	0.0	0.387696	1.005379	0.83865	0.917189	0.0	1.00019	1.299615	1.045835	0.0	0.174919	1.736626	0.0	0.594892	1.186611	1.25721	0.865165	0.610501	1.518583	0.0	0.0	0.0	0.0	0.037406	0.0	0.0	0.0	0.75494	1.333276	0.0	1.491655	1.007831	0.0	1.236722	0.243891	0.0	0.0	1.22782	0.624793	0.0	0.0	0.0	1.905894	1.164572	0.0	0.0	1.519379	1.205258	0.0	0.0	0.0	0.0	1.470847	1.266623	0.0	0.0	1.603409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.638171	0.0	0.0	1.428745	1.153643	0.0	1.593414	0.0	1.632486	1.417823	2.486794
"PD173074"	0.0	0.784274	0.843765	0.776315	0.0	1.109063	1.305705	0.0	0.760322	1.065152	0.997033	1.081242	0.0	0.841605	0.855662	1.002406	0.558642	0.64019	1.701844	2.267302	0.543333	1.070467	1.221471	0.44953	0.530275	1.727158	0.0	0.0	0.0	0.0	1.241113	0.0	0.0	0.0	0.551116	0.140008	0.0	0.0	0.850905	1.104932	1.212956	1.528303	0.0	0.0	2.066517	0.677726	0.0	0.0	0.0	1.81633	1.326724	0.0	0.0	0.838552	1.158416	0.0	0.0	0.0	0.0	1.229958	1.267362	0.0	0.0	1.353866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.170335	0.0	0.0	1.359892	1.033756	0.0	1.407004	0.0	2.060807	1.455956	0.0
"ZM447439"	0.0	1.603586	1.530215	1.138702	0.0	1.597496	1.986785	0.0	1.875628	1.295025	1.878098	1.872768	0.0	1.57367	1.188328	1.731795	0.318208	1.582031	2.449556	2.749706	0.036937	1.779526	1.918205	1.568336	1.87935	1.24866	0.0	0.0	0.0	0.0	0.160958	0.0	0.0	0.0	0.0	1.932426	0.0	1.475224	1.433398	1.823201	0.813272	0.0	0.0	0.0	2.517261	1.151876	0.0	0.0	0.0	2.713286	1.522039	0.0	0.0	2.169691	0.723103	0.0	0.0	0.0	0.0	1.940558	0.407387	0.0	0.0	1.540231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.268782	0.0	0.0	0.0	1.744764	0.0	0.749906	0.0	2.659555	2.054824	0.0
"RO-3306"	0.0	1.120979	1.226138	1.008079	0.0	1.359414	1.561861	0.0	1.418957	0.10642	1.076398	1.412353	0.0	1.058324	1.532976	1.023079	0.899464	0.825675	2.155357	0.382723	0.841175	1.322799	0.850938	1.121482	1.080542	1.272648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.763327	1.517373	0.0	1.457927	1.079496	1.677705	0.962408	0.468165	0.0	0.0	1.731641	0.351449	0.0	0.0	0.0	1.804865	0.85976	0.0	0.0	1.764884	1.398647	0.0	0.0	0.0	0.0	1.722833	0.975544	0.0	0.0	0.24491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.258431	0.0	0.0	1.545943	1.248963	0.0	1.072483	0.0	1.387227	1.925599	3.025137
"Palbociclib"	0.0	1.535826	1.64571	1.4682	0.0	1.721132	1.819858	0.0	1.772083	0.076317	1.80411	1.712508	0.0	0.895002	1.799953	1.621436	0.923316	1.46559	1.502551	0.57378	1.496029	1.669384	1.762414	0.818217	0.674588	2.023024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.234281	1.790305	0.0	1.69015	1.516125	0.066749	0.164116	1.523541	0.0	0.0	1.643561	1.537825	0.0	0.0	0.0	1.067159	0.283595	0.0	0.0	1.98248	1.643653	0.0	0.0	0.0	0.0	2.00445	0.209379	0.0	0.0	2.008825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.329569	0.0	0.0	1.870735	1.621149	0.0	1.131945	0.0	2.359061	0.641378	0.164999
"Dactolisib"	0.0	1.705611	0.566234	1.813483	0.0	1.812817	4.107632	0.0	1.231914	1.088145	1.253951	2.472913	0.0	0.789301	1.192122	0.229805	1.356599	0.285594	0.954267	0.769603	1.118879	3.695647	2.689475	1.494143	0.898734	0.932601	0.0	0.0	0.0	0.0	1.396115	0.0	0.0	0.0	0.786282	1.221001	0.0	2.888578	2.274144	2.596889	2.620717	1.149909	0.0	0.0	0.719856	1.009324	0.0	0.0	0.0	1.748325	1.343289	0.0	0.0	0.64682	0.71567	0.0	0.0	0.0	0.0	0.81606	0.59936	0.0	0.0	1.704137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.010371	0.0	0.0	1.468251	1.460768	0.0	2.430499	0.0	1.911119	1.515724	3.848201
