	TCGA.GI.A2C8.11A.22R.A16F.07	TCGA.A6.2686.11A.01R.A32Z.07	TCGA.AA.3516.11A.01R.A32Z.07	GTEX.WFON.1326.SM.4LVMN	TCGA.CV.5971.01A.11R.1686.07	TCGA.CN.6017.01A.11R.1686.07	TCGA.KU.A6H8.01A.21R.A34R.07	TCGA.WA.A7GZ.11A.11R.A34R.07	TCGA.CV.7406.11A.01R.2081.07	TCGA.H7.A6C4.11A.21R.A466.07	TCGA.CV.7091.11A.01R.2016.07	TCGA.CV.7097.11A.01R.2016.07	TCGA.CV.7245.11A.01R.2016.07	TCGA.CV.7250.11A.01R.2016.07	TCGA.CV.6939.11A.01R.1915.07	TCGA.KL.8336.01A.11R.2315.07	TCGA.CZ.4853.01A.01R.1426.07	TCGA.A3.3385.01A.02R.1420.07	TCGA.BP.4325.01A.02R.1289.07	TCGA.A4.7585.01A.11R.2139.07	TCGA.AH.6547.01A.11R.1830.07	GTEX.13111.2326.SM.5LZUQ	GTEX.13NYC.2626.SM.5K7VN	GTEX.131XF.2826.SM.5EGKH	GTEX.11EQ9.2026.SM.5P9JI	GTEX.ZC5H.2726.SM.5KLZW	GTEX.13CF2.2426.SM.5LZYL	TCGA.VQ.A8E3.01A.11R.A39E.31	TCGA.BR.8295.01A.11R.2343.13	TCGA.BR.8372.01A.11R.2343.13	TCGA.HU.8243.01A.11R.2343.13	TCGA.BR.8369.01A.11R.2343.13	TCGA.CD.A48A.01A.12R.A36D.31	TCGA.BR.8368.01A.11R.2343.13	TCGA.VQ.A8P5.01A.11R.A39E.31	TCGA.BR.8362.01A.11R.2343.13	TCGA.BR.8366.01A.11R.2343.13	TCGA.BR.8284.01A.11R.2343.13	TCGA.F1.6874.01A.11R.1884.13	TCGA.BR.8363.01A.11R.2343.13	TCGA.D7.8573.01A.11R.2343.13	TCGA.BR.8296.01A.11R.2343.13	TCGA.D7.8572.01A.11R.2343.13	TCGA.D7.6817.01A.11R.1884.13	TCGA.HJ.7597.01A.21R.2203.13	TCGA.EL.A3GP.01A.11R.A206.07
ANHX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06	43.94	1.01	6.31	1.31	3.38	1.79	3.23	0.61	0.33	0.32	0.59	0.32	0.31	5.82	1.46	1.93	3.29	0.36
ARGFX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.15	2.89	0.54	1.27	2.32	4.98	0.84	2.36	1.51	0.65	2.05	1.75	1.51	1.16	2.86	0.0	0.61	1.97	0.0
BIRC8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23	1.46	3.11	4.54	1.33	2.84	1.58	4.39	0.61	0.64	0.6	1.43	1.75	0.87	7.88	2.05	3.29	2.68	0.0
BSX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41	1.97	0.0	0.93	0.68	0.0	0.0	0.0	0.61	1.22	1.16	0.59	1.17	0.0	4.1	0.0	3.44	1.89	0.0
C10orf120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0	0.0	0.0	0.0	0.0	2.51	2.03	0.0	14.67	4.82	2.61	1.39	6.57	1.06	0.0	0.0	0.0	0.0	0.0	27.44	1.57	1.03	0.0	0.0
CCER1	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07	1.99	0.21	0.0	0.0	0.39	0.78	1.68	5.5	1.33	0.49	0.71	9.48	0.79	1.23	2.34	0.39	0.0	0.75	4.86	0.4	0.77	0.38	0.0
CCT8L2	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.39	6.57	2.56	16.88	4.03	8.25	1.53	4.54	1.38	2.43	2.29	3.2	3.59	1.31	7.88	2.05	1.66	5.41	0.0
CDX4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55	0.0	0.0	1.13	0.31	0.35	0.25	2.58	0.27	0.29	0.0	0.0	0.83	0.27	4.74	0.28	1.06	1.03	0.0
CPLX4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14	4.24	1.27	8.92	1.25	2.73	1.01	3.96	0.77	1.16	0.74	1.77	1.11	0.0	5.87	1.5	2.48	2.39	0.0
CRYGB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.15	3.53	0.0	1.97	2.66	5.19	0.0	2.39	1.91	1.71	1.62	0.0	0.0	1.58	4.35	3.38	1.11	2.94	0.0
CTD-2144E22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.09	3.99	2.1	11.38	2.14	3.56	1.73	1.91	1.93	1.99	1.38	2.1	4.7	2.53	12.45	1.43	4.17	4.03	0.0
DAOA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53	1.36	0.51	1.69	1.53	2.94	1.71	2.14	0.85	0.0	0.29	0.57	0.58	1.07	3.08	1.39	0.84	2.01	0.0
DEFB107A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.77	2.05	1.55	1.28	2.32	5.19	0.0	0.0	0.65	1.87	0.92	0.0	1.79	0.0	7.28	0.96	0.0	2.73	0.0
DEFB107B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.77	2.05	1.55	1.28	2.32	5.19	0.0	0.0	0.65	1.87	0.92	0.0	1.79	0.0	7.28	0.96	0.0	2.73	0.0
DEFB116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.22	0.0	0.0	9.48	0.0	10.71	0.0	3.59	2.03	5.32	0.0	4.98	2.56	2.71	3.63	0.0	0.0	11.64	0.0
FAM71B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.93	1.55	1.1	4.54	1.08	3.72	2.46	5.45	1.28	2.23	2.94	0.95	1.85	0.34	9.2	1.58	1.53	4.13	0.0
GABARAPL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.36	2.16	1.89	5.77	1.79	3.44	0.62	6.89	1.3	1.03	1.28	3.53	0.99	0.65	8.06	3.96	1.85	3.14	0.0
GDF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41	0.65	0.29	1.97	0.38	0.42	0.59	1.89	0.34	0.0	0.0	0.33	0.0	0.32	1.06	0.35	0.33	1.5	0.0
GJA10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.69	4.94	6.52	12.93	1.35	10.08	2.53	4.28	1.75	0.35	2.23	3.69	3.03	3.38	7.88	1.77	5.36	5.41	0.0
GK2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	1.08	0.47	0.57	0.61	0.69	0.49	7.34	0.55	0.0	0.0	0.54	0.0	0.53	5.59	0.0	0.54	1.03	0.0
GLT6D1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.63	3.44	1.69	4.35	1.91	6.01	1.31	1.45	0.61	2.58	0.88	1.91	1.69	1.89	4.78	2.51	0.88	3.96	0.0
GPR151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87	1.69	2.41	4.5	2.84	3.47	2.29	3.82	0.89	1.22	1.14	1.41	1.17	0.57	5.5	0.6	2.73	3.38	0.0
GPR52	0.59	0.0	0.0	0.0	0.0	0.96	0.0	0.59	1.13	0.0	0.0	0.54	0.0	0.0	0.0	0.39	0.0	0.38	0.0	0.0	0.0	0.87	0.03	0.82	0.0	0.02	0.0	6.21	2.39	0.55	6.78	3.32	4.43	0.58	7.51	2.92	1.6	3.79	13.32	1.51	0.62	2.68	0.27	8.92	2.71	0.0
IL31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86	6.73	0.0	9.85	1.89	10.88	0.54	0.0	0.88	1.75	0.0	2.89	1.14	1.62	8.78	2.25	2.68	2.58	0.0
IZUMO1	1.23	0.0	0.0	1.03	3.06	0.0	4.06	12.83	4.58	2.23	1.23	0.0	8.32	6.57	0.0	6.36	0.74	2.66	5.23	0.0	1.13	2.34	14.89	3.69	1.01	1.93	1.81	24.99	473.41	6.26	59.13	18.43	19.68	47.84	46.5	19.53	3.03	6.26	11.73	4.62	48.52	68.55	12.36	13.83	18.16	1.64
KIF2B	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.09	0.0	0.0	11.47	4.54	3.96	10.16	4.46	7.69	2.46	2.71	1.75	2.48	2.66	1.69	4.28	3.79	12.93	2.1	5.41	4.94	0.0
KRTAP11-1	0.0	0.0	0.0	0.0	0.0	0.0	1.1	1.23	0.0	35.25	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.71	0.0	0.0	0.0	4358.66	0.0	0.0	3.41	0.0	6.36	9.56	4.35	12.36	5.23	1.13	0.0	12.83	4.17	4.82	1.75	0.88	4.13	1.71	5.06	4.7	2.2	3.44	0.0
KRTAP19-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.45	0.0	0.0	0.0	0.0	4.78	3.69	0.0	8.19	0.0	2.39	0.0	2.23	1.28	0.0	0.0	0.0	2.84	0.0	4.39	0.0	1.87	3.26	0.0
KRTAP24-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.39	0.0	0.0	0.0	0.0	1.71	3.11	0.0	5.15	1.68	0.78	0.84	4.74	0.62	3.26	2.03	0.0	2.05	3.76	9.63	1.81	1.19	0.59	0.0
KRTAP26-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.17	0.0	0.0	0.0	0.0	4.35	6.89	0.0	8.19	0.79	14.24	1.23	4.82	0.71	1.07	2.29	4.1	2.94	2.84	7.88	2.03	2.27	5.73	0.0
KRTAP27-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5	5.87	1.31	4.9	2.01	6.41	0.0	2.34	0.65	4.86	0.92	2.56	4.17	2.51	8.25	3.47	0.92	1.69	0.0
KRTAP4-16P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	3.41	0.0	0.0	0.0	3.26	0.85	5.28	0.64	0.97	0.0	0.0	0.64	0.0	1.01	0.0	1.77	0.88	0.0
KRTAP4-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.91	0.0	0.0	0.0	0.0	2.03	2.63	0.55	5.32	2.34	3.32	0.85	4.58	1.83	3.06	2.34	1.2	1.23	0.6	7.51	0.65	1.2	0.88	0.0
LACTBL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	1.81	0.23	1.66	0.92	2.86	0.25	1.6	0.56	0.58	0.27	0.0	0.82	0.27	1.46	1.62	0.54	1.5	0.0
LIN28A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.91	0.0	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	6.46	12.83	1.77	9.48	3.44	8.51	1.87	4.1	1.23	2.39	3.03	2.76	2.81	1.17	9.85	2.61	3.5	6.57	0.0
LRRC10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.63	3.44	0.78	3.38	2.2	6.36	0.56	3.76	1.45	1.22	1.16	1.68	0.89	1.38	6.84	0.92	5.28	3.53	0.0
MAGEB3	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	1.36	6.26	0.0	3.53	0.97	2.05	0.79	2.18	0.59	0.61	0.3	0.0	2.16	0.29	3.41	0.31	1.11	2.05	0.0
MRGPRX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68	0.0	0.0	0.0	0.0	1.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	1.79	0.33	3.76	1.64	2.29	0.0	3.63	1.46	0.0	0.0	0.0	0.0	0.0	5.11	0.0	0.0	1.38	0.0
MTRNR2L7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.82	1.89	0.99	2.51	0.66	0.39	0.54	1.66	0.31	0.0	1.62	1.1	0.87	0.29	8.51	0.6	0.3	1.07	0.0
MYH2	294926.33	0.92	1.01	0.21	45072.75	43840.21	75280.1	107203.06	46986.85	75280.1	205673.01	61571.56	79022.82	61146.25	190574.09	0.0	0.0	0.0	0.0	0.0	0.0	36864.92	186652.11	50709.61	43537.38	119776.72	118949.35	1.06	2.63	0.97	1.11	1.17	4.46	2.41	4.46	16.75	1.11	0.0	0.0	0.0	1.04	5.92	1.08	1.81	0.0	90146.51
NEUROG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78	1.07	1.38	6.36	1.51	2.94	0.97	3.35	0.82	0.27	0.8	0.53	1.08	0.25	5.41	1.38	1.83	3.63	0.0
NPVF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	1.64	0.0	5.32	0.39	0.85	0.0	2.63	0.68	0.37	0.0	0.0	0.0	0.0	5.87	0.0	2.25	1.27	0.0
OCM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.48	1.19	0.0	5.59	1.35	2.53	0.83	3.35	0.62	4.28	1.17	0.0	0.0	0.0	12.36	1.22	0.0	2.92	0.0
OR10AG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	2.29	1.77	3.79	1.36	1.51	0.0	0.0	0.34	1.55	2.81	0.0	1.5	1.97	5.32	0.65	0.62	0.0	0.0
OR10G6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.56	1.17	1.14	0.64	0.0	0.0	4.46	0.28	0.59	0.56	0.0	0.0	1.06	4.31	1.11	0.56	0.0	0.0
OR10H3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.19	1.38	0.6	3.92	4.62	5.59	0.0	1.73	1.06	5.32	3.03	1.36	2.41	0.67	11.38	0.72	0.69	2.61	0.0
OR10J5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31	2.46	2.14	6.31	4.43	3.08	2.71	4.94	0.31	0.92	0.88	1.66	1.97	0.85	7.06	0.0	1.68	2.1	0.0
OR11A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.28	1.13	0.75	5.68	2.71	7.28	0.54	2.68	1.14	2.25	1.11	0.29	1.14	0.83	5.19	0.88	2.14	2.29	0.0
OR11G2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.17	3.26	1.51	6.94	0.71	8.78	0.3	1.2	0.64	3.96	2.51	0.0	0.0	3.89	3.59	1.5	1.17	2.41	0.0
OR11H1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.94	3.56	0.0	2.86	0.0	0.0	0.87	7.82	2.46	2.25	0.0	2.1	0.0	2.07	8.78	0.66	0.0	4.24	0.0
OR12D3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.32	4.7	0.53	4.24	1.58	3.32	0.55	2.92	0.89	1.2	1.13	2.36	0.6	1.36	9.34	1.17	4.9	3.2	0.0
OR13F1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	1.77	0.64	6.94	0.0	6.16	0.99	5.63	1.1	1.13	0.0	1.39	0.39	0.0	6.89	0.75	0.72	3.32	0.0
